
[00:00:00.000 --> 00:00:04.080]  馬太福音7章24到27節主耶穌的話這樣說
[00:00:04.080 --> 00:00:06.120]  所以凡聽見我這話就去行的
[00:00:06.120 --> 00:00:09.120]  好比一個聰明人把房子蓋在磐石上
[00:00:09.120 --> 00:00:11.680]  雨淋水沖風吹撞著那房子
[00:00:11.680 --> 00:00:13.080]  房子總不倒塌
[00:00:13.080 --> 00:00:15.200]  因為根基立在磐石上
[00:00:15.200 --> 00:00:16.880]  凡聽見我這話不去行的
[00:00:16.880 --> 00:00:19.920]  好比一個無知的人把房子蓋在沙土上
[00:00:19.920 --> 00:00:22.640]  雨淋水沖風吹撞著那房子
[00:00:22.640 --> 00:00:24.200]  房子就倒塌了
[00:00:24.200 --> 00:00:26.120]  並且倒塌得很大
[00:00:26.120 --> 00:00:27.840]  我們就讀到這裡
[00:00:27.840 --> 00:00:30.800]  我們都很知道馬太福音第五章到第七章
[00:00:30.800 --> 00:00:34.760]  是非常熟悉的主耶穌的登山寶訓
[00:00:34.760 --> 00:00:38.360]  有人把它叫做天國的大憲章
[00:00:38.360 --> 00:00:41.760]  其實它是主耶穌對我們基督徒
[00:00:41.760 --> 00:00:45.280]  在地上生活的一個指引
[00:00:45.280 --> 00:00:48.640]  所以在登山寶訓的最後一段
[00:00:48.640 --> 00:00:53.520]  其實你發現耶穌提出了很多一連串的選擇
[00:00:53.520 --> 00:00:56.560]  耶穌講到說你們要進窄門
[00:00:56.560 --> 00:00:58.520]  還是要進寬的門
[00:00:58.520 --> 00:01:01.080]  你的生命是要做好的樹
[00:01:01.080 --> 00:01:03.360]  還是要做壞的樹
[00:01:03.360 --> 00:01:06.200]  你的根基是立在磐石上
[00:01:06.200 --> 00:01:09.240]  還是立在沙土上
[00:01:09.240 --> 00:01:12.800]  但是當你仔細讀這些比喻的時候
[00:01:12.800 --> 00:01:15.800]  你發現無論是進窄門進寬門
[00:01:15.800 --> 00:01:17.760]  做好樹做壞樹
[00:01:17.760 --> 00:01:20.520]  建造在磐石上或沙土上
[00:01:20.520 --> 00:01:22.560]  在一開始的時候
[00:01:22.560 --> 00:01:26.520]  大家好像都看不出有什麼樣的不同
[00:01:26.520 --> 00:01:29.840]  表面上大家都在向前走
[00:01:29.840 --> 00:01:32.160]  大家都在忙著建造
[00:01:32.160 --> 00:01:36.400]  但是那個結果卻是天壤之別
[00:01:36.400 --> 00:01:41.280]  這就好像每一次金融危機發生的時候不是這樣嗎
[00:01:41.280 --> 00:01:45.120]  表面上看起來每家公司都一樣差不多
[00:01:45.120 --> 00:01:46.560]  環境好的時候
[00:01:46.560 --> 00:01:49.640]  大家都在努力的工作賺錢
[00:01:49.640 --> 00:01:53.360]  只有在危機發生的時候才發現
[00:01:53.360 --> 00:01:55.920]  這個根基太重要了
[00:01:55.920 --> 00:01:58.080]  根基不穩固的時候
[00:01:58.080 --> 00:02:01.240]  風浪一來就倒塌了
[00:02:01.240 --> 00:02:03.640]  但如果根基穩固
[00:02:03.640 --> 00:02:07.840]  才能夠經過風暴而站立得住
[00:02:07.840 --> 00:02:10.000]  不但在公司上如此
[00:02:10.000 --> 00:02:14.080]  其實我相信在我們個人的生命當中也是如此
[00:02:14.080 --> 00:02:16.720]  你要知道在這兩個根基的比喻當中
[00:02:16.720 --> 00:02:18.400]  常常我們在讀這段經文的時候
[00:02:18.400 --> 00:02:19.960]  我們比較注意的
[00:02:19.960 --> 00:02:23.560]  都是看見這個聰明人還是無知的人
[00:02:23.560 --> 00:02:25.160]  建造在磐石上
[00:02:25.160 --> 00:02:27.480]  還是在沙土上
[00:02:27.480 --> 00:02:29.120]  可是事實上讓你仔細讀這段經文
[00:02:29.120 --> 00:02:31.280]  你會發現無論是聰明人
[00:02:31.280 --> 00:02:32.880]  無論是無知的人
[00:02:32.880 --> 00:02:36.800]  有一件事情是共同發生在他們生命當中的
[00:02:36.800 --> 00:02:38.200]  什麼事情呢
[00:02:38.200 --> 00:02:44.400]  就是生命當中的雨林、水沖、風吹都是一樣的
[00:02:44.400 --> 00:02:47.560]  換句話說今天無論你是聰明人無知人
[00:02:47.560 --> 00:02:49.280]  基督徒非基督徒
[00:02:49.280 --> 00:02:51.240]  屬靈不屬靈
[00:02:51.240 --> 00:02:54.200]  有一件事情是一模一樣的
[00:02:54.200 --> 00:03:00.360]  那就是我們都會經過人生各樣的風暴
[00:03:00.360 --> 00:03:05.120]  而神也容許我們經歷這樣的風暴
[00:03:05.120 --> 00:03:09.480]  神也容許這些風暴臨到在我們身上
[00:03:09.480 --> 00:03:11.120]  而當我們在面對這風暴的時候
[00:03:11.120 --> 00:03:12.720]  我們常常喜歡就問神說
[00:03:12.720 --> 00:03:14.040]  神啊為什麼
[00:03:14.040 --> 00:03:14.480]  不是嗎
[00:03:14.480 --> 00:03:16.080]  Why
[00:03:16.080 --> 00:03:17.000]  但我講過很多次
[00:03:17.000 --> 00:03:18.640]  神永遠不回答為什麼的問題
[00:03:18.640 --> 00:03:20.880]  所以不用問了
[00:03:20.880 --> 00:03:25.720]  而事實上當風暴臨到在我們身上的時候
[00:03:25.720 --> 00:03:27.800]  其實神在反問我們一個問題
[00:03:27.800 --> 00:03:29.640]  你知道嗎
[00:03:29.640 --> 00:03:32.120]  當風暴臨到在我們身上的時候
[00:03:32.120 --> 00:03:33.000]  神在問我們說
[00:03:33.000 --> 00:03:34.360]  Hey
[00:03:34.360 --> 00:03:36.280]  在這一切的人生風暴當中
[00:03:36.280 --> 00:03:37.800]  請問你
[00:03:37.800 --> 00:03:43.080]  你屬靈生命的根基到底在哪裡
[00:03:43.080 --> 00:03:44.520]  當然我們一聽到這個問題的時候
[00:03:44.520 --> 00:03:46.320]  第一個反應就拿筆聖經說
[00:03:46.320 --> 00:03:49.560]  我們屬靈根基在神的話語上
[00:03:49.560 --> 00:03:51.800]  但主是這樣回答的嗎
[00:03:51.800 --> 00:03:52.560]  不是
[00:03:52.560 --> 00:03:54.200]  主怎麼回答呢
[00:03:54.200 --> 00:03:59.520]  主說凡聽見我這話又去行的人
[00:03:59.520 --> 00:04:03.920]  才是把根基建立在磐石上
[00:04:03.920 --> 00:04:06.200]  不但只是讀神的話
[00:04:06.200 --> 00:04:07.920]  擁有神的話
[00:04:07.920 --> 00:04:12.600]  是要聽見神的話又去遵行的
[00:04:12.600 --> 00:04:13.560]  所以有人曾經這樣說
[00:04:13.560 --> 00:04:16.040]  光是有一本聖經是不夠的
[00:04:16.040 --> 00:04:18.120]  你要讀這個聖經
[00:04:18.120 --> 00:04:20.520]  你光是讀神的話還是不夠
[00:04:20.520 --> 00:04:24.040]  你要讓這個神的話向你來說話
[00:04:24.040 --> 00:04:26.520]  你光是聆聽神的話也是不夠的
[00:04:26.520 --> 00:04:29.000]  你要相信神的話
[00:04:29.000 --> 00:04:30.640]  不但相信神的話
[00:04:30.640 --> 00:04:33.560]  而且要活出神的話來
[00:04:33.560 --> 00:04:34.520]  Amen
[00:04:34.520 --> 00:04:37.000]  所以今天早上從這四方面
[00:04:37.000 --> 00:04:38.720]  我們一同來思想
[00:04:38.720 --> 00:04:40.840]  怎麼樣在每天的生活當中
[00:04:40.840 --> 00:04:44.400]  經歷神話語的大呢
[00:04:44.400 --> 00:04:44.960]  四方面
[00:04:44.960 --> 00:04:46.200]  第一個
[00:04:46.200 --> 00:04:47.640]  一定要研讀神的話
[00:04:47.640 --> 00:04:51.000]  跟你媽說要研讀神的話
[00:04:51.000 --> 00:04:51.320]  第二點
[00:04:51.320 --> 00:04:55.320]  今天神的話也是我們整個信仰的根基
[00:04:55.320 --> 00:04:58.760]  也是我們屬靈生命的糧食
[00:04:58.760 --> 00:05:01.960]  今天你不可能說不花時間在讀神的話
[00:05:01.960 --> 00:05:06.600]  而你期待你要做一個生命能夠長大成熟
[00:05:06.600 --> 00:05:08.200]  你知道我們常常說在基督裡面
[00:05:08.200 --> 00:05:10.760]  要成為新造的人不是嗎
[00:05:10.760 --> 00:05:13.040]  請問你什麼是新造的人
[00:05:13.040 --> 00:05:14.840]  哥羅西書第三章第十節
[00:05:14.840 --> 00:05:17.480]  很清楚的告訴什麼是新造的人
[00:05:17.480 --> 00:05:18.840]  所以說穿上新人
[00:05:18.840 --> 00:05:21.440]  這新人是在什麼
[00:05:21.440 --> 00:05:23.000]  在什麼上
[00:05:23.000 --> 00:05:25.080]  在知識上
[00:05:25.080 --> 00:05:26.640]  漸漸更新
[00:05:26.640 --> 00:05:29.680]  正如趙他祖的形象
[00:05:29.680 --> 00:05:32.880]  一個基督徒如果在知識上
[00:05:32.880 --> 00:05:34.760]  不被更新的話
[00:05:34.760 --> 00:05:38.560]  那我們的生活常常就被舊有的思想
[00:05:38.560 --> 00:05:41.040]  舊有的觀念所影響
[00:05:41.040 --> 00:05:44.920]  那活出來就是那舊有的生命
[00:05:44.920 --> 00:05:46.880]  所以很多基督徒雖然
[00:05:46.880 --> 00:05:49.120]  過去是憑著信心
[00:05:49.120 --> 00:05:51.720]  來接受祂個人的救主
[00:05:51.720 --> 00:05:54.920]  可是在知識上卻沒有常常被更新
[00:05:54.920 --> 00:06:00.080]  以至於活出來還是過去那舊有的生命
[00:06:00.080 --> 00:06:01.960]  不明白神的法則
[00:06:01.960 --> 00:06:03.880]  也不明白神的心意
[00:06:03.880 --> 00:06:09.200]  每天生活活出來跟非基督徒就沒什麼兩樣了
[00:06:09.200 --> 00:06:10.600]  有一對夫婦
[00:06:10.600 --> 00:06:11.760]  當他們信主之後
[00:06:11.760 --> 00:06:13.080]  有人就問他們說
[00:06:13.080 --> 00:06:14.320]  你們信了主之後
[00:06:14.320 --> 00:06:17.080]  請問最大的不同是什麼
[00:06:17.080 --> 00:06:18.320]  他們想了一想
[00:06:18.320 --> 00:06:20.000]  好像也沒什麼太大不同
[00:06:20.000 --> 00:06:21.160]  不過後來終於想出來
[00:06:21.160 --> 00:06:22.480]  哎呀是有一點不同
[00:06:22.480 --> 00:06:23.040]  什麼呢
[00:06:23.040 --> 00:06:24.640]  以前吵架用三字經
[00:06:24.640 --> 00:06:29.400]  現在吵架用聖經了
[00:06:29.400 --> 00:06:31.600]  還是一樣的沒改變
[00:06:31.600 --> 00:06:33.760]  生命沒有改變到
[00:06:33.760 --> 00:06:38.320]  那個思想觀念還是那舊有的思想觀念
[00:06:38.320 --> 00:06:38.960]  我提醒你們
[00:06:38.960 --> 00:06:42.560]  今天我們一定要求神幫助我們在知識上
[00:06:42.560 --> 00:06:44.240]  在思想觀念上
[00:06:44.240 --> 00:06:47.520]  要常常被主的話語來更新
[00:06:47.520 --> 00:06:48.480]  Amen
[00:06:48.480 --> 00:06:50.800]  四篇第一篇第二節怎麼說呢
[00:06:50.800 --> 00:06:55.600]  這說為喜愛耶華律法奏樂思想
[00:06:55.600 --> 00:06:59.080]  為喜愛耶華律法奏樂思想的
[00:06:59.080 --> 00:07:01.120]  自然便為什麼
[00:07:01.120 --> 00:07:02.320]  有福
[00:07:02.320 --> 00:07:04.600]  因為如果今天在你的腦海當中
[00:07:04.600 --> 00:07:07.080]  你沒有神的話語在你思想當中
[00:07:07.080 --> 00:07:09.200]  你就很容易奏樂亂想
[00:07:09.200 --> 00:07:11.040]  我告訴你
[00:07:11.040 --> 00:07:12.760]  這為什麼今天很多人在思想
[00:07:12.760 --> 00:07:15.360]  每一天生活充滿了憂慮跟恐懼
[00:07:15.360 --> 00:07:16.240]  為什麼
[00:07:16.240 --> 00:07:20.400]  因為你的腦海當中沒有神的話做根基
[00:07:20.400 --> 00:07:25.880]  所以你只有落在憂慮恐懼苦澀跟埋怨的裡面
[00:07:25.880 --> 00:07:28.120]  第二點我今天看見很多的一些人
[00:07:28.120 --> 00:07:31.760]  在生活當中非常注重肉體的需要
[00:07:31.760 --> 00:07:33.840]  我們很關心環境的污染
[00:07:33.840 --> 00:07:35.880]  很關心食物的污染
[00:07:35.880 --> 00:07:37.720]  這為什麼我們這麼注重環保
[00:07:37.720 --> 00:07:41.520]  我們注重健康食品要有機食物
[00:07:41.520 --> 00:07:43.440]  我們卻常常忽略了
[00:07:43.440 --> 00:07:47.080]  我們其實在我們生命當中有一個更嚴重的污染
[00:07:47.080 --> 00:07:49.240]  那就是心靈的污染
[00:07:49.240 --> 00:07:51.160]  太多時候我看見今天很多人
[00:07:51.160 --> 00:07:52.440]  好像向這個世界
[00:07:52.440 --> 00:07:56.240]  每一天向這個世界敞開我們自己
[00:07:56.240 --> 00:08:00.480]  歡迎這個世界用各樣的方法來試探我們
