
[00:00:00.000 --> 00:00:01.720]  頂智慧平安
[00:00:01.720 --> 00:00:04.800]  在預備這篇信息的時候
[00:00:04.800 --> 00:00:08.200]  在網上看到英國基督教雜誌
[00:00:08.200 --> 00:00:11.000]  近期出現了一個新的名詞
[00:00:11.000 --> 00:00:13.300]  叫做Mid-Faith Crisis
[00:00:13.300 --> 00:00:15.700]  我想中年危機
[00:00:15.700 --> 00:00:16.800]  Mid-Life Crisis
[00:00:16.800 --> 00:00:18.400]  我們可能聽得多
[00:00:18.400 --> 00:00:21.800]  究竟Mid-Faith Crisis是講什麼的呢?
[00:00:21.800 --> 00:00:24.400]  Mid-Faith Crisis講的是
[00:00:24.400 --> 00:00:26.200]  有些像中年危機
[00:00:26.200 --> 00:00:28.000]  就是很多信徒
[00:00:28.000 --> 00:00:29.700]  到了一個階段
[00:00:29.700 --> 00:00:31.100]  信了主一個階段
[00:00:31.100 --> 00:00:33.400]  突然間覺得信仰生活很枯乾
[00:00:33.400 --> 00:00:37.400]  好像回到教會崇拜
[00:00:37.400 --> 00:00:38.600]  做侍奉
[00:00:38.600 --> 00:00:40.300]  跟頂智慧相交的生活
[00:00:40.300 --> 00:00:42.400]  突然間都變得很沒有味道
[00:00:42.400 --> 00:00:43.500]  很沉悶
[00:00:43.500 --> 00:00:45.800]  詩歌唱的時候
[00:00:45.800 --> 00:00:47.800]  有時候在敬拜的時候唱的詩歌
[00:00:47.800 --> 00:00:49.700]  好像說得很厲害、很狠
[00:00:49.700 --> 00:00:52.600]  但是好像跟我沒什麼關係一樣
[00:00:52.600 --> 00:00:55.500]  以前跟神的關係很甜蜜的
[00:00:55.500 --> 00:00:56.700]  但是突然間
[00:00:56.700 --> 00:00:58.900]  好像神不知道去了哪裡
[00:00:59.400 --> 00:01:01.700]  有看到一個消息
[00:01:01.700 --> 00:01:04.300]  出版社近期為我們所熟悉的
[00:01:04.300 --> 00:01:05.500]  已故的德蘭修女
[00:01:05.500 --> 00:01:07.300]  出了一個新的著作
[00:01:07.300 --> 00:01:09.800]  就是用她從未公開的信件
[00:01:09.800 --> 00:01:11.500]  出了一本新書
[00:01:11.500 --> 00:01:13.000]  叫做《來作我的光》
[00:01:13.000 --> 00:01:15.000]  這本書同樣透露
[00:01:15.000 --> 00:01:17.500]  我們熟悉的這位德蘭修女
[00:01:17.500 --> 00:01:18.800]  原來她說
[00:01:18.800 --> 00:01:20.400]  過去超過50年
[00:01:20.400 --> 00:01:22.700]  在她服侍貧窮人當中
[00:01:22.700 --> 00:01:24.000]  她說她感覺
[00:01:24.000 --> 00:01:26.700]  同樣都是這種很枯乾
[00:01:26.700 --> 00:01:29.600]  在屬靈、心靈裡面很枯乾
[00:01:29.600 --> 00:01:31.800]  覺得神不在的一種階段
[00:01:31.800 --> 00:01:33.500]  足足超過50年
[00:01:33.500 --> 00:01:34.900]  她說如果有一天
[00:01:34.900 --> 00:01:36.600]  她真的被封為聖人
[00:01:36.600 --> 00:01:39.300]  她一定會叫自己做黑暗的聖人
[00:01:39.300 --> 00:01:40.400]  因為她說
[00:01:40.400 --> 00:01:43.100]  她覺得上帝好像不在她生命裡面
[00:01:43.100 --> 00:01:46.300]  這種枯乾、沉悶、孤寂的內心世界
[00:01:46.300 --> 00:01:47.400]  令她覺得
[00:01:47.400 --> 00:01:49.000]  有時候人前人後
[00:01:49.000 --> 00:01:50.600]  自己都好像是兩個人
[00:01:50.600 --> 00:01:52.500]  沒想過這位
[00:01:52.500 --> 00:01:55.200]  我們熟悉、敬重、照顧貧窮人
[00:01:55.200 --> 00:01:56.400]  照顧垂死的人
[00:01:56.400 --> 00:01:59.300]  照顧成千上萬受人遺棄的人
[00:01:59.300 --> 00:02:01.200]  的這位德蘭修女
[00:02:01.200 --> 00:02:04.000]  竟然都是經歷了一個這麼長時間
[00:02:04.000 --> 00:02:06.600]  靈裡面黑暗的狀況
[00:02:06.600 --> 00:02:10.500]  究竟她又怎樣走過這個光景呢?
[00:02:10.500 --> 00:02:15.200]  剛才我們所讀的詩篇42、43篇
[00:02:15.200 --> 00:02:17.700]  同樣詩人也都出現了這一種
[00:02:17.700 --> 00:02:21.000]  在生命淪陵裡面的一種低局
[00:02:21.000 --> 00:02:23.300]  很多聖經學者都會將這兩首詩歌
[00:02:23.300 --> 00:02:24.600]  看為一首詩歌
[00:02:24.600 --> 00:02:26.300]  因為在副歌裡面
[00:02:26.300 --> 00:02:28.300]  「我的心啊,你為何憂悶?」
[00:02:28.300 --> 00:02:30.700]  重複不斷出現了三次
[00:02:30.700 --> 00:02:32.100]  令兩首詩歌
[00:02:32.100 --> 00:02:34.600]  成為一個很完整的詩歌
[00:02:34.600 --> 00:02:36.600]  詩一這個詩歌講什麼呢?
[00:02:36.600 --> 00:02:38.200]  同樣詩歌是講一個
[00:02:38.200 --> 00:02:40.000]  曾經在聖殿裡面
[00:02:40.000 --> 00:02:41.500]  去敬拜、侍奉
[00:02:41.500 --> 00:02:44.800]  跟神很親密、很喜樂的一位信徒
[00:02:44.800 --> 00:02:45.900]  因為某種原因
[00:02:45.900 --> 00:02:48.500]  他不能夠再來聖殿敬拜
[00:02:48.500 --> 00:02:49.500]  所以在那一刻
[00:02:49.500 --> 00:02:51.600]  他處身處的環境
[00:02:51.600 --> 00:02:55.100]  是一個被受欺凌、壓迫的環境
[00:02:55.100 --> 00:02:56.900]  身邊的人質疑他
[00:02:56.900 --> 00:02:58.700]  你相信神真的存在嗎?
[00:02:58.700 --> 00:03:00.800]  至於他心裡也在懷疑神
[00:03:00.800 --> 00:03:02.100]  覺得神忘記他
[00:03:02.100 --> 00:03:04.100]  覺得神扔下他
[00:03:04.100 --> 00:03:06.200]  這首詩裡面就是講一個人
[00:03:06.200 --> 00:03:08.300]  如何在這種狀況裡面
[00:03:08.300 --> 00:03:12.500]  仍然尋求神的一種贖靈經歷
[00:03:12.500 --> 00:03:14.300]  不過當我們看這首詩歌的時候
[00:03:14.300 --> 00:03:15.700]  我們發現
[00:03:15.700 --> 00:03:17.600]  這首詩歌開始的時候
[00:03:17.600 --> 00:03:20.300]  是一個流淚傷痛的情景
[00:03:20.300 --> 00:03:22.400]  但去到詩歌的尾段
[00:03:22.400 --> 00:03:26.900]  它是變成一個在淚裡面有歡笑的狀況
[00:03:26.900 --> 00:03:28.600]  如何能夠做到呢?
