
[00:00:00.000 --> 00:00:02.000]  今天的講題是
[00:00:02.000 --> 00:00:04.840]  「奇妙的救主 復活的兒子」
[00:00:04.840 --> 00:00:06.840]  我想進入這段經文之前
[00:00:06.840 --> 00:00:11.680]  和大家很簡單去高呼一次這個故事
[00:00:11.680 --> 00:00:13.680]  故事起頭很簡單
[00:00:13.680 --> 00:00:16.400]  聖經告訴他耶穌離開那地方
[00:00:16.400 --> 00:00:19.000]  那地方是哪裡 我們等一下會去進入
[00:00:19.000 --> 00:00:20.200]  他往加里尼去
[00:00:20.200 --> 00:00:21.000]  加里尼在哪裡
[00:00:21.000 --> 00:00:23.600]  加里尼是耶穌的鄉下
[00:00:23.600 --> 00:00:26.280]  去到加里尼 加里尼的人都很歡迎他
[00:00:26.280 --> 00:00:29.400]  因為他們見過耶穌所做的一切事
[00:00:29.400 --> 00:00:32.000]  一切的神蹟奇事
[00:00:32.000 --> 00:00:34.600]  於是他去到加里尼的加拿大
[00:00:34.600 --> 00:00:36.000]  大家有沒有印象加拿大在哪裡
[00:00:36.000 --> 00:00:38.600]  是從前水電走的地方
[00:00:38.600 --> 00:00:41.400]  於是在加拿大有一個大神
[00:00:41.400 --> 00:00:43.200]  他的兒子在加伯隆病了
[00:00:43.200 --> 00:00:46.400]  他特意來到加拿大找耶穌
[00:00:46.400 --> 00:00:50.200]  祈求耶穌快快速速去醫治他的兒子
[00:00:50.200 --> 00:00:52.800]  因為他的兒子快要死了
[00:00:52.800 --> 00:00:56.400]  於是這個大神又再很狠切地祈求耶穌
[00:00:56.400 --> 00:00:58.400]  耶穌求祢快點救救我的兒子
[00:00:58.400 --> 00:01:01.400]  因為他病重了
[00:01:01.400 --> 00:01:03.600]  於是耶穌跟他說
[00:01:03.600 --> 00:01:07.200]  「回去吧 你的兒子活了」
[00:01:07.200 --> 00:01:08.600]  「會活了」
[00:01:08.600 --> 00:01:13.200]  於是這個大神相信了耶穌的話就回去了
[00:01:13.200 --> 00:01:16.600]  於是在路上他遇見他的僕人
[00:01:16.600 --> 00:01:17.600]  這個僕人告訴他
[00:01:17.600 --> 00:01:20.000]  「你的兒子康復了」
[00:01:20.000 --> 00:01:22.200]  這個大神再三地確認
[00:01:22.200 --> 00:01:23.400]  是何時康復的
[00:01:23.400 --> 00:01:25.600]  是下午一點鐘康復的
[00:01:25.600 --> 00:01:29.200]  正正就是大神跟耶穌說話的時候
[00:01:29.200 --> 00:01:31.200]  這個故事是一個大團圓結局
[00:01:31.200 --> 00:01:32.600]  因為聖經告訴你
[00:01:32.600 --> 00:01:35.200]  他和他的全家都相信了
[00:01:35.200 --> 00:01:38.600]  當大家聽我剛剛去簡短地述說這個故事
[00:01:38.600 --> 00:01:41.200]  有沒有發現錯過了一些東西
[00:01:41.200 --> 00:01:43.400]  有沒有發現漏了一些東西
[00:01:43.400 --> 00:01:47.000]  大家是不是覺得這個故事真的很順暢
[00:01:47.000 --> 00:01:49.000]  很通順呢
[00:01:49.000 --> 00:01:51.000]  很通順的原因是因為
[00:01:51.000 --> 00:01:55.200]  我將一些故事裏面的細節遮住了
[00:01:55.200 --> 00:01:59.400]  如果我將這些故事的細節再展示出來的時候
[00:01:59.400 --> 00:02:05.200]  我們會發現這個故事一點都不通順
[00:02:05.200 --> 00:02:08.800]  是一點都不能夠理解的故事
[00:02:08.800 --> 00:02:13.600]  最近我經常研究一些關於作文的事情
[00:02:13.600 --> 00:02:18.600]  其實作文是一個評分的標準很重要
[00:02:18.600 --> 00:02:21.400]  就是要有中心思想
[00:02:21.400 --> 00:02:23.600]  如果你的文章要拿高分的話
[00:02:23.600 --> 00:02:26.400]  一定要有很清晰的中心思想
[00:02:26.400 --> 00:02:29.200]  如果我將這一段文章
[00:02:29.200 --> 00:02:34.000]  作為一個文章交給中學的老師去批改的話
[00:02:34.000 --> 00:02:36.600]  他一定會解釋不到中心思想是什麼
[00:02:36.600 --> 00:02:39.600]  因為這個故事有點模糊
[00:02:39.600 --> 00:02:45.200]  這個故事要述說的東西不是很清晰
[00:02:45.200 --> 00:02:47.800]  如果我將這三樣東西遮住了的話
[00:02:47.800 --> 00:02:50.200]  要發現這個故事是平鋪直敘
[00:02:50.200 --> 00:02:54.000]  很清晰地告訴他這個故事的結果是什麼
[00:02:54.000 --> 00:02:56.600]  但是如果出現了這三句話
[00:02:56.600 --> 00:03:01.400]  會發現這個故事根本不是我們想的一樣
[00:03:01.400 --> 00:03:04.200]  沒錯,因為我們正在看的是《約翰福音》
[00:03:04.200 --> 00:03:07.000]  《約翰福音》裏面有一個很重要的主題
[00:03:07.000 --> 00:03:08.800]  耶穌是誰
[00:03:08.800 --> 00:03:10.200]  大家如果有印象的話
[00:03:10.200 --> 00:03:13.600]  我們一直在進行一個《約翰福音》的系列
[00:03:13.600 --> 00:03:15.400]  從《約翰福音》第一章開始
[00:03:15.400 --> 00:03:18.600]  我們在想的問題是耶穌是誰
[00:03:18.600 --> 00:03:21.000]  《約翰福音》第一章告訴我們耶穌是道
[00:03:21.000 --> 00:03:22.600]  耶穌是真光
[00:03:22.600 --> 00:03:27.400]  他說真光要來到這個世界照亮世界的黑暗
[00:03:27.400 --> 00:03:29.200]  耶穌是上帝的羔羊
[00:03:29.200 --> 00:03:31.400]  這是施洗日漢對他做的見證
[00:03:31.400 --> 00:03:34.800]  他指著耶穌說這是上帝的羔羊
[00:03:34.800 --> 00:03:36.000]  耶穌是中保
[00:03:36.000 --> 00:03:38.000]  你有沒有記住這個經文在說什麼
[00:03:38.000 --> 00:03:41.200]  當門徒在討論耶穌是誰
[00:03:41.200 --> 00:03:44.400]  耶穌自己將祂的身份揭露出來
[00:03:44.400 --> 00:03:46.800]  祂是中保
[00:03:46.800 --> 00:03:50.200]  繼續看下去你會發現從這裡開始
[00:03:50.200 --> 00:03:52.400]  那些故事開始有點難解
[00:03:52.400 --> 00:03:54.000]  故事開始有點模糊
[00:03:54.000 --> 00:03:54.600]  為什麼呢
[00:03:54.600 --> 00:03:57.000]  因為故事有點複雜
[00:03:57.000 --> 00:03:58.600]  故事裡面出現了神蹟
[00:03:58.600 --> 00:04:00.600]  出現了很多人群的說法
[00:04:00.600 --> 00:04:04.200]  但是如果你細心地去解釋以下的故事
[00:04:04.200 --> 00:04:09.000]  你依然會得出耶穌是誰的結果
[00:04:09.000 --> 00:04:10.400]  耶穌是天國的新郎
[00:04:10.400 --> 00:04:12.200]  你記不記得那個迦勒的婚宴
[00:04:12.200 --> 00:04:13.600]  這是第一個神蹟
[00:04:13.600 --> 00:04:17.000]  耶穌是天國的新郎
[00:04:17.000 --> 00:04:18.800]  當耶穌清理聖殿的時候
[00:04:18.800 --> 00:04:21.000]  耶穌在說祂就是聖殿
[00:04:21.000 --> 00:04:24.400]  祂是三天要重建起來的聖殿
[00:04:24.400 --> 00:04:27.400]  而當耶穌和尼哥底姆討論重生的時候
[00:04:27.400 --> 00:04:30.800]  祂預言自己要掛在十字架上
[00:04:30.800 --> 00:04:34.400]  祂要賜給尼哥底姆重生
[00:04:34.400 --> 00:04:37.600]  當耶穌和撒瑪利亞的婦人去談道的時候
[00:04:37.600 --> 00:04:39.800]  祂說祂要賜給她活水
[00:04:39.800 --> 00:04:44.200]  祂預言著祂將來釘在十字架上要流出活水
[00:04:44.200 --> 00:04:46.800]  要拯救撒瑪利亞的婦人
[00:04:46.800 --> 00:04:48.600]  同樣今天的故事都是一樣
[00:04:48.600 --> 00:04:49.800]  我們在想一件事
[00:04:49.800 --> 00:04:53.000]  就是耶穌是誰
[00:04:53.000 --> 00:04:55.000]  今天故事的主角是耶穌
[00:04:55.000 --> 00:04:58.200]  當我們聚焦我們的眼目在耶穌是誰
[00:04:58.200 --> 00:04:59.800]  再看這個故事的時候
[00:04:59.800 --> 00:05:01.600]  我們會發現這個故事
[00:05:01.600 --> 00:05:04.600]  和我們想的有一點點不同
[00:05:04.600 --> 00:05:08.200]  我們進入今天的經文
[00:05:08.200 --> 00:05:10.600]  《楊福音》四章四十三節告訴我們
[00:05:10.600 --> 00:05:12.800]  耶穌離開那地方
[00:05:12.800 --> 00:05:14.200]  王嘉烈離去
