
[00:00:00.000 --> 00:00:04.360]  我今天的講題是「當何西雅遇見伊納爵」
[00:00:04.360 --> 00:00:10.400]  何西雅是《小仙之書》第一本的仙之書
[00:00:10.400 --> 00:00:11.880]  大家都熟悉的
[00:00:11.880 --> 00:00:13.200]  伊納爵是誰呢?
[00:00:13.200 --> 00:00:15.200]  很多人都可能很陌生
[00:00:15.200 --> 00:00:18.000]  稍後再講仙之,先賣個關子
[00:00:18.000 --> 00:00:19.480]  先讀讀《聖經》
[00:00:19.480 --> 00:00:24.720]  今天會用何西雅書第六章一至三節跟大家分享
[00:00:24.720 --> 00:00:26.000]  請大家跟我一起讀
[00:00:26.000 --> 00:00:27.320]  1、2、3
[00:00:27.320 --> 00:00:30.520]  來,我們歸向耶和華吧
[00:00:30.520 --> 00:00:33.440]  祂撕裂我們也必醫治
[00:00:33.440 --> 00:00:36.120]  打傷我們也必包紮
[00:00:36.120 --> 00:00:39.280]  過兩天祂必使我們蘇醒
[00:00:39.280 --> 00:00:42.360]  第三天祂必使我們興起
[00:00:42.360 --> 00:00:45.520]  我們就在祂面前得以存活
[00:00:45.520 --> 00:00:49.400]  我們要追求認識耶和華
[00:00:49.400 --> 00:00:51.800]  祂於黎明必然出現
[00:00:51.800 --> 00:00:54.360]  祂必臨到我們像金林
[00:00:54.360 --> 00:00:56.840]  像滋潤土地的春雨
[00:00:56.840 --> 00:00:59.120]  這三節聖經有些人都很熟悉
[00:00:59.120 --> 00:01:00.720]  用和合本
[00:01:00.720 --> 00:01:03.720]  2010版,新的版,不是舊的版
[00:01:03.720 --> 00:01:06.520]  只是有少許不同
[00:01:06.520 --> 00:01:09.280]  何西雅仙之
[00:01:09.280 --> 00:01:11.440]  在舊約的時代
[00:01:11.440 --> 00:01:13.960]  是主持的第八世紀
[00:01:13.960 --> 00:01:17.440]  以色列人最強盛的時候不是大衛
[00:01:17.440 --> 00:01:18.760]  是所羅門
[00:01:18.760 --> 00:01:20.160]  大衛的兒子所羅門
[00:01:20.160 --> 00:01:22.080]  是最榮華的時候
[00:01:22.080 --> 00:01:23.560]  最國勢最強盛的時候
[00:01:23.560 --> 00:01:24.760]  有原因的
[00:01:24.760 --> 00:01:27.760]  你來上我的課,舊約的背景你也知道
[00:01:27.760 --> 00:01:30.600]  何西雅仙也會告訴你的
[00:01:30.600 --> 00:01:31.880]  但無論如何
[00:01:31.880 --> 00:01:34.160]  來到第八世紀的時候
[00:01:34.160 --> 00:01:37.240]  如果你知道舊約以色列人的背景就知道
[00:01:37.240 --> 00:01:41.640]  主前八世紀都是722年
[00:01:41.640 --> 00:01:44.440]  差不多八世紀去到尾聲
[00:01:44.440 --> 00:01:46.680]  後半期的時候
[00:01:46.680 --> 00:01:48.240]  722年
[00:01:48.240 --> 00:01:51.560]  以色列人被亞述亡國
[00:01:51.560 --> 00:01:55.720]  所以亡國前幾十年,猜得到
[00:01:55.720 --> 00:01:59.680]  在國際局勢也好,在國家的情況也好
[00:01:59.680 --> 00:02:01.640]  相當不容易
[00:02:01.640 --> 00:02:05.760]  很多的動盪,很多的不理想的事情
[00:02:05.760 --> 00:02:06.920]  都會出現
[00:02:06.920 --> 00:02:09.040]  而何西雅仙之就在這個時候
[00:02:09.040 --> 00:02:10.440]  上帝揀中她
[00:02:10.440 --> 00:02:12.640]  叫她傳達一些訊息
[00:02:12.640 --> 00:02:15.160]  這些訊息都很特別
[00:02:15.160 --> 00:02:17.440]  在整個仙之書裡面
[00:02:17.440 --> 00:02:20.320]  我覺得可能是第一個,一定是第一個
[00:02:20.320 --> 00:02:23.120]  會不會是唯一一個,我不是很肯定
[00:02:23.120 --> 00:02:27.240]  是用婚姻這個關係來表達上帝和她子民的關係
[00:02:27.240 --> 00:02:28.440]  是很少的
[00:02:28.440 --> 00:02:30.200]  你想想,是不是你讀下去
[00:02:30.200 --> 00:02:31.160]  沒有想起
[00:02:31.160 --> 00:02:33.560]  是何西雅仙就很明顯是
[00:02:33.560 --> 00:02:35.720]  用夫婦的關係
[00:02:35.720 --> 00:02:38.800]  來表達上帝和她子民的關係
[00:02:38.800 --> 00:02:40.640]  但這個關係很複雜
[00:02:40.640 --> 00:02:43.200]  本來很完美,夫婦就很好
[00:02:43.200 --> 00:02:47.120]  但你讀完何西雅仙就很唏噓
[00:02:47.120 --> 00:02:50.600]  有一種,我不知道你會替誰辛苦
[00:02:50.600 --> 00:02:53.080]  我相信你也會替神辛苦
[00:02:53.080 --> 00:02:55.880]  你不會替以色列人辛苦
[00:02:55.880 --> 00:02:57.240]  上帝的苦戀
[00:02:57.240 --> 00:02:59.240]  你感覺到上帝在這裡
[00:02:59.240 --> 00:03:02.240]  愛得很辛苦
[00:03:02.240 --> 00:03:04.040]  苦戀的意思就是這樣
[00:03:04.040 --> 00:03:05.680]  很辛苦
[00:03:05.680 --> 00:03:09.040]  愛得很辛苦,上帝很愛她的子民
[00:03:09.040 --> 00:03:11.080]  但愛得非常辛苦
[00:03:11.080 --> 00:03:12.120]  不是上帝的問題
[00:03:12.120 --> 00:03:14.080]  當然是子民的反應的問題
[00:03:14.080 --> 00:03:15.040]  所以你看到
[00:03:15.040 --> 00:03:16.800]  整本何西雅書
[00:03:16.800 --> 00:03:18.800]  是很難得
[00:03:18.800 --> 00:03:20.880]  在聖經裡面這麼
[00:03:20.880 --> 00:03:24.520]  表白上帝自己的心情
[00:03:24.520 --> 00:03:27.600]  很情話綿綿的說話也有說
[00:03:27.600 --> 00:03:29.400]  很憤怒的說話也有說
[00:03:29.400 --> 00:03:31.400]  就好像一對夫婦
[00:03:31.400 --> 00:03:34.240]  情話綿綿的時候也很好
[00:03:34.240 --> 00:03:36.000]  罵起來的時候也很嚴厲
[00:03:36.000 --> 00:03:37.240]  上帝也是這樣
[00:03:37.240 --> 00:03:39.040]  所以我們何西雅仙就是這樣
[00:03:39.040 --> 00:03:40.640]  大家有這個背景
[00:03:40.640 --> 00:03:43.160]  我今天不能詳細跟大家說
[00:03:43.160 --> 00:03:44.680]  有這個背景你再讀
[00:03:44.680 --> 00:03:47.840]  今天我們看了這幾節聖經裡面的訊息
[00:03:47.840 --> 00:03:50.160]  你就清楚很多
[00:03:50.160 --> 00:03:52.560]  基本上剛才我們讀過的經文
[00:03:52.560 --> 00:03:54.280]  不用怎麼動也好
[00:03:54.280 --> 00:03:56.720]  你也容易捕捉到
[00:03:56.720 --> 00:03:59.880]  其實基本上有兩個要點在這裡
[00:03:59.880 --> 00:04:01.480]  你們要什麼
[00:04:01.480 --> 00:04:04.000]  這些通常都是動作
[00:04:04.000 --> 00:04:04.960]  你們要做這些
[00:04:04.960 --> 00:04:05.720]  你們要這樣
[00:04:05.720 --> 00:04:07.960]  這一定是主線之一
[00:04:07.960 --> 00:04:08.880]  第一個主線
[00:04:08.880 --> 00:04:10.480]  我們就跟著這個線路
[00:04:10.480 --> 00:04:12.480]  也不作任何的動作
[00:04:12.480 --> 00:04:15.200]  你們要歸向耶和華
[00:04:15.200 --> 00:04:16.640]  既然先知說
[00:04:16.640 --> 00:04:19.280]  來呀,我們一起歸向耶和華
[00:04:19.280 --> 00:04:20.720]  那麼所有人都知道
[00:04:20.720 --> 00:04:22.440]  就是他們沒有歸向
[00:04:22.440 --> 00:04:23.040]  是不是?
[00:04:23.040 --> 00:04:26.120]  已經歸向耶和華就不用說這些多餘的說話
[00:04:26.120 --> 00:04:28.840]  證明了整個子民在那個時間裡面
[00:04:28.840 --> 00:04:30.920]  是離開了耶和華
[00:04:30.920 --> 00:04:33.240]  或者不知道怎樣叫他們回來
[00:04:33.240 --> 00:04:35.880]  我們歸向耶和華
