
[00:00:00.000 --> 00:00:05.000]  現在《史圖行傳》我們已經進到第十三章了
[00:00:05.000 --> 00:00:10.000]  可以說是進到全書的下半部
[00:00:10.000 --> 00:00:16.000]  一到十二章都是記載彼得的故事
[00:00:16.000 --> 00:00:20.000]  布音在耶路撒冷傳開
[00:00:20.000 --> 00:00:24.000]  也到撒瑪利亞傳開
[00:00:24.000 --> 00:00:27.000]  這個主要的對象是猶太人
[00:00:27.000 --> 00:00:30.000]  雖然中間也有一部分的外邦人
[00:00:30.000 --> 00:00:35.000]  但主要的重點還是在猶太人
[00:00:35.000 --> 00:00:39.000]  所以到第十三章以後
[00:00:39.000 --> 00:00:43.000]  就差不多多半都會記載保羅的故事
[00:00:43.000 --> 00:00:45.000]  也就是掃羅
[00:00:45.000 --> 00:00:48.000]  布音就傳到更遠了
[00:00:48.000 --> 00:00:51.000]  傳到羅馬
[00:00:51.000 --> 00:00:56.000]  主要的對象現在就從猶太人
[00:00:56.000 --> 00:01:00.000]  轉向到外邦人了
[00:01:00.000 --> 00:01:08.000]  所以看到第十三章是一個轉變的這一章
[00:01:08.000 --> 00:01:13.000]  從十三章開始就要講到保羅跟他的同工們
[00:01:13.000 --> 00:01:16.000]  他們往外面去步道
[00:01:16.000 --> 00:01:20.000]  到外邦人的世界裡頭去傳布音
[00:01:20.000 --> 00:01:27.000]  保羅在他一生有三次的步道的旅程
[00:01:27.000 --> 00:01:31.000]  就是從安提亞教會出發
[00:01:31.000 --> 00:01:35.000]  到旺西去
[00:01:35.000 --> 00:01:37.000]  到小雅紀亞
[00:01:37.000 --> 00:01:39.000]  一直到羅馬
[00:01:39.000 --> 00:01:41.000]  這很遠的地方
[00:01:41.000 --> 00:01:44.000]  在當時的話交通是很不方便
[00:01:44.000 --> 00:01:47.000]  所以布音能夠傳到羅馬這個地方
[00:01:47.000 --> 00:01:51.000]  已經是相當長的一段距離了
[00:01:51.000 --> 00:01:54.000]  那麼這三次的步道旅程
[00:01:54.000 --> 00:01:58.000]  十三章到十四章是記載的第一次
[00:01:58.000 --> 00:02:02.000]  第一次從敘利亞的安提亞出發
[00:02:02.000 --> 00:02:06.000]  他們去到旺西去
[00:02:06.000 --> 00:02:09.000]  到小雅紀亞這邊的地方
[00:02:09.000 --> 00:02:12.000]  然後再回到安提亞
[00:02:12.000 --> 00:02:19.000]  安提亞在當時是一個傳布音的基地
[00:02:19.000 --> 00:02:23.000]  教會派弟兄姊妹出去
[00:02:23.000 --> 00:02:28.000]  然後到一定的時候他們完成了工作
[00:02:28.000 --> 00:02:32.000]  他們就回到安提亞
[00:02:32.000 --> 00:02:36.000]  所以這一次的第一次的步道旅程
[00:02:36.000 --> 00:02:39.000]  大概有兩年的時間
[00:02:39.000 --> 00:02:44.000]  去跟回來差不多有兩千公里
[00:02:44.000 --> 00:02:46.000]  在兩千年以前
[00:02:46.000 --> 00:02:50.000]  這兩千公里是一個很遠的路程
[00:02:50.000 --> 00:02:53.000]  因為你沒有交通工具
[00:02:53.000 --> 00:02:57.000]  在陸地上是要靠走路的
[00:02:57.000 --> 00:03:00.000]  都是一步一步走出來的
[00:03:00.000 --> 00:03:03.000]  那麼坐船在海上是坐船
[00:03:03.000 --> 00:03:06.000]  所以差不多花了兩年
[00:03:06.000 --> 00:03:09.000]  從安提亞出發傳了布音以後
[00:03:09.000 --> 00:03:11.000]  傳了一部分地方的布音
[00:03:11.000 --> 00:03:13.000]  然後再回到安提亞
[00:03:13.000 --> 00:03:17.000]  這是第一次的傳布音
[00:03:17.000 --> 00:03:22.000]  《使徒行傳》以後還會講到第二次
[00:03:22.000 --> 00:03:24.000]  第三次的步道
[00:03:24.000 --> 00:03:31.000]  那麼如果把保羅被送到羅馬
[00:03:31.000 --> 00:03:36.000]  去受羅馬皇帝的審判的話
[00:03:36.000 --> 00:03:38.000]  那這個是第四次
[00:03:38.000 --> 00:03:40.000]  這次去了以後
[00:03:40.000 --> 00:03:45.000]  回來的話就沒有再記載他的情形
[00:03:45.000 --> 00:03:48.000]  因為《使徒行傳》記載到
[00:03:48.000 --> 00:03:51.000]  他在羅馬差不多有兩年的時間
[00:03:51.000 --> 00:03:53.000]  以後就沒有再記載了
[00:03:53.000 --> 00:03:56.000]  那這第一次的路程
[00:03:56.000 --> 00:03:59.000]  據聖經學者的考察
[00:03:59.000 --> 00:04:03.000]  差不多有兩千里的路來回
[00:04:03.000 --> 00:04:06.000]  陸地上有一千多公里
[00:04:06.000 --> 00:04:08.000]  在海上有幾百公里
[00:04:08.000 --> 00:04:10.000]  這樣合起來有兩千公里
[00:04:10.000 --> 00:04:13.000]  你想想看在兩千年以前
[00:04:13.000 --> 00:04:16.000]  這兩千公里不是一個很容易的
[00:04:16.000 --> 00:04:19.000]  中間你要花多少力氣
[00:04:19.000 --> 00:04:21.000]  體力的消耗
[00:04:21.000 --> 00:04:23.000]  工作上的困難
[00:04:23.000 --> 00:04:25.000]  但是神就用了保羅
[00:04:25.000 --> 00:04:29.000]  和他同工們做了這件事情
[00:04:29.000 --> 00:04:32.000]  我們要看到這次出去步道
[00:04:32.000 --> 00:04:37.000]  是由聖靈的推動跟帶領
[00:04:37.000 --> 00:04:40.000]  這個工作不是人開始的
[00:04:40.000 --> 00:04:43.000]  不是保羅跟幾個同工商量好了
[00:04:43.000 --> 00:04:44.000]  我們要傳福音
[00:04:44.000 --> 00:04:45.000]  然後就出去了
[00:04:45.000 --> 00:04:46.000]  不是的
[00:04:46.000 --> 00:04:50.000]  這次只看到是聖靈的帶領
[00:04:50.000 --> 00:04:53.000]  所以在第二節
[00:04:53.000 --> 00:04:56.000]  就說到這幾個同工
[00:04:56.000 --> 00:04:58.000]  有三位先知
[00:04:58.000 --> 00:05:01.000]  有兩位的教師
[00:05:01.000 --> 00:05:04.000]  他們在一起進食禱告的時候
[00:05:04.000 --> 00:05:05.000]  第二節說
[00:05:05.000 --> 00:05:08.000]  他們侍奉主進食的時候
[00:05:08.000 --> 00:05:10.000]  聖靈說
[00:05:10.000 --> 00:05:12.000]  聖靈向他們說了
[00:05:12.000 --> 00:05:15.000]  要為我分派巴拿巴和掃羅
[00:05:15.000 --> 00:05:19.000]  去做我召他們所做的工
[00:05:19.000 --> 00:05:23.000]  這個就說到聖靈要派他們出去
[00:05:23.000 --> 00:05:27.000]  於是他們就進食禱告
[00:05:27.000 --> 00:05:33.000]  教會利用紙片
[00:05:33.000 --> 00:05:34.000]  按手在他們頭上
[00:05:34.000 --> 00:05:36.000]  就打發他們出去了
[00:05:36.000 --> 00:05:37.000]  所以你看到
[00:05:37.000 --> 00:05:41.000]  這次他們出去步道的話
[00:05:41.000 --> 00:05:44.000]  只受聖靈的差遣
[00:05:44.000 --> 00:05:46.000]  召他們所做的工
[00:05:46.000 --> 00:05:47.000]  做什麼工呢
[00:05:47.000 --> 00:05:51.000]  就到外方人中間去傳呼音去
[00:05:51.000 --> 00:05:54.000]  所以看到教會的傳呼音
[00:05:54.000 --> 00:05:57.000]  已經從向猶太人傳呼音
[00:05:57.000 --> 00:06:01.000]  轉向到重點向外方人傳呼音
[00:06:01.000 --> 00:06:05.000]  所以就看到這次教會能夠增長
[00:06:05.000 --> 00:06:09.000]  到今天全世界有多少億的基督徒
[00:06:09.000 --> 00:06:11.000]  有很多人聽到信主
[00:06:11.000 --> 00:06:13.000]  那就是從那個時候
[00:06:13.000 --> 00:06:18.000]  三千年以前所開始的
[00:06:18.000 --> 00:06:20.000]  當時在安提爾教會
[00:06:20.000 --> 00:06:22.000]  有五位先知和教師
[00:06:22.000 --> 00:06:24.000]  一起進食禱告
[00:06:24.000 --> 00:06:25.000]  在第一節裡頭
[00:06:25.000 --> 00:06:30.000]  就說到這些五位弟兄的名字
[00:06:30.000 --> 00:06:33.000]  那這個時候就聖靈就說話了
[00:06:33.000 --> 00:06:35.000]  當他們在一起進食禱告
[00:06:35.000 --> 00:06:37.000]  聖靈就說話了
[00:06:37.000 --> 00:06:39.000]  那麼這個裡面呢
[00:06:39.000 --> 00:06:43.000]  有三位照文字看起來
[00:06:43.000 --> 00:06:45.000]  有三位先知
[00:06:45.000 --> 00:06:47.000]  前三個人的名字呢
[00:06:47.000 --> 00:06:49.000]  是先知
[00:06:49.000 --> 00:06:51.000]  為什麼說是他們先知呢
[00:06:51.000 --> 00:06:54.000]  因為到第一節下半節的時候
[00:06:54.000 --> 00:06:56.000]  這個三位名字說完以後
[00:06:56.000 --> 00:06:57.000]  就說到
[00:06:57.000 --> 00:06:59.000]  欲分封之王
