
[00:00:00.000 --> 00:00:02.000]  領主平安
[00:00:02.000 --> 00:00:04.000]  讓我們一起祈禱
[00:00:30.000 --> 00:00:32.000]  聽我們的祈禱
[00:00:32.000 --> 00:00:34.000]  奉耶穌基督得勝的明智祈求
[00:00:34.000 --> 00:00:36.000]  阿們
[00:01:00.000 --> 00:01:02.000]  中東省旅遊
[00:01:02.000 --> 00:01:04.000]  兩日三日
[00:01:04.000 --> 00:01:06.000]  不用到旅行社報名
[00:01:06.000 --> 00:01:08.000]  全部網上處理
[00:01:08.000 --> 00:01:10.000]  在櫃員機過掃
[00:01:10.000 --> 00:01:12.000]  那你怎樣去到
[00:01:12.000 --> 00:01:14.000]  在羅湖出發
[00:01:14.000 --> 00:01:16.000]  落馬洲出發
[00:01:16.000 --> 00:01:18.000]  你跟什麼呢
[00:01:18.000 --> 00:01:20.000]  通常旅行社收了你的
[00:01:20.000 --> 00:01:22.000]  證明你過掃的文件
[00:01:22.000 --> 00:01:24.000]  打電話給你
[00:01:24.000 --> 00:01:26.000]  發訊息給你
[00:01:26.000 --> 00:01:28.000]  你幾時幾號幾號等
[00:01:28.000 --> 00:01:30.000]  那支什麼旗什麼色
[00:01:30.000 --> 00:01:32.000]  幾多號你去到就行了
[00:01:32.000 --> 00:01:34.000]  於是就認住
[00:01:34.000 --> 00:01:36.000]  那支旗就帶你去
[00:01:36.000 --> 00:01:38.000]  兩三日玩完之後
[00:01:38.000 --> 00:01:40.000]  如果你找錯那支旗
[00:01:40.000 --> 00:01:42.000]  因為不知道大家有沒有經驗
[00:01:42.000 --> 00:01:44.000]  因為我很喜歡去兩三日
[00:01:44.000 --> 00:01:46.000]  十幾二十支
[00:01:46.000 --> 00:01:48.000]  都是黃色旗
[00:01:48.000 --> 00:01:50.000]  你很容易搞錯
[00:01:50.000 --> 00:01:52.000]  黃色旗裡面有人笑
[00:01:52.000 --> 00:01:54.000]  有些就十五十七
[00:01:54.000 --> 00:01:56.000]  十八二十六二十八
[00:01:56.000 --> 00:01:58.000]  我有時跟太太說
[00:01:58.000 --> 00:02:00.000]  嘩九十八號
[00:02:00.000 --> 00:02:02.000]  難道這間旅行社有九十八號旅行團
[00:02:02.000 --> 00:02:04.000]  原來不是
[00:02:04.000 --> 00:02:06.000]  於是你認住那支旗
[00:02:06.000 --> 00:02:08.000]  你就出發
[00:02:08.000 --> 00:02:10.000]  我又問一下
[00:02:10.000 --> 00:02:12.000]  在我們人生整個旅程裡面
[00:02:12.000 --> 00:02:14.000]  究竟你靠什麼旗號
[00:02:14.000 --> 00:02:16.000]  帶你去經歷
[00:02:16.000 --> 00:02:18.000]  你這個漫長的人生
[00:02:18.000 --> 00:02:20.000]  如果你活到今天五十歲
[00:02:20.000 --> 00:02:22.000]  你不知道什麼時候
[00:02:22.000 --> 00:02:26.000]  你又靠什麼旗號
[00:02:26.000 --> 00:02:30.000]  去經歷你這個漫長的人生
[00:02:30.000 --> 00:02:32.000]  又寫到漫長的人生
[00:02:32.000 --> 00:02:34.000]  有平安有喜樂
[00:02:34.000 --> 00:02:36.000]  他寄我們十七章
[00:02:36.000 --> 00:02:38.000]  八至六節
[00:02:38.000 --> 00:02:40.000]  剛才林全讀我們讀出
[00:02:40.000 --> 00:02:42.000]  摩西帶領以色列人
[00:02:42.000 --> 00:02:44.000]  去到盧偉河
[00:02:44.000 --> 00:02:46.000]  大家知道
[00:02:46.000 --> 00:02:48.000]  在曠野裡面
[00:02:48.000 --> 00:02:50.000]  他第一次
[00:02:50.000 --> 00:02:52.000]  是和敵人去爭戰
[00:02:52.000 --> 00:02:54.000]  以色列人
[00:02:54.000 --> 00:02:56.000]  在漫漫的四十年的
[00:02:56.000 --> 00:02:58.000]  曠野裡面
[00:02:58.000 --> 00:03:00.000]  他靠著什麼旗號去進發
[00:03:00.000 --> 00:03:02.000]  當時又沒有羅門
[00:03:02.000 --> 00:03:04.000]  或者南針
[00:03:04.000 --> 00:03:06.000]  又沒有什麼
[00:03:06.000 --> 00:03:08.000]  他怎樣靠
[00:03:08.000 --> 00:03:10.000]  他就是靠著神的雲柱火柱
[00:03:10.000 --> 00:03:12.000]  去帶領他
[00:03:12.000 --> 00:03:14.000]  在一個漫長的四十年當中
[00:03:14.000 --> 00:03:16.000]  不但缺糧缺水
[00:03:16.000 --> 00:03:18.000]  現在更慘
[00:03:18.000 --> 00:03:20.000]  就要和一個游牧民族
[00:03:20.000 --> 00:03:22.000]  阿瑪力人去爭戰
[00:03:22.000 --> 00:03:24.000]  摩西
[00:03:24.000 --> 00:03:26.000]  所面對的敵人
[00:03:26.000 --> 00:03:28.000]  阿瑪力人
[00:03:28.000 --> 00:03:30.000]  來到這個地方
[00:03:30.000 --> 00:03:32.000]  叫做尼菲定
[00:03:32.000 --> 00:03:34.000]  爭戰
[00:03:34.000 --> 00:03:36.000]  大家知不知道阿瑪力人
[00:03:36.000 --> 00:03:38.000]  其實是那些人
[00:03:38.000 --> 00:03:40.000]  舊日聖經記載
[00:03:40.000 --> 00:03:42.000]  原來阿瑪力人
[00:03:42.000 --> 00:03:44.000]  就是以素的子孫
[00:03:44.000 --> 00:03:46.000]  根據創世紀
[00:03:46.000 --> 00:03:48.000]  阿瑪力人是以素兒子
[00:03:48.000 --> 00:03:50.000]  以理發的妾
[00:03:50.000 --> 00:03:52.000]  他給以理發生了阿瑪力
[00:03:52.000 --> 00:03:54.000]  於是他就是以素的妻子
[00:03:54.000 --> 00:03:56.000]  亞大的子孫
[00:03:56.000 --> 00:03:58.000]  簡單一點
[00:03:58.000 --> 00:04:00.000]  他就是以素的子孫
[00:04:00.000 --> 00:04:02.000]  於是阿瑪力人就很厲害
[00:04:02.000 --> 00:04:04.000]  他在曠野裡面是諸國的首領
[00:04:04.000 --> 00:04:06.000]  在文素記裡面
[00:04:06.000 --> 00:04:08.000]  他是那麼多諸國
[00:04:08.000 --> 00:04:10.000]  大家知道迦南有很多族
[00:04:10.000 --> 00:04:12.000]  很多外邦
[00:04:12.000 --> 00:04:14.000]  所以他是那麼多人之中的首領
[00:04:14.000 --> 00:04:16.000]  那麼阿瑪力人
[00:04:16.000 --> 00:04:18.000]  他有一個很強大的本錢
[00:04:18.000 --> 00:04:20.000]  這個本錢是什麼呢
[00:04:20.000 --> 00:04:22.000]  就是他善於打仗
[00:04:22.000 --> 00:04:24.000]  你想想以色列人
[00:04:24.000 --> 00:04:26.000]  在埃及圍爐四百年
[00:04:26.000 --> 00:04:28.000]  用不著打仗
[00:04:28.000 --> 00:04:30.000]  當然埃及人不打仗
[00:04:30.000 --> 00:04:32.000]  我是奴隸來的
[00:04:32.000 --> 00:04:34.000]  最多埃及人說你打仗吧
[00:04:34.000 --> 00:04:36.000]  又不教他
[00:04:36.000 --> 00:04:38.000]  所以特別他經歷漫長四十年
[00:04:38.000 --> 00:04:40.000]  進入迦南的時候
[00:04:40.000 --> 00:04:42.000]  看到這班人
[00:04:42.000 --> 00:04:44.000]  手軟腳軟
[00:04:44.000 --> 00:04:46.000]  摩西一個人
[00:04:46.000 --> 00:04:48.000]  怎會是驍勇善戰的人士呢
[00:04:48.000 --> 00:04:50.000]  但這班阿瑪力人又不同
[00:04:50.000 --> 00:04:52.000]  這班阿瑪力人就善於打仗
[00:04:52.000 --> 00:04:54.000]  為什麼他要攻擊他呢
[00:04:54.000 --> 00:04:56.000]  因為知道原來
[00:04:56.000 --> 00:04:58.000]  以色列人有一個很好的神的保護
[00:04:58.000 --> 00:05:00.000]  他怕他進去之後
[00:05:00.000 --> 00:05:02.000]  就把阿瑪力人所住的地方
[00:05:02.000 --> 00:05:04.000]  都拿回來
[00:05:04.000 --> 00:05:06.000]  於是他就想
[00:05:06.000 --> 00:05:08.000]  不如我先下手為強
[00:05:08.000 --> 00:05:10.000]  先把這班人打敗
[00:05:10.000 --> 00:05:12.000]  攻佔我的疆土
[00:05:12.000 --> 00:05:14.000]  所以他就一開始
[00:05:14.000 --> 00:05:16.000]  向以色列人開戰
[00:05:16.000 --> 00:05:20.000]  其實在《生命記》25章
[00:05:20.000 --> 00:05:22.000]  歷史都告訴你
[00:05:22.000 --> 00:05:24.000]  你要紀念你們出埃及的時候
[00:05:24.000 --> 00:05:26.000]  阿瑪力人在路上
[00:05:26.000 --> 00:05:28.000]  怎樣待你
[00:05:28.000 --> 00:05:30.000]  他在路上遇見你
[00:05:30.000 --> 00:05:32.000]  趁你疲乏困倦
[00:05:32.000 --> 00:05:34.000]  擊殺你盡後邊軟弱的人
[00:05:34.000 --> 00:05:36.000]  這個軟弱的人
[00:05:36.000 --> 00:05:38.000]  就是老弱和小孩子
[00:05:38.000 --> 00:05:40.000]  阿瑪力人有一招很厲害
[00:05:40.000 --> 00:05:42.000]  如果你的軍隊在前面
[00:05:42.000 --> 00:05:44.000]  或者你的壯丁在前面
[00:05:44.000 --> 00:05:46.000]  那你的婦孺
[00:05:46.000 --> 00:05:48.000]  當然在後面
[00:05:48.000 --> 00:05:50.000]  阿瑪力人就不會打你前面
[00:05:50.000 --> 00:05:52.000]  他就刀戳將軍
[00:05:52.000 --> 00:05:54.000]  把你後面的婦孺
[00:05:54.000 --> 00:05:56.000]  小孩子都殺了
[00:05:56.000 --> 00:05:58.000]  所以你想想
[00:05:58.000 --> 00:06:00.000]  這個阿瑪力人是很會打仗
[00:06:00.000 --> 00:06:02.000]  他不是跟你硬碰
[00:06:02.000 --> 00:06:04.000]  他敲你個個
