
[00:00:00.000 --> 00:00:02.000]  鼎智偉早晨
[00:00:02.000 --> 00:00:04.000]  讓我再一次同心祈禱
[00:00:04.000 --> 00:00:10.000]  多謝你讓我一起敬拜你
[00:00:10.000 --> 00:00:12.000]  讓我們再一次在你面前握手
[00:00:12.000 --> 00:00:14.000]  因著你
[00:00:14.000 --> 00:00:16.000]  真的去獻上自己
[00:00:16.000 --> 00:00:18.000]  你去拯救我們
[00:00:18.000 --> 00:00:20.000]  以致到我們以愛去回應你
[00:00:20.000 --> 00:00:22.000]  對我們的大愛
[00:00:22.000 --> 00:00:24.000]  我也將敬拜獻情給你
[00:00:24.000 --> 00:00:26.000]  求你親自閱立
[00:00:26.000 --> 00:00:28.000]  聖靈在我中間隨意運行
[00:00:28.000 --> 00:00:30.000]  親自導我們導師
[00:00:30.000 --> 00:00:32.000]  你教導我們對我們講說話
[00:00:32.000 --> 00:00:34.000]  我們仰望你等候你自己
[00:00:34.000 --> 00:00:36.000]  祈禱奉主耶穌的名頭
[00:00:36.000 --> 00:00:38.000]  阿門
[00:00:38.000 --> 00:00:42.000]  在剛剛這
[00:00:42.000 --> 00:00:44.000]  一個多禮拜裡
[00:00:44.000 --> 00:00:46.000]  如果你有留意新聞
[00:00:46.000 --> 00:00:48.000]  前交易所的大堂
[00:00:48.000 --> 00:00:50.000]  成為了香港金融
[00:00:50.000 --> 00:00:52.000]  大會堂
[00:00:52.000 --> 00:00:54.000]  有一個開幕典禮
[00:00:54.000 --> 00:00:56.000]  當開幕典禮的時候
[00:00:56.000 --> 00:00:58.000]  背景裡面
[00:00:58.000 --> 00:01:00.000]  有一幅
[00:01:00.000 --> 00:01:02.000]  背字的牆
[00:01:02.000 --> 00:01:04.000]  背字的牆
[00:01:04.000 --> 00:01:06.000]  全部用了很多背字
[00:01:06.000 --> 00:01:08.000]  去寫的字
[00:01:08.000 --> 00:01:10.000]  原意我看回報道
[00:01:10.000 --> 00:01:12.000]  背字是和古代
[00:01:12.000 --> 00:01:14.000]  一些錢幣有關
[00:01:14.000 --> 00:01:16.000]  這些仔細可能要問
[00:01:16.000 --> 00:01:18.000]  成禮那些淵源
[00:01:18.000 --> 00:01:20.000]  各方面
[00:01:20.000 --> 00:01:22.000]  他一直在講的時候
[00:01:22.000 --> 00:01:24.000]  整幅牆的設計都是和背字有關
[00:01:24.000 --> 00:01:26.000]  但是誰知道
[00:01:26.000 --> 00:01:28.000]  這幅背字牆
[00:01:28.000 --> 00:01:30.000]  原本有些讚
[00:01:30.000 --> 00:01:32.000]  有些賣
[00:01:32.000 --> 00:01:34.000]  等等正面的字眼
[00:01:34.000 --> 00:01:36.000]  但是其中裡面
[00:01:36.000 --> 00:01:38.000]  有很多的背字
[00:01:38.000 --> 00:01:40.000]  包括貪字
[00:01:40.000 --> 00:01:42.000]  賄賂
[00:01:42.000 --> 00:01:44.000]  賊 贓物的贓字
[00:01:44.000 --> 00:01:46.000]  賤
[00:01:46.000 --> 00:01:48.000]  當一出完這些字眼的時候
[00:01:48.000 --> 00:01:50.000]  就成為了公關災難
[00:01:50.000 --> 00:01:52.000]  很多人就覺得有沒有搞錯
[00:01:52.000 --> 00:01:54.000]  開幕典禮
[00:01:54.000 --> 00:01:56.000]  弄這些字
[00:01:56.000 --> 00:01:58.000]  其實這些字全部都和背字有關
[00:01:58.000 --> 00:02:00.000]  甚至連字島的字字
[00:02:00.000 --> 00:02:02.000]  都寫進去
[00:02:02.000 --> 00:02:04.000]  所以整件事就帶來很大的迴響
[00:02:04.000 --> 00:02:06.000]  有些人就要
[00:02:06.000 --> 00:02:08.000]  馬上補救 處理 面對
[00:02:08.000 --> 00:02:10.000]  我都追蹤
[00:02:10.000 --> 00:02:12.000]  這宗新聞
[00:02:12.000 --> 00:02:14.000]  他就找很多的字
[00:02:14.000 --> 00:02:16.000]  一些普通的白
[00:02:16.000 --> 00:02:18.000]  不是找很多的字 找很多片
[00:02:18.000 --> 00:02:20.000]  磚 蓋住了那些字
[00:02:20.000 --> 00:02:22.000]  就變成一格格空了
[00:02:22.000 --> 00:02:24.000]  原本有的字就沒有了
[00:02:24.000 --> 00:02:26.000]  不知你
[00:02:26.000 --> 00:02:28.000]  如果是面對這些事情
[00:02:28.000 --> 00:02:30.000]  你會不會蓋住那些字
[00:02:30.000 --> 00:02:32.000]  還是任由它在呢
[00:02:32.000 --> 00:02:34.000]  他裡面就說
[00:02:34.000 --> 00:02:36.000]  沒有人說
[00:02:36.000 --> 00:02:38.000]  好還是不好
[00:02:38.000 --> 00:02:40.000]  只是設計你喜歡還是不喜歡
[00:02:40.000 --> 00:02:42.000]  引起
[00:02:42.000 --> 00:02:44.000]  一件這樣的公關災難
[00:02:44.000 --> 00:02:46.000]  其實讀
[00:02:46.000 --> 00:02:48.000]  菲律賓書裡面
[00:02:48.000 --> 00:02:50.000]  我們時時都以為
[00:02:50.000 --> 00:02:52.000]  菲律賓書裡面講喜樂
[00:02:52.000 --> 00:02:54.000]  我否認菲律賓書裡面
[00:02:54.000 --> 00:02:56.000]  出現很多的篇幅都是講喜樂
[00:02:56.000 --> 00:02:58.000]  不過菲律賓書裡面講喜樂
[00:02:58.000 --> 00:03:00.000]  其實只是那個
[00:03:00.000 --> 00:03:02.000]  情懷 感情
[00:03:02.000 --> 00:03:04.000]  或者保羅那種心境
[00:03:04.000 --> 00:03:06.000]  裡面其實有講喜樂
