
[00:00:00.000 --> 00:00:03.000]  今天是扶貧主日
[00:00:03.000 --> 00:00:09.000]  其實我們這個10.10.10的抗貧主日裏面
[00:00:09.000 --> 00:00:11.000]  其實有一個用意的
[00:00:11.000 --> 00:00:12.000]  就是會用十分鐘的時間
[00:00:12.000 --> 00:00:14.000]  我們來了解一下
[00:00:14.000 --> 00:00:18.000]  有關香港貧窮的一些處境和情況
[00:00:18.000 --> 00:00:22.000]  大家可以先看一些slide
[00:00:22.000 --> 00:00:29.000]  我們會看到香港現在貧富懸殊是極其嚴重的
[00:00:29.000 --> 00:00:32.000]  堅尼系數已經去到0.53
[00:00:32.000 --> 00:00:36.000]  在全球28個先進的經濟體系裏面
[00:00:36.000 --> 00:00:39.000]  我們的貧富懸殊是排第一的
[00:00:39.000 --> 00:00:42.000]  貧窮的人口已經去到126萬
[00:00:42.000 --> 00:00:44.000]  換言之每6個香港人當中
[00:00:44.000 --> 00:00:49.000]  有一個人只是在這些貧窮困苦裏面掙扎
[00:00:49.000 --> 00:00:53.000]  除此之外我們也有35萬名的兒童
[00:00:53.000 --> 00:00:56.000]  是生活在貧窮線以下
[00:00:56.000 --> 00:01:00.000]  兒童在貧困環境當中成長的時候
[00:01:00.000 --> 00:01:04.000]  他們需要有人輔助他們
[00:01:04.000 --> 00:01:07.000]  有見及此教會關懷貧窮網絡
[00:01:07.000 --> 00:01:09.000]  也是和基督教例行會
[00:01:09.000 --> 00:01:11.000]  以及穆福機構等等
[00:01:11.000 --> 00:01:15.000]  他們作出一些回應誇大貧窮的
[00:01:15.000 --> 00:01:21.000]  和兒童發展配對基金有一個計劃
[00:01:21.000 --> 00:01:24.000]  就是他們幫他們去儲錢
[00:01:24.000 --> 00:01:26.000]  而他們儲了多少錢
[00:01:26.000 --> 00:01:31.000]  那裏另外也有一個配對基金捐給他們
[00:01:31.000 --> 00:01:35.000]  幫他們能夠有計劃有理想
[00:01:35.000 --> 00:01:38.000]  在他們前面的人生規劃
[00:01:38.000 --> 00:01:40.000]  他們走一條正確的路
[00:01:40.000 --> 00:01:42.000]  我們需要有大量的mentor
[00:01:42.000 --> 00:01:46.000]  這些陪他們一起走的同行者
[00:01:46.000 --> 00:01:49.000]  他們需要接受一些訓練
[00:01:49.000 --> 00:01:52.000]  我們教會在年初推動這個計劃的時候
[00:01:52.000 --> 00:01:54.000]  已經有十多位頂姐妹參與
[00:01:54.000 --> 00:01:56.000]  我們很鼓勵頂姐妹
[00:01:56.000 --> 00:02:00.000]  你願意來投身參與
[00:02:00.000 --> 00:02:02.000]  我記得三月十一日
[00:02:02.000 --> 00:02:05.000]  我們舉行這個誇大貧窮的講座的時候
[00:02:05.000 --> 00:02:08.000]  蔡元文醫生和我們分享到
[00:02:08.000 --> 00:02:11.000]  叫大家去捐錢可能不是那麼難
[00:02:11.000 --> 00:02:14.000]  但是要人出來用時間
[00:02:14.000 --> 00:02:18.000]  以及真的用一兩年的時間
[00:02:18.000 --> 00:02:21.000]  去跟進這些有需要的mentee
[00:02:21.000 --> 00:02:23.000]  並不是那麼多人做得到
[00:02:23.000 --> 00:02:25.000]  但我們盼望我們當中
[00:02:25.000 --> 00:02:27.000]  若然神給你有這樣的感動
[00:02:27.000 --> 00:02:29.000]  我很鼓勵頂姐妹你們要參與
[00:02:29.000 --> 00:02:31.000]  施比受禁為有福
[00:02:31.000 --> 00:02:34.000]  每一個參與過的頂姐妹都可以跟我們講見證
[00:02:34.000 --> 00:02:37.000]  日後他們會有很多這些見證會講和寫出來
[00:02:37.000 --> 00:02:40.000]  與這些人去同行的時候會發覺
[00:02:40.000 --> 00:02:42.000]  其實自己都得著激勵
[00:02:42.000 --> 00:02:45.000]  我們很盼望頂姐妹都在這一方面
[00:02:45.000 --> 00:02:47.000]  有這一種的看見
[00:02:47.000 --> 00:02:49.000]  在我們今天這個繁榮的
[00:02:49.000 --> 00:02:51.000]  香港大都會的背後
[00:02:51.000 --> 00:02:53.000]  其實仍然有很多十方的老人
[00:02:53.000 --> 00:02:55.000]  新來港的婦女
[00:02:55.000 --> 00:02:57.000]  貧困的家庭兒童
[00:02:57.000 --> 00:02:59.000]  在職的貧窮人士
[00:02:59.000 --> 00:03:02.000]  無家者和食物銀行服務的使用者
[00:03:02.000 --> 00:03:04.000]  其實他們每天仍然
[00:03:04.000 --> 00:03:09.000]  為三餐一篤去掙扎求存
[00:03:09.000 --> 00:03:11.000]  放眼世界你會看見
[00:03:11.000 --> 00:03:14.000]  全球超過七十億的人口
[00:03:14.000 --> 00:03:17.000]  其實現在也有四成的人
[00:03:17.000 --> 00:03:20.000]  他們在貧窮的當中
[00:03:20.000 --> 00:03:24.000]  每天不多於兩元美金來生活
[00:03:24.000 --> 00:03:28.000]  有應及此聯合國也將每年的十月十七日
[00:03:28.000 --> 00:03:31.000]  定為消除貧困的國際日
[00:03:31.000 --> 00:03:34.000]  鼓勵各國去關注貧窮的問題
[00:03:34.000 --> 00:03:36.000]  致力減貧
[00:03:36.000 --> 00:03:39.000]  教會關懷貧窮網絡就邀請了
[00:03:39.000 --> 00:03:42.000]  我們教會講座堂和其他很多的教會
[00:03:42.000 --> 00:03:44.000]  一起在十月定一個主日
[00:03:44.000 --> 00:03:47.000]  作為抗貧主日
[00:03:47.000 --> 00:03:50.000]  我們希望透過今天這個崇拜
[00:03:50.000 --> 00:03:53.000]  亦鼓勵大家去回應
[00:03:53.000 --> 00:03:56.000]  以十元作為一個基本的單位
[00:03:56.000 --> 00:03:59.000]  當然可以超過十元
[00:03:59.000 --> 00:04:02.000]  作出一個捐獻
[00:04:02.000 --> 00:04:05.000]  我們收集所有這些捐獻之後
[00:04:05.000 --> 00:04:08.000]  我們會支持這個報道會兒童之家
[00:04:08.000 --> 00:04:11.000]  和教會關懷貧窮網絡
[00:04:11.000 --> 00:04:14.000]  這都是我們本地扶貧的工作
[00:04:14.000 --> 00:04:18.000]  我們願意請姊妹一齊有參與
[00:04:18.000 --> 00:04:24.000]  我們看到聖經裏面其實也有跟我們講到
[00:04:24.000 --> 00:04:28.000]  這個提爾化書一章十七節
[00:04:28.000 --> 00:04:30.000]  我們需要學習行善
[00:04:30.000 --> 00:04:31.000]  尋求公平
[00:04:31.000 --> 00:04:33.000]  解救受欺壓的
[00:04:33.000 --> 00:04:35.000]  為孤兒身冤
[00:04:35.000 --> 00:04:36.000]  為寡婦便屈
[00:04:36.000 --> 00:04:38.000]  新約雅各書一章二十七節
[00:04:38.000 --> 00:04:40.000]  也講到真正的虔誠是甚麼呢
[00:04:40.000 --> 00:04:43.000]  就是在神我們的父面前
[00:04:43.000 --> 00:04:45.000]  清潔沒有顛覆的虔誠
[00:04:45.000 --> 00:04:50.000]  就是看顧在患難中的孤兒寡婦
[00:04:50.000 --> 00:04:54.000]  並且保守自己不惦厭世俗
[00:04:54.000 --> 00:04:57.000]  阿摩斯書第五章也提醒我們
[00:04:57.000 --> 00:05:01.000]  阿摩斯先知提醒當時世代神的子民
[00:05:01.000 --> 00:05:03.000]  他們不要一邊去敬拜神
[00:05:03.000 --> 00:05:06.000]  一邊去欺壓貧窮的人
[00:05:06.000 --> 00:05:12.000]  唯願公平如帶水滾滾 只公義如江河滔滔
[00:05:12.000 --> 00:05:15.000]  今天我們可以來回應
[00:05:15.000 --> 00:05:18.000]  這個時代和我們這個社會
[00:05:18.000 --> 00:05:21.000]  是一些很嚴峻的社會問題
[00:05:21.000 --> 00:05:23.000]  亦都是我們人人都有責任
[00:05:23.000 --> 00:05:26.000]  我們可以參與作出援手
[00:05:26.000 --> 00:05:30.000]  在最後我們看回我們今天要看的經文
[00:05:30.000 --> 00:05:31.000]  我和大家思想一下
[00:05:31.000 --> 00:05:33.000]  馬太宗音二十五章
[00:05:33.000 --> 00:05:35.000]  在三十一到四十六節
[00:05:35.000 --> 00:05:37.000]  是耶穌親自所講的
[00:05:37.000 --> 00:05:41.000]  我們一起來讀這段經文
[00:05:41.000 --> 00:05:43.000]  當人子在他榮耀裡
[00:05:43.000 --> 00:05:46.000]  同著中天使降臨的時候
[00:05:46.000 --> 00:05:49.000]  要坐在他榮耀的寶座上
[00:05:49.000 --> 00:05:52.000]  萬民都要聚集在他面前
[00:05:52.000 --> 00:05:54.000]  他要擺他們分別出來
[00:05:54.000 --> 00:05:56.000]  好在牧羊的分別
[00:05:56.000 --> 00:05:58.000]  牧羊山羊一般
[00:05:58.000 --> 00:06:00.000]  擺完羊安置在右邊
[00:06:00.000 --> 00:06:02.000]  山羊在左邊
[00:06:02.000 --> 00:06:05.000]  於是皇要向那右邊的說
[00:06:05.000 --> 00:06:08.000]  你們這蒙我父賜福的
[00:06:08.000 --> 00:06:11.000]  可來承受那創世以來
[00:06:11.000 --> 00:06:13.000]  為你們所預備的國
[00:06:13.000 --> 00:06:15.000]  因為我餓了
[00:06:15.000 --> 00:06:17.000]  你們給我吃了
[00:06:17.000 --> 00:06:19.000]  渴了你們給我喝
[00:06:19.000 --> 00:06:21.000]  我作客裡你們留我住
[00:06:21.000 --> 00:06:24.000]  我赤身露體你們給我穿
[00:06:24.000 --> 00:06:27.000]  我病了你們看顧我
[00:06:27.000 --> 00:06:30.000]  我在監裡你們來看我
[00:06:30.000 --> 00:06:32.000]  義人就回答說
[00:06:32.000 --> 00:06:34.000]  主啊我們什麼時候
[00:06:34.000 --> 00:06:36.000]  見你餓了給你喝
[00:06:36.000 --> 00:06:38.000]  渴了給你喝
[00:06:38.000 --> 00:06:40.000]  什麼時候見你作客裡
[00:06:40.000 --> 00:06:41.000]  留你住
[00:06:41.000 --> 00:06:44.000]  或是赤身露體給你穿
[00:06:44.000 --> 00:06:46.000]  又什麼時候見你病了
[00:06:46.000 --> 00:06:49.000]  或是在監裡來看你呢
[00:06:49.000 --> 00:06:51.000]  皇要回答說
[00:06:51.000 --> 00:06:53.000]  我實在告訴你們
[00:06:53.000 --> 00:06:56.000]  這些事你們既做在我
[00:06:56.000 --> 00:06:59.000]  這弟兄中一個最小的身上
[00:06:59.000 --> 00:07:01.000]  就是做在我身上了
[00:07:01.000 --> 00:07:04.000]  皇又要向那左邊的說
[00:07:04.000 --> 00:07:07.000]  你們這被咒咒的人離開我
[00:07:07.000 --> 00:07:10.000]  進入那為魔鬼和他的使者
[00:07:10.000 --> 00:07:13.000]  所預備的永火裡去
[00:07:13.000 --> 00:07:14.000]  因為我餓了
[00:07:14.000 --> 00:07:16.000]  你們不給我吃
[00:07:16.000 --> 00:07:18.000]  渴了你們不給我喝
[00:07:18.000 --> 00:07:22.000]  我作客裡你們不留我住
[00:07:22.000 --> 00:07:25.000]  我赤身露體你們不給我穿
[00:07:25.000 --> 00:07:27.000]  我病了我在監裡
[00:07:27.000 --> 00:07:30.000]  你們不來看顧我
[00:07:30.000 --> 00:07:32.000]  他們也要回答說
[00:07:32.000 --> 00:07:34.000]  主啊我們什麼時候
[00:07:34.000 --> 00:07:37.000]  見你餓了或渴了
[00:07:37.000 --> 00:07:40.000]  或作客裡或赤身露體
[00:07:40.000 --> 00:07:43.000]  或病了或在監裡
[00:07:43.000 --> 00:07:45.000]  什麼時候來呢
[00:07:45.000 --> 00:07:47.000]  皇要回答說
[00:07:47.000 --> 00:07:49.000]  我實在告訴你們
[00:07:49.000 --> 00:07:52.000]  這些事你們既不做在我
[00:07:52.000 --> 00:07:54.000]  這弟兄中一個最小的身上
[00:07:54.000 --> 00:07:58.000]  就是不做在我身上了
[00:07:58.000 --> 00:08:01.000]  這些人要往永垠裡去
[00:08:01.000 --> 00:08:05.000]  那些人要往永生裡去
[00:08:05.000 --> 00:08:09.000]  我們要明白這一段主耶穌說的話
[00:08:09.000 --> 00:08:11.000]  我們一定要很清楚
[00:08:11.000 --> 00:08:14.000]  看回當時的背景
[00:08:14.000 --> 00:08:17.000]  和耶穌說這番說話的處境
[00:08:17.000 --> 00:08:19.000]  其實在前文裡
[00:08:19.000 --> 00:08:20.000]  我們可以追溯到
[00:08:20.000 --> 00:08:22.000]  馬太福音第24章
[00:08:22.000 --> 00:08:25.000]  是一個很著名的橄欖山的講論
[00:08:25.000 --> 00:08:31.000]  耶穌當時和那些門徒來說
[00:08:31.000 --> 00:08:33.000]  他們有一個問題說
[00:08:33.000 --> 00:08:36.000]  主耶穌降臨和世界的末了
[00:08:36.000 --> 00:08:38.000]  有什麼預兆呢
[00:08:38.000 --> 00:08:39.000]  耶穌就和他們說
[00:08:39.000 --> 00:08:40.000]  祂回來之前
[00:08:40.000 --> 00:08:44.000]  這個世界有很多很清楚的徵兆
[00:08:44.000 --> 00:08:45.000]  說完之後
[00:08:45.000 --> 00:08:47.000]  祂說了四個比喻
[00:08:47.000 --> 00:08:52.000]  四個比喻都是包含到有審判的意味
[00:08:52.000 --> 00:08:56.000]  重點就是我們每一個屬神的兒女
[00:08:56.000 --> 00:08:58.000]  必須要預備我們的今生
[00:08:58.000 --> 00:09:03.000]  去營建這位第二次要再來的榮耀的基督
[00:09:03.000 --> 00:09:04.000]  第一個比喻就是說到
[00:09:04.000 --> 00:09:06.000]  家主與賊人這個比喻
[00:09:06.000 --> 00:09:09.000]  在馬太福音24章42到44節
[00:09:09.000 --> 00:09:10.000]  沒有一個人知道
[00:09:10.000 --> 00:09:12.000]  那些賊人什麼時候來光顧你的家
[00:09:12.000 --> 00:09:15.000]  所以你要時刻警醒
[00:09:15.000 --> 00:09:17.000]  另外第二個比喻是說到
[00:09:17.000 --> 00:09:19.000]  善僕與惡僕的分別
[00:09:19.000 --> 00:09:20.000]  什麼是善僕呢
[00:09:20.000 --> 00:09:24.000]  是那些忠心良善有見識的管家
[00:09:24.000 --> 00:09:29.000]  他們懂得按時去分糧給家裡不同的人
[00:09:29.000 --> 00:09:31.000]  我們今日都需要一樣
[00:09:31.000 --> 00:09:33.000]  主耶穌在我們想不到的時候
[00:09:33.000 --> 00:09:35.000]  祂就會回來
[00:09:35.000 --> 00:09:38.000]  所以這種警醒和預備
[00:09:38.000 --> 00:09:40.000]  25章第一到十二節
[00:09:40.000 --> 00:09:44.000]  是很著名的這個同類的比喻
[00:09:44.000 --> 00:09:46.000]  十個同類當中
[00:09:46.000 --> 00:09:48.000]  五個是聰明,五個是愚昧
[00:09:48.000 --> 00:09:51.000]  聰明的就是他時刻在他的油燈裡面
[00:09:51.000 --> 00:09:53.000]  那些油都是預備好的
[00:09:53.000 --> 00:09:55.000]  所以新郎哥來的時候
[00:09:55.000 --> 00:09:57.000]  他就可以和新郎哥進去
[00:09:57.000 --> 00:09:59.000]  赴婚宴
[00:09:59.000 --> 00:10:02.000]  但愚昧的在新郎哥來的時候
[00:10:02.000 --> 00:10:03.000]  他們沒有油
[00:10:03.000 --> 00:10:04.000]  他走出去買油
[00:10:04.000 --> 00:10:06.000]  買完油回來的時候已經太遲了
[00:10:06.000 --> 00:10:08.000]  這個又是提醒我們
[00:10:08.000 --> 00:10:10.000]  我們需要時刻作好準備
[00:10:10.000 --> 00:10:14.000]  警醒你要過我們在這個地上的生活
[00:10:14.000 --> 00:10:16.000]  等到主耶穌第二次的再來
