
[00:00:00.000 --> 00:00:03.000]  或者我們一起做一個禱告
[00:00:03.000 --> 00:00:05.000]  天父我們多謝你
[00:00:05.000 --> 00:00:07.000]  你是復活的主
[00:00:07.000 --> 00:00:10.000]  你在保羅的身上所做的工作
[00:00:10.000 --> 00:00:12.000]  保羅為你所做的見證
[00:00:12.000 --> 00:00:14.000]  成為我們的榜樣
[00:00:14.000 --> 00:00:17.000]  求主祢藉著今天這段經文幫助我們
[00:00:17.000 --> 00:00:20.000]  讓我們在眾多挑戰當中
[00:00:20.000 --> 00:00:23.000]  我們仍然是一個火熱的心
[00:00:23.000 --> 00:00:26.000]  願意擺上我們的生命
[00:00:26.000 --> 00:00:28.000]  在世上作光作炎
[00:00:28.000 --> 00:00:31.000]  求主祢帶領幫助我們明白
[00:00:31.000 --> 00:00:33.000]  祈禱奉主耶穌基督的名
[00:00:33.000 --> 00:00:35.000]  阿們
[00:00:58.000 --> 00:01:00.000]  我們不保證能夠保護他們
[00:01:00.000 --> 00:01:02.000]  所以他們就要關閉
[00:01:02.000 --> 00:01:06.000]  原因就是大概在一個禮拜之前
[00:01:06.000 --> 00:01:09.000]  有一群極端的伊斯蘭教徒
[00:01:09.000 --> 00:01:11.000]  在一個很大的遊行
[00:01:11.000 --> 00:01:14.000]  並且有些要求
[00:01:14.000 --> 00:01:17.000]  如果不是伊斯蘭教徒的宗教活動
[00:01:17.000 --> 00:01:21.000]  他們會很排斥
[00:01:21.000 --> 00:01:25.000]  所以就有這件事情發生
[00:01:25.000 --> 00:01:31.000]  其中一間被封閉的教會
[00:01:31.000 --> 00:01:33.000]  就是一間巡渡會
[00:01:33.000 --> 00:01:37.000]  他們的牧師就是阿迪塞拉基
[00:01:37.000 --> 00:01:39.000]  阿迪塞拉基就這樣說
[00:01:39.000 --> 00:01:42.000]  我們這間教會的成立
[00:01:42.000 --> 00:01:46.000]  完全合乎印尼政府的標準
[00:01:46.000 --> 00:01:48.000]  在他的宗教事務局
[00:01:48.000 --> 00:01:51.000]  他所有的合法機構的名單
[00:01:51.000 --> 00:01:53.000]  我們都在裡面
[00:01:53.000 --> 00:01:57.000]  我們教會裡面所建的建築物
[00:01:57.000 --> 00:01:59.000]  全部合乎建築的規格
[00:01:59.000 --> 00:02:02.000]  不過那些牌子遲遲都不給我們
[00:02:02.000 --> 00:02:06.000]  所以我們的崇拜很難舉行
[00:02:06.000 --> 00:02:09.000]  其實很大的打壓
[00:02:09.000 --> 00:02:11.000]  阿迪塞拉基就說
[00:02:11.000 --> 00:02:15.000]  我們已經去信給印尼的總統
[00:02:15.000 --> 00:02:19.000]  和國會去投訴這件事情
[00:02:19.000 --> 00:02:23.000]  但是都沒有什麼結果
[00:02:23.000 --> 00:02:25.000]  弟兄姊妹我們會看到
[00:02:25.000 --> 00:02:28.000]  這些弟兄姊妹在那邊
[00:02:28.000 --> 00:02:29.000]  和我們很不同
[00:02:29.000 --> 00:02:31.000]  他們面對很多的艱難
[00:02:31.000 --> 00:02:35.000]  甚至某一些生命的危險
[00:02:35.000 --> 00:02:37.000]  我們香港或者是一般的
[00:02:37.000 --> 00:02:39.000]  比較開放一點的國家的時候
[00:02:39.000 --> 00:02:41.000]  我們面對一些挑戰
[00:02:41.000 --> 00:02:44.000]  我不知道大家你覺得大不大
[00:02:44.000 --> 00:02:46.000]  有時我自己覺得都很大
[00:02:46.000 --> 00:02:48.000]  有時這些未必是政治方面
[00:02:48.000 --> 00:02:50.000]  可能是很多文化方面
[00:02:50.000 --> 00:02:53.000]  譬如我們的信仰被人挑戰
[00:02:53.000 --> 00:02:57.000]  耶穌基督在聖經裡面是神化了
[00:02:57.000 --> 00:02:59.000]  祂只不過是一個普通的人物
[00:02:59.000 --> 00:03:01.000]  大家還記不記得好幾年前
[00:03:01.000 --> 00:03:03.000]  Dan Brown出了一本書
[00:03:03.000 --> 00:03:05.000]  叫達文西密碼
[00:03:05.000 --> 00:03:07.000]  當時轟動一時
[00:03:07.000 --> 00:03:10.000]  很多基督徒的學者去回應
[00:03:10.000 --> 00:03:13.000]  簡單來說那本書就說到
[00:03:13.000 --> 00:03:15.000]  耶穌基督只不過是一個人
[00:03:15.000 --> 00:03:19.000]  祂只不過是教廷裡面的一些陰謀
[00:03:19.000 --> 00:03:21.000]  然後串通一些故事
[00:03:21.000 --> 00:03:25.000]  其實耶穌基督和莫大拉瑪利亞結了婚
[00:03:25.000 --> 00:03:27.000]  然後有個女兒
[00:03:27.000 --> 00:03:30.000]  很多神秘的陰謀在裡面
[00:03:30.000 --> 00:03:34.000]  哇 這些講到似層層
[00:03:34.000 --> 00:03:37.000]  但是如果我們再看Dan Brown的所謂證據
[00:03:37.000 --> 00:03:39.000]  我們再追查 有些人真的追查
[00:03:39.000 --> 00:03:41.000]  發覺很多虛謊
[00:03:41.000 --> 00:03:45.000]  全部都是假的
[00:03:45.000 --> 00:03:48.000]  所以我們都面對很多這些挑戰
[00:03:48.000 --> 00:03:52.000]  特別是在我們後現代的社會裡面
[00:03:52.000 --> 00:03:55.000]  是講到我們沒有絕對的真理
[00:03:55.000 --> 00:03:58.000]  而我們基督徒就很強調
[00:03:58.000 --> 00:04:00.000]  我們信仰是獨一的
[00:04:00.000 --> 00:04:02.000]  我們所信的是獨一的真神
[00:04:02.000 --> 00:04:04.000]  一定要相信耶穌基督
[00:04:04.000 --> 00:04:06.000]  這個才是道路真理生命
[00:04:06.000 --> 00:04:08.000]  在這個社會裡面就會覺得
[00:04:08.000 --> 00:04:11.000]  哇 這個太過狹窄了
[00:04:11.000 --> 00:04:14.000]  太過霸權了
[00:04:14.000 --> 00:04:15.000]  為什麼要這樣
[00:04:15.000 --> 00:04:18.000]  為什麼不尊重其他那些
[00:04:18.000 --> 00:04:22.000]  所以這個就是我們面對社會的挑戰
[00:04:22.000 --> 00:04:25.000]  基督徒會不會都會面對這些挑戰
[00:04:25.000 --> 00:04:27.000]  我們去退縮
[00:04:27.000 --> 00:04:29.000]  我們不想搞那麼多了
[00:04:29.000 --> 00:04:31.000]  我們不想那麼多的爭執
[00:04:31.000 --> 00:04:34.000]  慢慢慢慢我們差不多算了
[00:04:34.000 --> 00:04:36.000]  就是外面的文化是這樣
[00:04:36.000 --> 00:04:37.000]  我們都是這樣
[00:04:37.000 --> 00:04:40.000]  不要說太多我們特別的道德
[00:04:40.000 --> 00:04:42.000]  說同性戀那些問題
[00:04:42.000 --> 00:04:44.000]  是聖經說是不容許的
[00:04:44.000 --> 00:04:46.000]  你就會招來很多的攻擊
[00:04:46.000 --> 00:04:48.000]  最好不要說
[00:04:48.000 --> 00:04:51.000]  我們今天看這段經文
[00:04:51.000 --> 00:04:52.000]  我們就看看保羅
[00:04:52.000 --> 00:04:54.000]  面對很多攻擊的時候
[00:04:54.000 --> 00:04:57.000]  他怎樣靠著神的恩典
[00:04:57.000 --> 00:05:00.000]  他怎樣仍然是很有火的
[00:05:00.000 --> 00:05:02.000]  很熱的去見證神
[00:05:02.000 --> 00:05:07.000]  就算在我們今天黑暗的社會裡
[00:05:07.000 --> 00:05:10.000]  我們覺得很多事情都沒有什麼是非的
[00:05:10.000 --> 00:05:13.000]  你如果去到美國
[00:05:13.000 --> 00:05:15.000]  如果你這個議題一說同性戀
[00:05:15.000 --> 00:05:19.000]  哇 更加有很多的問題會發生
[00:05:19.000 --> 00:05:21.000]  甚至某些國家
[00:05:21.000 --> 00:05:23.000]  很多訴訟的事件
[00:05:23.000 --> 00:05:25.000]  都是因為這個堅持
[00:05:25.000 --> 00:05:27.000]  基督徒堅持這個信仰
[00:05:27.000 --> 00:05:32.000]  被人家沒了工作又或者很多的控訴
[00:05:32.000 --> 00:05:35.000]  我們面對的挑戰又是怎樣呢?
[00:05:35.000 --> 00:05:40.000]  或者我們今天看看保羅給我們的一個經驗
[00:05:40.000 --> 00:05:41.000]  或者榜樣
[00:05:41.000 --> 00:05:44.000]  我們學學怎樣去面對這些種種的挑戰
[00:05:44.000 --> 00:05:48.000]  我們仍然是把持我們的見證
[00:05:48.000 --> 00:05:51.000]  或者我們在看這段經文之前
[00:05:51.000 --> 00:05:52.000]  大家都了解到
[00:05:52.000 --> 00:05:56.000]  史萊恆傳講到保羅一個很重要的人物
[00:05:56.000 --> 00:05:58.000]  他三次旅遊報道完了之後
[00:05:58.000 --> 00:06:00.000]  回到耶路撒冷
[00:06:00.000 --> 00:06:02.000]  於是乎惹來很多的大禍
[00:06:02.000 --> 00:06:06.000]  因為他和猶太人有很多的誤解
[00:06:06.000 --> 00:06:09.000]  他向外邦人講到這個耶穌基督
[00:06:09.000 --> 00:06:12.000]  而猶太人就覺得他踐踏著律法
[00:06:12.000 --> 00:06:14.000]  於是乎就捉拿他
[00:06:14.000 --> 00:06:16.000]  要置他於死地
[00:06:16.000 --> 00:06:20.000]  就在耶路撒冷這個最重要的宗教經城裡
[00:06:20.000 --> 00:06:22.000]  我們就看到羅馬政府
[00:06:22.000 --> 00:06:25.000]  因為他保存他的安全
[00:06:25.000 --> 00:06:27.000]  就將他抽離
[00:06:27.000 --> 00:06:31.000]  去到北面的凱撒利亞沿海的一個地方
[00:06:31.000 --> 00:06:37.000]  這個凱撒利亞就是當時羅馬政府的一個首都
[00:06:37.000 --> 00:06:42.000]  這個猶太地的第一個重要的經城
[00:06:42.000 --> 00:06:45.000]  然後其次就是宗教在南方的耶路撒冷
[00:06:45.000 --> 00:06:47.000]  所以我們今天看的經文
[00:06:47.000 --> 00:06:51.000]  主要是這兩個地區所發生的一個重要的焦點
[00:06:51.000 --> 00:06:55.000]  或者我們看看之前就說到
[00:06:55.000 --> 00:06:58.000]  二十四章上星期
[00:06:58.000 --> 00:07:01.000]  秦先生 秦傳道就很好
[00:07:01.000 --> 00:07:06.000]  解釋到他們押到凱撒利亞
[00:07:06.000 --> 00:07:11.000]  當時這個菲力斯的總督
[00:07:11.000 --> 00:07:14.000]  去審問保羅的案情
[00:07:14.000 --> 00:07:19.000]  這個菲力斯一尾就是拖
[00:07:19.000 --> 00:07:21.000]  拖到什麼地步呢
[00:07:21.000 --> 00:07:24.000]  就是希望得到保羅的送他銀錢
[00:07:24.000 --> 00:07:25.000]  在他監獄裡
[00:07:25.000 --> 00:07:27.000]  然後就說到
[00:07:27.000 --> 00:07:31.000]  他到了新任的一個新的總督
[00:07:31.000 --> 00:07:33.000]  菲力斯都來了
[00:07:33.000 --> 00:07:34.000]  他還在拖
[00:07:34.000 --> 00:07:39.000]  他為了討好猶太人的歡喜
[00:07:39.000 --> 00:07:42.000]  就把保羅留在監獄裡
[00:07:42.000 --> 00:07:45.000]  仍然在拖 留在那裡
[00:07:45.000 --> 00:07:48.000]  一個新的總督來到
[00:07:48.000 --> 00:07:50.000]  保羅又面對一個新的挑戰
[00:07:50.000 --> 00:07:52.000]  或者我們看看這個挑戰
[00:07:52.000 --> 00:07:54.000]  保羅面對一個什麼樣的局面
[00:07:54.000 --> 00:07:57.000]  或者我們留意第一節這裡說到
[00:07:57.000 --> 00:08:00.000]  菲力斯都到省裡上任
[00:08:00.000 --> 00:08:05.000]  過了三天就從凱撒利亞上耶路撒冷去
[00:08:05.000 --> 00:08:08.000]  這裡我們首先說一下背景
[00:08:08.000 --> 00:08:13.000]  當時以色列人是被羅馬政府所統治
[00:08:13.000 --> 00:08:20.000]  在公元66年的時候
[00:08:20.000 --> 00:08:23.000]  開始羅馬政府有直系的官員
[00:08:23.000 --> 00:08:27.000]  駐守在猶太的地方成為一個管治區域
[00:08:27.000 --> 00:08:30.000]  管治區域有時多有時少
[00:08:30.000 --> 00:08:31.000]  在這個時候
[00:08:31.000 --> 00:08:35.000]  管治區域主要在南方猶太的地方
[00:08:35.000 --> 00:08:37.000]  再上一些
[00:08:37.000 --> 00:08:38.000]  撒瑪利亞
[00:08:38.000 --> 00:08:41.000]  然後在加利利也有些地方
[00:08:41.000 --> 00:08:45.000]  然後在北邊再上沿海的凱撒利亞
[00:08:45.000 --> 00:08:48.000]  都是在他的負責範圍
[00:08:48.000 --> 00:08:49.000]  一些歷史的記載
[00:08:49.000 --> 00:08:51.000]  菲力斯都是一個什麼樣的人物
[00:08:51.000 --> 00:08:54.000]  他是一個比較積極進取的人
[00:08:54.000 --> 00:08:57.000]  他很希望
[00:08:57.000 --> 00:08:59.000]  因為代表羅馬政府
[00:08:59.000 --> 00:09:03.000]  他都希望和猶太人建立一個友好的關係
[00:09:03.000 --> 00:09:07.000]  當時猶太地有很多動亂的事情發生
[00:09:07.000 --> 00:09:12.000]  而這個菲力斯是銳意的去平靜這些事件
[00:09:12.000 --> 00:09:15.000]  所以他是一個很有效率
[00:09:15.000 --> 00:09:19.000]  很有進取的一個總督
[00:09:19.000 --> 00:09:20.000]  來到這裡
[00:09:20.000 --> 00:09:21.000]  你看他上任了
[00:09:21.000 --> 00:09:22.000]  在凱撒利亞
[00:09:22.000 --> 00:09:24.000]  因為是他的京城
[00:09:24.000 --> 00:09:25.000]  過了三天
[00:09:25.000 --> 00:09:28.000]  馬上來到耶路撒冷
[00:09:28.000 --> 00:09:30.000]  馬上下區去看看
[00:09:30.000 --> 00:09:31.000]  你要知道很重要
[00:09:31.000 --> 00:09:32.000]  因為去到的時候
[00:09:32.000 --> 00:09:36.000]  耶路撒冷是猶太人的京城
[00:09:36.000 --> 00:09:38.000]  一定要和他打下關係
[00:09:38.000 --> 00:09:41.000]  建立下一些脈絡
[00:09:41.000 --> 00:09:46.000]  所以他很快就去到耶路撒冷那裡
[00:09:46.000 --> 00:09:48.000]  而當時的領袖
[00:09:48.000 --> 00:09:50.000]  第一時間也抓住他控告保羅
[00:09:50.000 --> 00:09:52.000]  把握這個機會
[00:09:52.000 --> 00:09:54.000]  控告他這個描寫
[00:09:54.000 --> 00:09:55.000]  他就說
[00:09:55.000 --> 00:09:56.000]  他就告保羅
