
[00:00:00.000 --> 00:00:03.780]  各位定子女 我代表孫道輝北角堂向大家問安
[00:00:03.780 --> 00:00:07.060]  亦都多謝太古聖堂和李牧師的邀請
[00:00:07.060 --> 00:00:09.360]  讓我今天可以在這個青少年主日
[00:00:09.360 --> 00:00:12.220]  去向大家分享神的話語
[00:00:12.220 --> 00:00:16.480]  在這個不斷變動的社會環境
[00:00:16.480 --> 00:00:18.480]  反覆的疫情
[00:00:18.480 --> 00:00:21.660]  去與留之間的抉擇
[00:00:21.660 --> 00:00:25.300]  其實我們感受到明天我們掌握不到
[00:00:25.300 --> 00:00:27.300]  我們看不見
[00:00:27.300 --> 00:00:30.480]  前路可以怎樣走
[00:00:30.480 --> 00:00:34.900]  今天在這個訊息當中我想鼓勵
[00:00:34.900 --> 00:00:36.900]  對於與我差不多年紀
[00:00:36.900 --> 00:00:40.420]  或者比我年長一點點的
[00:00:40.420 --> 00:00:43.740]  或許我們人生的路在這個階段
[00:00:43.740 --> 00:00:46.240]  覺得行得不是很艱難
[00:00:46.240 --> 00:00:48.240]  前面的路大約有個譜
[00:00:48.240 --> 00:00:50.240]  你有路可走的
[00:00:50.240 --> 00:00:53.100]  但對於我們當中的青少年
[00:00:53.100 --> 00:00:55.100]  很感恩太古聖堂的青少年
[00:00:55.100 --> 00:00:57.100]  剛才帶領的敬拜非常好
[00:00:57.100 --> 00:01:01.160]  但回望離開了教會這個環境
[00:01:01.160 --> 00:01:03.160]  前路怎樣走
[00:01:03.160 --> 00:01:05.160]  這個人生其實還有很長的路
[00:01:05.160 --> 00:01:07.780]  看不見怎樣走
[00:01:07.780 --> 00:01:11.260]  很自然就要想怎樣可以生存下去
[00:01:11.260 --> 00:01:13.260]  的確是的
[00:01:13.260 --> 00:01:15.260]  看見和看不見
[00:01:15.260 --> 00:01:18.260]  對於事情的判斷
[00:01:18.260 --> 00:01:20.260]  會有影響的
[00:01:20.260 --> 00:01:22.260]  好像一顆這麼小的
[00:01:22.260 --> 00:01:24.260]  看不見的病毒
[00:01:24.260 --> 00:01:27.260]  你戴了口罩一年多
[00:01:27.260 --> 00:01:29.260]  看來要再戴一年多
[00:01:29.260 --> 00:01:31.260]  專家都說起碼三年
[00:01:31.260 --> 00:01:34.260]  令我們其實都有點隔閡的
[00:01:34.260 --> 00:01:37.260]  吃飯又要最多四個人
[00:01:37.260 --> 00:01:40.260]  很多事情你做不到
[00:01:40.260 --> 00:01:42.260]  有隔閡
[00:01:42.260 --> 00:01:44.260]  不過因為看不見而產生心裏的那種成見
[00:01:44.260 --> 00:01:46.260]  造成我們人生有些偏執
[00:01:46.260 --> 00:01:48.260]  會產生更大的問題
[00:01:48.260 --> 00:01:50.260]  導致我們判斷
[00:01:50.260 --> 00:01:52.260]  我們怎樣去待人處世
[00:01:52.260 --> 00:01:54.260]  是會有差池的
[00:01:54.260 --> 00:01:56.260]  我們又怎樣去幫助我們自己
[00:01:56.260 --> 00:01:58.260]  幫助我們年輕的弟兄姊妹
[00:01:58.260 --> 00:02:00.260]  少年人
[00:02:00.260 --> 00:02:02.260]  可以走在這條跟隨主基督的路上
[00:02:02.260 --> 00:02:05.260]  真的在靈裏站立得穩
[00:02:05.260 --> 00:02:07.260]  所以今天我會選用
[00:02:07.260 --> 00:02:09.260]  馬學富音八章十一節
[00:02:09.260 --> 00:02:11.260]  二十一節
[00:02:11.260 --> 00:02:13.260]  當中這一段的經文其實都可以用
[00:02:13.260 --> 00:02:16.260]  看見這個字詞來串連的
[00:02:16.260 --> 00:02:18.260]  我都會從三個角度
[00:02:18.260 --> 00:02:20.260]  和大家看這一段的經文
[00:02:20.260 --> 00:02:22.260]  我們先一起祈禱
[00:02:22.260 --> 00:02:24.260]  交託這段時間給主
[00:02:24.260 --> 00:02:26.260]  主基督求祢的靈引導我們
[00:02:26.260 --> 00:02:28.260]  心裏面
[00:02:28.260 --> 00:02:30.260]  當我們願意去聆聽祢的真道的時候
[00:02:30.260 --> 00:02:32.260]  當我們讀盡祢聖經的話語
[00:02:32.260 --> 00:02:34.260]  求祢的話語讓我們去明白
[00:02:34.260 --> 00:02:38.260]  也都求祢的靈引導我們去掌握
[00:02:38.260 --> 00:02:39.260]  多謝祢
[00:02:39.260 --> 00:02:40.260]  祈禱奉主耶穌基督
[00:02:40.260 --> 00:02:41.260]  得性命之祈求
[00:02:41.260 --> 00:02:43.260]  阿門
[00:02:43.260 --> 00:02:45.260]  今天選道經文最顯淺的意思
[00:02:45.260 --> 00:02:47.260]  剛才一起讀的時候
[00:02:47.260 --> 00:02:48.260]  你大概都記得
[00:02:48.260 --> 00:02:50.260]  法利塞人有出場過
[00:02:50.260 --> 00:02:52.260]  他是奸的
[00:02:52.260 --> 00:02:53.260]  要試探耶穌
[00:02:53.260 --> 00:02:55.260]  然後耶穌跟門徒說
[00:02:55.260 --> 00:02:56.260]  小心
[00:02:56.260 --> 00:02:58.260]  小心法利塞人的教
[00:02:58.260 --> 00:03:00.260]  小心法利塞人
[00:03:00.260 --> 00:03:01.260]  不要像他們這樣
[00:03:01.260 --> 00:03:02.260]  對的
[00:03:02.260 --> 00:03:04.260]  基本上是這個意思
[00:03:04.260 --> 00:03:06.260]  不過門徒其實不明白
[00:03:06.260 --> 00:03:09.260]  耶穌於是用很重的語氣去說他們
[00:03:09.260 --> 00:03:11.260]  舉例子
[00:03:11.260 --> 00:03:12.260]  然後去到最後那一節
[00:03:12.260 --> 00:03:13.260]  剛才大家都讀過的
[00:03:13.260 --> 00:03:15.260]  耶穌還問門徒
[00:03:15.260 --> 00:03:17.260]  你們現在還不明白嗎
[00:03:17.260 --> 00:03:19.260]  這一節就完結了
[00:03:19.260 --> 00:03:21.260]  所以我也想
[00:03:21.260 --> 00:03:23.260]  在用那三個角度
[00:03:23.260 --> 00:03:24.260]  跟大家看經文的時候
[00:03:24.260 --> 00:03:26.260]  講一講馬科音這一段
[00:03:26.260 --> 00:03:28.260]  大的佈局是怎樣的
[00:03:28.260 --> 00:03:30.260]  起碼在這一段的經文當中
[00:03:30.260 --> 00:03:31.260]  我們剛才看到
[00:03:31.260 --> 00:03:33.260]  耶穌一連問了七條問題
[00:03:33.260 --> 00:03:35.260]  跟你數吧
[00:03:35.260 --> 00:03:38.260]  門徒沒想過忘記帶餅
[00:03:38.260 --> 00:03:40.260]  主耶穌會一連七條問題問他們
[00:03:40.260 --> 00:03:41.260]  第一
[00:03:41.260 --> 00:03:44.260]  你們為什麼因為沒有餅就議論呢?
[00:03:44.260 --> 00:03:45.260]  第二
[00:03:45.260 --> 00:03:47.260]  你們還不醒悟還不明白嗎?
[00:03:47.260 --> 00:03:48.260]  第三
[00:03:48.260 --> 00:03:50.260]  你們的心還是愚頑嗎?
[00:03:50.260 --> 00:03:51.260]  第四
[00:03:51.260 --> 00:03:52.260]  你們有眼睛看不見嗎?
[00:03:52.260 --> 00:03:54.260]  有耳朵聽不見嗎?
[00:03:54.260 --> 00:03:56.260]  第五
[00:03:56.260 --> 00:03:57.260]  也不記得嗎?
[00:03:57.260 --> 00:04:00.260]  我抹開那五個餅分給五千人
[00:04:00.260 --> 00:04:01.260]  你們收拾的零碎
[00:04:01.260 --> 00:04:03.260]  裝滿了多少個籃子呢?
[00:04:03.260 --> 00:04:06.260]  他們細細聲回答十二個
[00:04:06.260 --> 00:04:07.260]  又抹開那七個餅
[00:04:07.260 --> 00:04:08.260]  分給四千人
[00:04:08.260 --> 00:04:09.260]  你們收拾的零碎
[00:04:09.260 --> 00:04:11.260]  裝滿了多少糠子呢?
[00:04:11.260 --> 00:04:13.260]  他們回答七個
[00:04:13.260 --> 00:04:15.260]  最後第七條
[00:04:15.260 --> 00:04:16.260]  耶穌說
[00:04:16.260 --> 00:04:21.260]  你們還是不明白嗎?
[00:04:21.260 --> 00:04:25.260]  你感不感受到耶穌那種氣場?
[00:04:25.260 --> 00:04:27.260]  其實耶穌越來越接近
[00:04:27.260 --> 00:04:28.260]  要上耶路撒冷的日子
[00:04:28.260 --> 00:04:30.260]  準備要釘十字架了
[00:04:30.260 --> 00:04:34.260]  他看見身邊這一群學生門徒
[00:04:34.260 --> 00:04:37.260]  其實應該要滿師要畢業了
[00:04:37.260 --> 00:04:42.260]  看一看他們
[00:04:42.260 --> 00:04:43.260]  接觸著上文
[00:04:43.260 --> 00:04:45.260]  其實十二節我們已經讀了
[00:04:45.260 --> 00:04:47.260]  耶穌已經是為了那一群
[00:04:47.260 --> 00:04:50.260]  法利塞人、猶太人的領袖
[00:04:50.260 --> 00:04:54.260]  心裡深深嘆息
[00:04:54.260 --> 00:04:58.260]  現在看回自己的門徒
[00:04:58.260 --> 00:05:01.260]  仍然不明白
[00:05:01.260 --> 00:05:05.260]  主也挺生氣的
[00:05:05.260 --> 00:05:09.260]  耶穌到底要門徒明白的是什麼呢?
[00:05:09.260 --> 00:05:11.260]  又或者我們問這一段經文
[00:05:11.260 --> 00:05:14.260]  可能讀完還是不明白
[00:05:14.260 --> 00:05:16.260]  大圖畫是什麼呢?
[00:05:16.260 --> 00:05:18.260]  耶穌一口氣說了七個問題
[00:05:18.260 --> 00:05:20.260]  我們就要從上文
[00:05:20.260 --> 00:05:22.260]  是說關於法利塞人
[00:05:22.260 --> 00:05:24.260]  來找神蹟的那一段
[00:05:24.260 --> 00:05:27.260]  也要找出什麼是法利塞人的教
[00:05:27.260 --> 00:05:29.260]  其實這一段又扣在
[00:05:29.260 --> 00:05:31.260]  馬可夫音的一個鋪排裡面
[00:05:31.260 --> 00:05:32.260]  有一個plot在這裡
[00:05:32.260 --> 00:05:34.260]  三個回合
[00:05:34.260 --> 00:05:38.260]  三次上船過海的行程記載
[00:05:38.260 --> 00:05:41.260]  耶穌在三次上船過海你都大約記得
[00:05:41.260 --> 00:05:42.260]  第一次
[00:05:42.260 --> 00:05:44.260]  耶穌平靜風浪
[00:05:44.260 --> 00:05:47.260]  應該在兒童主教學已經開始讀了
[00:05:47.260 --> 00:05:48.260]  第二次
