
[00:00:00.000 --> 00:00:02.000]  親愛的兄弟姐妹平安
[00:00:02.000 --> 00:00:03.000]  平安
[00:00:03.000 --> 00:00:06.000]  感恩我們可以在這裡一起來敬拜我們的主
[00:00:06.000 --> 00:00:09.000]  我們先一起來禱告
[00:00:09.000 --> 00:00:14.000]  主我們讚美祢
[00:00:14.000 --> 00:00:17.000]  因為知道祢是那位創造宇宙萬物
[00:00:17.000 --> 00:00:21.000]  也是用生命作為保證來愛我們的主
[00:00:21.000 --> 00:00:26.000]  祢甚至採取聖靈來引導我們與我們同在
[00:00:26.000 --> 00:00:30.000]  並且使我們更深的去經歷祢在愛
[00:00:30.000 --> 00:00:34.000]  在我們生命的每個處境和每個時刻
[00:00:34.000 --> 00:00:38.000]  和每個讓你說要相信的榮耀之處的地方
[00:00:38.000 --> 00:00:40.000]  今天我們一起來敬拜祢
[00:00:40.000 --> 00:00:42.000]  願祢在其中得擔得人榮耀
[00:00:42.000 --> 00:00:46.000]  願聖靈也引導我們進入到祢自己的花園裡面
[00:00:46.000 --> 00:00:49.000]  並且使我們都在祢的花園當中
[00:00:49.000 --> 00:00:51.000]  得走祢所賜下來的力量
[00:00:51.000 --> 00:00:57.000]  幫助和使我們前行的生命的能力
[00:00:57.000 --> 00:00:59.000]  求主祢繼續的使用接下來的時間
[00:00:59.000 --> 00:01:01.000]  願祢越過我們的軟弱
[00:01:01.000 --> 00:01:05.000]  都在其中能夠完全的擔當注視著你
[00:01:05.000 --> 00:01:08.000]  今天的禱告是奉耶穌基督的聖名
[00:01:08.000 --> 00:01:09.000]  阿們
[00:01:09.000 --> 00:01:15.000]  剛才我們一起讀的這首聖經
[00:01:15.000 --> 00:01:17.000]  應該是我們比較熟悉的了
[00:01:17.000 --> 00:01:19.000]  整個說埃及的故事當中
[00:01:19.000 --> 00:01:22.000]  讓我們可以看到神的作為是怎麼樣子的
[00:01:22.000 --> 00:01:24.000]  我們知道以色列人出埃及
[00:01:24.000 --> 00:01:28.000]  是整個以色列史上非常重要的
[00:01:28.000 --> 00:01:34.000]  也是決定著以色列人整個歷史的一個歷史事件
[00:01:34.000 --> 00:01:36.000]  對以色列人來講
[00:01:36.000 --> 00:01:40.000]  是他們必須代代相傳的歷史故事
[00:01:40.000 --> 00:01:42.000]  當然這不僅是一個歷史故事
[00:01:42.000 --> 00:01:46.000]  而是神拯救的救贖事件
[00:01:46.000 --> 00:01:49.000]  但這個偉大的救贖事件的背後
[00:01:49.000 --> 00:01:54.000]  並不是為要提醒他們以色列人有多麼偉大
[00:01:54.000 --> 00:01:59.000]  而是要反而紀念他們曾經是多麼的慘
[00:01:59.000 --> 00:02:04.000]  然後今天又是蒙了神恆大的愛和憐憫
[00:02:04.000 --> 00:02:06.000]  可以得到他的恩典
[00:02:06.000 --> 00:02:08.000]  所以在這樣的場景當中
[00:02:08.000 --> 00:02:10.000]  被上帝所拯救出來
[00:02:10.000 --> 00:02:13.000]  我們今天所讀的經文當中
[00:02:13.000 --> 00:02:17.000]  正是以色列人他們要離開埃及之前的故事了
[00:02:17.000 --> 00:02:22.000]  丁永姐妹可能我們之前都有熟悉過這段聖經
[00:02:22.000 --> 00:02:26.000]  以色列人在埃及地越來越興旺的時候
[00:02:26.000 --> 00:02:32.000]  我們知道這讓埃及的統治者越來越覺得不安寧
[00:02:32.000 --> 00:02:34.000]  所以他們會要想辦法
[00:02:34.000 --> 00:02:36.000]  首先是怎麼樣子呢
[00:02:36.000 --> 00:02:40.000]  用方法來控制他們的出生率
[00:02:40.000 --> 00:02:44.000]  最後就是把蘭丁在出生的時候就殺害
[00:02:44.000 --> 00:02:46.000]  但是好像這一招也不管用
[00:02:46.000 --> 00:02:50.000]  後來他們就直接用很強迫的方式
[00:02:50.000 --> 00:02:53.000]  讓整個以色列人做奴隸
[00:02:53.000 --> 00:02:57.000]  那麼讓以色列人為他們的建設整個來做貢獻呢
[00:02:57.000 --> 00:02:59.000]  可是我們可以看到
[00:02:59.000 --> 00:03:03.000]  當以色列人在埃及法老的面前
[00:03:03.000 --> 00:03:05.000]  被迫要去圍爐
[00:03:05.000 --> 00:03:08.000]  然後去承擔這樣沒有自由
[00:03:08.000 --> 00:03:12.000]  而在苦難當中來生活的時候
[00:03:12.000 --> 00:03:16.000]  他們已經不知道自己人生的方向在哪裡
[00:03:16.000 --> 00:03:20.000]  他們也不知道將來未來整個民族的希望在哪裡
[00:03:20.000 --> 00:03:23.000]  甚至可能說現在活命的機會在哪裡都不知道
[00:03:23.000 --> 00:03:26.000]  那麼這個時候呢
[00:03:26.000 --> 00:03:28.000]  我們可以看到上帝並沒有忘記
[00:03:28.000 --> 00:03:32.000]  他曾經和整個以色列民族所立的約
[00:03:32.000 --> 00:03:36.000]  但是以色列民族可能早已經忘記了
[00:03:36.000 --> 00:03:39.000]  當自從約瑟在那裡
[00:03:39.000 --> 00:03:43.000]  使他們的後代整個興盛起來以後
[00:03:43.000 --> 00:03:45.000]  幾百年的時間過去了
[00:03:45.000 --> 00:03:48.000]  安蘇的日子使他們竟想
[00:03:48.000 --> 00:03:51.000]  這樣的日子過去過後
[00:03:51.000 --> 00:03:54.000]  他們也可能忘記了上帝曾經
[00:03:54.000 --> 00:03:56.000]  是如何以他們的祖宗立約
[00:03:56.000 --> 00:04:00.000]  但是我們可以看到上帝並沒有忘記他
[00:04:00.000 --> 00:04:01.000]  那麼因此呢
[00:04:01.000 --> 00:04:03.000]  上帝就親自呼召摩西
[00:04:03.000 --> 00:04:06.000]  從米地的曠野去到埃及
[00:04:06.000 --> 00:04:10.000]  那麼上帝在出埃及記的第三章第七到十二節
[00:04:10.000 --> 00:04:12.000]  這裡有告訴說
[00:04:12.000 --> 00:04:17.000]  他聽盡了以色列人他自己百姓的苦情
[00:04:17.000 --> 00:04:20.000]  所以他要帶領他們離開埃及地
[00:04:20.000 --> 00:04:22.000]  然後離開那個圍爐之地
[00:04:22.000 --> 00:04:27.000]  然後去到上帝自己所預備給他們
[00:04:27.000 --> 00:04:30.000]  要讓他們得自由
[00:04:30.000 --> 00:04:33.000]  也是神所應許給他們的地
[00:04:33.000 --> 00:04:35.000]  那麼摩西當聽到上帝的呼召的時候
[00:04:35.000 --> 00:04:38.000]  剛開始覺得這是不可能的事情
[00:04:38.000 --> 00:04:40.000]  他說怎麼可能呢
[00:04:40.000 --> 00:04:42.000]  他說我不能擔當這個事情
[00:04:42.000 --> 00:04:44.000]  我也沒有這個能力擔當
[00:04:44.000 --> 00:04:45.000]  摩西很多次的
[00:04:45.000 --> 00:04:48.000]  三番五次的來推脫這樣的責任
[00:04:48.000 --> 00:04:49.000]  但是我們可以看到
[00:04:49.000 --> 00:04:52.000]  在前面幾章當中都記載了
[00:04:52.000 --> 00:04:55.000]  上帝不應其煩地用各樣的證據來證明說
[00:04:55.000 --> 00:04:57.000]  你去我會給你能力
[00:04:57.000 --> 00:04:59.000]  你去我會幫助你
[00:04:59.000 --> 00:05:02.000]  你去我甚至會安排你的哥哥
[00:05:02.000 --> 00:05:04.000]  與你的哥哥亞倫碰面
[00:05:04.000 --> 00:05:07.000]  然後之後我會讓你們佩達
[00:05:07.000 --> 00:05:10.000]  一起來完成這個事情
[00:05:10.000 --> 00:05:12.000]  摩西最後還是沒有推脫
[00:05:12.000 --> 00:05:14.000]  只有跟著去了
[00:05:14.000 --> 00:05:19.000]  去了之後告訴了百姓
[00:05:19.000 --> 00:05:21.000]  你可以想像
[00:05:21.000 --> 00:05:23.000]  百姓聽到說
[00:05:23.000 --> 00:05:25.000]  由於上帝是他們詛咒的上帝
[00:05:25.000 --> 00:05:28.000]  現在記得紀念他們
[00:05:28.000 --> 00:05:30.000]  他們現在在苦景當中
[00:05:30.000 --> 00:05:34.000]  所以要來拯救他們離開的時候
[00:05:34.000 --> 00:05:36.000]  整個百姓的心情怎麼樣
[00:05:36.000 --> 00:05:37.000]  一下子轉變了
[00:05:37.000 --> 00:05:40.000]  看到了希望也看到了盼望
[00:05:40.000 --> 00:05:44.000]  所以摩西就把這個消息告訴百姓
[00:05:44.000 --> 00:05:47.000]  但同時摩西也去敬法老王說
[00:05:47.000 --> 00:05:50.000]  我要帶我的百姓離開
[00:05:50.000 --> 00:05:51.000]  去敬拜我們的神
[00:05:51.000 --> 00:05:54.000]  在曠野裡為我們的神守節
[00:05:54.000 --> 00:05:57.000]  所以法老你要讓百姓和我一起去
[00:05:57.000 --> 00:05:59.000]  但這個時候法老什麼反應
[00:05:59.000 --> 00:06:01.000]  法老說你是誰
[00:06:01.000 --> 00:06:03.000]  你所信的神又是誰呢
[00:06:03.000 --> 00:06:04.000]  我根本不認識
[00:06:04.000 --> 00:06:05.000]  然後呢
[00:06:05.000 --> 00:06:08.000]  我為什麼要讓你們去呢
[00:06:08.000 --> 00:06:12.000]  這個時候法老就並本加厲地
[00:06:12.000 --> 00:06:14.000]  來壓榨以色列百姓說
[00:06:14.000 --> 00:06:16.000]  你們想偷懶是吧
[00:06:16.000 --> 00:06:17.000]  不想做事嗎
[00:06:17.000 --> 00:06:18.000]  好啊
[00:06:18.000 --> 00:06:21.000]  那我就更重一點擔子給你們
[00:06:21.000 --> 00:06:23.000]  以前做莊都有草給你們
[00:06:23.000 --> 00:06:25.000]  現在草都不給了
[00:06:25.000 --> 00:06:26.000]  所以你們自己去做莊
[00:06:26.000 --> 00:06:29.000]  自己去找草來做莊
[00:06:29.000 --> 00:06:30.000]  那麼可以看到
[00:06:30.000 --> 00:06:33.000]  這個事情戲劇化地發生了變化
[00:06:33.000 --> 00:06:34.000]  本來一個好的事情
[00:06:34.000 --> 00:06:38.000]  現在變成一個非常不好的事情
[00:06:38.000 --> 00:06:39.000]  本來以色列人可能說
[00:06:39.000 --> 00:06:41.000]  沒有聽到這個消息
[00:06:41.000 --> 00:06:43.000]  大家反正就過慣了
[00:06:43.000 --> 00:06:44.000]  在這樣的日子當中
[00:06:44.000 --> 00:06:45.000]  沒有希望就沒有希望
[00:06:45.000 --> 00:06:47.000]  至少還可以糊口
[00:06:47.000 --> 00:06:49.000]  然後沒有自由就沒有自由
[00:06:49.000 --> 00:06:51.000]  但是至少還有吃的
[00:06:51.000 --> 00:06:52.000]  但是這個時候呢
[00:06:52.000 --> 00:06:56.000]  並本加厲做苦工更苦了
