
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹早晨
[00:00:02.000 --> 00:00:06.500]  我們今天繼續會去看七個教會的第二個教會
[00:00:06.500 --> 00:00:08.500]  叫做「善美娜教會」
[00:00:08.500 --> 00:00:12.500]  「善美娜教會」這個經文比較短一點
[00:00:12.500 --> 00:00:16.000]  大家看到是由第八節到第十一節
[00:00:16.000 --> 00:00:19.000]  八九十十一節 四節的經文
[00:00:19.000 --> 00:00:22.000]  但是在這麼多的教會裡面來說
[00:00:22.000 --> 00:00:29.000]  這個是一個完全沒有被主耶穌基督去責備他的教會
[00:00:29.000 --> 00:00:34.000]  只有去稱讚 只有去鼓勵
[00:00:34.000 --> 00:00:36.000]  為什麼會這樣呢?
[00:00:36.000 --> 00:00:42.000]  因為這個教會是一個真真正正的教會
[00:00:42.000 --> 00:00:46.000]  可能大英姐妹會說牧師 有些教會不是真的嗎?
[00:00:46.000 --> 00:00:52.000]  這個世界很多東西以為是真的 其實就不是真的
[00:00:52.000 --> 00:00:56.000]  今早大家不知道有沒有看新聞
[00:00:56.000 --> 00:01:00.000]  通常星期天早上 最不開心的一件事
[00:01:00.000 --> 00:01:02.000]  就是沒有新聞看的
[00:01:02.000 --> 00:01:06.000]  我不知道 我又沒有買那些新聞
[00:01:06.000 --> 00:01:11.000]  我意思是電視那些節目的那些表
[00:01:11.000 --> 00:01:14.000]  有本書的 我沒有買那些的
[00:01:14.000 --> 00:01:17.000]  但是總是平常每一天早上
[00:01:17.000 --> 00:01:21.000]  就有翡翠台 有亞視
[00:01:21.000 --> 00:01:26.000]  我看NOW TV的 NOW TV有個332台
[00:01:26.000 --> 00:01:28.000]  整天都是講新聞的
[00:01:28.000 --> 00:01:32.000]  現在還有一個367 好像是鳳凰台
[00:01:32.000 --> 00:01:33.000]  總而言之就有新聞看
[00:01:33.000 --> 00:01:38.000]  但是今早看新聞332台是看大波
[00:01:38.000 --> 00:01:40.000]  看了一點點新聞 看大波
[00:01:40.000 --> 00:01:42.000]  我不喜歡看大波這些的
[00:01:42.000 --> 00:01:43.000]  那我說什麼呢?
[00:01:43.000 --> 00:01:45.000]  就是今早有一件新聞
[00:01:45.000 --> 00:01:48.000]  不知道大家有沒有留意到 有沒有聽過
[00:01:48.000 --> 00:01:52.000]  就是有一個全世界最大的毒梟
[00:01:52.000 --> 00:01:54.000]  有沒有人聽過這個新聞?
[00:01:54.000 --> 00:01:57.000]  全世界 不是說只是一個地方
[00:01:57.000 --> 00:02:01.000]  全世界最大的毒梟
[00:02:01.000 --> 00:02:03.000]  多少歲?
[00:02:03.000 --> 00:02:05.000]  26歲
[00:02:05.000 --> 00:02:08.000]  厲害嗎? 26歲
[00:02:08.000 --> 00:02:13.000]  還有 他差不多是墨西哥那邊的
[00:02:13.000 --> 00:02:16.000]  是美國和墨西哥一起聯手抓了他
[00:02:16.000 --> 00:02:18.000]  一顆子彈都沒有 一槍都沒有開過
[00:02:18.000 --> 00:02:19.000]  真的厲害
[00:02:19.000 --> 00:02:21.000]  一槍都沒有開過
[00:02:21.000 --> 00:02:25.000]  這個人當然是很富貴
[00:02:25.000 --> 00:02:30.000]  曾經上過福爾 福布斯
[00:02:30.000 --> 00:02:33.000]  福布斯 Forbes的首富
[00:02:33.000 --> 00:02:37.000]  或者是那些
[00:02:37.000 --> 00:02:39.000]  我不懂得怎樣形容那些
[00:02:39.000 --> 00:02:42.000]  就是那些很有錢的人的榜
[00:02:42.000 --> 00:02:44.000]  曾經上過的
[00:02:44.000 --> 00:02:46.000]  為什麼我要說這件事呢?
[00:02:46.000 --> 00:02:49.000]  這個人如果你在街上看到他
[00:02:49.000 --> 00:02:52.000]  他有個綽號叫做不知道矮什麼的
[00:02:52.000 --> 00:02:55.000]  不要介意我這麼說
[00:02:55.000 --> 00:02:56.000]  絕對沒有任何意思
