
[00:00:00.000 --> 00:00:01.480]  最近我看了一本書
[00:00:01.480 --> 00:00:06.400]  剛剛去年纔出版的
[00:00:06.400 --> 00:00:11.440]  它是講路家特有的信息
[00:00:11.440 --> 00:00:14.160]  當講到路家的時候
[00:00:14.160 --> 00:00:18.180]  講到路家的著作就是兩卷聖經
[00:00:18.180 --> 00:00:20.040]  《路家輝音》和《士徒行傳》
[00:00:20.040 --> 00:00:22.600]  首先它提出一件事就是
[00:00:22.600 --> 00:00:26.120]  可能我們忽視了忽略了
[00:00:26.120 --> 00:00:28.080]  路家的著作
[00:00:28.080 --> 00:00:29.600]  路家寫的書
[00:00:30.520 --> 00:00:34.960]  那個數量是相等於保羅所寫的
[00:00:34.960 --> 00:00:36.840]  它只是篇幅
[00:00:36.840 --> 00:00:38.720]  保羅寫了十二卷聖經
[00:00:38.720 --> 00:00:40.520]  它的篇幅
[00:00:40.520 --> 00:00:46.160]  就是差不多路家的《路家輝音》
[00:00:46.160 --> 00:00:48.600]  和《士徒行傳》合起來的篇幅
[00:00:48.600 --> 00:00:53.280]  因此其實那個重要性可以讓我們看到
[00:00:53.280 --> 00:00:57.480]  所以我都會開始翻譯這本書
[00:00:57.480 --> 00:00:59.400]  請大家爲我禱告
[00:01:01.000 --> 00:01:02.440]  因爲這個發現
[00:01:02.440 --> 00:01:08.320]  那個精神集中已經開始慢慢退化
[00:01:08.320 --> 00:01:11.920]  現在只可以在上午做事
[00:01:11.920 --> 00:01:15.520]  因爲下午喫完飯就要做完睡
[00:01:15.520 --> 00:01:18.320]  就要睡一睡
[00:01:18.320 --> 00:01:22.520]  而且可能精力的問題
[00:01:22.520 --> 00:01:24.440]  是一路一路退減
[00:01:24.440 --> 00:01:26.360]  變成了下午做不了事
[00:01:26.360 --> 00:01:30.680]  所以儘量要把功夫放在上午那裏做
[00:01:30.680 --> 00:01:34.160]  所以請大家爲這件事禱告
[00:01:34.160 --> 00:01:36.560]  更重要的是最好有人可以
[00:01:36.560 --> 00:01:37.360]  怎麼說
[00:01:37.360 --> 00:01:40.800]  能夠接緊我這個工作
[00:01:40.800 --> 00:01:42.280]  繼續做下去
[00:01:42.280 --> 00:01:43.600]  是最好的
[00:01:43.600 --> 00:01:46.360]  不過我今天來不是說這些
[00:01:46.360 --> 00:01:49.000]  都是和大家說一說
[00:01:49.000 --> 00:01:51.320]  神的說話
[00:01:51.320 --> 00:01:54.000]  剛纔我們讀那一段聖經
[00:01:54.000 --> 00:01:56.000]  很明顯的、很清楚的
[00:01:56.000 --> 00:01:58.720]  其實都是說到復活節的事情
[00:01:58.720 --> 00:02:00.320]  復活節所發生的事情
[00:02:00.320 --> 00:02:02.680]  很多時候
[00:02:02.680 --> 00:02:04.200]  當我們讀聖經的時候
[00:02:04.200 --> 00:02:05.800]  我們都會是
[00:02:05.800 --> 00:02:09.160]  接受了某一些的
[00:02:09.160 --> 00:02:10.760]  怎麼說
[00:02:10.760 --> 00:02:14.400]  立場、學說這樣來說
[00:02:14.400 --> 00:02:16.720]  因此當我們解經的時候
[00:02:16.720 --> 00:02:21.880]  往往就是看回聖經裏面的那一個事件
[00:02:21.880 --> 00:02:28.000]  或者說看回聖經記載過去所發生的事情
[00:02:28.000 --> 00:02:30.320]  但是我們卻往往是少忽略了
[00:02:30.320 --> 00:02:32.360]  其實這件事情已經過去了
[00:02:32.360 --> 00:02:36.400]  我們說復活節或者復活的事情
[00:02:36.400 --> 00:02:38.800]  在《荒叢穆斯》提到
[00:02:38.800 --> 00:02:40.840]  差不多兩千年前已經是
[00:02:40.840 --> 00:02:44.920]  完成了、出現了的
[00:02:44.920 --> 00:02:47.960]  但是往往我們還是看回那件事情
[00:02:47.960 --> 00:02:51.920]  但是其實那件事情對於我們今天來說
[00:02:51.920 --> 00:02:53.120]  其實有什麼意義呢?
[00:02:53.120 --> 00:02:57.640]  或者說我們五旬節信仰的人
[00:02:57.640 --> 00:02:59.000]  當我們看聖經的時候
[00:02:59.000 --> 00:03:02.840]  我們就很相信神寫聖經給過我們的時候
[00:03:02.840 --> 00:03:06.840]  不只是說第一世紀那一羣基督徒
[00:03:06.840 --> 00:03:10.000]  而是他容許聖經一直保存
[00:03:10.000 --> 00:03:12.480]  留到我們這個時代的時候
