
[00:00:00.000 --> 00:00:18.480]  敬禮!
[00:00:18.480 --> 00:00:21.280]  弟兄姊妹,平安!
[00:00:21.280 --> 00:00:27.000]  自從六月到現在,都想起來有好幾個月了。
[00:00:27.000 --> 00:00:29.560]  重新又回到大家當中。
[00:00:29.560 --> 00:00:32.040]  那麼我今天選了一個經文,
[00:00:32.040 --> 00:00:37.000]  剛才我們所念的這個經文就是《帖索諾里達前書》的第三章。
[00:00:37.000 --> 00:00:38.680]  那麼為什麼選這個經文呢?
[00:00:38.680 --> 00:00:45.440]  因為我真的覺得來了港福堂在國語崇拜裡面,
[00:00:45.440 --> 00:00:49.480]  雖然每個月來一次,跟大家有見面講到,
[00:00:49.480 --> 00:00:53.560]  但是心裡面越來越覺得好像一個家人一樣。
[00:00:53.560 --> 00:00:56.880]  所以幾個月不見面又好像有點掛念,
[00:00:56.880 --> 00:00:59.360]  心裡面覺得有這樣的心情。
[00:00:59.360 --> 00:01:03.360]  所以我們可以說有很多錯話要說,
[00:01:03.360 --> 00:01:09.800]  那麼最後我就決定倒不如用聖經裡面的話來代表我說,
[00:01:09.800 --> 00:01:11.800]  而是也是一起來學習。
[00:01:11.800 --> 00:01:15.800]  那麼我就選了《帖索諾里達前書》,剛才我們所念的那種經文。
[00:01:15.800 --> 00:01:21.680]  那麼它也是很掛念天下奴隸家那個地方的教會的弟兄姊妹。
[00:01:21.680 --> 00:01:25.880]  所以我們剛才念的時候,如果比較熟識聖經的話,
[00:01:25.880 --> 00:01:31.840]  你就有一個感覺,就是很典型的寶羅所寫的書信裡面,
[00:01:31.840 --> 00:01:38.240]  表達他的關懷,他的問候,他的勸勉,他的安慰,
[00:01:38.240 --> 00:01:42.560]  這些所有都在剛才我們所念的第一章聖經裡面。
[00:01:42.560 --> 00:01:46.840]  所以今天我們就用這章聖經來代表我們之間,
[00:01:46.840 --> 00:01:53.200]  大家弟兄姊妹之間那種的團聚的愛跟意義在哪裡。
[00:01:53.200 --> 00:01:56.920]  那我說今天的題目叫做信仰的美德,
[00:01:56.920 --> 00:02:01.200]  因為裡面我一集看的時候,我看到了四個方面,
[00:02:01.200 --> 00:02:04.280]  四點對我們的信仰都很重要的。
[00:02:04.280 --> 00:02:08.800]  第一個就是關懷,第二個就是面對患難,
[00:02:08.800 --> 00:02:12.080]  第三就是信心,第四就是愛心。
[00:02:12.080 --> 00:02:17.400]  等一下我就把在聖經裡面所說的四個方面,
[00:02:17.400 --> 00:02:21.760]  一起來互相的學習,互相的勸勉,好嗎?
[00:02:21.760 --> 00:02:25.040]  所以如果你有聖經的話,你也可以跟我一起打開
[00:02:25.040 --> 00:02:27.880]  帖山諾耶加前書的第三章,
[00:02:27.880 --> 00:02:34.480]  那麼我也把大綱也寫在光貌上,
[00:02:34.480 --> 00:02:38.880]  所以大家也可以看到有關的內容是如何。
[00:02:38.880 --> 00:02:41.440]  好,那麼現在我們開始了。
[00:02:41.440 --> 00:02:49.120]  那麼這個關懷呢,是我們生命當中很美好的事情。
[00:02:49.120 --> 00:02:51.480]  就是有人可以關懷,
[00:02:51.480 --> 00:02:54.440]  有人可以掛念是個幸福的事情。
[00:02:54.440 --> 00:02:57.080]  到一天你發覺你在人生當中,
[00:02:57.080 --> 00:03:01.200]  周圍的人當中,連一個你可以關懷的都沒有的話,
[00:03:01.200 --> 00:03:04.040]  我覺得是很悲哀的一個事,對不對?
[00:03:04.040 --> 00:03:10.760]  保羅的關懷表達得非常的感情,而且很充沛。
[00:03:10.760 --> 00:03:12.480]  為什麼我這樣說呢?
[00:03:12.480 --> 00:03:14.640]  你看剛才我們念的時候有沒有留意,
[00:03:14.640 --> 00:03:16.720]  保羅用了很強烈的字眼,
[00:03:16.720 --> 00:03:22.720]  第一節跟第五節講了兩次說,我不能夠再忍了,
[00:03:22.720 --> 00:03:25.480]  不能再忍了,忍不住了。
[00:03:25.480 --> 00:03:29.520]  忍這個字呢,steo這個字呢,就是好難受,
[00:03:29.520 --> 00:03:32.360]  好難受就想哭了一樣,那種忍。
[00:03:32.360 --> 00:03:36.280]  那麼我覺得很奇怪啊,保羅這個人很勇敢嘛,
[00:03:36.280 --> 00:03:39.880]  你看他的生平裡面,他受了很多的逼迫,
[00:03:39.880 --> 00:03:43.160]  可能給人打,打得要死,他都可以忍的,
[00:03:43.160 --> 00:03:46.240]  什麼都可以忍,但是這也說我不能忍了。
[00:03:46.240 --> 00:03:48.320]  講了兩次,我忍不住了。
[00:03:48.320 --> 00:03:52.600]  為什麼?因為他忍不住對他們的關懷。
[00:03:52.600 --> 00:03:54.520]  當你很愛一個人的時候,
[00:03:54.520 --> 00:03:57.320]  你有這種感情下的忍不住,
[00:03:57.320 --> 00:04:01.760]  一種的牽掛,我們可以說這種牽掛。
[00:04:01.760 --> 00:04:06.320]  這種牽掛的心情可能你也經歷過,
[00:04:06.320 --> 00:04:09.040]  受不了牽掛。
[00:04:09.040 --> 00:04:13.360]  那麼我記得我有這樣一點的感受,
[00:04:13.360 --> 00:04:16.440]  我的大女兒Flora去念大學的時候,
[00:04:16.440 --> 00:04:19.800]  那個時候我們住在加拿大嘛,多人多,
[00:04:19.800 --> 00:04:21.840]  那麼她的大學在美國念,
[00:04:21.840 --> 00:04:26.280]  那麼那次我跟太太,我們兩個就開車,
[00:04:26.280 --> 00:04:29.440]  那天就把她載去那個大學,
[00:04:29.440 --> 00:04:32.360]  就是在波士頓附近那個山上面,
[00:04:32.360 --> 00:04:34.400]  那麼我們一路就去了,
[00:04:34.400 --> 00:04:38.400]  那行李的大包小包的就一起去,
[00:04:38.400 --> 00:04:40.760]  到了找到了那個大學,
[00:04:40.760 --> 00:04:42.840]  找到了她要住的宿舍,
[00:04:42.840 --> 00:04:45.840]  然後女兒就背著那個背包,
[00:04:45.840 --> 00:04:47.440]  拿著那個行李,
[00:04:47.440 --> 00:04:50.680]  就進到那個宿舍裡面。
[00:04:50.680 --> 00:04:53.920]  回頭說拜拜,那麼就去了,
[00:04:53.920 --> 00:04:57.720]  我還記得,我們回到那個車裡面,
[00:04:57.720 --> 00:04:59.640]  回到車裡面的時候,我們就轉了,
[00:04:59.640 --> 00:05:02.960]  就回家了,就開車回家。
[00:05:02.960 --> 00:05:06.320]  我沒想到,我開車一轉彎,
[00:05:06.320 --> 00:05:09.080]  眼淚就出來了,哇,這眼淚。
[00:05:09.080 --> 00:05:11.960]  我從來沒試過一個開車就哭的,
[00:05:11.960 --> 00:05:15.800]  那感覺就是,哎呀,心裡面就是忍不住啊,
[00:05:15.800 --> 00:05:19.400]  忍不住太掛念了,牽掛。
[00:05:19.400 --> 00:05:20.480]  為什麼牽掛呢?
[00:05:20.480 --> 00:05:22.440]  當然可能有兩個原因吧,
[00:05:22.440 --> 00:05:23.560]  一般我們都是,
[00:05:23.560 --> 00:05:28.440]  第一個,想到以後可能不是常常有機會見她的面,
[00:05:28.440 --> 00:05:30.080]  當然也不是太遠,
[00:05:30.080 --> 00:05:33.760]  但是還有十來個鐘頭的開車才到的地方,
[00:05:33.760 --> 00:05:36.440]  可能一年兩年才見一次面,
[00:05:36.440 --> 00:05:40.680]  那種哎呀,以後不是常常可以見面的一種感覺,
[00:05:40.680 --> 00:05:41.960]  很痛。
[00:05:41.960 --> 00:05:46.040]  還有更多的,當然就是掛念的就是很擔憂,
[00:05:46.040 --> 00:05:47.160]  掛心嘛。
[00:05:47.160 --> 00:05:49.560]  孩子進到那個宿舍,
[00:05:49.560 --> 00:05:53.560]  我覺得我這個做爸爸媽媽的好傻瓜的,
[00:05:53.560 --> 00:05:55.040]  想了很多的問題,
[00:05:55.040 --> 00:05:57.400]  那個宿舍是怎麼一個宿舍呢?
