
[00:00:00.000 --> 00:00:02.880]  弟兄姊妹 主律平安
[00:00:02.880 --> 00:00:05.560]  不知不覺今天去到啟示錄
[00:00:05.560 --> 00:00:08.360]  七間教會的第三間教會
[00:00:08.360 --> 00:00:10.800]  就是別家摩教會
[00:00:10.800 --> 00:00:15.840]  可能大家都未聽過別家摩這個地方
[00:00:15.840 --> 00:00:18.320]  其實是一個重要的城市
[00:00:18.320 --> 00:00:21.000]  以前以弗所我們很熟悉的
[00:00:21.000 --> 00:00:22.920]  因為有以弗所書
[00:00:22.920 --> 00:00:24.720]  這個是我們第一講所講的
[00:00:24.720 --> 00:00:27.680]  以弗所是一個海港的城市
[00:00:27.680 --> 00:00:29.920]  是一個商業的地方
[00:00:29.920 --> 00:00:35.240]  在以弗所沿著愛琴海向北行大約四十英里
[00:00:35.240 --> 00:00:36.680]  就去到仕梅那
[00:00:36.680 --> 00:00:39.320]  仕梅那就是我上次所講的
[00:00:39.320 --> 00:00:41.920]  遭受很多患難的教會
[00:00:41.920 --> 00:00:45.160]  這個也算是一個發達的城市
[00:00:45.160 --> 00:00:46.520]  也是接近海峽
[00:00:46.520 --> 00:00:49.640]  今天就去到向東行
[00:00:49.640 --> 00:00:51.920]  北面的山區
[00:00:51.920 --> 00:00:55.760]  你不要以為山區一定是很落後的城市
[00:00:55.760 --> 00:00:56.720]  原來不是
[00:00:56.720 --> 00:01:00.560]  別家摩是當時亞細亞的首府
[00:01:00.560 --> 00:01:03.600]  別家摩是很重要的一個城市
[00:01:03.600 --> 00:01:06.840]  是當時的政治、文化
[00:01:06.840 --> 00:01:11.320]  以及宗教的權力中心
[00:01:11.320 --> 00:01:14.080]  所謂宗教我們講的不是基督教
[00:01:14.080 --> 00:01:17.960]  宗教是當時希臘文化
[00:01:17.960 --> 00:01:19.320]  即是那個王國
[00:01:19.320 --> 00:01:23.520]  流傳下來有很多不同的宗教
[00:01:23.520 --> 00:01:26.840]  所以那裡有很多不同的外邦人的神廟
[00:01:26.840 --> 00:01:28.920]  拜祭很多不同的神
[00:01:28.920 --> 00:01:32.920]  我知道希臘就是拜很多不同的神
[00:01:32.920 --> 00:01:37.440]  而且其中一個廟
[00:01:37.440 --> 00:01:38.880]  他們是拜祭什麼呢
[00:01:38.880 --> 00:01:43.720]  是拜祭羅馬的皇帝
[00:01:43.720 --> 00:01:46.200]  是當時第一間的廟
[00:01:46.200 --> 00:01:49.640]  是要人們去拜祭羅馬的皇帝
[00:01:49.640 --> 00:01:55.000]  早期是羅馬皇帝死了之後才要去拜祭他
[00:01:55.000 --> 00:01:58.680]  但後來去到後期
[00:01:58.680 --> 00:02:03.920]  即是去到羅馬海薩多米田暴君的年代
[00:02:03.920 --> 00:02:07.280]  他就要人去拜祭他為皇帝
[00:02:07.280 --> 00:02:09.840]  即是他未死就已經有人去拜祭他為皇帝
[00:02:09.840 --> 00:02:13.000]  當然基督徒我們一定不行
[00:02:13.000 --> 00:02:17.760]  因為我們是承傳了猶太人的傳統一神論
[00:02:17.760 --> 00:02:21.680]  只有上帝 只有耶和華才是我們的神
[00:02:21.680 --> 00:02:27.600]  所以早期的信徒受到很大的迫害
[00:02:27.600 --> 00:02:28.760]  也是走不掉的
[00:02:28.760 --> 00:02:30.880]  因為你在一個首都
[00:02:30.880 --> 00:02:32.440]  一個重要的城市
[00:02:32.440 --> 00:02:36.440]  那裡的秘密警察也多一些看著你
[00:02:36.440 --> 00:02:42.840]  所以很難繼續不去拜皇帝
[00:02:42.840 --> 00:02:45.840]  因為他屬於叛國的罪行
[00:02:45.840 --> 00:02:52.520]  耶穌基督在啟示錄那裡借著約翰的書信
[00:02:52.520 --> 00:02:56.040]  寫了七封信給七間教會
[00:02:56.040 --> 00:02:59.200]  第三間就是別家摩
[00:02:59.200 --> 00:03:02.680]  開頭那幾句都是讚賞的
[00:03:02.680 --> 00:03:05.240]  通常都是這樣的 七封信
[00:03:05.240 --> 00:03:07.920]  其實他們都站得挺穩的
[00:03:07.920 --> 00:03:09.200]  一個讚賞
[00:03:09.200 --> 00:03:11.280]  讚賞不用說得多
[00:03:11.280 --> 00:03:15.720]  當然是說一些真的警惕到大家的說話
[00:03:15.720 --> 00:03:17.280]  聖經也是很神奇的
[00:03:17.280 --> 00:03:20.400]  二千年前寫給別家摩的教會
[00:03:20.400 --> 00:03:26.200]  今天也等於是像上帝跟我們說話一樣
[00:03:26.200 --> 00:03:28.840]  這就是聖經最神奇的書
[00:03:28.840 --> 00:03:32.920]  因為我們的神是自有永有
[00:03:32.920 --> 00:03:36.520]  是不受時間的空間的限制
[00:03:36.520 --> 00:03:40.000]  在啟示錄的十四十五節二章
[00:03:40.000 --> 00:03:42.840]  它說「然而有幾件事要擇避你」
[00:03:42.840 --> 00:03:48.680]  「因為你那裡有人服從了巴蘭的教訓」
[00:03:48.680 --> 00:03:53.080]  巴蘭在舊約文數記二十二至二十五章
[00:03:53.080 --> 00:03:55.760]  有很大的篇幅說這個巴蘭
[00:03:55.760 --> 00:03:58.680]  因為是外族人的一個先知
[00:03:58.680 --> 00:04:03.760]  當時有個巴勒的王
[00:04:03.760 --> 00:04:09.360]  他就禮金 很重的禮金請了巴蘭
[00:04:09.360 --> 00:04:13.680]  要他去以色列人當中去奏助他們
[00:04:13.680 --> 00:04:15.200]  他們是很相信這件事的
[00:04:15.200 --> 00:04:16.280]  你奏助他們
[00:04:16.280 --> 00:04:18.800]  他們就真的衰幾十年了
[00:04:18.800 --> 00:04:20.880]  你祝福他就祝福他很多年了
[00:04:20.880 --> 00:04:25.920]  所以他說因為巴蘭有這個神奇的特異功能
[00:04:25.920 --> 00:04:28.520]  當然這個不是從耶和華而來
[00:04:28.520 --> 00:04:33.320]  要他去奏助
[00:04:33.320 --> 00:04:37.040]  三十幾次去奏助以色列人
[00:04:37.040 --> 00:04:40.840]  但是我們耶和華不容許做這件事
[00:04:40.840 --> 00:04:42.320]  聖經你看文數記就知道
[00:04:42.320 --> 00:04:44.080]  今天不是詳細說巴蘭
[00:04:44.080 --> 00:04:46.240]  只是告訴你為何要說巴蘭的教訓
[00:04:46.240 --> 00:04:48.160]  大家要明白巴蘭做過些什麼
[00:04:48.160 --> 00:04:50.200]  就是他每一次去到以色列
[00:04:50.200 --> 00:04:51.960]  奏助變為祝福
[00:04:51.960 --> 00:04:54.800]  神要他說的話不是奏助
[00:04:54.800 --> 00:04:56.240]  變成祝福
[00:04:56.240 --> 00:04:58.600]  巴勒當然是雜雜跳
[00:04:58.600 --> 00:05:00.280]  每次我叫你去罵他
[00:05:00.280 --> 00:05:02.560]  你就跟著去讚他
[00:05:02.560 --> 00:05:05.680]  跟我倒轉
[00:05:05.680 --> 00:05:07.480]  所以很不開心
[00:05:07.480 --> 00:05:09.600]  但是巴蘭後來啟示說
[00:05:09.600 --> 00:05:12.160]  他為了財利為了錢
[00:05:12.160 --> 00:05:15.200]  後來他獻計給巴蘭
[00:05:15.200 --> 00:05:16.400]  他說不如這樣吧
[00:05:16.400 --> 00:05:17.520]  不需要奏助了
[00:05:17.520 --> 00:05:21.040]  不如你找一些摩押的女子
[00:05:21.040 --> 00:05:24.880]  去引誘這些以色列人去犯罪
[00:05:24.880 --> 00:05:26.320]  犯奸人的罪
[00:05:26.320 --> 00:05:32.320]  也可以是引誘他們去拜假神
[00:05:32.320 --> 00:05:33.480]  這樣就可以了
[00:05:33.480 --> 00:05:37.320]  他是巴蘭去教唆巴勒
[00:05:37.320 --> 00:05:41.120]  將這個半腳石放在以色列人面前
[00:05:41.120 --> 00:05:44.480]  這個半腳石就是摩押的女子
[00:05:44.480 --> 00:05:45.200]  摩押的女子
[00:05:45.200 --> 00:05:46.880]  我不知道摩押女子有多美
[00:05:46.880 --> 00:05:49.400]  但是以色列人就中計
[00:05:49.400 --> 00:05:52.320]  其實神說得很清楚
[00:05:52.320 --> 00:05:54.320]  當他們出埃及的時候說得很清楚
[00:05:54.320 --> 00:05:58.480]  他們不可以跟外族人同罰
[00:05:58.480 --> 00:05:59.480]  很清楚
[00:05:59.480 --> 00:06:03.280]  因為外族人的宗教是不同的
[00:06:03.280 --> 00:06:05.400]  這是一個很簡單的道理
[00:06:05.400 --> 00:06:07.120]  他們的信仰不同
[00:06:07.120 --> 00:06:08.520]  他們拜的是巴勒
[00:06:08.520 --> 00:06:10.480]  他們拜的是其他的假神
[00:06:10.480 --> 00:06:12.440]  因為他們知道以色列人的軟弱
[00:06:12.440 --> 00:06:13.200]  其實不是以色列人的軟弱
[00:06:13.200 --> 00:06:14.360]  我們都很軟弱
[00:06:14.360 --> 00:06:16.600]  人性的軟弱
[00:06:16.600 --> 00:06:19.040]  當你受到很多吸引力的時候
[00:06:19.040 --> 00:06:21.080]  你們一定會犯罪
[00:06:21.080 --> 00:06:22.600]  所以他說得很清楚
[00:06:22.600 --> 00:06:24.960]  你保持你猶太人的純種
[00:06:24.960 --> 00:06:27.360]  不是種族問題
[00:06:27.360 --> 00:06:30.360]  而是他們傳統的信仰
[00:06:30.360 --> 00:06:36.200]  這個一神論 耶和華創造天地的神
[00:06:36.200 --> 00:06:37.320]  的上帝
[00:06:37.320 --> 00:06:41.400]  他們要保持這個信念
[00:06:41.400 --> 00:06:44.160]  你一定不可以跟外族人在一起
[00:06:44.160 --> 00:06:46.160]  但是結果就是怎樣
[00:06:46.160 --> 00:06:48.800]  結果有很多的以色列人
[00:06:48.800 --> 00:06:52.840]  被半腳石擊倒
[00:06:52.840 --> 00:06:55.160]  踢了祭偶像的脈
[00:06:55.160 --> 00:06:58.840]  淫亂的行為
[00:06:58.840 --> 00:07:00.720]  為什麼
[00:07:00.720 --> 00:07:02.720]  一項要說回舊約的巴勒
[00:07:02.720 --> 00:07:04.560]  因為今天同樣的別
[00:07:04.560 --> 00:07:06.400]  不是今天 是當天
[00:07:06.400 --> 00:07:08.640]  同樣的別伽摩教會
[00:07:08.640 --> 00:07:10.200]  那些人也是服從了
[00:07:10.200 --> 00:07:13.120]  這個所謂尼哥拉一黨人的教訓
[00:07:13.120 --> 00:07:15.720]  聖經沒有詳細說尼哥拉一黨
[00:07:15.720 --> 00:07:17.400]  之前寫給爾弗所教會
[00:07:17.400 --> 00:07:18.720]  也是有說過的
[00:07:18.720 --> 00:07:19.800]  是負面的
[00:07:19.800 --> 00:07:20.840]  尼加拉一黨
[00:07:20.840 --> 00:07:21.760]  聖經沒有詳細說
[00:07:21.760 --> 00:07:23.320]  但經家就說
[00:07:23.320 --> 00:07:25.320]  可能他們尼哥拉一黨
[00:07:25.320 --> 00:07:30.960]  很多是洛克斯派早期的異端
[00:07:30.960 --> 00:07:35.080]  而且別伽摩開始服從了這個異端
[00:07:35.080 --> 00:07:36.200]  也有人說
[00:07:36.200 --> 00:07:39.400]  可能他們也像巴蘭一樣
[00:07:39.400 --> 00:07:44.320]  慫恿教會裏面的人去拜偶像
[00:07:44.320 --> 00:07:46.000]  去行淫亂的事
[00:07:46.000 --> 00:07:47.200]  所以
[00:07:47.200 --> 00:07:49.600]  居然別伽摩教會這麼重要
[00:07:49.600 --> 00:07:52.080]  也有人會有這樣做
[00:07:52.080 --> 00:07:53.200]  所以
[00:07:53.200 --> 00:07:55.400]  約翰就要鄭重提醒他們
[00:07:55.400 --> 00:07:57.840]  你們不可以這樣做
[00:07:57.840 --> 00:08:01.680]  你們要記住巴蘭的教訓
[00:08:01.680 --> 00:08:03.360]  就是這樣
[00:08:03.360 --> 00:08:08.880]  今天主要想說說半腳石
[00:08:08.880 --> 00:08:11.800]  這個字聖經用過很多次
[00:08:11.800 --> 00:08:14.560]  Stumbling block
[00:08:14.560 --> 00:08:17.240]  聖經經常用半腳石這個字
[00:08:17.240 --> 00:08:18.960]  其實最早期
[00:08:18.960 --> 00:08:20.360]  你在利未記
