
[00:00:00.000 --> 00:00:04.120]  讓我們先做一次同心的禱告
[00:00:04.120 --> 00:00:07.080]  親愛的恩主,我們獻上感恩
[00:00:07.080 --> 00:00:08.600]  是祢的恩典
[00:00:08.600 --> 00:00:10.080]  是祢奇異的恩典
[00:00:10.080 --> 00:00:11.920]  再一次招敘我們
[00:00:11.920 --> 00:00:13.680]  在主日的清晨在祢的一殿當中
[00:00:13.680 --> 00:00:15.920]  一同去敬拜服侍祢
[00:00:15.920 --> 00:00:17.720]  願祢賜福,恩代我們
[00:00:17.720 --> 00:00:18.760]  有願僕人口中的言
[00:00:18.760 --> 00:00:20.600]  與弟兄姊妹之間的心思意念
[00:00:20.600 --> 00:00:22.320]  蒙聖靈的啟迪,蒙主的月立
[00:00:22.320 --> 00:00:24.440]  禱告奉耶穌基督得勝的名
[00:00:24.440 --> 00:00:27.120]  阿門
[00:00:27.120 --> 00:00:31.200]  如果我說基督徒最大的責任是傳福音
[00:00:31.200 --> 00:00:35.360]  有沒有人有反對?
[00:00:35.360 --> 00:00:36.720]  但如果我問你
[00:00:36.720 --> 00:00:38.200]  在你過去的日子裏面
[00:00:38.200 --> 00:00:39.120]  不要想得太遠
[00:00:39.120 --> 00:00:40.880]  就說過去這個星期
[00:00:40.880 --> 00:00:43.880]  你又傳了多少福音呢?
[00:00:43.880 --> 00:00:47.920]  或者我問你今天傳了福音沒有呢?
[00:00:47.920 --> 00:00:50.160]  你會怎樣回答我呢?
[00:00:50.160 --> 00:00:52.640]  我們常常覺得基督徒應該傳福音
[00:00:52.640 --> 00:00:54.440]  傳福音是我們最大的責任
[00:00:54.440 --> 00:00:55.440]  最重要的責任
[00:00:55.440 --> 00:00:57.840]  我們由第一天返回教會
[00:00:57.840 --> 00:00:59.040]  可能返回了幾十年
[00:00:59.040 --> 00:01:01.000]  或者剛剛返回也不要緊
[00:01:01.000 --> 00:01:02.000]  你都發覺
[00:01:02.000 --> 00:01:03.400]  經常不停有人提醒你
[00:01:03.400 --> 00:01:04.680]  要去傳福音
[00:01:04.680 --> 00:01:06.920]  要和別人分享上帝的恩典
[00:01:06.920 --> 00:01:08.880]  要告訴別人耶穌有多少好處
[00:01:08.880 --> 00:01:10.520]  要帶人返回教會
[00:01:10.520 --> 00:01:12.360]  聽了很多很多很多
[00:01:12.360 --> 00:01:14.040]  我們做了多少呢?
[00:01:14.040 --> 00:01:16.080]  今天想和大家再想想傳福音
[00:01:16.080 --> 00:01:18.800]  或者福音這個問題
[00:01:18.800 --> 00:01:20.360]  不知為何我們作為基督徒
[00:01:20.360 --> 00:01:21.760]  雖然知道傳福音很重要
[00:01:21.760 --> 00:01:24.560]  但很多時候我們都很少去做
[00:01:24.560 --> 00:01:27.200]  或者都不太敢去做
[00:01:27.200 --> 00:01:28.560]  可能有很多原因
[00:01:28.560 --> 00:01:30.520]  不知這個原因是不是你的原因
[00:01:30.520 --> 00:01:31.960]  我很記得當我信耶穌之後
[00:01:31.960 --> 00:01:33.040]  我就很積極
