
[00:00:00.000 --> 00:00:01.940]  很高興來到大家中間
[00:00:01.940 --> 00:00:04.800]  我想有些人知道我是
[00:00:04.800 --> 00:00:07.500]  Esther的先生
[00:00:07.500 --> 00:00:10.680]  自從她來了會點之後
[00:00:10.680 --> 00:00:14.340]  她的身分就改變了
[00:00:14.340 --> 00:00:18.140]  可以有機會有人稱她的名字
[00:00:18.140 --> 00:00:20.540]  以前她也叫做賴師母
[00:00:20.540 --> 00:00:22.140]  那麼我呢
[00:00:22.140 --> 00:00:28.080]  我來到之後我就失去了我的身分
[00:00:28.080 --> 00:00:32.900]  我是Esther的老公
[00:00:32.900 --> 00:00:36.680]  我想世界輪流轉了
[00:00:36.680 --> 00:00:39.180]  今天很高興來到大家中間
[00:00:39.180 --> 00:00:42.340]  再一次來分享神的話語
[00:00:42.340 --> 00:00:46.240]  John Maxwell曾經說過一句話
[00:00:46.240 --> 00:00:50.440]  他說「領袖能定乾坤」
[00:00:50.440 --> 00:00:54.480]  Everything rises and falls on leadership
[00:00:54.480 --> 00:00:58.680]  大家是否同意這句話呢
[00:00:58.680 --> 00:01:07.680]  教會需要有領袖
[00:01:07.680 --> 00:01:09.180]  教會需要有領袖
[00:01:09.180 --> 00:01:11.480]  教會需要有好的領袖
[00:01:11.480 --> 00:01:14.080]  教會需要有熟練的領袖
[00:01:14.080 --> 00:01:18.680]  以及有領導力的領袖
[00:01:18.680 --> 00:01:20.480]  如果沒有好的領袖
[00:01:20.480 --> 00:01:23.780]  教會就好像核子領核子
[00:01:23.780 --> 00:01:26.980]  兩個都吊在坑裡
[00:01:26.980 --> 00:01:30.280]  所以領袖是教會的眼睛
[00:01:30.280 --> 00:01:31.680]  他看到前面的路
[00:01:31.680 --> 00:01:35.280]  然後帶著大家一起走
[00:01:35.280 --> 00:01:37.880]  有時候教會遇到危機的時候
[00:01:37.880 --> 00:01:43.880]  領袖可以帶我們脫離這個危機
[00:01:43.880 --> 00:01:53.280]  他經常都要低頭
[00:01:53.280 --> 00:01:57.480]  我想大家可以退後一點
[00:01:57.480 --> 00:01:59.480]  這個退後一點
[00:01:59.480 --> 00:02:06.280]  他就不會跌了
[00:02:06.280 --> 00:02:09.280]  今天很多人就說我不是領袖
[00:02:09.280 --> 00:02:12.680]  是否今天的編導可以不用聽呢
[00:02:12.680 --> 00:02:15.480]  其實根據GM
[00:02:15.480 --> 00:02:18.480]  通用汽車公司做過的研究
[00:02:18.480 --> 00:02:20.380]  他說我們一生人
[00:02:20.380 --> 00:02:24.480]  我們最少影響的人有162個
[00:02:24.480 --> 00:02:26.280]  他怎樣做這個統計
[00:02:26.280 --> 00:02:28.680]  我就不太清楚了
[00:02:28.680 --> 00:02:33.480]  總而言之162個不少
[00:02:33.480 --> 00:02:35.680]  如果遇到一些公眾人物
[00:02:35.680 --> 00:02:38.180]  就好像牧師或者一些領袖
[00:02:38.180 --> 00:02:41.380]  他影響的人可能更多
[00:02:41.380 --> 00:02:43.980]  其實我們每一個人都是領袖
[00:02:43.980 --> 00:02:45.480]  我們在家庭裡面
[00:02:45.480 --> 00:02:47.980]  我們做父母我們是領袖
[00:02:47.980 --> 00:02:50.780]  我們做哥哥姐姐都是領袖
[00:02:50.780 --> 00:02:53.080]  小組組長都是領袖
[00:02:53.080 --> 00:02:54.880]  然後團契
[00:02:54.880 --> 00:02:58.280]  就算師班長師班指揮
[00:02:58.280 --> 00:02:59.280]  都是領袖
[00:02:59.280 --> 00:03:01.480]  這些都是無可厚非
[00:03:01.480 --> 00:03:04.380]  所以今天我相信我們大部分的人
[00:03:04.380 --> 00:03:06.280]  在這裡都不可以否認
[00:03:06.280 --> 00:03:10.180]  我們是要做一個領袖
[00:03:10.180 --> 00:03:12.280]  無論在什麼情況底下
[00:03:12.280 --> 00:03:17.680]  我們需要做一個有效的領袖
[00:03:17.680 --> 00:03:18.880]  在一個團體裡面
[00:03:18.880 --> 00:03:21.980]  大家不知道你覺得一個團體
[00:03:21.980 --> 00:03:25.380]  它需要有什麼條件
[00:03:25.380 --> 00:03:29.780]  可以使這個團體能夠成功呢
[00:03:29.780 --> 00:03:31.580]  我覺得有幾樣東西
[00:03:31.580 --> 00:03:36.080]  第一樣就是硬的實力
[00:03:36.080 --> 00:03:38.880]  第二是軟的實力
[00:03:38.880 --> 00:03:42.280]  第三是巧的實力
[00:03:42.280 --> 00:03:43.880]  什麼叫硬的實力呢
[00:03:43.880 --> 00:03:45.880]  譬如你說一個國家
[00:03:45.880 --> 00:03:47.380]  一個團體
[00:03:47.380 --> 00:03:51.080]  它需要的是軍事和資源
[00:03:51.080 --> 00:03:53.380]  這些是它硬的實力
[00:03:53.380 --> 00:03:56.980]  可以計算的
[00:03:56.980 --> 00:03:58.380]  而軟的實力是什麼呢
[00:03:58.380 --> 00:04:00.280]  軟的實力就是
[00:04:00.280 --> 00:04:02.780]  在這個團體裡面的領袖
[00:04:02.780 --> 00:04:04.480]  它的品格
[00:04:04.480 --> 00:04:05.680]  它的價值觀
[00:04:05.680 --> 00:04:09.380]  或者這個團體的傳統
[00:04:09.380 --> 00:04:11.480]  這些都是軟的實力
[00:04:11.480 --> 00:04:14.080]  就是說計算不清楚的
[00:04:14.080 --> 00:04:16.380]  但是是存在的
[00:04:16.380 --> 00:04:18.480]  什麼叫考實力呢
[00:04:18.480 --> 00:04:20.380]  是凌考的
[00:04:20.380 --> 00:04:22.980]  就是說謬略
[00:04:22.980 --> 00:04:26.180]  一個團體的政綱
[00:04:26.180 --> 00:04:27.280]  所以這三樣東西
[00:04:27.280 --> 00:04:29.080]  其實在一個團體
[00:04:29.080 --> 00:04:32.480]  也在一個教會裡面是很需要的
[00:04:32.480 --> 00:04:33.780]  而這三樣東西
[00:04:33.780 --> 00:04:36.080]  很多時候是一個領袖身上
[00:04:36.080 --> 00:04:38.480]  可以實現的
[00:04:38.480 --> 00:04:39.880]  今天我要跟大家說的
[00:04:39.880 --> 00:04:42.080]  就是大衛的生平
[00:04:42.080 --> 00:04:49.080]  他一個劃時代或者說一個很決定性的一段經文
[00:04:49.080 --> 00:04:53.380]  就是記載在《薩姆二記》下第五章
[00:04:53.380 --> 00:04:55.580]  我們一段一段來看看
[00:04:55.580 --> 00:04:58.280]  看看大衛他怎樣能夠實現
[00:04:58.280 --> 00:05:00.880]  這三種的實力在他身上
[00:05:00.880 --> 00:05:04.180]  以色列眾支派來到希伯倫見大衛
[00:05:04.180 --> 00:05:06.680]  說我們原是你的骨肉
[00:05:06.680 --> 00:05:09.780]  從前蘇羅作我念王的時候
[00:05:09.780 --> 00:05:12.780]  率領以色列人出入的士尼
[00:05:12.780 --> 00:05:15.180]  也說也曾應許你說
[00:05:15.180 --> 00:05:20.980]  你必牧養我的民以色列作以色列的棍
[00:05:20.980 --> 00:05:23.880]  大家知道大衛他的生平
[00:05:23.880 --> 00:05:26.780]  是從《薩姆二記》上第十六章
[00:05:26.780 --> 00:05:27.980]  大家還記得
[00:05:27.980 --> 00:05:31.180]  薩姆二來到耶穌的家裡
[00:05:31.180 --> 00:05:35.580]  要高立其中一個的弟弟做王
[00:05:35.580 --> 00:05:37.980]  是神指示他要這樣做
[00:05:37.980 --> 00:05:40.080]  他看到他的七個兄弟
[00:05:40.080 --> 00:05:42.980]  特別看到那個大哥以利亞
[00:05:42.980 --> 00:05:44.480]  高大威猛
[00:05:44.480 --> 00:05:47.480]  他一看心裡說是這個
[00:05:47.480 --> 00:05:48.880]  但是神告訴他
[00:05:48.880 --> 00:05:53.180]  人是看外貌 神是看內心
[00:05:53.180 --> 00:05:56.780]  看來看去不知道是誰
[00:05:56.780 --> 00:05:58.780]  然後神告訴他還有一個
[00:05:58.780 --> 00:06:01.180]  他不在這裡 在外面
[00:06:01.180 --> 00:06:02.180]  就是大衛
[00:06:02.180 --> 00:06:05.880]  他是在牧養他爸爸的羊群
[00:06:05.880 --> 00:06:08.180]  我也不知道為什麼這七個哥哥
[00:06:08.180 --> 00:06:09.480]  都不出去牧養
[00:06:09.480 --> 00:06:11.980]  牧養 找一個最小的那個
[00:06:11.980 --> 00:06:13.580]  拉仔出去牧養
[00:06:13.580 --> 00:06:16.580]  你覺得是不是有點怪怪的
[00:06:16.580 --> 00:06:18.180]  有點怪怪的
[00:06:18.180 --> 00:06:19.580]  大衛從那個時候
[00:06:19.580 --> 00:06:23.280]  從一個無名小卒後來被高立之後
[00:06:23.280 --> 00:06:25.980]  這個是一個的開始
[00:06:25.980 --> 00:06:27.580]  是什麼叫開始呢
[00:06:27.580 --> 00:06:31.380]  就是他後來遭受逼迫
[00:06:31.380 --> 00:06:34.380]  遭受困境的一個開始
[00:06:34.380 --> 00:06:37.980]  就是很多時候你不做領袖就好端端的
[00:06:37.980 --> 00:06:39.680]  你一做領袖的時候
[00:06:39.680 --> 00:06:43.180]  就會有人將你做那個箭靶
[00:06:43.180 --> 00:06:45.680]  來追著你
[00:06:45.680 --> 00:06:48.780]  所以你如果看大衛他的生平
[00:06:48.780 --> 00:06:49.780]  你就看到
[00:06:49.780 --> 00:06:54.280]  他從打死哥利亞一炮二雄之後
[00:06:54.280 --> 00:06:59.280]  他就因此而被蘇羅去制度
[00:06:59.280 --> 00:07:02.080]  蘇羅一直追殺他
[00:07:02.080 --> 00:07:06.080]  如果大衛他登基作王是三十歲的話
[00:07:06.080 --> 00:07:11.880]  他應該逃難受困逼有十三年這麼久
[00:07:11.880 --> 00:07:14.880]  大衛從一個牧童被高立
[00:07:14.880 --> 00:07:16.280]  然後被追殺
[00:07:16.280 --> 00:07:22.380]  最後他成為猶太整個國家的王
[00:07:22.380 --> 00:07:23.980]  在這個的時間裡面
[00:07:23.980 --> 00:07:27.380]  我看見有很多東西是不如他的理想
[00:07:27.380 --> 00:07:28.980]  大家同不同意呢
[00:07:28.980 --> 00:07:30.280]  為什麼
[00:07:30.280 --> 00:07:31.780]  我自己心常常都在想
[00:07:31.780 --> 00:07:33.580]  為什麼安立了
[00:07:33.580 --> 00:07:34.780]  高立了他
[00:07:34.780 --> 00:07:36.080]  那不就馬上做王
[00:07:36.080 --> 00:07:37.680]  那就好端端了
[00:07:37.680 --> 00:07:40.180]  為什麼要經歷這麼多呢
[00:07:40.180 --> 00:07:42.280]  但是神很多時候在我們人生裡面
[00:07:42.280 --> 00:07:47.080]  就放了很多的困難在我們身上
[00:07:47.080 --> 00:07:48.880]  神要我們等
[00:07:48.880 --> 00:07:54.480]  如果大衛他馬上能夠上位做王的話
[00:07:54.480 --> 00:07:58.880]  我想他就只不過是一個步伐戶的政客而已
