
[00:00:00.000 --> 00:00:06.000]  全道書是一本很精彩的書。
[00:00:06.000 --> 00:00:12.000]  它對於門徒訓練來說是一本很重要的書。
[00:00:12.000 --> 00:00:20.000]  因為它幫我們從古代的智慧去看我們今天的生活。
[00:00:20.000 --> 00:00:28.000]  當你去查經的時候,有些很重要的事你一定要做。
[00:00:28.000 --> 00:00:32.000]  很常我們在這裡讀書,在那裡讀書,
[00:00:32.000 --> 00:00:34.000]  我們卻看不到大圖畫。
[00:00:34.000 --> 00:00:41.000]  就像在收集珍珠一樣。
[00:00:41.000 --> 00:00:43.000]  這是一顆美麗的珍珠,放在口袋裡。
[00:00:43.000 --> 00:00:45.000]  這是一顆很美麗的珍珠,放在背後。
[00:00:45.000 --> 00:00:48.000]  珍珠在那裡,但它們沒有連在一起。
[00:00:55.000 --> 00:01:07.000]  所以我們需要一條繩子,將這些美麗的珍珠串在一起,成為一條鏡鏈。
[00:01:07.000 --> 00:01:17.000]  當我們一路看全道書的時候,
[00:01:17.000 --> 00:01:20.000]  我會幫大家將這些東西連在一起,
[00:01:20.000 --> 00:01:22.000]  讓我們可以看到整體的圖畫。
[00:01:26.000 --> 00:01:29.000]  所以我和大家來一集,全道書有十二章。
[00:01:29.000 --> 00:01:32.000]  它處理四個問題。
[00:01:32.000 --> 00:01:36.000]  第一,為什麼生命是這麼令人沮喪的呢?
[00:01:36.000 --> 00:01:39.000]  第二,生命從何而來呢?
[00:01:39.000 --> 00:01:43.000]  第三,我們應該怎麼過生活呢?
[00:01:43.000 --> 00:01:47.000]  第四,生命有什麼秘訣?
[00:01:52.000 --> 00:01:55.000]  第一章,它處理人生為什麼這麼沮喪的問題。
[00:01:55.000 --> 00:02:02.000]  第一章有十八節,總共分為三個部分。
[00:02:02.000 --> 00:02:09.000]  第一部分是由第一節到第七節。
[00:02:18.000 --> 00:02:23.000]  裡面提到有一個整個卷書都會出現的一首副歌,
[00:02:23.000 --> 00:02:28.000]  就是「虛空的虛空,虛空的虛空,一切都是虛空」。
[00:02:28.000 --> 00:02:38.000]  作者將這個主題帶出的時候,
[00:02:38.000 --> 00:02:41.000]  他用了四個大自然的現象來做舉例。
[00:02:45.000 --> 00:02:49.000]  他看這個地、日頭、風和江河。
[00:02:49.000 --> 00:02:59.000]  他說這些都是循環不息,但是又毫無意義。
[00:02:59.000 --> 00:03:00.000]  生命就好像這樣。
[00:03:00.000 --> 00:03:07.000]  由八節到十一節就是第二部分。
[00:03:12.000 --> 00:03:17.000]  他說因為人生是沒有意義,所以有兩個存在上的真相。
[00:03:17.000 --> 00:03:26.000]  這兩個存在的真相就是第一,我們既沒有意義,
[00:03:26.000 --> 00:03:28.000]  第二,也沒有這個重要性。
[00:03:36.000 --> 00:03:42.000]  最後一部分十二節到十八節的時候,我們就探討智慧的問題和人生的關係。
[00:03:42.000 --> 00:03:51.000]  昨晚我們看到人類智慧的欠缺和瑕疵。
[00:03:51.000 --> 00:04:02.000]  很簡單來說,在日光之下的人生這個存在是沒有意義的,
[00:04:02.000 --> 00:04:04.000]  這個物質的存在是沒有意義的。
[00:04:07.000 --> 00:04:10.000]  日光之下的人生是沒有辦法預計到你的將來。
[00:04:10.000 --> 00:04:16.000]  在日光之下你是沒有一個肯定的答案的。
[00:04:16.000 --> 00:04:26.000]  然後他就提到在這一切裡面最大最大的不穩定性是什麼呢?
[00:04:35.000 --> 00:04:37.000]  這個就是當你去探索人生,
[00:04:37.000 --> 00:04:42.000]  去用一切的享樂一切的成功來尋求你人生的意義的時候,
[00:04:42.000 --> 00:04:44.000]  他竟然是不能夠滿足你的。
[00:04:44.000 --> 00:04:53.000]  因為原來去到最後死亡是不能夠避免的。
[00:04:53.000 --> 00:05:00.000]  所以第二章就是講關於這個成功的一章。
[00:05:06.000 --> 00:05:10.000]  這個在人類歷史裡面最成功的人,
[00:05:10.000 --> 00:05:13.000]  他和我們討論成功這個問題。
[00:05:13.000 --> 00:05:24.000]  所以第一章就是由最聰明的人,最有智慧的人和我們討論智慧。
[00:05:24.000 --> 00:05:31.000]  這個傳道者將他自己介紹成為所羅門。
[00:05:33.000 --> 00:05:36.000]  是眾君王裡面最有智慧的一位。
[00:05:36.000 --> 00:05:44.000]  第二章當他討論成功的時候,
[00:05:44.000 --> 00:05:49.000]  他就將自己介紹成為他在當代最成功的一個人物。
[00:05:49.000 --> 00:05:54.000]  他告訴我們他有多麼成功。
[00:06:04.000 --> 00:06:06.000]  然後他告訴我們無論你是多麼成功,
[00:06:06.000 --> 00:06:08.000]  無論你是多麼富有,
[00:06:08.000 --> 00:06:11.000]  最後死亡都是無可避免的。
[00:06:11.000 --> 00:06:18.000]  所以當他討論成功的時候,
[00:06:18.000 --> 00:06:23.000]  也是放在死亡無可避免的處境之下來討論。
[00:06:29.000 --> 00:06:34.000]  有一次有一個死囚,他要帶去他的電椅室行刑。
[00:06:34.000 --> 00:06:42.000]  當他們將他綁在電椅上的時候,
[00:06:42.000 --> 00:06:44.000]  這個獄長就問他,
[00:06:44.000 --> 00:06:46.000]  你有沒有最後的願望?
[00:06:46.000 --> 00:06:52.000]  當他坐在電椅上的時候,
[00:06:52.000 --> 00:06:55.000]  竟然有人問他他最後的願望是什麼?
[00:06:59.000 --> 00:07:00.000]  他就跟那個獄長說,
[00:07:00.000 --> 00:07:03.000]  我最後的願望就是請你牽著我的手。
[00:07:03.000 --> 00:07:09.000]  死亡是無可避免的。
[00:07:09.000 --> 00:07:15.000]  這個就是我們今天晚上從第二章所要看的。
[00:07:15.000 --> 00:07:19.000]  請我們一起禱告。
[00:07:24.000 --> 00:07:29.000]  主啊,天父啊,我們求祢開我們的眼睛能夠細看祢自己的聖言,
[00:07:29.000 --> 00:07:36.000]  讓我們從根本上將成功重新定義,
[00:07:36.000 --> 00:07:43.000]  然後讓我們過一個智慧而有目的的人生。
[00:07:43.000 --> 00:07:46.000]  奉主耶穌的名,我們感謝祢。
[00:07:52.000 --> 00:07:55.000]  按照當代文化的論述,成功是一個品牌。
[00:07:55.000 --> 00:08:03.000]  我們就要問了,
[00:08:03.000 --> 00:08:06.000]  我們應該怎樣去看真正的成功是什麼呢?
[00:08:06.000 --> 00:08:11.000]  我們需要有新的眼睛,
[00:08:11.000 --> 00:08:13.000]  以致我們能夠看到真正的成功是什麼。
[00:08:13.000 --> 00:08:18.000]  無論去到哪個城市,
[00:08:18.000 --> 00:08:20.000]  我都會去找那些書店的。
[00:08:21.000 --> 00:08:22.000]  我不喜歡書的。
[00:08:22.000 --> 00:08:26.000]  所以去到哪個城市,
[00:08:26.000 --> 00:08:29.000]  我都會告訴你那些大書店大概在哪裡。
[00:08:29.000 --> 00:08:39.000]  但是當我經歷人生的不同階段的時候,
[00:08:39.000 --> 00:08:41.000]  我的眼睛開始有轉變了,
[00:08:41.000 --> 00:08:43.000]  我突然之間看到那些遊樂場,
[00:08:43.000 --> 00:08:46.000]  因為我成為了父親。
[00:08:50.000 --> 00:08:52.000]  其實我還沒有成為父親之前,
[00:08:52.000 --> 00:08:53.000]  那些遊樂場都在那裡,
[00:08:53.000 --> 00:08:54.000]  但是不知為何我總是看不到。
[00:08:54.000 --> 00:09:01.000]  但是當我有小孩子的時候,
[00:09:01.000 --> 00:09:03.000]  我就說原來那裡有遊樂場,
[00:09:03.000 --> 00:09:04.000]  這裡有遊樂場,
[00:09:04.000 --> 00:09:05.000]  到處都有遊樂場,
[00:09:05.000 --> 00:09:06.000]  我都知道在哪裡。
[00:09:06.000 --> 00:09:09.000]  因為我的眼睛開始看到了。
[00:09:09.000 --> 00:09:13.000]  我們有興趣的東西,
[00:09:13.000 --> 00:09:14.000]  我們才會看到的。
[00:09:14.000 --> 00:09:17.000]  你去韓國,你會看到什麼呢?
[00:09:21.000 --> 00:09:23.000]  以前我去韓國的時候,
[00:09:23.000 --> 00:09:24.000]  我看到很多十字架,
[00:09:24.000 --> 00:09:26.000]  那些藍光的十字架是很漂亮的。
[00:09:26.000 --> 00:09:36.000]  但是有一個我女兒的朋友,
[00:09:36.000 --> 00:09:37.000]  她是一個年輕的女士,
[00:09:37.000 --> 00:09:38.000]  她告訴我,
[00:09:38.000 --> 00:09:40.000]  韓國有很多整形的診所。
[00:09:40.000 --> 00:09:44.000]  是嗎?為什麼我看不到呢?
[00:09:44.000 --> 00:09:47.000]  我只看到教堂而已。
[00:09:51.000 --> 00:09:53.000]  當我第二次去韓國的時候,
[00:09:53.000 --> 00:09:54.000]  她再留意一下,
[00:09:54.000 --> 00:09:56.000]  原來周圍都是那些整形的診所。
[00:09:56.000 --> 00:10:04.000]  其實她不是一夜之間在那裡的,
[00:10:04.000 --> 00:10:05.000]  她們一直都在那裡,
[00:10:05.000 --> 00:10:06.000]  但是我一直都看不到,
[00:10:06.000 --> 00:10:07.000]  直到有人告訴我,
[00:10:07.000 --> 00:10:08.000]  我才看到。
[00:10:08.000 --> 00:10:10.000]  成功就好像這樣。
[00:10:21.000 --> 00:10:23.000]  我們一直都看不到,
[00:10:23.000 --> 00:10:24.000]  直到有人告訴我,
[00:10:24.000 --> 00:10:25.000]  你看清楚,
[00:10:25.000 --> 00:10:27.000]  以前這些不是真正的成功,
[00:10:27.000 --> 00:10:28.000]  它們只不過是虛幻。
[00:10:28.000 --> 00:10:29.000]  你看看,
[00:10:29.000 --> 00:10:30.000]  這些才是真正的成功,
[00:10:30.000 --> 00:10:31.000]  到時我們就看到了。
[00:10:31.000 --> 00:10:41.000]  傳道書第二章,
[00:10:41.000 --> 00:10:42.000]  它說到成功,
[00:10:42.000 --> 00:10:44.000]  就好像給我們一副新的眼鏡,
[00:10:44.000 --> 00:10:46.000]  讓我們看到真正的成功是什麼。
[00:10:51.000 --> 00:10:52.000]  第一件事,
[00:10:52.000 --> 00:10:53.000]  這本書告訴我們,
[00:10:53.000 --> 00:10:54.000]  或者這張說給我們聽的,
[00:10:54.000 --> 00:10:56.000]  就是我們要提防成功的膚淺定義。
[00:10:56.000 --> 00:11:07.000]  世界上,
[00:11:07.000 --> 00:11:09.000]  世人將成功有三個定義。
[00:11:09.000 --> 00:11:15.000]  他們將成功定義為我們可以享受的事物。
[00:11:20.000 --> 00:11:22.000]  又或者將它定義為,
[00:11:22.000 --> 00:11:24.000]  我們所成就到的事物。
[00:11:24.000 --> 00:11:29.000]  又或者將它定義為,
[00:11:29.000 --> 00:11:31.000]  成功就是我們擁有的事物。
[00:11:31.000 --> 00:11:35.000]  所羅門三樣都有,
[00:11:35.000 --> 00:11:38.000]  而且他有很多,
[00:11:38.000 --> 00:11:39.000]  是很豐富的。
[00:11:39.000 --> 00:11:45.000]  我們看傳道書第二章,
[00:11:51.000 --> 00:11:52.000]  他在第一節說,
[00:11:52.000 --> 00:12:00.000]  希伯來的意思,
[00:12:00.000 --> 00:12:02.000]  當他說到喜樂的時候,
[00:12:02.000 --> 00:12:03.000]  他在說娛樂,
[00:12:03.000 --> 00:12:04.000]  或者是消遣。
[00:12:19.000 --> 00:12:21.000]  所羅門正在享受他的娛樂,
[00:12:21.000 --> 00:12:23.000]  但是這些娛樂不是普通的娛樂,
[00:12:23.000 --> 00:12:24.000]  是世界級的娛樂。
[00:12:24.000 --> 00:12:33.000]  他有的是最好的表演者,
[00:12:33.000 --> 00:12:35.000]  他有看的是最好的表演,
[00:12:35.000 --> 00:12:37.000]  是第一級的娛樂。
[00:12:47.000 --> 00:12:49.000]  不單止他看最好的表演,
[00:12:49.000 --> 00:12:50.000]  最好的娛樂,
[00:12:50.000 --> 00:12:51.000]  他還有最好的美食,
[00:12:51.000 --> 00:12:52.000]  最好的美酒。
[00:12:52.000 --> 00:12:59.000]  他第三節說,
[00:12:59.000 --> 00:13:00.000]  我心理拆究,
[00:13:00.000 --> 00:13:02.000]  如何用酒洗我的肉體舒暢呢?
[00:13:02.000 --> 00:13:07.000]  他不是說他要喝醉酒。
[00:13:07.000 --> 00:13:11.000]  他不是喝那些便宜酒。
[00:13:18.000 --> 00:13:19.000]  他說的是,
