
[00:00:00.000 --> 00:00:04.400]  在《御苦其靈修》2025年40篇裏
[00:00:04.400 --> 00:00:08.200]  我用「我主我神」做題目
[00:00:08.200 --> 00:00:10.640]  思想了一段時間
[00:00:10.640 --> 00:00:14.680]  覺得是聖靈叫我用這個題目
[00:00:14.680 --> 00:00:16.800]  主耶穌在這段經文裏
[00:00:16.800 --> 00:00:20.240]  要讚美你自己「滿有憐憫」
[00:00:20.240 --> 00:00:22.880]  我們的上主「三一上主」
[00:00:22.880 --> 00:00:25.400]  對人「滿有憐憫」
[00:00:25.400 --> 00:00:29.320]  對你的選民百姓「滿有憐憫」
[00:00:29.320 --> 00:00:32.000]  你會為他們悲哀
[00:00:32.000 --> 00:00:34.880]  你會覺得很可惜
[00:00:34.880 --> 00:00:36.280]  主要是求你自己幫助
[00:00:36.280 --> 00:00:40.720]  給我們體會你自己憐憫的心腸
[00:00:40.720 --> 00:00:42.000]  讚美你
[00:00:42.000 --> 00:00:43.400]  因為你高高在上
[00:00:43.400 --> 00:00:46.480]  在你來說在這個宇宙萬物之中
[00:00:46.480 --> 00:00:49.240]  在你自己的圓滿裏面
[00:00:49.240 --> 00:00:52.240]  其實你不需要人類
[00:00:52.240 --> 00:00:55.280]  不過你是「歡喜造人」
[00:00:55.280 --> 00:00:58.560]  好像屬靈的子女一樣
[00:00:58.560 --> 00:01:01.080]  既然將我們創造
[00:01:01.080 --> 00:01:04.080]  又特別吹一口氣在我們裏面
[00:01:04.080 --> 00:01:05.680]  我們成了有靈的人
[00:01:05.680 --> 00:01:07.400]  你就愛我們
[00:01:07.400 --> 00:01:08.480]  主你愛每一個人
[00:01:08.480 --> 00:01:11.280]  好像是你自己的兒女一樣
[00:01:11.280 --> 00:01:12.880]  你愛你的選民百姓
[00:01:12.880 --> 00:01:14.800]  阿伯拉罕的後裔
[00:01:14.800 --> 00:01:15.880]  你特別愛他們
[00:01:15.880 --> 00:01:18.920]  是因為阿伯拉罕的緣故
[00:01:18.920 --> 00:01:19.760]  幫助我們
[00:01:19.760 --> 00:01:21.520]  今日同樣在屬靈上
[00:01:21.520 --> 00:01:24.800]  憑信心成為阿伯拉罕的後裔
[00:01:24.800 --> 00:01:27.480]  都一齊來讚美敬拜你
[00:01:27.480 --> 00:01:29.800]  在此瞻仰你自己的榮美
[00:01:29.800 --> 00:01:31.840]  欣賞你自己的憐憫
[00:01:31.840 --> 00:01:33.720]  讚歎你的偉大
[00:01:33.720 --> 00:01:35.400]  與你的信神
[00:01:35.400 --> 00:01:37.640]  願你得著榮耀稱讚
[00:01:37.640 --> 00:01:39.160]  各道權並榮耀
[00:01:39.160 --> 00:01:41.480]  全是你的直到永遠
[00:01:41.480 --> 00:01:42.960]  阿們
[00:01:42.960 --> 00:01:46.200]  讚美上主
[00:01:46.200 --> 00:01:48.080]  來到聖周第十二講
[00:01:48.080 --> 00:01:50.920]  就是為耶路撒冷悲哀
[00:01:50.920 --> 00:01:53.880]  馬太福音二十三節
[00:01:53.880 --> 00:01:56.720]  你會看到聖經是這樣說的
[00:01:56.720 --> 00:01:59.280]  就是三十七節
[00:01:59.280 --> 00:02:00.200]  耶路撒冷啊
[00:02:00.200 --> 00:02:01.760]  耶路撒冷啊
[00:02:01.760 --> 00:02:05.000]  理常殺害先知
[00:02:05.000 --> 00:02:06.960]  理常殺害先知
[00:02:06.960 --> 00:02:09.560]  就是那個悲嘆的地方
[00:02:09.560 --> 00:02:13.040]  如果大家有機會看希伯來書第一章
[00:02:13.040 --> 00:02:15.880]  希伯來書一開始就說
[00:02:15.880 --> 00:02:19.560]  我們的上主由以往多次多方
[00:02:19.560 --> 00:02:23.240]  透過先知曉譽列祖
[00:02:23.240 --> 00:02:26.040]  他差派很多他的代言人
[00:02:26.040 --> 00:02:30.760]  其實先知的意思就是代言者
[00:02:30.760 --> 00:02:33.520]  叫人來跟百姓講說話
[00:02:33.520 --> 00:02:36.320]  講說話由於很尊敬
[00:02:36.320 --> 00:02:40.040]  所以我們和合本的翻譯叫曉譽
[00:02:40.040 --> 00:02:41.320]  而在這個末後的時候
[00:02:41.320 --> 00:02:44.720]  就透過他的兒子曉譽我們
[00:02:44.720 --> 00:02:48.560]  古時派先知去代言者
[00:02:48.560 --> 00:02:51.480]  不過常被殺害
[00:02:51.480 --> 00:02:54.320]  派去的很多不是派去所有
[00:02:54.320 --> 00:02:57.440]  很多都被石頭打死
[00:02:57.440 --> 00:03:00.200]  其實奉差遣道理者裡來的人
[00:03:00.200 --> 00:03:02.600]  其實是紙巾那些先知
[00:03:02.600 --> 00:03:04.400]  用石頭打死他
[00:03:04.400 --> 00:03:06.600]  嘩 即是抗拒誰
[00:03:06.600 --> 00:03:08.360]  當我派一個人來跟你講話
[00:03:08.360 --> 00:03:11.160]  怎知他被你打死
[00:03:11.160 --> 00:03:13.280]  而且用石頭打死
[00:03:13.280 --> 00:03:18.640]  即是說你妄自稱呼上帝是你的主
[00:03:18.640 --> 00:03:21.440]  而且你說你是他派來的
[00:03:21.440 --> 00:03:23.840]  所以我用石頭扔死你
[00:03:23.840 --> 00:03:25.680]  明明是你自己來講話
[00:03:25.680 --> 00:03:27.640]  你又說是上主派你來
[00:03:27.640 --> 00:03:29.960]  假的 於是用石頭扔死你
[00:03:29.960 --> 00:03:33.160]  因為你假借上主之名
[00:03:33.160 --> 00:03:35.720]  上殺害先知
[00:03:35.720 --> 00:03:38.200]  好了 我很多次
[00:03:38.200 --> 00:03:40.640]  你這樣你是會招來和還
[00:03:40.640 --> 00:03:42.960]  招來審判的
[00:03:42.960 --> 00:03:46.840]  我多次聚集你的兒女
[00:03:46.840 --> 00:03:49.640]  多次 叫你的兒女一齊啦 一齊啦
[00:03:49.640 --> 00:03:51.600]  不要這樣 這個召集就是
[00:03:51.600 --> 00:03:54.200]  來來來 來到我面前 來到我面前
[00:03:54.200 --> 00:03:57.080]  那些兒女怎樣?
[00:03:57.080 --> 00:03:59.200]  走了去巴力那裏
[00:03:59.200 --> 00:04:01.040]  跟隨他們的皇帝
[00:04:01.040 --> 00:04:03.080]  走了去暴力那裏
[00:04:03.080 --> 00:04:04.800]  去迫害其他人
[00:04:04.800 --> 00:04:06.920]  走了去不公義那裏
[00:04:06.920 --> 00:04:10.080]  走了去很多罪惡裏面
[00:04:10.080 --> 00:04:11.760]  特別最大的罪惡
[00:04:11.760 --> 00:04:15.320]  就是行耶和華眼中看為惡的事
[00:04:15.320 --> 00:04:19.400]  就是他們不跟隨神去拜其他的假神
[00:04:19.400 --> 00:04:23.320]  巴力、亞瑟拉、摩洛等等
[00:04:23.320 --> 00:04:25.760]  神那些是最憎恨的
[00:04:25.760 --> 00:04:27.120]  我多次聚集你
[00:04:27.120 --> 00:04:30.760]  怎知你們不願意
[00:04:30.760 --> 00:04:34.120]  其實我知道你在外面是很危險的
[00:04:34.120 --> 00:04:36.200]  你很快就被巴力吃了
[00:04:36.200 --> 00:04:37.920]  很快被其他神吃了
[00:04:37.920 --> 00:04:41.920]  很快被世俗吃了 吞了
[00:04:41.920 --> 00:04:44.600]  所以我好像母雞把小雞
[00:04:44.600 --> 00:04:46.680]  聚集在翅膀看看
[00:04:46.680 --> 00:04:49.120]  我用我的翅膀保護你
[00:04:49.120 --> 00:04:52.160]  有鷹飛下來抓就抓傷我
[00:04:52.160 --> 00:04:54.200]  翅膀也被它咬斷了
[00:04:54.200 --> 00:04:56.880]  不過在翅膀底下
[00:04:56.880 --> 00:04:58.120]  我是遮蔽你的
[00:04:58.120 --> 00:04:58.840]  保護你的
[00:04:58.840 --> 00:05:00.000]  不過你不聽
[00:05:00.000 --> 00:05:01.760]  只是你們不願意
[00:05:01.760 --> 00:05:03.080]  小雞走出去
[00:05:03.080 --> 00:05:04.160]  終於怎樣?
[00:05:04.160 --> 00:05:06.120]  就被啄了
[00:05:06.120 --> 00:05:10.600]  或者被狐狸、狼啄了
[00:05:10.600 --> 00:05:11.440]  好了
[00:05:11.440 --> 00:05:15.560]  看看你這樣招致的災禍與審判
[00:05:15.560 --> 00:05:19.840]  你們的家成為方牆留給你們
[00:05:19.840 --> 00:05:21.520]  我告訴你們從今以後
[00:05:21.520 --> 00:05:25.560]  你的家成為方牆之後
[00:05:25.560 --> 00:05:27.040]  家成為方牆是什麼呢?
[00:05:27.040 --> 00:05:29.680]  即是以色列被毀
[00:05:29.680 --> 00:05:31.680]  即是聖殿被毀
[00:05:31.680 --> 00:05:33.520]  或者是主號七十年的事
[00:05:33.520 --> 00:05:35.200]  或者將來的事
[00:05:35.200 --> 00:05:38.520]  你的家會成為方牆留給你們
[00:05:38.520 --> 00:05:40.120]  我告訴你們
[00:05:40.120 --> 00:05:41.880]  你們不再見我
[00:05:41.880 --> 00:05:45.560]  直到有一天我再回來的時候
[00:05:45.560 --> 00:05:47.160]  你們會懂得再說
[00:05:47.160 --> 00:05:49.920]  「奉主明來的是應當稱頌的」
[00:05:49.920 --> 00:05:51.840]  你們說了一次
[00:05:51.840 --> 00:05:54.960]  當我在聖州第一天入城的時候
[00:05:54.960 --> 00:05:56.360]  你們就已經歡呼了
[00:05:56.360 --> 00:05:58.680]  「奉主明來的是應當稱頌的」
[00:05:58.680 --> 00:05:59.360]  Hallelujah
[00:05:59.360 --> 00:06:01.400]  Hosanna
[00:06:01.400 --> 00:06:03.400]  和珊啊
[00:06:03.400 --> 00:06:04.360]  大衛的子孫
[00:06:04.360 --> 00:06:07.640]  不過入了城之後你們不接受我
[00:06:07.640 --> 00:06:09.240]  有些人接受的
[00:06:09.240 --> 00:06:11.040]  但是大部分人都懶理
[00:06:11.040 --> 00:06:12.920]  到最後那群Hosanna
[00:06:12.920 --> 00:06:14.640]  Hosanna的那群人就說
[00:06:14.640 --> 00:06:18.000]  「釘他在十字架,取滅他」
[00:06:18.000 --> 00:06:19.160]  你見到就是這樣
[00:06:19.160 --> 00:06:22.000]  所以等到那一天
[00:06:22.000 --> 00:06:23.960]  你們再見到我回來的時候
[00:06:23.960 --> 00:06:25.000]  你認識了
[00:06:25.000 --> 00:06:26.080]  那時候會再叫
[00:06:26.080 --> 00:06:29.080]  我就會再去聯吻你們
[00:06:29.080 --> 00:06:33.040]  這裡見到為耶路撒冷悲哀
[00:06:33.040 --> 00:06:35.200]  大家不要混淆了
[00:06:35.200 --> 00:06:37.680]  這裡不是為耶路撒冷哀哭
[00:06:37.680 --> 00:06:38.640]  沒有哭
[00:06:38.640 --> 00:06:42.960]  他們在聖州裡面自己為耶路撒冷悲哀
[00:06:42.960 --> 00:06:45.800]  哀這個地方
[00:06:45.800 --> 00:06:49.040]  我在這裡看到有四個相對的
[00:06:49.040 --> 00:06:53.480]  第一個相對就是上主對選民有恆久的忍耐
[00:06:53.480 --> 00:06:55.960]  忍耐你很久了
[00:06:55.960 --> 00:06:58.600]  直到最後
[00:06:58.600 --> 00:07:00.920]  終於你們都離開了
[00:07:00.920 --> 00:07:03.320]  整個十個支派
[00:07:03.320 --> 00:07:05.040]  北面的十個支派
[00:07:05.040 --> 00:07:08.960]  王國分裂之後以色列這個北面的國家
[00:07:08.960 --> 00:07:11.760]  在行爺和華眼中行為惡的事
[00:07:11.760 --> 00:07:15.120]  所以神就讓亞述將它毀滅了
[00:07:15.120 --> 00:07:19.040]  最後南面猶大各兩個支派也都毀滅了
[00:07:19.040 --> 00:07:21.160]  神一路忍一路忍一路忍
[00:07:21.160 --> 00:07:25.040]  多次多方派先知跟我們講說話
[00:07:25.040 --> 00:07:29.600]  恆久忍耐給足很多恩典憐憫
[00:07:29.600 --> 00:07:33.600]  可惜這個恆久忍耐沒有用
[00:07:33.600 --> 00:07:35.520]  相對是什麼呢?
[00:07:35.520 --> 00:07:39.160]  就是他們以色列人在歷史上長期的對抗
[00:07:39.160 --> 00:07:40.680]  對抗誰?
[00:07:40.680 --> 00:07:42.760]  不是對抗假神
[00:07:42.760 --> 00:07:44.880]  他們迎接那些假神
[00:07:44.880 --> 00:07:48.520]  是對抗召他們出埃及
[00:07:48.520 --> 00:07:51.720]  離開圍爐之地的上主
[00:07:51.720 --> 00:07:53.560]  他們忘記了
[00:07:53.560 --> 00:07:58.800]  這個恆久忍耐是相對以色列人長期的抗拒
[00:07:58.800 --> 00:08:02.480]  第二件事我發覺選民是脆弱的抗拒
[00:08:02.480 --> 00:08:06.600]  要跟上帝大能的審判對抗
[00:08:06.600 --> 00:08:09.120]  上帝講了很多次
[00:08:09.120 --> 00:08:10.520]  我會審判的
[00:08:10.520 --> 00:08:12.840]  你這樣再來就打的了
[00:08:12.840 --> 00:08:14.160]  就好像父母那樣
