
[00:00:00.000 --> 00:00:04.360]  今日講到的題目是「道在心田」
[00:00:04.360 --> 00:00:07.120]  我們今天選讀的舊約經課
[00:00:07.120 --> 00:00:10.520]  包括二賽亞書及詩篇的六十五篇
[00:00:10.520 --> 00:00:11.760]  經文的內容
[00:00:11.760 --> 00:00:15.760]  都是很明顯跟一個豐收的景象是相關的
[00:00:15.760 --> 00:00:18.720]  我對農業的認識非常膚淺
[00:00:18.720 --> 00:00:20.360]  可能在座的弟兄姊妹
[00:00:20.360 --> 00:00:23.360]  你是對農耕或者農業或者農業科技
[00:00:23.360 --> 00:00:25.360]  你是有多一點的認識的
[00:00:25.360 --> 00:00:30.520]  但幸運的是我過去多次去聖地行的時候
[00:00:30.520 --> 00:00:32.920]  在聖地行的旅程裏面
[00:00:32.920 --> 00:00:38.000]  都難得有機會去認識以色列的農業科技發展
[00:00:38.000 --> 00:00:40.320]  如果你有留意這方面的資訊
[00:00:40.320 --> 00:00:43.920]  你會知道以色列的國土面積雖然很小
[00:00:43.920 --> 00:00:45.200]  人口也不是很多
[00:00:45.200 --> 00:00:49.960]  不過在農業科技上是全球首屈一指的
[00:00:49.960 --> 00:00:51.760]  排在第一線的國家
[00:00:51.760 --> 00:00:55.800]  我去以色列有機會參觀的時候
[00:00:55.800 --> 00:00:59.960]  包括去一些農業科技創新的初創公司
[00:00:59.960 --> 00:01:04.080]  這方面在以色列來說是一個很重要的產業
[00:01:04.080 --> 00:01:05.880]  而我最深刻的一次
[00:01:05.880 --> 00:01:09.120]  就是去參觀耶路撒冷的希伯來大學
[00:01:09.120 --> 00:01:13.240]  有機會在那裏看到一些示範
[00:01:13.240 --> 00:01:14.920]  或者看到一些介紹
[00:01:14.920 --> 00:01:19.720]  是有關文明世界的所謂滴水灌溉的技術
[00:01:19.720 --> 00:01:24.200]  有興趣可以在網上很容易找到這些資料
[00:01:24.200 --> 00:01:27.200]  無論維基或其他網站的資訊
[00:01:27.200 --> 00:01:30.320]  都可以看到在滴水灌溉技術上
[00:01:30.320 --> 00:01:32.720]  以色列除了滋潤自己的土地
[00:01:32.720 --> 00:01:35.520]  其實已經成為一個很好的出口技術
[00:01:35.520 --> 00:01:39.240]  包括我們中國也有引用到他們這方面的技術
[00:01:39.240 --> 00:01:44.120]  我還很深印象那天負責介紹的同事
[00:01:44.120 --> 00:01:46.080]  她的眼睛是發光的
[00:01:46.080 --> 00:01:51.040]  很有一種引以自豪的眼神和神采
[00:01:51.040 --> 00:01:52.560]  就是這個面容
[00:01:52.560 --> 00:01:55.880]  都令我留下一個非常深刻的印象
[00:01:55.880 --> 00:01:59.800]  事實上自從上世紀的六十年代開始
[00:01:59.800 --> 00:02:01.760]  以色列的水利工程師
[00:02:01.760 --> 00:02:05.560]  第一次提出了滴水灌溉的概念
[00:02:05.560 --> 00:02:07.240]  和操作方法
[00:02:07.240 --> 00:02:10.440]  接著他們就很成功地做了一套裝置
[00:02:10.440 --> 00:02:12.200]  證實是有效的
[00:02:12.200 --> 00:02:15.600]  數一數日子剛剛也有六十年了
[00:02:15.600 --> 00:02:19.360]  這六十年來其實以色列的農耕土地
[00:02:19.360 --> 00:02:21.120]  固然是大幅增長
[00:02:21.120 --> 00:02:23.520]  比六十年前是超過了一倍
[00:02:23.520 --> 00:02:26.520]  而農耕面積一路增長之餘
[00:02:26.520 --> 00:02:29.160]  滴水灌溉的覆蓋
[00:02:29.160 --> 00:02:30.560]  即是它包含的範圍
[00:02:30.560 --> 00:02:34.360]  已經是升到全國耕地的百分之八十
[00:02:34.360 --> 00:02:35.800]  看到這種技術
[00:02:35.800 --> 00:02:39.600]  其實是在改變以色列農業科技的面貌
[00:02:39.600 --> 00:02:43.400]  當然以產量來說
[00:02:43.400 --> 00:02:46.080]  以地面平均面積來計算
[00:02:46.080 --> 00:02:50.120]  以色列是屬於一種高產量的農業國家
[00:02:50.120 --> 00:02:52.720]  另一方面作為一個旅客或者訪客
[00:02:52.720 --> 00:02:56.160]  往往我們第一站都會停留在台拉維夫
[00:02:56.160 --> 00:02:58.360]  都是因為主要的國際機場
[00:02:58.360 --> 00:03:02.120]  通常會在那裏留一個不太長的時間
[00:03:02.120 --> 00:03:03.080]  有些人留一晚
[00:03:03.080 --> 00:03:05.600]  有些人甚至留兩至三晚都有
[00:03:05.600 --> 00:03:08.000]  每一次當我去到台拉維夫的時候
[00:03:08.000 --> 00:03:09.320]  我一定會去一個地方
[00:03:09.320 --> 00:03:10.800]  其實是遊客必到的
[00:03:10.800 --> 00:03:12.320]  就是叫做加密市場
[00:03:12.320 --> 00:03:13.440]  加密市場
[00:03:13.440 --> 00:03:15.160]  如果你去過聖地的朋友
[00:03:15.160 --> 00:03:16.960]  又去過台拉維夫
[00:03:16.960 --> 00:03:19.160]  我猜你應該都會去過那個地方
[00:03:19.160 --> 00:03:24.920]  我特別喜歡在加密市場裏面的攤檔之間轉型
[00:03:24.920 --> 00:03:27.920]  其實它是一檔檔一檔檔排列整齊
[00:03:27.920 --> 00:03:30.440]  在裏面轉型有什麼好呢
[00:03:30.440 --> 00:03:32.680]  經常會看到各式各樣的
[00:03:32.680 --> 00:03:35.640]  很多顏色的蔬菜
[00:03:35.640 --> 00:03:37.200]  新鮮的水果
[00:03:37.200 --> 00:03:38.080]  乾果
[00:03:38.080 --> 00:03:39.400]  香料
[00:03:39.400 --> 00:03:40.240]  你會很開心
[00:03:40.240 --> 00:03:41.960]  因為它排得很豐滿
[00:03:41.960 --> 00:03:43.960]  左右是 前右是
[00:03:43.960 --> 00:03:46.000]  總之走過轉彎也是
[00:03:46.000 --> 00:03:50.080]  這些攤檔色彩繽紛的農產品就擺在你眼前
[00:03:50.080 --> 00:03:53.160]  當然這個都是陳列的效果
[00:03:53.160 --> 00:03:55.640]  不過就正正你刺身在當中的時候
[00:03:55.640 --> 00:03:58.400]  就好有一種豐收的感覺在裏面
[00:03:58.400 --> 00:04:01.360]  很多遊客都喜歡在這些攤檔面前拍照
[00:04:01.360 --> 00:04:03.320]  拍出來就真的自動就很漂亮了
[00:04:03.320 --> 00:04:04.600]  你不用怎樣化妝
[00:04:04.600 --> 00:04:05.960]  因為後面的背景
[00:04:05.960 --> 00:04:08.200]  色彩斑斕是很漂亮拍出來
[00:04:08.200 --> 00:04:10.880]  而我差不多每一次都去那裏買手信
[00:04:10.880 --> 00:04:12.880]  特別買些乾果或香料
[00:04:12.880 --> 00:04:14.880]  回來送給親朋好友
[00:04:14.880 --> 00:04:19.960]  其實以色列位於一個相對叫乾旱的地帶
[00:04:19.960 --> 00:04:22.040]  降雨量在全球來說
[00:04:22.040 --> 00:04:24.200]  屬於平均以下的水平
[00:04:24.200 --> 00:04:27.000]  尤其是它在南部的地方
[00:04:27.000 --> 00:04:30.160]  是一個很乾旱的礦野之地
[00:04:30.160 --> 00:04:32.480]  就算今天去聖地行的時候
[00:04:32.480 --> 00:04:35.160]  很多時候都會特意去走礦野的
[00:04:35.160 --> 00:04:37.720]  南部的地方的礦業面積是最大的
[00:04:37.720 --> 00:04:41.640]  特別當你在東西南北走一遍以色列地
[00:04:41.640 --> 00:04:43.160]  巴勒斯坦地的時候
[00:04:43.160 --> 00:04:47.320]  你就會發現那個相對較為乾旱的地貌
[00:04:47.320 --> 00:04:48.920]  不是集中在一個區域
[00:04:48.920 --> 00:04:52.960]  其實是散佈在全國都有這些乾旱的地方
[00:04:52.960 --> 00:04:57.560]  所以那些植物很多都是所謂內旱的植物
[00:04:57.560 --> 00:04:59.640]  當你這樣走一遍之後
[00:04:59.640 --> 00:05:02.600]  我自己很真心的感覺
[00:05:02.600 --> 00:05:07.880]  要建構出好像C篇65篇那樣的豐收的影像
[00:05:07.880 --> 00:05:10.280]  對我來說其實真的困難
[00:05:10.280 --> 00:05:12.480]  因為通常我們看很多影片
[00:05:12.480 --> 00:05:19.280]  在一些很茂盛的河流的所謂三角洲充斥地帶
[00:05:19.280 --> 00:05:21.920]  就會有很茂盛的生產
[00:05:21.920 --> 00:05:23.560]  或者你甚至回想一下
[00:05:23.560 --> 00:05:26.800]  中國很多地方特別是山區的地方有梯田
[00:05:26.800 --> 00:05:29.080]  梯田上面種了很多水稻
[00:05:29.080 --> 00:05:32.480]  你看到水光奄奄你覺得很豐富的
[00:05:32.480 --> 00:05:36.040]  但是在以色列是很難看到這樣的景象
[00:05:36.040 --> 00:05:39.080]  換言之剛才我們讀的C篇65篇
[00:05:39.080 --> 00:05:42.480]  是一個很令人興奮的畫面
[00:05:42.480 --> 00:05:44.920]  特別對生活在以色列地
[00:05:44.920 --> 00:05:49.120]  面對一個相對乾旱的地貌的以色列人
[00:05:49.120 --> 00:05:51.520]  去讀到第65篇的時候
[00:05:51.520 --> 00:05:53.560]  那個是一個讚美詩
[00:05:53.560 --> 00:05:55.600]  是一個修葛的詩篇
[00:05:55.600 --> 00:05:57.600]  那種興奮的景象
[00:05:57.600 --> 00:06:02.360]  你自然就會覺得難怪他們這麼開心
[00:06:02.360 --> 00:06:03.880]  其實自古以來
[00:06:03.880 --> 00:06:06.240]  農業耕種對以色列民來說
[00:06:06.240 --> 00:06:08.440]  其實是一個長期的挑戰
[00:06:08.440 --> 00:06:11.000]  我們當然知道那個稱為英許之地
[00:06:11.000 --> 00:06:13.760]  或者說流奶與麥之地
[00:06:13.760 --> 00:06:16.760]  不過正正就是這個上帝英許的地方
[00:06:16.760 --> 00:06:21.760]  他們往往是要經歷一些耕種的長期的挑戰
[00:06:21.760 --> 00:06:23.560]  今天我們選讀的福音經課
[00:06:23.560 --> 00:06:25.160]  《馬太福音》第十三章
[00:06:25.160 --> 00:06:27.760]  我相信這個比喻或者這個故事
[00:06:27.760 --> 00:06:29.960]  大家都相當熟悉的了
[00:06:29.960 --> 00:06:31.520]  除了馬太之外
[00:06:31.520 --> 00:06:33.480]  另外兩卷的《芙蕾福音》
[00:06:33.480 --> 00:06:36.400]  都同樣有記載這個比喻
[00:06:36.400 --> 00:06:39.880]  耶穌用了一個農耕的經驗
[00:06:39.880 --> 00:06:42.480]  來講解天國的道理
[00:06:42.480 --> 00:06:45.480]  其實我可以說是非常應景的
[00:06:45.480 --> 00:06:47.840]  也是十分的貼地
[00:06:47.840 --> 00:06:49.240]  對以色列人來說
[00:06:49.240 --> 00:06:52.120]  即使你不是一個農夫
[00:06:52.120 --> 00:06:54.760]  耶穌所描述的殺種的細節
[00:06:54.760 --> 00:06:58.720]  或者說植物生長的很簡單的描述
[00:06:58.720 --> 00:07:00.520]  其實是不難理解的
[00:07:00.520 --> 00:07:02.160]  即使可能在座的弟兄姊妹
[00:07:02.160 --> 00:07:04.280]  你從來都未試過務農
[00:07:04.280 --> 00:07:07.160]  連去玩一下種田你都未玩過
[00:07:07.160 --> 00:07:09.160]  但是耶穌所講的畫面
[00:07:09.160 --> 00:07:10.880]  都不難捉摸
[00:07:10.880 --> 00:07:14.280]  特別是你活在當時的
[00:07:14.280 --> 00:07:17.080]  第一世紀的那班以色列人
[00:07:17.080 --> 00:07:21.360]  他們很體會到農夫耕種的困難
[00:07:21.360 --> 00:07:23.920]  於是乎亦很容易產生共鳴
[00:07:23.920 --> 00:07:27.040]  這也是耶穌基督講道的時候
[00:07:27.040 --> 00:07:29.040]  比喻的時候一個很大的特色
[00:07:29.040 --> 00:07:31.240]  就是很貼地
[00:07:31.240 --> 00:07:33.720]  我們現在進入馬達福音
[00:07:33.720 --> 00:07:35.920]  剛才的經課
[00:07:35.920 --> 00:07:37.640]  我們再深入一點去看
[00:07:37.640 --> 00:07:38.720]  不過在看之前
[00:07:38.720 --> 00:07:43.720]  我們先處理了馬達福音整個宏觀的架構
[00:07:43.720 --> 00:07:46.320]  其實馬達福音的結構不是複雜的
[00:07:46.320 --> 00:07:49.080]  在中間有五大段的講章
[00:07:49.080 --> 00:07:50.240]  這五大段的講章
[00:07:50.240 --> 00:07:52.600]  分別放在第一個最有名的
[00:07:52.600 --> 00:07:54.080]  在第五至七章
[00:07:54.080 --> 00:07:55.760]  我們稱為登山補訓
[00:07:55.760 --> 00:07:57.040]  大家都很熟悉
[00:07:57.040 --> 00:08:01.000]  裏面講到天國裏面的人的素質
[00:08:01.000 --> 00:08:05.720]  第十章講到耶穌基督有關猜險門徒實踐使命
[00:08:05.720 --> 00:08:08.880]  第十三章就是今天我們要處理的經課
[00:08:08.880 --> 00:08:11.160]  講到有關天國的比喻
[00:08:11.160 --> 00:08:12.960]  除了殺種比喻之外
[00:08:12.960 --> 00:08:16.840]  後面還有好幾個都是和天國有關的比喻
[00:08:16.840 --> 00:08:18.360]  第十八章的時候
[00:08:18.360 --> 00:08:21.120]  就講到門徒之間的關係
[00:08:21.120 --> 00:08:23.400]  去到最後在聖咒裏面
[00:08:23.400 --> 00:08:27.360]  在第二十四到二十五章就講到有關末世的警示
[00:08:27.360 --> 00:08:29.960]  或者警醒的提醒
[00:08:29.960 --> 00:08:31.640]  如果按今天的用語來講
[00:08:31.640 --> 00:08:35.080]  特別是按門徒訓練的那條進路去想
[00:08:35.080 --> 00:08:37.000]  這五個的講論我們可以分為
[00:08:37.000 --> 00:08:38.680]  第一講登山補訓
[00:08:38.680 --> 00:08:41.760]  我們可以稱之為門徒的素質
[00:08:41.760 --> 00:08:45.080]  第二部份就講到耶穌猜險門徒
[00:08:45.080 --> 00:08:48.520]  我們就可以稱之為門徒要去承擔使命
[00:08:48.520 --> 00:08:52.480]  第三部份就是今天講的天國殺種的比喻
[00:08:52.480 --> 00:08:55.760]  我們可以稱之為門徒的天國觀
[00:08:55.760 --> 00:08:57.160]  一個跟隨耶穌的人
[00:08:57.160 --> 00:09:01.000]  他的天國的理念和信念是怎樣的呢?
[00:09:01.000 --> 00:09:03.720]  第四部份就講到門徒之間的關係
[00:09:03.720 --> 00:09:05.360]  我們就發現這個信仰
[00:09:05.360 --> 00:09:08.520]  不是單純一個個人和神的關係
[00:09:08.520 --> 00:09:11.680]  其實是有一個所謂的門徒群體的建立
[00:09:11.680 --> 00:09:14.720]  在那段經文裏面就有很好的教導
[00:09:14.720 --> 00:09:18.800]  去到最後有關耶穌基督對末世的那種預言
[00:09:18.800 --> 00:09:20.400]  和對我們的提醒
[00:09:20.400 --> 00:09:23.720]  我們就可以稱之為門徒面對末世
[00:09:23.720 --> 00:09:27.280]  或者面對危難的時候的考驗
[00:09:27.280 --> 00:09:31.280]  這些都是所謂跟門徒訓練的內涵很相關
[00:09:31.280 --> 00:09:34.120]  所以有些人包括我自己都很喜歡說
[00:09:34.120 --> 00:09:38.560]  亞馬達科其實在門徒訓練的內容來講
[00:09:38.560 --> 00:09:40.600]  其實都是一本很好的
[00:09:40.600 --> 00:09:44.480]  很全秘的門徒訓練手冊
[00:09:44.480 --> 00:09:49.080]  殺種的比喻就在剛才我所講的這五個的
[00:09:49.080 --> 00:09:52.160]  講論裏面其中的中間的位置
[00:09:52.160 --> 00:09:56.640]  它的重要性並不是在於經文
[00:09:56.640 --> 00:09:59.360]  特別提到有關耶穌的比喻
[00:09:59.360 --> 00:10:01.960]  如果你要寫一篇神學的論文或者功課
[00:10:01.960 --> 00:10:04.000]  你要寫有關耶穌的比喻
[00:10:04.000 --> 00:10:06.920]  你一定不可以避開《馬太福音》十三章
[00:10:06.920 --> 00:10:09.120]  因為裏面有一個很好的論述
[00:10:09.120 --> 00:10:11.880]  就是說耶穌為甚麼要用比喻
[00:10:11.880 --> 00:10:14.920]  用比喻能夠帶來甚麼教導的效果
[00:10:14.920 --> 00:10:17.240]  所以那裏是有它的重要性
[00:10:17.240 --> 00:10:20.440]  不過我認為在這五個大講章裏面
[00:10:20.440 --> 00:10:22.360]  這個放在中間的
[00:10:22.360 --> 00:10:27.440]  有關耶穌基督的天國的教導的段落
[00:10:27.440 --> 00:10:30.680]  它的重要性最主要的其實不是這部份
[00:10:30.680 --> 00:10:32.120]  即是說不是單單說
[00:10:32.120 --> 00:10:33.360]  講一下為甚麼要用比喻
[00:10:33.360 --> 00:10:36.240]  或者比喻的含義、比喻的效果
[00:10:36.240 --> 00:10:37.600]  其實是一個很重要的位置
[00:10:37.600 --> 00:10:39.440]  我覺得是相當重要
[00:10:39.440 --> 00:10:41.480]  就是由第十三章開始
[00:10:41.480 --> 00:10:45.520]  耶穌基督的教訓或者傳道的基地
[00:10:45.520 --> 00:10:49.400]  由會堂延伸到會堂以外
[00:10:49.400 --> 00:10:52.360]  如果你看看由第一章開始到第十二章
[00:10:52.360 --> 00:10:56.960]  講耶穌基督的童年、祂的出生
[00:10:56.960 --> 00:10:58.480]  講到祂出來傳道
[00:10:58.480 --> 00:11:01.640]  包括祂和施洗若寒之間有一個短暫的overlap
[00:11:01.640 --> 00:11:05.360]  這些敘事其實你發現在最初的時候
[00:11:05.360 --> 00:11:09.480]  包括在《馬太》第四章和《馬太》第九章
[00:11:09.480 --> 00:11:11.880]  都講到耶穌教訓人
[00:11:11.880 --> 00:11:13.320]  但在哪裏教訓呢?
[00:11:13.320 --> 00:11:16.440]  聖經說在會堂裏教訓人
[00:11:16.440 --> 00:11:19.280]  原來在耶穌早期的傳道裏面
[00:11:19.280 --> 00:11:22.920]  祂很多時候特別遊走在加利利圈的時候
[00:11:22.920 --> 00:11:25.600]  祂都會在會堂裏面去教訓人
[00:11:25.600 --> 00:11:26.680]  簡單來說
[00:11:26.680 --> 00:11:27.720]  就是耶穌基督
[00:11:27.720 --> 00:11:29.640]  我們用我們市井的說法
[00:11:29.640 --> 00:11:31.960]  當祂出來江湖行的時候
[00:11:31.960 --> 00:11:36.880]  其實第一個重點的地方去進行教導就是在會堂
[00:11:36.880 --> 00:11:39.000]  不過原來去到第十二章
[00:11:39.000 --> 00:11:41.440]  就出現了法利塞人和耶穌基督
[00:11:41.440 --> 00:11:44.880]  相對較為公開的爭論
[00:11:44.880 --> 00:11:47.440]  自此之後,由第十三章開始
[00:11:47.440 --> 00:11:49.880]  耶穌就轉了地盤
[00:11:49.880 --> 00:11:52.920]  這是一個轉折位
[00:11:52.920 --> 00:11:55.600]  我們不可以說由十三章開始
[00:11:55.600 --> 00:11:57.840]  會堂的門已經向耶穌關上
[00:11:57.840 --> 00:12:00.960]  因為當你再看十三章尾段的時候
[00:12:00.960 --> 00:12:03.440]  你就發現耶穌回到自己的家鄉
[00:12:03.440 --> 00:12:05.160]  在家鄉裏面
[00:12:05.160 --> 00:12:09.120]  祂同樣在會堂進行了一次的講論
[00:12:09.120 --> 00:12:13.640]  但是總體來說,從十三章這個轉折位開始
[00:12:13.640 --> 00:12:18.840]  耶穌就開始經歷猶太宗教領袖的批評、挑戰
[00:12:18.840 --> 00:12:22.040]  甚至乎他們在發展下去的時候
[00:12:22.040 --> 00:12:25.560]  就希望找到耶穌的一些把柄
[00:12:25.560 --> 00:12:27.400]  當然把柄的最後目的
[00:12:27.400 --> 00:12:29.400]  就是希望將耶穌移除
