
[00:00:00.000 --> 00:00:02.420]  感恩節快到了
[00:00:02.420 --> 00:00:07.560]  當正傳道把這個主題發給我的時候
[00:00:07.560 --> 00:00:12.500]  我一直在準備這個主題的講道和分享
[00:00:12.500 --> 00:00:14.500]  感恩
[00:00:14.500 --> 00:00:22.080]  這幾周在準備的同時我問自己一個問題
[00:00:22.080 --> 00:00:24.080]  什麼是感恩
[00:00:24.080 --> 00:00:29.700]  因此我就特別查了這個
[00:00:29.700 --> 00:00:33.100]  我們說我們中國是個禮儀之邦
[00:00:33.100 --> 00:00:37.040]  有五千年的美德傳統
[00:00:37.040 --> 00:00:39.460]  但我們發現你有沒有去想過
[00:00:39.460 --> 00:00:41.940]  在我們的美德傳統當中
[00:00:41.940 --> 00:00:46.580]  我們唯獨缺乏了感恩
[00:00:46.580 --> 00:00:51.740]  有的人說怎麼會呢
[00:00:51.740 --> 00:00:56.940]  我們常常說飲水思源
[00:00:56.940 --> 00:01:00.460]  滴水之恩當 永泉相報
[00:01:00.460 --> 00:01:02.460]  實際上當我們想想的時候
[00:01:02.460 --> 00:01:06.360]  這不是感恩的概念 這是什麼概念呢
[00:01:06.360 --> 00:01:13.140]  這是報恩的概念
[00:01:13.140 --> 00:01:20.960]  大家有沒有想過感恩和報恩有什麼不同呢
[00:01:20.960 --> 00:01:24.420]  因此我特別的查了
[00:01:24.420 --> 00:01:29.420]  慈海當中感恩一詞到底從哪裏來的
[00:01:29.420 --> 00:01:32.620]  實際上他沒有給出具體的解釋
[00:01:32.620 --> 00:01:35.640]  他就寫了一個說感恩一詞的解釋
[00:01:35.640 --> 00:01:39.580]  是對別人所給的幫助表示感激
[00:01:39.580 --> 00:01:43.580]  但是從中國的古典當中根本查不出這個詞
[00:01:43.580 --> 00:01:47.480]  後來學者一致同意
[00:01:47.480 --> 00:01:50.920]  同意什麼 中國人所說的感恩實際上是什麼
[00:01:50.920 --> 00:01:51.920]  報恩
[00:01:51.920 --> 00:01:54.980]  而我們感恩 中國人所說的感恩一詞
[00:01:54.980 --> 00:01:59.860]  實際上是一個舶來詞
[00:01:59.860 --> 00:02:05.940]  舶來詞就是從外國文化裏面概念而引進來的
[00:02:05.940 --> 00:02:09.020]  那麼真正感恩是什麼意思呢
[00:02:09.020 --> 00:02:11.700]  在牛津詞典裏給我們一個準確的答案
[00:02:11.700 --> 00:02:18.220]  就是樂欲把得到好處的感激呈現出來
[00:02:18.220 --> 00:02:22.180]  回饋給他人
[00:02:22.180 --> 00:02:26.100]  我們每年感恩節大家都會有什麼
[00:02:26.100 --> 00:02:28.780]  都會有很好的活動 很好的party
[00:02:28.780 --> 00:02:31.380]  我們每年都會住在美國 在美國留學
[00:02:31.380 --> 00:02:32.900]  我們都會感恩
[00:02:32.900 --> 00:02:34.420]  但是你有沒有發現
[00:02:34.420 --> 00:02:37.940]  中國人當你得到好處的時候
[00:02:37.940 --> 00:02:42.300]  你會不會把你的好處彰顯給別人看呢
[00:02:42.300 --> 00:02:43.900]  會不會啊
[00:02:43.900 --> 00:02:45.100]  中國人的觀念是
[00:02:45.100 --> 00:02:48.260]  你要得到好處我要感激怎麼樣
[00:02:48.260 --> 00:02:51.180]  要藏起來 要蓋起來
[00:02:51.180 --> 00:02:54.740]  免得別人知道了有怯於什麼
[00:02:54.740 --> 00:02:57.220]  這是新的
[00:02:57.220 --> 00:03:01.900]  你會發現美國人不一樣
[00:03:01.900 --> 00:03:03.820]  你會發現美國人他們得到好處了
[00:03:03.820 --> 00:03:07.020]  他和他的朋友們一起什麼呀
[00:03:07.020 --> 00:03:08.780]  一起開party是不是
[00:03:08.780 --> 00:03:11.700]  我生子了 我得到 我生子賺了
[00:03:11.700 --> 00:03:17.740]  大家一起開個party來分享我的快樂
[00:03:17.740 --> 00:03:19.420]  所以當我講到這的時候
[00:03:19.420 --> 00:03:21.820]  弟兄姊妹
[00:03:21.820 --> 00:03:23.460]  來這兒的木道朋友
[00:03:23.460 --> 00:03:25.340]  你就可以想到了
[00:03:25.340 --> 00:03:28.460]  感恩和報恩是不是有所不同啊
[00:03:28.460 --> 00:03:30.060]  當我們再想一想的時候
[00:03:30.060 --> 00:03:34.060]  實際上有很大的差距的
[00:03:34.060 --> 00:03:36.180]  我們總是認爲感恩嘛
[00:03:36.180 --> 00:03:38.660]  他又沒有人幫助我
[00:03:38.660 --> 00:03:41.340]  我又沒有得到別人誰的誰給我的好處
[00:03:41.340 --> 00:03:47.580]  我爲什麼要感恩呢
[00:03:47.580 --> 00:03:49.420]  感恩節到了
[00:03:49.420 --> 00:03:50.980]  當我們提到感恩節的時候
[00:03:50.980 --> 00:03:53.780]  大家都會對感恩節的由來
[00:03:53.780 --> 00:03:54.900]  應該不會陌生吧
[00:03:54.900 --> 00:03:57.020]  誰都會記得1920年
[00:03:57.020 --> 00:03:59.180]  從英國來了一個什麼
[00:03:59.180 --> 00:04:01.300]  做了一首五月花號
[00:04:01.300 --> 00:04:04.660]  帶了一羣英國的清教徒到了哪裏啊
[00:04:04.660 --> 00:04:05.820]  來到了美國
[00:04:05.820 --> 00:04:06.940]  來到美國第一年
[00:04:06.940 --> 00:04:11.180]  他們經過了兩個多月的飢餓
[00:04:11.180 --> 00:04:12.740]  寒冷
[00:04:12.740 --> 00:04:13.500]  疾病
[00:04:13.500 --> 00:04:15.900]  幾乎一半人都死去了
[00:04:15.900 --> 00:04:19.660]  第二年他們在當地的印第安人的幫助下
[00:04:19.660 --> 00:04:21.940]  好不容易又得了糧食是不是
[00:04:21.940 --> 00:04:24.180]  生產了有南瓜有玉米
[00:04:24.180 --> 00:04:25.420]  這下他們豐收了
[00:04:25.420 --> 00:04:29.580]  他們第一個所想到的是什麼
[00:04:29.580 --> 00:04:37.180]  就是一起邀請印第安人來向神感恩
[00:04:37.180 --> 00:04:40.460]  對這個故事我相信
[00:04:40.460 --> 00:04:41.540]  大家都不會陌生
[00:04:41.540 --> 00:04:42.580]  但是問題是
[00:04:42.580 --> 00:04:43.980]  聽到沒有
[00:04:43.980 --> 00:04:45.020]  親愛的朋友們
[00:04:45.020 --> 00:04:46.260]  你有沒有想過
[00:04:46.260 --> 00:04:49.860]  你有沒有對這個感恩節的來源
[00:04:49.860 --> 00:04:51.900]  它所帶出的感恩
[00:04:51.900 --> 00:04:59.100]  有好好地仔細地思想過呢
[00:04:59.100 --> 00:05:00.060]  你有沒有發現
[00:05:00.060 --> 00:05:02.860]  我們今天感恩節到今天時候
[00:05:02.860 --> 00:05:04.620]  我們的感恩的意義
[00:05:04.620 --> 00:05:09.740]  已經有點扭曲變味了呢
[00:05:09.740 --> 00:05:11.780]  我們今天的感恩節是不是有點
[00:05:11.780 --> 00:05:16.420]  完全像high或party的感覺
[00:05:16.420 --> 00:05:23.340]  而且已經遺忘了當初感恩節設立的原因是什麼
[00:05:23.340 --> 00:05:26.180]  真的是感恩
