
[00:00:00.000 --> 00:00:03.960]  很多年前 我仍然在我自己的舞會侍奉的時候
[00:00:03.960 --> 00:00:08.680]  我經常參與每月有一次的中派裏面同工的聚會
[00:00:08.680 --> 00:00:11.560]  聚會完之後 我們都會一起吃飯
[00:00:11.560 --> 00:00:14.320]  來彼此交談 彼此分享
[00:00:14.320 --> 00:00:18.200]  我記得有一次當我參與完這個聚會
[00:00:18.200 --> 00:00:20.320]  一起吃飯的時候
[00:00:20.320 --> 00:00:22.600]  坐在我身邊有一位年輕的同工
[00:00:22.600 --> 00:00:26.080]  就跟我提到侍奉上的一些困難
[00:00:26.080 --> 00:00:27.880]  當時我就回應地說
[00:00:27.880 --> 00:00:30.240]  有時候侍奉遇到困難
[00:00:30.240 --> 00:00:33.600]  離去都不是一件壞事來的
[00:00:33.600 --> 00:00:37.200]  而坐在我對面的有一位年長的牧者
[00:00:37.200 --> 00:00:39.720]  當他聽完我的這個分享之後
[00:00:39.720 --> 00:00:44.120]  他就立即義正嚴詞地跟我說
[00:00:44.120 --> 00:00:45.360]  什麼辭職啊
[00:00:45.360 --> 00:00:47.720]  神的僕人是沒有神的帶領之下
[00:00:47.720 --> 00:00:49.720]  是不可以離去的
[00:00:49.720 --> 00:00:53.320]  傳道人起碼要在教會裏面侍奉十幾年才可以的
[00:00:53.320 --> 00:00:54.840]  沒有十幾年的侍奉
[00:00:54.840 --> 00:00:57.280]  教會又怎會可以被建立呢
[00:00:57.280 --> 00:00:59.320]  你看那些發展得好的教會
[00:00:59.320 --> 00:01:01.680]  他們全部都有一個重要的原因
[00:01:01.680 --> 00:01:04.680]  就是那些牧者做了很久很久很久的
[00:01:04.680 --> 00:01:07.120]  當我聽完我的長輩在我面前
[00:01:07.120 --> 00:01:09.320]  義正嚴詞地教導的時候
[00:01:09.320 --> 00:01:12.120]  我當時的反應就是正襟危坐
[00:01:12.120 --> 00:01:15.200]  並且接著就無言以對
[00:01:15.200 --> 00:01:18.800]  當然這位長輩的教導是很對的
[00:01:18.800 --> 00:01:20.200]  也都有道理
[00:01:20.200 --> 00:01:22.760]  不過也都不完全是有道理的
[00:01:22.760 --> 00:01:25.320]  所以今天在教會治理系列第五講裏面
[00:01:25.320 --> 00:01:28.080]  我想講到這個很敏感的題目
[00:01:28.080 --> 00:01:30.880]  就是傳道人的去和留
[00:01:30.880 --> 00:01:32.680]  我想跟大家一起想一想
[00:01:32.680 --> 00:01:33.920]  在教會裏面
[00:01:33.920 --> 00:01:36.640]  我們常常都將傳道人的離去
[00:01:36.640 --> 00:01:38.120]  看為一件壞事
[00:01:38.120 --> 00:01:40.000]  一件負面的事
[00:01:40.000 --> 00:01:41.920]  我們認為任何一個傳道人的離去
[00:01:41.920 --> 00:01:43.840]  絕對不是一件好事來的
[00:01:43.840 --> 00:01:45.920]  到底傳道人的去和留
[00:01:45.920 --> 00:01:48.000]  應該是一件怎樣的事呢
[00:01:48.000 --> 00:01:50.160]  我們應該用什麼樣的態度去看呢
[00:01:50.160 --> 00:01:52.800]  而聖經又怎樣去看這些現象呢
[00:01:52.800 --> 00:01:54.880]  我想跟大家一起去思想
[00:01:54.880 --> 00:01:57.720]  讓我們先有個禱告
[00:01:57.720 --> 00:01:59.480]  主耶穌我們求祢在我們當中
[00:01:59.480 --> 00:02:01.280]  祢親自紀念我們
[00:02:01.280 --> 00:02:02.520]  幫助我們
[00:02:02.520 --> 00:02:04.880]  當我們看見教會裏面會有人的來
[00:02:04.880 --> 00:02:06.520]  亦都有人的去
[00:02:06.520 --> 00:02:10.720]  但求祢讓我們從神的眼光去看整個問題
[00:02:10.720 --> 00:02:14.000]  看見我們的主從來都沒有離開教會
[00:02:14.000 --> 00:02:16.040]  我們主的寶座在教會當中
[00:02:16.040 --> 00:02:17.360]  主的衣裳隨下
[00:02:17.360 --> 00:02:18.640]  借滿整個教會
[00:02:18.640 --> 00:02:20.760]  主的榮光充滿教會
[00:02:20.760 --> 00:02:23.200]  讓我們看見主的寶座在教會裏面
[00:02:23.200 --> 00:02:26.120]  以致我們盼望我們信心都定徵
[00:02:26.120 --> 00:02:27.880]  和擺在我們主那裏
[00:02:27.880 --> 00:02:29.120]  願祢紀念我們
[00:02:29.120 --> 00:02:30.640]  奉耶穌基督名求
[00:02:30.640 --> 00:02:32.480]  阿門
[00:02:32.480 --> 00:02:33.920]  在幾個圈子裏面
[00:02:33.920 --> 00:02:37.480]  有一個觀念一直都存在
[00:02:37.480 --> 00:02:40.160]  就是認為很多傳道人轉職是轉得很快
[00:02:40.160 --> 00:02:42.160]  經常都聽到傳道人離去的
[00:02:42.160 --> 00:02:43.840]  覺得傳道人的侍奉
[00:02:43.840 --> 00:02:45.960]  肯定不是做得很久的
[00:02:45.960 --> 00:02:48.360]  二十多年前當我神話畢業的時候
[00:02:48.360 --> 00:02:50.280]  我已經聽到我們神話院的老師
[00:02:50.280 --> 00:02:52.920]  虎口婆心地勸勉我們提醒我們
[00:02:52.920 --> 00:02:56.400]  告訴我們侍奉不要那麼快轉換工場
[00:02:56.400 --> 00:02:57.760]  提醒著我們
[00:02:57.760 --> 00:03:01.280]  如果要在教會裏面侍奉有成績的話
[00:03:01.280 --> 00:03:03.240]  都要侍奉一段時間
[00:03:03.240 --> 00:03:07.400]  否則很難得能夠見到有成果的
[00:03:07.400 --> 00:03:09.600]  這句話聽得太多了
[00:03:09.600 --> 00:03:11.800]  於是乎我們常常有一個感覺就是
[00:03:11.800 --> 00:03:13.520]  這個傳道人又離職了
[00:03:13.520 --> 00:03:15.440]  看來一聽到的時候
[00:03:15.440 --> 00:03:16.960]  我們第一個反應就覺得
[00:03:16.960 --> 00:03:19.320]  這個傳道人似乎又犯了罪了
[00:03:19.320 --> 00:03:22.080]  他總是有些不對的地方
[00:03:22.080 --> 00:03:24.480]  很多年前我在大埔區侍奉的時候
[00:03:24.480 --> 00:03:27.600]  有一次我到大埔的一間教會那裏講道
[00:03:27.600 --> 00:03:30.040]  這間教會的傳道同工離職了
[00:03:30.040 --> 00:03:33.240]  教會裏面只有一位神學生在那裏幫忙侍奉
[00:03:33.240 --> 00:03:35.960]  由這位神學生組織整間教會
[00:03:35.960 --> 00:03:37.560]  我就和他聊天了
[00:03:37.560 --> 00:03:39.440]  在聊天的時候這位神學生
[00:03:39.440 --> 00:03:41.440]  不無感慨地表示
[00:03:41.440 --> 00:03:43.400]  教會發展得不是很好
[00:03:43.400 --> 00:03:47.520]  原因就是傳道人流動得太大了
[00:03:47.520 --> 00:03:49.200]  在香港每五年有一次
[00:03:49.200 --> 00:03:51.520]  教生就會做統計調查
[00:03:51.520 --> 00:03:54.440]  收集香港的教會裏面不同的資料
[00:03:54.440 --> 00:03:56.760]  為香港的教會長遠發展
[00:03:56.760 --> 00:03:59.400]  來提供一些分析數據
[00:03:59.400 --> 00:04:01.720]  在統計的問卷裏面總是有一個
[00:04:01.720 --> 00:04:03.720]  其中一項的調查項目
[00:04:03.720 --> 00:04:05.280]  這個項目就是問到
[00:04:05.280 --> 00:04:07.680]  教會同工的離任的情況
[00:04:07.680 --> 00:04:10.680]  然後每次分析結果發表之後
[00:04:10.680 --> 00:04:12.880]  我們會看見在時代論壇裏面
[00:04:12.880 --> 00:04:15.320]  有些人會用文章來做回應
[00:04:15.320 --> 00:04:17.800]  在文章裏面他們又會講回這個題目
[00:04:17.800 --> 00:04:19.960]  就是指責傳道同工
[00:04:19.960 --> 00:04:23.880]  經常的轉職對教會不是一件好的事
[00:04:23.880 --> 00:04:26.080]  最近我們又收到這份問卷調查
[00:04:26.080 --> 00:04:27.720]  於是我們又填寫了
[00:04:27.720 --> 00:04:29.400]  我們同工又聊天了
[00:04:29.400 --> 00:04:30.480]  我們大家都覺得
[00:04:30.480 --> 00:04:32.920]  其實這個統計帶來的誤會
[00:04:32.920 --> 00:04:34.720]  不是太好的事
[00:04:34.720 --> 00:04:36.720]  於是我們分享的時候我們就說一下
[00:04:36.720 --> 00:04:38.320]  我讀過三間神學院
[00:04:38.320 --> 00:04:40.240]  當我看看我身邊的同學
[00:04:40.240 --> 00:04:41.600]  我數數那些同學
[00:04:41.600 --> 00:04:43.720]  他們轉職的情況的時候
[00:04:43.720 --> 00:04:46.480]  我發覺情況又不是好像
[00:04:46.480 --> 00:04:49.320]  教教圈子裏面的一種觀念那樣
[00:04:49.320 --> 00:04:51.400]  我發覺我的同學當中絕大部份
[00:04:51.400 --> 00:04:53.240]  他們的侍奉都很穩定
[00:04:53.240 --> 00:04:55.000]  在二十多年的侍奉裏面
[00:04:55.000 --> 00:04:57.600]  大部份的同學只是轉過一兩間教會
[00:04:57.600 --> 00:04:59.320]  並且當中還有幾個同學
[00:04:59.320 --> 00:05:02.280]  在二十多年裏面是未轉過教會的
[00:05:02.280 --> 00:05:03.480]  我有時都不明白這些同學
[00:05:03.480 --> 00:05:05.040]  怎可以在二十多年裏面
[00:05:05.040 --> 00:05:08.000]  仍然在同一間教會裏面侍奉呢
[00:05:08.000 --> 00:05:09.080]  我心裏想
[00:05:09.080 --> 00:05:09.640]  教會
[00:05:09.640 --> 00:05:11.840]  這些統計其實有好的地方
[00:05:11.840 --> 00:05:13.080]  因為對教會來講
[00:05:13.080 --> 00:05:15.560]  我們需要一些統計的資料分析
[00:05:15.560 --> 00:05:18.000]  但我們卻很少見得到教會裏面
[00:05:18.000 --> 00:05:19.800]  有一個正面的肯定
[00:05:19.800 --> 00:05:21.400]  就是它肯定有很多
[00:05:21.400 --> 00:05:23.880]  能夠在教會裏面很忠誠
[00:05:23.880 --> 00:05:26.840]  能夠長久侍奉的一些同工
[00:05:26.840 --> 00:05:28.360]  反而我們挑出一個問題
[00:05:28.360 --> 00:05:30.160]  就是很多人轉職
[00:05:30.160 --> 00:05:31.800]  當然我們都不否定的就是
[00:05:31.800 --> 00:05:33.800]  我們留意到那些年輕的同工
[00:05:33.800 --> 00:05:36.280]  他們轉職的頻率是高了一些的
[00:05:36.280 --> 00:05:37.440]  但無論如何
[00:05:37.440 --> 00:05:38.640]  傳道的離任
[00:05:38.640 --> 00:05:41.520]  就成為了教會裏面一個負面的題目
[00:05:41.520 --> 00:05:43.520]  每逢有傳道人離任
[00:05:43.520 --> 00:05:45.640]  大家就會視為一件壞事
[00:05:45.640 --> 00:05:48.280]  我們就覺得總有問題
[00:05:48.280 --> 00:05:52.080]  而因為傳道人離任是壞事的理由是甚麼呢
[00:05:52.080 --> 00:05:53.960]  理由通常就是這樣說
[00:05:53.960 --> 00:05:55.640]  發展得好的教會
[00:05:55.640 --> 00:05:58.160]  他們的目者都是侍奉得很久的
[00:05:58.160 --> 00:06:01.080]  所以傳道人侍奉得久是好的
[00:06:01.080 --> 00:06:02.080]  反之
[00:06:02.080 --> 00:06:03.400]  就是傳道人侍奉得短
[00:06:03.400 --> 00:06:05.000]  就不是一件好事
[00:06:05.000 --> 00:06:06.720]  我想指出這個說法
[00:06:06.720 --> 00:06:09.240]  在邏輯上是有些問題的
[00:06:09.240 --> 00:06:10.640]  在邏輯推論上
[00:06:10.640 --> 00:06:13.040]  有些時候我們從A推論到B
[00:06:13.040 --> 00:06:18.240]  但不代表可以將推論由B轉到A
[00:06:18.240 --> 00:06:19.640]  A推論B
[00:06:19.640 --> 00:06:21.240]  然後將B推論到A
[00:06:21.240 --> 00:06:22.160]  有些時候可以
[00:06:22.160 --> 00:06:24.200]  但不是所有時候都可以
[00:06:24.200 --> 00:06:25.720]  比如說當我們這樣說
[00:06:25.720 --> 00:06:27.160]  說神是光
[00:06:27.160 --> 00:06:28.520]  於是我們推論說
[00:06:28.520 --> 00:06:30.600]  所有光就是神
[00:06:30.600 --> 00:06:32.640]  這個推論反過來說
[00:06:32.640 --> 00:06:33.920]  是不太可以的
[00:06:33.920 --> 00:06:35.720]  又或者說神就是愛
[00:06:35.720 --> 00:06:38.760]  我們不可以反過來說愛就是神
[00:06:38.760 --> 00:06:39.840]  同樣的道理
[00:06:39.840 --> 00:06:42.040]  當我們說教會發展得好
[00:06:42.040 --> 00:06:45.120]  原因就是有些目者留得很長
[00:06:45.120 --> 00:06:46.240]  我們這樣推論
[00:06:46.240 --> 00:06:47.120]  沒錯
[00:06:47.120 --> 00:06:48.880]  不過我們不可以反過來說
[00:06:48.880 --> 00:06:51.840]  凡是目者侍奉得長
[00:06:51.840 --> 00:06:54.000]  就代表著教會發展得好
[00:06:54.000 --> 00:06:55.400]  原因是甚麼呢
[00:06:55.400 --> 00:06:58.160]  原因是當一間教會發展得好的時候
[00:06:58.160 --> 00:07:01.440]  有很多原因導致教會發展得好
[00:07:01.440 --> 00:07:03.200]  而其中之一的原因
[00:07:03.200 --> 00:07:05.240]  就是這間教會裏面有些目者
[00:07:05.240 --> 00:07:06.920]  他們留在那裏留得很長
[00:07:06.920 --> 00:07:08.520]  他們能夠穩定地侍奉
[00:07:08.520 --> 00:07:11.600]  讓教會整個發展上穩定
[00:07:11.600 --> 00:07:13.960]  所以當我們反過來說的時候
[00:07:13.960 --> 00:07:15.800]  我們帶來一個危機
[00:07:15.800 --> 00:07:18.480]  就是我們將目者留得長
[00:07:18.480 --> 00:07:21.320]  成為了教會發展得好的唯一的原因
[00:07:21.320 --> 00:07:23.160]  變成了最重要的原因
[00:07:23.160 --> 00:07:25.600]  而忽略了其他的原因
[00:07:25.600 --> 00:07:26.840]  所以當我們說
[00:07:26.840 --> 00:07:28.840]  目者能夠侍奉得長
[00:07:28.840 --> 00:07:31.040]  對教會的發展是好的話
[00:07:31.040 --> 00:07:32.640]  這個說法是可以的
[00:07:32.640 --> 00:07:35.480]  也是對的
[00:07:35.480 --> 00:07:37.840]  但我們小心就是不可以反過來說
[00:07:37.840 --> 00:07:40.560]  當目者留在那裏長的時候
[00:07:40.560 --> 00:07:43.560]  那間教會就必然發展得好
[00:07:43.560 --> 00:07:45.280]  並且有些時候
[00:07:45.280 --> 00:07:47.200]  目者留在那間教會長的時候
[00:07:47.200 --> 00:07:49.000]  可能是一件壞事
[00:07:49.000 --> 00:07:50.680]  我以前也舉過這個例子
[00:07:50.680 --> 00:07:53.480]  就是以前在我侍奉的中派裏面
[00:07:53.480 --> 00:07:54.640]  有一間堂
[00:07:54.640 --> 00:07:57.840]  那間堂裏面的傳僧侍奉了十多年
[00:07:57.840 --> 00:07:59.280]  而這十多年裏面
[00:07:59.280 --> 00:08:01.080]  連教會裏面的堂委會主席
[00:08:01.080 --> 00:08:02.280]  都要離開那間教會
[00:08:02.280 --> 00:08:04.480]  由此可見這個傳道同工
[00:08:04.480 --> 00:08:06.040]  多有威力
[00:08:06.040 --> 00:08:09.120]  當這個傳道同工後來離開教會的時候
[00:08:09.120 --> 00:08:11.000]  請了一個新的目者
[00:08:11.000 --> 00:08:13.200]  留下的信徒就跟那些目者說
