
[00:00:00.000 --> 00:00:02.800]  今天我們來到這個「我是」的
[00:00:02.800 --> 00:00:05.760]  就是主耶穌向世人宣告
[00:00:05.760 --> 00:00:08.680]  祂就是我們生命的答案
[00:00:08.680 --> 00:00:12.000]  祂就是我們人生所需要的
[00:00:12.000 --> 00:00:15.080]  真正的夢幻的原因
[00:00:15.080 --> 00:00:16.760]  在上個星期
[00:00:16.760 --> 00:00:19.960]  我們講到第四個基督的
[00:00:19.960 --> 00:00:21.120]  清楚的宣告
[00:00:21.120 --> 00:00:23.720]  就是祂說「我是陽的門」
[00:00:23.720 --> 00:00:27.280]  今天我們來到第五個祂的宣告
[00:00:27.280 --> 00:00:28.480]  這個「我是陽的門」
[00:00:28.480 --> 00:00:30.720]  就是剛才Cindy姐妹
[00:00:30.720 --> 00:00:33.320]  感受到的
[00:00:33.320 --> 00:00:36.960]  就是主賜給我們的生命
[00:00:36.960 --> 00:00:41.400]  並且得的更豐盛的生命
[00:00:41.400 --> 00:00:43.600]  這個就是基督
[00:00:43.600 --> 00:00:45.240]  祂來到這個世界
[00:00:45.240 --> 00:00:47.200]  叫我們能夠得救
[00:00:47.200 --> 00:00:50.000]  並且能夠得豐盛的生命
[00:00:50.000 --> 00:00:51.520]  一個嬰孩
[00:00:51.520 --> 00:00:54.040]  人真是很需要
[00:00:54.040 --> 00:00:57.240]  但為何祂能夠提供生命
[00:00:57.240 --> 00:00:58.720]  和更豐盛的生命呢
[00:00:58.720 --> 00:01:00.320]  是因為
[00:01:00.320 --> 00:01:01.400]  祂跟著下去
[00:01:01.400 --> 00:01:03.600]  上一次是十章第十節
[00:01:03.600 --> 00:01:06.720]  約翰福音十章第十節
[00:01:06.720 --> 00:01:09.320]  今天我們來到第十一節
[00:01:09.320 --> 00:01:11.000]  就是祂跟著在這章裡面
[00:01:11.000 --> 00:01:13.960]  第二個「我是」的宣告
[00:01:13.960 --> 00:01:16.040]  祂說「我是」什麼
[00:01:16.040 --> 00:01:17.640]  「我是好牧人」
[00:01:17.640 --> 00:01:19.000]  我們一起讀,好嗎?請讀
[00:01:19.000 --> 00:01:20.760]  「我是好牧人」
[00:01:20.760 --> 00:01:23.680]  「好牧人為陽寫命」
[00:01:23.680 --> 00:01:25.440]  「我是好牧人」
[00:01:25.440 --> 00:01:27.400]  「我認識我的陽」
[00:01:27.400 --> 00:01:30.320]  「我的陽也認識我」
[00:01:30.320 --> 00:01:32.480]  「正如父認識我」
[00:01:32.480 --> 00:01:35.160]  「我也認識父一樣」
[00:01:35.160 --> 00:01:39.680]  「並且我為陽寫命」
[00:01:39.680 --> 00:01:42.320]  所以耶穌很清楚地在這裡宣告
[00:01:42.320 --> 00:01:44.400]  祂就是那位
[00:01:44.400 --> 00:01:46.360]  I am that I am
[00:01:46.360 --> 00:01:48.840]  跟這個舊約一脈相承
[00:01:48.840 --> 00:01:50.800]  一直都是那位
[00:01:50.800 --> 00:01:52.640]  就是祂
[00:01:52.640 --> 00:01:55.440]  就是這位「我是」
[00:01:55.440 --> 00:01:59.280]  自有、永有的上帝
[00:01:59.280 --> 00:02:02.040]  所以,我是好牧人
[00:02:02.040 --> 00:02:05.480]  I am the Good Shepherd
[00:02:05.480 --> 00:02:06.640]  我們能夠得到生命
[00:02:06.640 --> 00:02:07.840]  得到豐盛的生命
[00:02:07.840 --> 00:02:11.760]  是因為耶穌將祂的生命賜給我們
[00:02:11.760 --> 00:02:14.280]  祂就是這位好牧人
[00:02:14.280 --> 00:02:16.520]  我們人生需要愛
[00:02:16.520 --> 00:02:18.400]  人生需要引導
[00:02:18.400 --> 00:02:19.720]  有時候我們走錯神
[00:02:19.720 --> 00:02:22.840]  神要來鞭策、提醒我們
[00:02:22.840 --> 00:02:26.120]  引導我們、帶領我們
[00:02:26.120 --> 00:02:28.480]  我們人生需要牧羊
[00:02:28.480 --> 00:02:31.320]  所以我們人生心靈裡
[00:02:31.320 --> 00:02:33.880]  需要神事上的慰養
[00:02:33.880 --> 00:02:37.920]  牧養我們人生的道路
[00:02:37.920 --> 00:02:39.720]  耶穌基督找著我們
[00:02:39.720 --> 00:02:41.400]  這些迷失的羊
[00:02:41.400 --> 00:02:44.400]  引導我們、牧養我們
[00:02:44.400 --> 00:02:46.520]  是因為祂愛我們
[00:02:46.520 --> 00:02:49.520]  所以這位解決你我生命的答案
[00:02:49.520 --> 00:02:53.360]  就是祂是愛我們一生的好牧人
[00:02:53.360 --> 00:02:58.120]  祂使我們真的得到豐盛的生命
[00:02:58.120 --> 00:03:00.080]  其實從舊約到新約
[00:03:00.080 --> 00:03:02.800]  神都是用了很多次
[00:03:02.800 --> 00:03:06.800]  牧人和羊群
[00:03:06.800 --> 00:03:09.680]  來去比喻到神自己
[00:03:09.680 --> 00:03:12.760]  和祂的子民的關係
[00:03:12.760 --> 00:03:16.080]  說明了,上帝是一位牧羊
[00:03:16.080 --> 00:03:18.000]  引導我們的上帝
[00:03:18.000 --> 00:03:21.200]  一生照管我們
[00:03:21.200 --> 00:03:24.360]  一生愛我們的神
[00:03:24.360 --> 00:03:27.440]  大家如果回去看《創世紀》
[00:03:27.440 --> 00:03:32.360]  有一位人生有很多不同的經歷
[00:03:32.360 --> 00:03:36.240]  有坎坷、有成功、有失敗
[00:03:36.240 --> 00:03:38.240]  也有跌倒
[00:03:38.240 --> 00:03:40.680]  但是神卻眷顧他
[00:03:40.680 --> 00:03:44.280]  牧養他、引導他、幫助他
[00:03:44.280 --> 00:03:45.840]  這位就是雅各
[00:03:45.840 --> 00:03:48.800]  在《創世紀》第四十八章
[00:03:48.800 --> 00:03:52.160]  雅各來到年紀老邁的時候
[00:03:52.160 --> 00:03:54.680]  人生去到最後差不多的階段
[00:03:54.680 --> 00:03:55.760]  他的見證是什麼呢?
[00:03:55.760 --> 00:03:59.040]  他說:願我祖(我的先祖)
[00:03:59.040 --> 00:04:02.560]  阿伯拉罕和我父(就是祂的父親)
[00:04:02.560 --> 00:04:05.840]  以薩所侍奉的上帝
[00:04:05.840 --> 00:04:09.280]  就是一生牧養我
[00:04:09.280 --> 00:04:11.920]  直到如今的神
[00:04:11.920 --> 00:04:15.520]  救贖我脫離一切的患難那一位
[00:04:15.520 --> 00:04:20.160]  所以當雅各來到人生末後的階段的時候
[00:04:20.160 --> 00:04:23.360]  他回顧他人生這麼多年
[00:04:23.360 --> 00:04:25.560]  有很多的坎坷、很多的患難
[00:04:25.560 --> 00:04:30.960]  很多發生在他人生當中的事
[00:04:30.960 --> 00:04:33.440]  他見證到這位神
[00:04:33.440 --> 00:04:35.480]  就是一生牧養我
[00:04:35.480 --> 00:04:36.920]  直到如今的上帝
[00:04:36.920 --> 00:04:41.400]  救贖我脫離一切的患難那一位
[00:04:41.400 --> 00:04:43.560]  一生牧養我直到如今的神
[00:04:43.560 --> 00:04:45.480]  可以直接翻譯
[00:04:45.480 --> 00:04:46.680]  如果希伯文直接翻譯
[00:04:46.680 --> 00:04:51.200]  就是「我的牧者」的意思
[00:04:51.200 --> 00:04:53.360]  所以一生牧養我
[00:04:53.360 --> 00:04:56.920]  到如今的這位神就是我的牧者
[00:04:56.920 --> 00:04:59.440]  一生是我的牧者
[00:04:59.440 --> 00:05:01.800]  所以我們見到聖經形容雅各的時候
[00:05:01.800 --> 00:05:04.000]  有形容為以色列
[00:05:04.000 --> 00:05:06.520]  因為後來被神改名為以色列
[00:05:06.520 --> 00:05:09.040]  這位神稱為以色列的上帝
[00:05:09.040 --> 00:05:11.640]  就是雅各的神
[00:05:11.640 --> 00:05:16.040]  今天同樣的神都是一生牧養我們的上帝
[00:05:16.040 --> 00:05:17.440]  這位就是主耶穌基督
[00:05:17.440 --> 00:05:19.000]  在我們的靈性上
[00:05:19.000 --> 00:05:20.480]  在我們的肉身上
[00:05:20.480 --> 00:05:22.200]  在我們的生活上
[00:05:22.200 --> 00:05:24.120]  在我們任何的人生
[00:05:24.120 --> 00:05:27.320]  不同的階段所需要的上面
[00:05:27.320 --> 00:05:30.360]  祂都是我們可以依賴
[00:05:30.360 --> 00:05:32.120]  可以跟隨的
[00:05:32.120 --> 00:05:35.320]  這位引導我們的牧者
[00:05:35.320 --> 00:05:38.000]  在這創下書第四十章
[00:05:38.000 --> 00:05:39.520]  第十一節是這樣說的
[00:05:39.520 --> 00:05:41.280]  我們一起讀一讀好嗎?請讀
[00:05:41.280 --> 00:05:43.400]  他必象牧人
[00:05:43.400 --> 00:05:45.680]  牧養自己的羊群
[00:05:45.680 --> 00:05:48.960]  用磅秘聚集羊羔
[00:05:48.960 --> 00:05:50.760]  好在圍中
[00:05:50.760 --> 00:05:56.720]  慢慢引導那魚養小羊的
[00:05:56.720 --> 00:06:00.360]  所以我們見到這裡有羊羔
[00:06:00.360 --> 00:06:04.040]  羊羔是什麼?羊仔
[00:06:04.040 --> 00:06:05.920]  他說好像是牧人
[00:06:05.920 --> 00:06:08.880]  牧養自己的群羊
[00:06:08.880 --> 00:06:11.400]  用磅秘聚集羊羔
[00:06:11.400 --> 00:06:13.000]  好在圍中
[00:06:13.000 --> 00:06:15.760]  又慢慢引導那魚養小羊的
[00:06:15.760 --> 00:06:18.520]  魚養小羊的這些是大羊
[00:06:18.520 --> 00:06:19.600]  所以有小羊
[00:06:19.600 --> 00:06:22.320]  有什麼?有大羊
[00:06:22.320 --> 00:06:24.000]  這創下書第四十章
[00:06:24.000 --> 00:06:25.520]  第四十六章是這樣說的
[00:06:25.520 --> 00:06:26.680]  我們一起讀好嗎?
[00:06:26.680 --> 00:06:28.040]  強雅各家
[00:06:28.040 --> 00:06:29.000]  以色列家
[00:06:29.000 --> 00:06:31.720]  一切剩餘的要聽我言
[00:06:31.720 --> 00:06:33.920]  你們自從生下
[00:06:33.920 --> 00:06:36.320]  我就夢我抱抱
[00:06:36.320 --> 00:06:38.000]  自從出胎
[00:06:38.000 --> 00:06:40.280]  便夢我懷胎
[00:06:40.280 --> 00:06:42.880]  直到你們年老
[00:06:42.880 --> 00:06:44.200]  我仍這樣
[00:06:44.200 --> 00:06:46.320]  直到你們發白
[00:06:46.320 --> 00:06:48.040]  我仍懷胎
[00:06:48.040 --> 00:06:49.440]  我已造作
[00:06:49.440 --> 00:06:51.160]  也必抱抱
[00:06:51.160 --> 00:06:53.160]  我必懷抱
[00:06:53.160 --> 00:06:56.560]  也必拯救
[00:06:56.560 --> 00:06:58.560]  剛才我們說有羊仔
[00:06:58.560 --> 00:07:00.400]  有大羊
[00:07:00.400 --> 00:07:03.200]  這是什麼?
[00:07:03.200 --> 00:07:06.000]  這是老羊
[00:07:06.000 --> 00:07:08.240]  所以從生下
[00:07:08.240 --> 00:07:10.080]  就抱抱
[00:07:10.080 --> 00:07:10.920]  懷胎
[00:07:10.920 --> 00:07:12.800]  直到你們甚麼?
[00:07:12.800 --> 00:07:13.960]  直到你們年老
[00:07:13.960 --> 00:07:14.840]  我仍這樣
[00:07:14.840 --> 00:07:16.680]  直到你們發白
[00:07:16.680 --> 00:07:18.880]  我仍懷胎
[00:07:18.880 --> 00:07:19.760]  哎呀
[00:07:19.760 --> 00:07:22.280]  這裡給我們看見這位
[00:07:22.280 --> 00:07:25.120]  是一生牧養雅各家
[00:07:25.120 --> 00:07:26.240]  以色列家
[00:07:26.240 --> 00:07:29.640]  這位牧養我們的上帝
[00:07:29.640 --> 00:07:32.880]  好像牧人和羊群的關係一樣
[00:07:32.880 --> 00:07:35.040]  從羊羔
[00:07:35.040 --> 00:07:36.080]  到成年的羊
[00:07:36.080 --> 00:07:37.520]  到什麼時候?
[00:07:37.520 --> 00:07:40.520]  到老年的時候
[00:07:40.520 --> 00:07:42.480]  仍然懷抱
[00:07:42.480 --> 00:07:44.240]  仍然保護
[00:07:44.240 --> 00:07:47.280]  拯救到底
[00:07:47.280 --> 00:07:49.120]  這位就是我們的上帝
[00:07:49.120 --> 00:07:54.240]  就是我們這位好牧人的主
[00:07:54.240 --> 00:07:57.720]  所以當我們未認識主耶穌的時候
[00:07:57.720 --> 00:07:59.800]  我們不知道
[00:07:59.800 --> 00:08:02.320]  原來神已經認識我們
[00:08:02.320 --> 00:08:03.880]  因為祂創造我們
[00:08:03.880 --> 00:08:05.360]  祂愛我們
[00:08:05.360 --> 00:08:08.560]  過往人生很多經過的事情
[00:08:08.560 --> 00:08:11.120]  我們未必了解得完
[00:08:11.120 --> 00:08:12.640]  但當我們信了主之後
[00:08:12.640 --> 00:08:13.760]  我們慢慢就認識
[00:08:13.760 --> 00:08:17.360]  原來發覺以往過往的人生
[00:08:17.360 --> 00:08:18.840]  都有神的眷顧
[00:08:18.840 --> 00:08:20.360]  有神的保守
[00:08:20.360 --> 00:08:22.720]  以致我們能夠蒙祂的引導
[00:08:22.720 --> 00:08:25.640]  認識到主耶穌自己
[00:08:25.640 --> 00:08:27.640]  以致能夠蒙印
[00:08:27.640 --> 00:08:29.560]  所以不是從信住那一刻
