
[00:00:00.000 --> 00:00:02.000]  聽節目早上好
[00:00:02.000 --> 00:00:04.000]  李同學早上好
[00:00:04.000 --> 00:00:09.000]  最近無線電視播放了一套劇集
[00:00:09.000 --> 00:00:12.000]  最近無線電視播放了一套劇集
[00:00:12.000 --> 00:00:14.000]  我知道你們很少看電視
[00:00:14.000 --> 00:00:16.000]  我知道你們很少看電視
[00:00:16.000 --> 00:00:17.000]  師母我經常看電視
[00:00:17.000 --> 00:00:19.000]  但是我常常看
[00:00:19.000 --> 00:00:23.000]  我也很喜歡看劇集
[00:00:23.000 --> 00:00:25.000]  我也很喜歡看劇集
[00:00:25.000 --> 00:00:27.000]  這套劇集的名字叫
[00:00:27.000 --> 00:00:29.000]  《包青天再起風雲》
[00:00:29.000 --> 00:00:31.000]  這套劇集的名字叫
[00:00:31.000 --> 00:00:33.000]  《包青天再起風雲》
[00:00:33.000 --> 00:00:35.000]  大家都知道
[00:00:35.000 --> 00:00:37.000]  包青天這個人
[00:00:37.000 --> 00:00:39.000]  專門為民請命
[00:00:39.000 --> 00:00:41.000]  大家都知道包青天這個人
[00:00:41.000 --> 00:00:43.000]  專門為民請命
[00:00:43.000 --> 00:00:45.000]  替人申冤
[00:00:45.000 --> 00:00:46.000]  替人申冤
[00:00:46.000 --> 00:00:48.000]  但是假如我們遭受到
[00:00:48.000 --> 00:00:50.000]  不公的對待
[00:00:50.000 --> 00:00:52.000]  但是假如我們遭受到一些
[00:00:52.000 --> 00:00:53.000]  不公平的對待
[00:00:53.000 --> 00:00:55.000]  他是無法申冤的話
[00:00:55.000 --> 00:00:57.000]  卻是無法申冤的話
[00:00:57.000 --> 00:00:59.000]  廣東話有一句
[00:00:59.000 --> 00:01:01.000]  有冤無路數的話
[00:01:01.000 --> 00:01:03.000]  廣東話有一句話說
[00:01:03.000 --> 00:01:05.000]  有冤無路數
[00:01:05.000 --> 00:01:07.000]  那怎麼辦呢
[00:01:07.000 --> 00:01:09.000]  讓我們直接今天的經文
[00:01:09.000 --> 00:01:11.000]  讓我們直接今天的經文
[00:01:11.000 --> 00:01:13.000]  看看詩篇39篇的作者
[00:01:13.000 --> 00:01:15.000]  看看詩篇第39篇的作者
[00:01:15.000 --> 00:01:17.000]  看看詩篇第39篇的作者
[00:01:17.000 --> 00:01:19.000]  是怎樣為他自己的仇苦去申冤
[00:01:19.000 --> 00:01:21.000]  是怎樣為他自己的仇苦去申冤
[00:01:21.000 --> 00:01:23.000]  是怎樣為他自己的仇苦去申冤
[00:01:23.000 --> 00:01:25.000]  首先我們就看1至3節
[00:01:25.000 --> 00:01:27.000]  首先我們就看1至3節
[00:01:27.000 --> 00:01:29.000]  我們就看第39篇
[00:01:29.000 --> 00:01:31.000]  第一到第三節
[00:01:31.000 --> 00:01:33.000]  我曾說我要謹慎我的言行
[00:01:33.000 --> 00:01:35.000]  免得我的舌頭犯罪
[00:01:35.000 --> 00:01:37.000]  惡人在我面前的時候
[00:01:37.000 --> 00:01:39.000]  我要用絕環
[00:01:39.000 --> 00:01:41.000]  勒住我的口
[00:01:41.000 --> 00:01:43.000]  第二節
[00:01:43.000 --> 00:01:45.000]  我默然無聲,連好話也不出口
[00:01:45.000 --> 00:01:47.000]  我的仇苦就發動了
[00:01:47.000 --> 00:01:49.000]  我的心在我裡面發熱
[00:01:49.000 --> 00:01:51.000]  我默想的時候
[00:01:51.000 --> 00:01:53.000]  火就燒起
[00:01:53.000 --> 00:01:55.000]  我便用舌頭說話
[00:01:55.000 --> 00:01:57.000]  詩人作者在第一節
[00:01:57.000 --> 00:01:59.000]  詩人作者在第一節
[00:01:59.000 --> 00:02:01.000]  是指出他現在正受到惡人的攻擊
[00:02:01.000 --> 00:02:03.000]  是指出他現在正受到惡人的攻擊
[00:02:03.000 --> 00:02:05.000]  他指出他現在受到惡人的攻擊
[00:02:05.000 --> 00:02:07.000]  在惡人的面前
[00:02:07.000 --> 00:02:09.000]  在惡人的面前
[00:02:09.000 --> 00:02:11.000]  他連開口說話都不敢
[00:02:11.000 --> 00:02:13.000]  他連開口說話都不敢
[00:02:13.000 --> 00:02:15.000]  恐怕被人報復
[00:02:15.000 --> 00:02:17.000]  恐怕被人報復
[00:02:17.000 --> 00:02:19.000]  另一方面他可能因此會埋怨神
[00:02:19.000 --> 00:02:21.000]  另一方面他可能因此會埋怨神
[00:02:21.000 --> 00:02:23.000]  另一方面他可能因此會埋怨神
[00:02:23.000 --> 00:02:25.000]  就會犯罪
[00:02:25.000 --> 00:02:27.000]  所以他就說
[00:02:27.000 --> 00:02:29.000]  所以他就說
[00:02:29.000 --> 00:02:31.000]  我要謹慎我的言行
[00:02:31.000 --> 00:02:33.000]  我要謹慎我的言行
[00:02:33.000 --> 00:02:35.000]  他的嘴就像被絕環勒住一樣
[00:02:35.000 --> 00:02:37.000]  他的嘴就像被絕環勒住一樣
[00:02:37.000 --> 00:02:39.000]  他的嘴就像被絕環勒住一樣
[00:02:39.000 --> 00:02:41.000]  不說話
[00:02:41.000 --> 00:02:43.000]  他選擇了默不作聲
[00:02:43.000 --> 00:02:45.000]  他選擇了默不作聲
[00:02:45.000 --> 00:02:47.000]  這是第二節
[00:02:47.000 --> 00:02:49.000]  這是第二節
[00:02:49.000 --> 00:02:51.000]  到第三節
[00:02:51.000 --> 00:02:53.000]  我的心在我裏面發熱
[00:02:53.000 --> 00:02:55.000]  我的心在我裏面發熱
[00:02:55.000 --> 00:02:57.000]  我的心在我裏面發熱
[00:02:57.000 --> 00:02:59.000]  這是指他整個人充滿憤怒急躁
[00:02:59.000 --> 00:03:01.000]  這是指他整個人充滿憤怒急躁
[00:03:01.000 --> 00:03:03.000]  這是指他整個人充滿憤怒急躁
[00:03:03.000 --> 00:03:05.000]  於是他默想
[00:03:05.000 --> 00:03:07.000]  於是他默想
[00:03:07.000 --> 00:03:09.000]  但他的內心卻像火一樣燒起來
[00:03:09.000 --> 00:03:11.000]  但他的內心像火一樣燒起來
[00:03:11.000 --> 00:03:13.000]  但他的內心像火一樣燒起來
[00:03:13.000 --> 00:03:15.000]  更加焦慮愁苦
[00:03:15.000 --> 00:03:17.000]  更加焦慮愁苦
[00:03:17.000 --> 00:03:19.000]  於是他無法再忍氣吞聲
[00:03:19.000 --> 00:03:21.000]  於是他無法再忍氣吞聲
[00:03:21.000 --> 00:03:23.000]  於是他無法再忍氣吞聲
[00:03:23.000 --> 00:03:25.000]  於是他無法再忍氣吞聲
[00:03:25.000 --> 00:03:27.000]  他要開口說話
[00:03:27.000 --> 00:03:29.000]  他要開口說話
[00:03:29.000 --> 00:03:31.000]  我們看過剛才那三節經文
[00:03:31.000 --> 00:03:33.000]  我們看過剛才那三節經文
[00:03:33.000 --> 00:03:35.000]  大家明不明白私人作者的心情呢?
[00:03:35.000 --> 00:03:37.000]  大家明不明白私人作者的心情呢?
[00:03:37.000 --> 00:03:39.000]  大家明不明白私人作者的心情呢?
[00:03:39.000 --> 00:03:41.000]  我嘗試用一個心情圖像
[00:03:41.000 --> 00:03:43.000]  來形容作者當時的心情
[00:03:43.000 --> 00:03:45.000]  來形容作者當時的心情
[00:03:45.000 --> 00:03:47.000]  來形容作者當時的心情
[00:03:47.000 --> 00:03:49.000]  來形容作者當時的心情
[00:03:49.000 --> 00:03:51.000]  我想大家比較有共鳴
[00:03:51.000 --> 00:03:53.000]  我想大家比較有共鳴
[00:03:53.000 --> 00:03:55.000]  當人極度悲憤的時候
[00:03:55.000 --> 00:03:57.000]  當人極度悲憤的時候
[00:03:57.000 --> 00:03:59.000]  當人極度憤怒的時候
[00:03:59.000 --> 00:04:01.000]  當人極度憤怒的時候
