
[00:00:00.000 --> 00:00:05.540]  我們也很願意對主說我們在此原主差遣
[00:00:05.540 --> 00:00:07.100]  今天是猜拳的主日
[00:00:07.100 --> 00:00:13.260]  我想跟大家在分享中帶大家橫跨兩千年
[00:00:13.260 --> 00:00:17.080]  從新約的仕途彼得的經歷
[00:00:17.080 --> 00:00:19.840]  說到兩千年之後
[00:00:19.840 --> 00:00:23.000]  在中國傳教的內地會
[00:00:23.000 --> 00:00:26.560]  尤其是戴德生醫生所建立的內地會中
[00:00:26.560 --> 00:00:37.280]  我們有一些宣教士他們的屬靈體驗
[00:00:37.280 --> 00:00:40.360]  神差遣和選召彼得
[00:00:40.360 --> 00:00:44.240]  我相信很多兄弟姐妹都很熟悉
[00:00:44.240 --> 00:00:46.500]  我們回顧他的生命的時候
[00:00:46.500 --> 00:00:52.840]  我想今天跟大家在三方面一起來思想猜拳的訊息
[00:00:52.840 --> 00:00:55.800]  我們如果看彼得的生平
[00:00:55.800 --> 00:01:00.600]  你知道主耶穌基督去呼召他成為他的門徒
[00:01:00.600 --> 00:01:02.340]  但是如果你心水清的話
[00:01:02.340 --> 00:01:05.600]  你知道這個呼召不是一次過的
[00:01:05.600 --> 00:01:07.920]  是一段一段的時間
[00:01:07.920 --> 00:01:12.120]  彼得其實他出身寒微也是打魚的
[00:01:12.120 --> 00:01:14.520]  性格上也不是特別強
[00:01:14.520 --> 00:01:16.320]  不是特別出色
[00:01:16.320 --> 00:01:18.820]  但為什麼主耶穌要呼召他呢?
[00:01:18.820 --> 00:01:20.820]  這個我們不知道為什麼
[00:01:20.820 --> 00:01:23.880]  正如你會呼召我,我又會呼召你
[00:01:23.880 --> 00:01:25.720]  沒有什麼特別原因或條件
[00:01:25.720 --> 00:01:27.720]  總之神選召了彼得
[00:01:27.720 --> 00:01:33.240]  但是你看到彼得回應耶穌的呼召的時候
[00:01:33.240 --> 00:01:35.240]  其實他不是一開始就願意的
[00:01:35.240 --> 00:01:37.240]  正如你和我一樣
[00:01:37.240 --> 00:01:38.840]  我們和彼得很像的
[00:01:38.840 --> 00:01:41.400]  他也有他自己很多的掙扎和軟弱
[00:01:41.400 --> 00:01:46.340]  我們看看主耶穌怎麼一步一步地將他完全得著
[00:01:46.340 --> 00:01:48.340]  然後他去跟隨耶穌
[00:01:48.340 --> 00:01:50.920]  如果我們很快地看聖經的時候
[00:01:50.920 --> 00:01:57.020]  我們看到第一次彼得和耶穌的相遇就是約翰福音第一章
[00:01:57.020 --> 00:01:59.580]  他兩對兄弟在這裡的時候
[00:01:59.580 --> 00:02:01.580]  本來他們是跟隨誰的?
[00:02:01.580 --> 00:02:04.500]  本來他們是跟隨施洗約翰的
[00:02:04.500 --> 00:02:07.920]  但是施洗約翰將他們引進去
[00:02:07.920 --> 00:02:11.020]  叫他們跟隨耶穌基督
[00:02:11.020 --> 00:02:13.020]  這位尼塞亞
[00:02:13.020 --> 00:02:15.640]  我們首先想一下
[00:02:15.640 --> 00:02:17.640]  作為彼得
[00:02:17.640 --> 00:02:19.640]  他跟隨施洗約翰
[00:02:19.640 --> 00:02:23.360]  其實如果我們說得比較刻薄一點的話
[00:02:23.360 --> 00:02:25.360]  他是打散工的
[00:02:25.360 --> 00:02:26.520]  是不是?
[00:02:26.520 --> 00:02:28.840]  說得好聽一點就是自選套餐
[00:02:28.840 --> 00:02:30.840]  但是基本上是打散工的
[00:02:30.840 --> 00:02:32.100]  為什麼呢?
[00:02:32.100 --> 00:02:34.100]  因為施洗約翰是獨行俠
[00:02:34.100 --> 00:02:38.800]  他偶爾才走出去約旦河呼籲人們悔改
[00:02:38.800 --> 00:02:40.800]  然後就叫人們來這裡受浸
[00:02:40.800 --> 00:02:41.880]  是不是?
[00:02:41.880 --> 00:02:44.720]  所以完了之後他就走回去曠野裡面
[00:02:44.720 --> 00:02:46.280]  他不需要人跟隨他的
[00:02:46.280 --> 00:02:49.240]  所以如果你彼得這些門徒
[00:02:49.240 --> 00:02:51.820]  跟隨施洗約翰其實只是打散工而已
[00:02:51.820 --> 00:02:54.080]  施洗約翰出來的時候他就來幫忙
[00:02:54.080 --> 00:02:55.080]  幫什麼我都不知道
[00:02:55.080 --> 00:02:56.500]  大概是維持一下秩序
[00:02:56.500 --> 00:02:59.000]  叫人們排隊受浸
[00:02:59.000 --> 00:03:02.400]  施洗約翰這樣的做法
[00:03:02.400 --> 00:03:04.740]  對於彼得來說其實挺有好處的
[00:03:04.740 --> 00:03:05.580]  是不是很有好處?
[00:03:05.580 --> 00:03:08.820]  因為一輩子打雨又有什麼出息
[00:03:08.820 --> 00:03:10.240]  打雨又有什麼人理他
[00:03:10.240 --> 00:03:11.640]  但是他也挺厲害的
[00:03:11.640 --> 00:03:14.480]  過一天兩天或者一個小時
[00:03:14.480 --> 00:03:15.880]  人們走出來排隊
[00:03:15.880 --> 00:03:19.320]  說排隊不要爭一個一個來
[00:03:19.320 --> 00:03:20.880]  他也挺爽的
[00:03:20.880 --> 00:03:25.540]  這是施洗約翰作為他的門徒
[00:03:25.540 --> 00:03:27.920]  那種這樣的體會
[00:03:27.920 --> 00:03:29.540]  彼得最初是這樣的
[00:03:29.540 --> 00:03:34.780]  所以當施洗約翰介紹彼得去跟隨耶穌的時候
[00:03:34.780 --> 00:03:36.380]  他已經是認真的了
[00:03:36.380 --> 00:03:37.780]  他就不是打散工了
[00:03:37.780 --> 00:03:39.080]  所以你留意
[00:03:39.080 --> 00:03:41.560]  他們第一句就問耶穌說
[00:03:41.560 --> 00:03:42.740]  今晚住哪裡?
[00:03:42.740 --> 00:03:43.640]  老老實實
[00:03:43.640 --> 00:03:44.860]  師父
[00:03:44.860 --> 00:03:47.480]  本來我今晚就可以回家了
[00:03:47.480 --> 00:03:48.720]  然後施洗約翰
[00:03:48.720 --> 00:03:50.520]  他就回去曠野了
[00:03:50.520 --> 00:03:52.240]  我回家繼續打雨
[00:03:52.240 --> 00:03:53.760]  耶穌說我不回答你
[00:03:53.760 --> 00:03:55.920]  你來跟我看看今晚睡哪裡
[00:03:55.920 --> 00:03:56.420]  好了
[00:03:56.420 --> 00:03:59.220]  這就是彼得第一個的改變
[00:03:59.220 --> 00:04:01.620]  由散工轉為跟隨耶穌
[00:04:01.620 --> 00:04:03.720]  再跟隨耶穌就好了
[00:04:03.720 --> 00:04:05.440]  但是你會發覺很有趣的
[00:04:05.440 --> 00:04:07.640]  到了《馬太學章》第四章
[00:04:07.640 --> 00:04:11.240]  又寫了一件記載
[00:04:11.240 --> 00:04:12.820]  過了不久
[00:04:12.820 --> 00:04:15.960]  聖經說耶穌走在加利利海邊
[00:04:15.960 --> 00:04:19.320]  就看到彼得在曬網
[00:04:19.320 --> 00:04:22.820]  於是耶穌就說你來跟從我
[00:04:22.820 --> 00:04:25.080]  我叫你得人如得魚一樣
[00:04:25.080 --> 00:04:28.960]  聖經說彼得拋下了他的網
[00:04:28.960 --> 00:04:30.160]  不要了
[00:04:30.160 --> 00:04:31.180]  就跟隨耶穌
[00:04:31.180 --> 00:04:32.680]  原來還有一件事
[00:04:32.680 --> 00:04:34.520]  如果我們再這麼說的話
[00:04:34.520 --> 00:04:37.160]  其實他跟隨了耶穌之後
[00:04:37.160 --> 00:04:38.620]  我們不知道為什麼
[00:04:38.620 --> 00:04:40.480]  他仍然在打雨
[00:04:40.880 --> 00:04:44.480]  用今天的角度來講就是他做兼職
[00:04:44.480 --> 00:04:46.920]  可能一、三、五天就跟隨耶穌
[00:04:46.920 --> 00:04:49.660]  二、四、六天就回去打雨
[00:04:49.660 --> 00:04:50.720]  挺有好處的
[00:04:50.720 --> 00:04:51.960]  跟隨耶穌
[00:04:51.960 --> 00:04:54.320]  但是起碼他有些把握
[00:04:54.320 --> 00:04:57.000]  但是耶穌說這樣不行的
[00:04:57.000 --> 00:04:58.240]  你來跟從我
[00:04:58.240 --> 00:05:00.840]  於是就真的再次挑戰他
[00:05:00.840 --> 00:05:02.320]  不如你跟隨我就跟隨我
[00:05:02.320 --> 00:05:04.040]  以後你不再打雨了
[00:05:04.040 --> 00:05:06.400]  你是得人的漁夫
[00:05:06.400 --> 00:05:08.220]  於是彼得拋下了
[00:05:08.220 --> 00:05:09.200]  這樣就很漂亮了
[00:05:09.200 --> 00:05:10.680]  非常美麗的一個
[00:05:10.680 --> 00:05:11.600]  但是還沒完的
[00:05:11.600 --> 00:05:12.200]  你有沒有留意?
[00:05:12.200 --> 00:05:13.120]  那些深水清
[00:05:13.120 --> 00:05:16.080]  還有剛才我們讀的《路加方》第四章
[00:05:16.080 --> 00:05:17.480]  還有一次的
[00:05:17.480 --> 00:05:19.160]  過了一段時間之後
[00:05:19.160 --> 00:05:21.960]  聖經說耶穌那天在海邊講道
[00:05:21.960 --> 00:05:23.520]  因為人太多聽不到
[00:05:23.520 --> 00:05:26.440]  於是他就撐了一艘船出去在岸邊
[00:05:26.440 --> 00:05:29.800]  對著他們坐在岸上的人來講道
[00:05:29.800 --> 00:05:32.080]  聖經就加了一句很少的
[00:05:32.080 --> 00:05:34.440]  很多人可能沒有留意的註解
[00:05:34.440 --> 00:05:37.960]  就是說這艘船是彼得的
[00:05:37.960 --> 00:05:38.720]  咦?
