
[00:00:00.000 --> 00:00:02.460]  弟兄姊妹早上好
[00:00:02.460 --> 00:00:03.840]  感謝主
[00:00:03.840 --> 00:00:06.120]  今天早上我們就用聖經
[00:00:06.120 --> 00:00:08.840]  剛才Pastor Karen為我們
[00:00:08.840 --> 00:00:11.160]  跟我們一起來念的這段經文
[00:00:11.160 --> 00:00:14.120]  來做彼此的勸勉
[00:00:14.120 --> 00:00:15.080]  彼此紀念
[00:00:15.080 --> 00:00:17.240]  也紀念我們的恩主
[00:00:17.240 --> 00:00:19.040]  這段經文啊
[00:00:19.040 --> 00:00:20.440]  不短
[00:00:20.440 --> 00:00:21.840]  也不是太長
[00:00:21.840 --> 00:00:22.560]  但是呢
[00:00:22.560 --> 00:00:24.200]  其中有一個特點就是
[00:00:24.200 --> 00:00:25.640]  好像非常的複雜
[00:00:25.640 --> 00:00:26.920]  你們我們
[00:00:26.920 --> 00:00:28.160]  真的假的
[00:00:28.160 --> 00:00:30.600]  就是
[00:00:30.600 --> 00:00:32.320]  好像有一點複雜
[00:00:32.320 --> 00:00:33.120]  不要緊
[00:00:33.120 --> 00:00:34.240]  我們靠主的恩典
[00:00:34.240 --> 00:00:35.920]  我們就
[00:00:35.920 --> 00:00:37.400]  我們一起來看
[00:00:37.400 --> 00:00:39.880]  也靠著那位的聖靈
[00:00:39.880 --> 00:00:41.200]  在我們裡面的恩高
[00:00:41.200 --> 00:00:42.480]  讓我們可以明白
[00:00:42.480 --> 00:00:43.160]  今天
[00:00:43.160 --> 00:00:45.600]  上帝要向我們每一個
[00:00:45.600 --> 00:00:47.080]  弟兄姊妹
[00:00:47.080 --> 00:00:48.960]  要說什麼話好不好
[00:00:48.960 --> 00:00:50.520]  我們有個期待的心
[00:00:50.520 --> 00:00:52.360]  因為主就在我們中間
[00:00:52.360 --> 00:00:55.880]  主也在我們的裡面
[00:00:55.880 --> 00:00:57.240]  有一次
[00:00:57.240 --> 00:00:59.040]  有一個做老公的
[00:00:59.040 --> 00:01:02.160]  在他太太生日的那一天
[00:01:02.160 --> 00:01:03.240]  自動放假
[00:01:03.240 --> 00:01:05.320]  也沒有告訴他的太太
[00:01:05.320 --> 00:01:08.120]  那忙了一整天以後呢
[00:01:08.120 --> 00:01:10.640]  他也不在自己家裡面忙啊
[00:01:10.640 --> 00:01:12.760]  為免他的太太知道
[00:01:12.760 --> 00:01:16.080]  他這個朋友裡面做了五菜一湯
[00:01:16.080 --> 00:01:17.120]  然後呢
[00:01:17.120 --> 00:01:19.280]  在晚上時候
[00:01:19.280 --> 00:01:21.400]  就運過來
[00:01:21.400 --> 00:01:24.240]  將那些送菜運過來
[00:01:24.240 --> 00:01:29.040]  在家裡面有這個燭光啊
[00:01:29.040 --> 00:01:31.160]  怎麼樣非常的
[00:01:31.160 --> 00:01:34.280]  美麗的一個時刻
[00:01:34.280 --> 00:01:36.720]  當他將這些飯菜
[00:01:36.720 --> 00:01:38.000]  擺上桌子上面的時候
[00:01:38.000 --> 00:01:40.680]  當他太太非常的高興
[00:01:40.680 --> 00:01:43.080]  老公你今天在幹什麼呀
[00:01:43.080 --> 00:01:43.840]  你看看
[00:01:43.840 --> 00:01:46.040]  你就是流汗
[00:01:46.040 --> 00:01:47.680]  汗流還沒有停
[00:01:47.680 --> 00:01:49.640]  你就是
[00:01:49.640 --> 00:01:51.240]  為什麼
[00:01:51.240 --> 00:01:52.440]  那
[00:01:52.440 --> 00:01:53.280]  他當然知道
[00:01:53.280 --> 00:01:55.160]  因為那天是他的生日
[00:01:55.160 --> 00:01:56.640]  他心裡面還在想
[00:01:56.640 --> 00:01:59.440]  老公為什麼不放假陪我
[00:01:59.440 --> 00:02:00.680]  那現在他就知道
[00:02:00.680 --> 00:02:03.720]  但是那五個菜
[00:02:03.720 --> 00:02:04.920]  一個湯上面
[00:02:04.920 --> 00:02:07.560]  沒有用一些的茄子啊
[00:02:07.560 --> 00:02:10.160]  或者是一些紅蘿蔔啊
[00:02:10.160 --> 00:02:11.320]  切得小小
[00:02:11.320 --> 00:02:12.960]  一粒粒說我愛你
[00:02:12.960 --> 00:02:13.600]  我愛你
[00:02:13.600 --> 00:02:14.200]  我愛你
[00:02:14.200 --> 00:02:15.440]  沒有
[00:02:15.440 --> 00:02:16.520]  但是呢
[00:02:16.520 --> 00:02:17.360]  太太一看
[00:02:17.360 --> 00:02:19.120]  她就感覺到
[00:02:19.120 --> 00:02:20.560]  她的老公非常的愛她
[00:02:20.560 --> 00:02:21.960]  是不是
[00:02:21.960 --> 00:02:24.800]  這段經文看起來好像很複雜
[00:02:24.800 --> 00:02:26.480]  但是當我們看的時候呢
[00:02:26.480 --> 00:02:28.440]  我們不難發覺到
[00:02:28.440 --> 00:02:30.040]  有兩個字
[00:02:30.040 --> 00:02:31.320]  常常跳出來
[00:02:31.320 --> 00:02:32.840]  是兩兩個字
[00:02:32.840 --> 00:02:34.200]  你們要警醒
[00:02:34.200 --> 00:02:35.440]  你們要小心
[00:02:35.440 --> 00:02:36.560]  你們要警醒
[00:02:36.560 --> 00:02:37.520]  要小心
[00:02:37.520 --> 00:02:38.400]  就好像
[00:02:38.400 --> 00:02:40.520]  那個老公做了
[00:02:40.520 --> 00:02:42.400]  很多美好的食物
[00:02:42.400 --> 00:02:43.840]  但是沒有寫上去
[00:02:43.840 --> 00:02:45.200]  他的字他愛
[00:02:45.200 --> 00:02:46.080]  他
[00:02:46.080 --> 00:02:49.160]  這段經文也是這樣
[00:02:49.160 --> 00:02:50.520]  警醒我們真是要警醒
[00:02:50.520 --> 00:02:53.640]  弟兄姐妹特別在這個背廟
[00:02:53.640 --> 00:02:55.600]  這個世代裡面
[00:02:55.600 --> 00:02:58.080]  警醒的目的是什麼呢
[00:02:58.080 --> 00:02:59.520]  大家說說看
[00:02:59.520 --> 00:03:00.840]  我們要警醒是
[00:03:00.840 --> 00:03:02.760]  但是為什麼我們要警醒
[00:03:02.760 --> 00:03:05.360]  警醒的目的是要
[00:03:05.360 --> 00:03:05.960]  為什麼
[00:03:05.960 --> 00:03:07.040]  最終的目的
[00:03:07.040 --> 00:03:09.120]  當然有很多的目的
[00:03:09.120 --> 00:03:14.080]  我們警醒最終最終目的是什麼
[00:03:14.080 --> 00:03:16.080]  為什麼耶漢他要這樣寫
[00:03:16.080 --> 00:03:18.880]  為什麼耶漢一書二書三書
[00:03:18.880 --> 00:03:21.000]  有人就用一個圖畫來代表
[00:03:21.000 --> 00:03:24.560]  這個圖畫非常的
[00:03:24.560 --> 00:03:25.960]  常常都會看見
[00:03:25.960 --> 00:03:27.320]  特別是情人節
[00:03:27.320 --> 00:03:28.880]  就是一個心
[00:03:28.880 --> 00:03:30.400]  我們要愛弟兄姐妹
[00:03:30.400 --> 00:03:31.800]  我們要愛我們的主
[00:03:31.800 --> 00:03:33.600]  我們要愛上帝
[00:03:33.600 --> 00:03:36.400]  警醒的目的
[00:03:36.400 --> 00:03:37.600]  不是為了警醒
[00:03:37.600 --> 00:03:39.200]  不是為了警醒而警醒
[00:03:39.200 --> 00:03:42.880]  警醒的目的就是要愛上帝
[00:03:42.880 --> 00:03:45.960]  要愛我們的主
[00:03:45.960 --> 00:03:51.520]  將我們的生命和時間好好的獻給主
[00:03:51.520 --> 00:03:55.120]  今天我們讀這段經文
[00:03:55.120 --> 00:03:57.320]  可以讓我們有機會去思想
[00:03:57.320 --> 00:04:01.560]  以下三方面我們需要警醒的地方
[00:04:01.560 --> 00:04:03.080]  第一
[00:04:03.080 --> 00:04:05.200]  是身份上面的警醒
[00:04:05.200 --> 00:04:07.840]  第十九節
[00:04:07.840 --> 00:04:09.160]  他們從我們中間出去
[00:04:09.160 --> 00:04:11.160]  他們我們他們我們
[00:04:11.160 --> 00:04:14.040]  當然我們是看見有一些他們的信仰
[00:04:14.040 --> 00:04:18.440]  他們說的話就是分裂教會
[00:04:18.440 --> 00:04:19.880]  有一種的異端
[00:04:19.880 --> 00:04:20.720]  怎麼樣他們所信
[00:04:20.720 --> 00:04:23.520]  他們不認耶穌為基督
[00:04:23.520 --> 00:04:26.000]  但是我們看見有這個他們
[00:04:26.000 --> 00:04:28.720]  也看見有一個我們
[00:04:28.720 --> 00:04:31.600]  主導文大家都會念
[00:04:31.600 --> 00:04:32.680]  一開始怎麼樣說呢
[00:04:32.680 --> 00:04:33.440]  我們一起來念
[00:04:33.440 --> 00:04:34.920]  就是頭一節就好了
[00:04:34.920 --> 00:04:36.400]  一二三
[00:04:36.400 --> 00:04:41.000]  我們天上的父夠了
[00:04:41.000 --> 00:04:43.040]  是不是我在天上的父呢
[00:04:43.040 --> 00:04:46.000]  不是是我們在天上的父
[00:04:46.000 --> 00:04:46.920]  所以呀
[00:04:46.920 --> 00:04:50.320]  我們第一個要警醒的地方就是我們的身份
[00:04:50.320 --> 00:04:52.000]  我們是主的孩子
[00:04:52.000 --> 00:04:54.360]  我們是主的兒女
[00:04:54.360 --> 00:04:55.640]  我們是基督徒
[00:04:55.640 --> 00:04:57.880]  我們是教會裡面的會友
[00:04:57.880 --> 00:04:59.480]  絕對不要忘記
[00:04:59.480 --> 00:05:02.600]  我們不是一個人走這條天路
[00:05:02.600 --> 00:05:04.280]  我們需要一起來走
[00:05:04.280 --> 00:05:07.840]  有一天我們發覺只有我對
