
[00:00:00.000 --> 00:00:01.120]  趙文萬案
[00:00:01.120 --> 00:00:02.960]  一錘定音是一個成語
[00:00:02.960 --> 00:00:04.120]  我相信大家知道
[00:00:04.120 --> 00:00:06.900]  就是古代人去做銅鑼的時候
[00:00:06.900 --> 00:00:10.080]  他們一路用錘子去敲銅片
[00:00:10.080 --> 00:00:11.440]  一路敲到最後
[00:00:11.440 --> 00:00:12.840]  他要敲最後那一錘
[00:00:12.840 --> 00:00:16.080]  最後那一錘就決定了銅鑼究竟出來的聲音
[00:00:16.080 --> 00:00:17.480]  是否他們心目當中
[00:00:17.480 --> 00:00:20.240]  或者是否他們盼望做出來的聲音
[00:00:20.240 --> 00:00:22.440]  一敲下去就無法更改
[00:00:22.440 --> 00:00:23.440]  無法改變
[00:00:23.440 --> 00:00:27.440]  所以一般人或者坊間也用這個成語來表達
[00:00:27.440 --> 00:00:29.360]  他說憑一個人的一句話
[00:00:29.360 --> 00:00:31.200]  或者一個決定
[00:00:31.200 --> 00:00:34.560]  來做出一個很乾脆的肯定
[00:00:34.560 --> 00:00:37.480]  讓這件事情成為一個定局
[00:00:37.480 --> 00:00:39.480]  在我們生命裡面也有時候會是這樣的
[00:00:39.480 --> 00:00:41.200]  在家庭裡面聊一些事情
[00:00:41.200 --> 00:00:43.080]  可能最有權威的那個
[00:00:43.080 --> 00:00:44.160]  以前是爸爸
[00:00:44.160 --> 00:00:45.160]  現在可能是兒子
[00:00:45.160 --> 00:00:46.880]  一句話
[00:00:46.880 --> 00:00:47.920]  就定音
[00:00:47.920 --> 00:00:49.480]  決定了這些事情
[00:00:49.480 --> 00:00:52.400]  今天我們看保羅在雅典
[00:00:52.400 --> 00:00:53.880]  他有幾篇講章
[00:00:53.880 --> 00:00:56.480]  但是在今天我們看的後半段
[00:00:56.480 --> 00:00:58.840]  我覺得是今天這篇講章裡面
[00:00:58.840 --> 00:01:00.240]  一個重心
[00:01:00.240 --> 00:01:02.560]  我覺得他在雅典所講的這篇章
[00:01:02.560 --> 00:01:04.360]  對外邦人的方便工作
[00:01:04.360 --> 00:01:06.760]  同樣帶來一取定音的果效
[00:01:06.760 --> 00:01:08.760]  所以為什麼我選擇這四個字
[00:01:08.760 --> 00:01:10.400]  做我今天的講題
[00:01:10.400 --> 00:01:13.520]  其實當我們細心看《思行傳》
[00:01:13.520 --> 00:01:17.560]  這一卷記載初期教會歷史發展的書卷的時候
[00:01:17.560 --> 00:01:18.560]  你可能發現
[00:01:18.560 --> 00:01:20.280]  其實不僅是保羅
[00:01:20.280 --> 00:01:22.800]  而是神在整個書卷當中
[00:01:22.800 --> 00:01:24.800]  在有幾個特殊的處境裡面
[00:01:24.800 --> 00:01:27.120]  祂也做了一取定音的果效
[00:01:27.120 --> 00:01:29.320]  讓我們能夠從當中去明白
[00:01:29.320 --> 00:01:33.320]  新約教會究竟應該是怎樣
[00:01:33.320 --> 00:01:35.600]  在《思行傳》第二章記載
[00:01:35.600 --> 00:01:36.800]  當聖靈降臨
[00:01:36.800 --> 00:01:38.640]  施浩彼得很有能力的
[00:01:38.640 --> 00:01:41.520]  來公開宣講有關耶穌基督的福音
[00:01:41.520 --> 00:01:43.320]  然後聖經告訴我們
[00:01:43.320 --> 00:01:45.480]  祂帶了數千人來相信耶穌
[00:01:45.480 --> 00:01:46.680]  祂宣講的內容
[00:01:46.680 --> 00:01:48.400]  很清晰地告訴我們
[00:01:48.400 --> 00:01:50.320]  耶穌基督所傳講的福音
[00:01:50.320 --> 00:01:54.120]  完全是符合舊約聖經的教導和啟示
[00:01:54.360 --> 00:01:57.920]  而指向的是同一位獨一的神
[00:01:57.920 --> 00:01:59.160]  就是這位耶和華
[00:01:59.160 --> 00:02:04.120]  這些說話解釋了其他猶太人的指責
[00:02:04.120 --> 00:02:05.640]  因為這群猶太人說
[00:02:05.640 --> 00:02:07.480]  耶穌傳講的是另外一個
[00:02:07.480 --> 00:02:10.240]  不符合猶太人信仰的錯誤宗教
[00:02:10.240 --> 00:02:11.800]  但是彼得的說話
[00:02:11.800 --> 00:02:13.160]  彼得的宣講
[00:02:13.160 --> 00:02:17.360]  是為表達了基督耶穌的福音
[00:02:17.360 --> 00:02:18.920]  適合猶太人
[00:02:18.920 --> 00:02:21.360]  就是在初約教會一開始的時候
[00:02:21.360 --> 00:02:23.360]  作了一取定音的果效
[00:02:23.800 --> 00:02:25.080]  告訴猶太人
[00:02:25.080 --> 00:02:27.200]  這個福音是為你們的
[00:02:27.200 --> 00:02:31.280]  然後司徒行傳第四章和第五章記載
[00:02:31.280 --> 00:02:34.160]  當時信徒相信耶穌很快就會回來
[00:02:34.160 --> 00:02:35.240]  很多人相信
[00:02:35.240 --> 00:02:36.160]  以為他們還沒死
[00:02:36.160 --> 00:02:37.720]  因為耶穌說你們當中有些人還沒死
[00:02:37.720 --> 00:02:38.440]  就見到我
[00:02:38.440 --> 00:02:39.640]  所以他們以為耶穌很快會回來
[00:02:39.640 --> 00:02:41.920]  於是各人賣了他們的田產
[00:02:41.920 --> 00:02:43.640]  將錢交給使徒
[00:02:43.640 --> 00:02:45.000]  販物公用
[00:02:45.000 --> 00:02:47.080]  當時有一對夫婦
[00:02:47.080 --> 00:02:48.880]  叫阿拿尼雅和撒菲拉
[00:02:48.880 --> 00:02:50.960]  他們照樣將他們的田產賣了
[00:02:50.960 --> 00:02:52.240]  不過賣了之後
[00:02:52.240 --> 00:02:53.800]  拿著錢看著看著
[00:02:53.800 --> 00:02:54.800]  有些人不太捨得
[00:02:54.800 --> 00:02:58.160]  於是就從手中拿起幾個月的錢
[00:02:58.160 --> 00:02:59.240]  放進袋子裡
[00:02:59.240 --> 00:03:01.440]  然後就帶著這些錢
[00:03:01.440 --> 00:03:03.440]  到使徒面前交給使徒
[00:03:03.440 --> 00:03:04.600]  告訴司徒
[00:03:04.600 --> 00:03:07.160]  他說我的錢已經全部交出來了
[00:03:07.160 --> 00:03:08.520]  讓我們留意
[00:03:08.520 --> 00:03:10.360]  其實當時的教會沒有這樣的要求
[00:03:10.360 --> 00:03:12.240]  我們聖經裡面看不到這件事
[00:03:12.240 --> 00:03:14.080]  而當時的信徒
[00:03:14.080 --> 00:03:16.000]  純粹出於他們自願的行為
[00:03:16.000 --> 00:03:17.280]  來做這件事情
[00:03:17.280 --> 00:03:20.520]  但是這兩個人
[00:03:20.840 --> 00:03:22.440]  我相信如果他們賣光了東西
[00:03:22.440 --> 00:03:23.240]  然後告訴使徒
[00:03:23.240 --> 00:03:24.240]  我們這裡有些錢
[00:03:24.240 --> 00:03:26.120]  可以販物公用
[00:03:26.120 --> 00:03:27.040]  不過我們留下一點
[00:03:27.040 --> 00:03:27.880]  沒有人會怪他們
[00:03:27.880 --> 00:03:28.880]  但是可惜他們就說
[00:03:28.880 --> 00:03:29.720]  就這麼多了
[00:03:29.720 --> 00:03:32.920]  結果使徒彼得很嚴厲地警戒他們
[00:03:32.920 --> 00:03:34.480]  然後告訴他們
[00:03:34.480 --> 00:03:36.160]  他說你們不是欺騙我
[00:03:36.160 --> 00:03:36.760]  彼得說
[00:03:36.760 --> 00:03:38.360]  他說你們是欺控聖靈
[00:03:38.360 --> 00:03:38.920]  結果
[00:03:38.920 --> 00:03:40.640]  聖經裡面告訴我們
[00:03:40.640 --> 00:03:42.920]  兩個人皆受罰而死
[00:03:42.920 --> 00:03:47.200]  這件經文警戒所有信主的人是神
[00:03:47.200 --> 00:03:48.640]  是不能夠欺控的
[00:03:48.640 --> 00:03:50.840]  也在教會剛剛成立的時候
[00:03:50.840 --> 00:03:52.160]  神很清楚地表達
[00:03:52.160 --> 00:03:53.680]  他說神是不能夠欺控的
[00:03:53.680 --> 00:03:56.600]  也透過彼得的表達
[00:03:56.600 --> 00:03:57.920]  透過神的懲罰
[00:03:57.920 --> 00:04:00.880]  為這一點做出了一取定音的果效
[00:04:00.880 --> 00:04:01.800]  告訴我們
[00:04:01.800 --> 00:04:03.800]  所有的信徒不能夠欺控神
[00:04:03.800 --> 00:04:06.480]  然後《史郎傳》第九章
[00:04:06.480 --> 00:04:07.680]  神掃羅
[00:04:07.680 --> 00:04:09.360]  後來我們熟悉他叫保羅
[00:04:09.360 --> 00:04:10.640]  當時仍然叫掃羅
[00:04:10.640 --> 00:04:12.400]  仍然逼迫教會的時候
[00:04:12.400 --> 00:04:13.560]  神仍然呼召他
[00:04:13.560 --> 00:04:16.440]  並且透過另一個叫阿拿尼亞的人
[00:04:16.440 --> 00:04:19.320]  將他帶入當時教會的群體
[00:04:19.320 --> 00:04:20.840]  讓保羅得到接納
[00:04:20.840 --> 00:04:22.520]  神在揀選保羅的時候
[00:04:22.520 --> 00:04:23.920]  很清楚地告訴他
[00:04:23.920 --> 00:04:25.800]  保羅我揀選你的目的
[00:04:25.800 --> 00:04:28.480]  是要你將福音傳到外邦人當中
[00:04:28.480 --> 00:04:31.720]  整個說話是福音必須傳給外邦人
[00:04:31.720 --> 00:04:33.440]  作出一個一取定音的果效
[00:04:33.440 --> 00:04:34.600]  因為在過去
[00:04:34.600 --> 00:04:36.440]  使徒跟著他仍然想的就是
[00:04:36.440 --> 00:04:39.080]  福音是要為了在猶太教當中
[00:04:39.080 --> 00:04:41.080]  或者猶太人這群選民裡面
[00:04:41.080 --> 00:04:42.760]  但神在這裡很清楚地說
[00:04:42.760 --> 00:04:45.320]  他的福音是要向外邦人傳達
[00:04:46.520 --> 00:04:47.520]  到了第十章
[00:04:47.520 --> 00:04:48.800]  我們看到他透過異象
[00:04:48.800 --> 00:04:50.480]  同樣向彼得尼亞宣示
[00:04:50.480 --> 00:04:51.480]  這個很重要的訊息
[00:04:51.480 --> 00:04:54.360]  就是福音必須傳向外邦的世界
[00:04:54.360 --> 00:04:56.680]  到了司徒行轉第十三章
[00:04:56.680 --> 00:04:58.000]  安提的教會
[00:04:58.000 --> 00:05:00.560]  他們禱告為巴拿巴西勉
[00:05:00.560 --> 00:05:03.240]  鼓勵內人路求馬念和掃羅
[00:05:03.240 --> 00:05:04.720]  按手祝福
[00:05:04.720 --> 00:05:09.000]  猜他們開展外邦人福音的工作
[00:05:09.000 --> 00:05:11.480]  到了司徒行轉十五章
[00:05:11.480 --> 00:05:12.880]  耶路撒冷大會
[00:05:12.880 --> 00:05:14.160]  為外邦人信主
[00:05:14.160 --> 00:05:16.040]  是否需要遵守猶太教
[00:05:16.040 --> 00:05:17.000]  的傳統
[00:05:17.000 --> 00:05:18.360]  做了一個決定
[00:05:18.360 --> 00:05:21.560]  他們認定外邦的信徒
[00:05:21.560 --> 00:05:24.400]  除了要禁戒偶像所玷污的東西
[00:05:24.400 --> 00:05:27.080]  血和勒死的牲畜
[00:05:27.080 --> 00:05:29.280]  和禁戒淫亂之外
[00:05:29.280 --> 00:05:33.240]  不需要遵守任何猶太教當中
[00:05:33.240 --> 00:05:35.880]  其他的移民節旗禮儀
[00:05:35.880 --> 00:05:38.120]  為新的福音的內容
[00:05:38.120 --> 00:05:40.520]  除掉了猶太教的色彩
[00:05:40.520 --> 00:05:42.720]  也作出了一趣定音的果效
[00:05:42.720 --> 00:05:44.240]  所以今天你和我
[00:05:44.240 --> 00:05:44.920]  順著耶穌
[00:05:44.920 --> 00:05:47.280]  我們不需要跟從舊約的禮儀
[00:05:47.280 --> 00:05:48.800]  不需要受割禮
[00:05:48.800 --> 00:05:50.920]  不需要守猶太的節旗
[00:05:50.920 --> 00:05:52.920]  到了司徒行轉十六章
[00:05:52.920 --> 00:05:54.880]  我們看到神透過馬其頓的異象
[00:05:54.880 --> 00:05:56.520]  引導保羅的團隊
[00:05:56.520 --> 00:05:59.680]  正式踏上了向外邦人傳福音的路
[00:05:59.680 --> 00:06:02.520]  來到今天第十七章
[00:06:02.520 --> 00:06:05.000]  在這三十四節經文中
[00:06:05.000 --> 00:06:08.240]  記載了保羅一開始在三個地方傳福音
[00:06:08.240 --> 00:06:09.160]  我們看到這章
[00:06:09.160 --> 00:06:11.160]  其實講到保羅在三個不同的地方
[00:06:11.160 --> 00:06:13.440]  傳講福音的信息
[00:06:14.800 --> 00:06:16.960]  第一個地方叫做貼薩羅尼加
[00:06:16.960 --> 00:06:19.840]  保羅在這個地方先進入會堂
[00:06:19.840 --> 00:06:22.320]  聖經告訴他在四行主十七章一到九節
[00:06:22.320 --> 00:06:24.120]  根據經文記載
[00:06:24.120 --> 00:06:25.520]  我們看到當地的會堂
[00:06:25.520 --> 00:06:26.440]  不僅有猶太人
[00:06:26.440 --> 00:06:27.400]  也有希臘人
[00:06:27.400 --> 00:06:29.720]  我們知道原來當時的會堂
[00:06:29.720 --> 00:06:31.040]  不只是猶太人
[00:06:31.040 --> 00:06:33.080]  因為到了新約的時代
[00:06:33.080 --> 00:06:34.560]  或者到了耶穌基督的時代
[00:06:34.560 --> 00:06:36.240]  已經有很多外邦的人
[00:06:36.240 --> 00:06:38.960]  他們很認同猶太教所傳講的信息
[00:06:38.960 --> 00:06:42.320]  所以他們甘願透過全身入水
[00:06:42.320 --> 00:06:44.920]  悔改的洗禮加入猶太教
[00:06:44.920 --> 00:06:47.800]  保羅進入會堂
[00:06:47.800 --> 00:06:51.160]  聖經描述了三句很重要的話
[00:06:51.160 --> 00:06:53.880]  就是他本著舊約聖經的教導
[00:06:53.880 --> 00:06:55.880]  講明基督受害的原因
[00:06:55.880 --> 00:06:58.520]  並且見證基督已經復活
[00:06:58.520 --> 00:07:00.280]  因為他向猶太人說
[00:07:00.280 --> 00:07:01.600]  所以他很清晰地說
[00:07:01.600 --> 00:07:03.880]  他按照舊約聖經的教導
[00:07:03.880 --> 00:07:06.240]  說裡面的啟示各樣的方向
[00:07:06.240 --> 00:07:08.240]  都是指向這位基督耶穌
[00:07:08.240 --> 00:07:10.960]  他說講到帶領了一群猶太人
