
[00:00:00.000 --> 00:00:03.000]  歡迎大家嚟到我哋嘅周六崇拜
[00:00:03.000 --> 00:00:08.200]  上年七月我哋開始研讀新約聖經當中嘅約翰福音
[00:00:08.200 --> 00:00:11.200]  我哋講到系列嘅題目係
[00:00:11.200 --> 00:00:14.200]  耶穌榮耀君王
[00:00:14.200 --> 00:00:19.800]  我哋花咗半年嘅時間去宣講約翰福音第一章至第七章
[00:00:19.800 --> 00:00:23.800]  今年一月我哋開始研讀約翰福音第五章
[00:00:23.800 --> 00:00:27.200]  兩個月前我哋嚟到約翰福音第七章
[00:00:27.200 --> 00:00:30.400]  一個月前我哋進入約翰福音第八章
[00:00:30.400 --> 00:00:35.000]  約翰福音第七章同第八章嘅靈魂同核心
[00:00:35.000 --> 00:00:42.400]  係耶穌喺鑄棚節最後一日大聲宣講嘅二合一自我啟示
[00:00:42.400 --> 00:00:48.400]  耶穌說:我就是,我就是係耶和華上帝嘅名字
[00:00:48.400 --> 00:00:52.400]  我就是上帝,我是生命嘅活水
[00:00:52.400 --> 00:00:55.400]  我是世界嘅光
[00:00:55.400 --> 00:01:00.400]  不過喺呢度作者約翰比咗我哋一個溫馨提示
[00:01:00.400 --> 00:01:02.400]  第七章第三十九節咁
[00:01:02.400 --> 00:01:07.400]  佢話:耶穌者話:是子信他的人要受聖靈說的
[00:01:07.400 --> 00:01:11.400]  不過那時候還沒有賜下聖靈
[00:01:11.400 --> 00:01:15.400]  因為耶穌還沒有得到榮耀
[00:01:15.400 --> 00:01:18.400]  因為耶穌仲未上十字架
[00:01:18.400 --> 00:01:21.400]  所有一切嘅預言耶穌是世界嘅光
[00:01:21.400 --> 00:01:25.400]  是生命嘅活水必須要等到耶穌上十字架
[00:01:25.400 --> 00:01:29.400]  讓聖靈降臨嘅時候先至會成全
[00:01:29.400 --> 00:01:36.400]  因此真正福音嘅大能係嚟自耶穌基督嘅榮耀十架
[00:01:36.400 --> 00:01:39.400]  同埋聖靈嘅洗禮
[00:01:39.400 --> 00:01:45.400]  喺十字架真光同埋聖靈活水嘅應許底下
[00:01:45.400 --> 00:01:47.400]  呢個淨係講緊一個應許
[00:01:47.400 --> 00:01:50.400]  因為係將來嘅事呢件事仲未完全發生
[00:01:50.400 --> 00:01:56.400]  但係呢件事必然好快仲有六個月就會發生
[00:01:56.400 --> 00:02:00.400]  喺十字架嘅真光聖靈活水嘅應許之下
[00:02:00.400 --> 00:02:05.400]  耶穌喺耶路撒冷聖殿駐彭捷嘅最後一日
[00:02:05.400 --> 00:02:09.400]  開咗一場萬人報道會
[00:02:09.400 --> 00:02:13.400]  報道會嘅訊息一共有四部分
[00:02:13.400 --> 00:02:17.400]  每一部分都有負面嘅同埋正面嘅
[00:02:17.400 --> 00:02:23.400]  呢四部分分別係死在最終人子拯救
[00:02:23.400 --> 00:02:26.400]  罪的奴隸使你自由
[00:02:26.400 --> 00:02:30.400]  魔鬼謊言剩若兒女
[00:02:30.400 --> 00:02:35.400]  跟住係流亡火狐永遠不死
[00:02:35.400 --> 00:02:43.400]  上個禮拜我哋講咗呢篇好長好長嘅報道會講章嘅第三部分
[00:02:43.400 --> 00:02:45.400]  魔鬼謊言剩若兒女
[00:02:45.400 --> 00:02:51.400]  今日我哋要講過嘅係整個報道會嘅最後高潮
