
[00:00:00.000 --> 00:00:04.600]  今天講到的題目是約翰福音實跡括弧八
[00:00:04.600 --> 00:00:06.120]  大家看到了嗎?
[00:00:06.120 --> 00:00:08.680]  括弧八就是前面有一到七
[00:00:08.680 --> 00:00:11.000]  其實之前已經講了七次
[00:00:11.000 --> 00:00:13.680]  關乎約翰福音裡面的實跡
[00:00:13.680 --> 00:00:15.900]  如果你忘記了前面的那些
[00:00:15.900 --> 00:00:17.340]  你回去找找
[00:00:17.340 --> 00:00:19.400]  如果你找不到你告訴我
[00:00:19.400 --> 00:00:21.980]  我可以讓你去聽一下
[00:00:21.980 --> 00:00:23.960]  是一連串的系列
[00:00:23.960 --> 00:00:26.040]  今天已經講到最後一講
[00:00:26.040 --> 00:00:27.520]  第八個實跡了
[00:00:28.000 --> 00:00:32.520]  用的聖經是記載在約翰福音第二十一章的
[00:00:32.520 --> 00:00:36.520]  大家旁邊有聖經的也可以打開二十一章
[00:00:36.520 --> 00:00:38.400]  稍後有一些文字
[00:00:38.400 --> 00:00:40.860]  可能會叫大家去看一看
[00:00:40.860 --> 00:00:45.320]  因為我頭影片上只是去表示了一些重要的重點而已
[00:00:45.320 --> 00:00:49.340]  經文是在約翰福音的第二十一章
[00:00:49.340 --> 00:00:51.160]  大家聖經翻開了
[00:00:51.160 --> 00:00:54.460]  這個二十一章是一個好像故事那樣
[00:00:54.760 --> 00:00:59.240]  講述有七個門徒
[00:00:59.240 --> 00:01:04.640]  跟主耶穌在加利利那裡碰面的
[00:01:04.640 --> 00:01:05.960]  背景是這樣的
[00:01:05.960 --> 00:01:07.480]  大家看到聖經了
[00:01:07.480 --> 00:01:09.260]  在約翰福音的神蹟
[00:01:09.260 --> 00:01:11.060]  你看到我剛才講的括弧八
[00:01:11.060 --> 00:01:14.240]  但是很多時候你在網上或者看別的書
[00:01:14.240 --> 00:01:17.740]  你會經常聽到說約翰福音七個神蹟
[00:01:17.740 --> 00:01:20.200]  究竟說七個神蹟還是八個神蹟呢?
[00:01:20.200 --> 00:01:22.280]  各有不同的意見
[00:01:22.280 --> 00:01:23.200]  有人說七
[00:01:23.200 --> 00:01:24.160]  有人說八
[00:01:24.360 --> 00:01:26.220]  我們這裡看到的
[00:01:26.220 --> 00:01:28.820]  就是說約翰福音所發生的神蹟
[00:01:28.820 --> 00:01:30.100]  有哪幾個呢?
[00:01:30.100 --> 00:01:31.460]  第一
[00:01:31.460 --> 00:01:32.580]  水面酒
[00:01:32.580 --> 00:01:33.660]  我們講過了
[00:01:33.660 --> 00:01:35.380]  大臣的兒子
[00:01:35.380 --> 00:01:36.720]  耶穌醫好了他
[00:01:36.720 --> 00:01:37.580]  第三
[00:01:37.580 --> 00:01:39.580]  不是大臣子的譚子
[00:01:39.580 --> 00:01:41.260]  也醫好了他
[00:01:41.260 --> 00:01:42.360]  五餅二魚
[00:01:42.360 --> 00:01:44.300]  很出名的耶穌分餅
[00:01:44.300 --> 00:01:46.440]  用五餅二魚餵飽五千人
[00:01:46.440 --> 00:01:48.380]  在海面行走
[00:01:48.380 --> 00:01:50.620]  也醫好了一個生來黑眼的人
[00:01:50.620 --> 00:01:52.420]  就叫拉薩路復活
[00:01:52.680 --> 00:01:54.900]  以及最後這一次我們所講的
[00:01:54.900 --> 00:01:57.400]  一網能夠打倒一百五十三條魚
[00:01:57.400 --> 00:01:58.700]  也有八個
[00:01:58.700 --> 00:02:01.100]  但是如果說七個神蹟的那些
[00:02:01.100 --> 00:02:04.460]  要麼就將這一次的神蹟不計算
[00:02:04.460 --> 00:02:10.440]  也有一些是將在海面行走的神蹟不計算
[00:02:10.440 --> 00:02:11.600]  就當作七個
[00:02:11.600 --> 00:02:14.060]  為什麼有些人當作七個呢?
[00:02:14.060 --> 00:02:16.880]  因為約翰福音裡面很特別
[00:02:16.880 --> 00:02:18.260]  主題式講
[00:02:18.260 --> 00:02:20.440]  耶穌說我是什麼什麼
[00:02:20.440 --> 00:02:21.900]  我是什麼什麼
[00:02:21.900 --> 00:02:24.200]  有七個不同的我事
[00:02:24.200 --> 00:02:30.380]  有人就將七個我事嘗試去配搭七個神蹟
[00:02:30.380 --> 00:02:32.040]  也不是錯的
[00:02:32.040 --> 00:02:33.240]  配搭就配搭
[00:02:33.240 --> 00:02:35.120]  但是是不是一定要配呢?
[00:02:35.120 --> 00:02:36.600]  也不一定
[00:02:36.600 --> 00:02:38.740]  所以我的角度看
[00:02:38.740 --> 00:02:40.840]  我就照數八個神蹟
[00:02:40.840 --> 00:02:42.840]  七和八
[00:02:42.840 --> 00:02:48.040]  就有一些很奇怪的意思在裡面
[00:02:48.040 --> 00:02:51.320]  特別在猶太人他們對這個數字
[00:02:51.320 --> 00:02:55.460]  一向都好像有一些特殊的意義
[00:02:55.460 --> 00:02:57.060]  每一個數字
[00:02:57.060 --> 00:02:58.220]  大多數的數字
[00:02:58.220 --> 00:02:59.880]  都代表了一些意思
[00:02:59.880 --> 00:03:01.680]  尤其是這個七字
[00:03:01.680 --> 00:03:03.100]  是代表了一些東西
[00:03:03.100 --> 00:03:05.900]  大家看聖經或者信著一段時間的
[00:03:05.900 --> 00:03:08.680]  你都會知道或者即時想起
[00:03:08.680 --> 00:03:11.760]  七是可以指很多東西的
[00:03:11.760 --> 00:03:14.120]  很多東西都是七個的
[00:03:14.120 --> 00:03:16.560]  而最重要的一個七字
[00:03:16.560 --> 00:03:20.000]  讓大家聯想起來的是什麼呢?
[00:03:20.000 --> 00:03:21.860]  即時想到的,大聲一點
[00:03:21.860 --> 00:03:24.360]  創造天地是七日
[00:03:24.360 --> 00:03:24.980]  是的
[00:03:24.980 --> 00:03:27.840]  一開始創世寄神創造天地
[00:03:27.840 --> 00:03:29.680]  就一共連同休息的那一天
[00:03:29.680 --> 00:03:30.480]  七日
[00:03:30.480 --> 00:03:33.060]  所以這個七字是很特殊的意思
[00:03:33.060 --> 00:03:33.680]  七
[00:03:33.680 --> 00:03:38.620]  另外還有好幾個是關於七的
[00:03:38.620 --> 00:03:41.640]  我們今天不是講七
[00:03:41.640 --> 00:03:42.840]  主要不是講七
[00:03:42.840 --> 00:03:43.760]  是講八
[00:03:43.760 --> 00:03:45.400]  所以一會兒八就講多一點
[00:03:45.400 --> 00:03:46.580]  七就講少一點
[00:03:46.580 --> 00:03:47.900]  這個七字
[00:03:47.900 --> 00:03:49.840]  在傳統猶太裡面
[00:03:49.840 --> 00:03:53.680]  是代表一個很完全
[00:03:53.680 --> 00:03:55.040]  齊整
[00:03:55.040 --> 00:03:59.140]  也更加有一個很幸運的意味在這裡
[00:03:59.140 --> 00:04:02.240]  那麼七日來創造完成
[00:04:02.240 --> 00:04:05.120]  也是有一個很完美
[00:04:05.120 --> 00:04:06.400]  搞定了
[00:04:06.400 --> 00:04:07.560]  整整齊齊
[00:04:07.560 --> 00:04:08.560]  這樣的意思
[00:04:08.560 --> 00:04:09.160]  七
[00:04:09.160 --> 00:04:09.920]  八了
[00:04:09.920 --> 00:04:14.080]  八有什麼特別的提供呢?
[00:04:14.440 --> 00:04:22.600]  八在阿伯拉罕神和他頒佈國禮的時候
[00:04:22.600 --> 00:04:26.160]  生下來的男丁是第八天是國禮的
[00:04:26.160 --> 00:04:27.400]  所以八有一個意思
[00:04:27.400 --> 00:04:28.760]  為什麼是第八天呢?
[00:04:28.760 --> 00:04:32.480]  另外鑄盤節就是頒佈的一些節期
[00:04:32.480 --> 00:04:34.560]  這個鑄盤節很特殊
[00:04:34.560 --> 00:04:37.800]  到了第八天要舉行聖會
[00:04:37.800 --> 00:04:39.480]  在那裡有獻祭
[00:04:39.480 --> 00:04:42.600]  所以這個八節有一個特殊意義
[00:04:42.600 --> 00:04:43.920]  配合這個鑄盤節
[00:04:43.920 --> 00:04:45.200]  為什麼要八呢?
[00:04:45.200 --> 00:04:48.120]  方舟有八個人得救
[00:04:48.120 --> 00:04:53.280]  這個得救進入一個新的一頁
[00:04:53.280 --> 00:04:54.840]  新的生命裡面
[00:04:54.840 --> 00:04:57.440]  這個八字又有一點意思了
[00:04:57.440 --> 00:04:59.600]  登山寶分有八幅
[00:04:59.600 --> 00:05:00.160]  是吧?
[00:05:00.160 --> 00:05:03.280]  如果給中國人數也不會用八字的
[00:05:03.280 --> 00:05:05.640]  五福臨門
[00:05:05.640 --> 00:05:07.720]  因為是齊聖經十
[00:05:07.720 --> 00:05:08.760]  不會八的
[00:05:08.760 --> 00:05:10.600]  但是聖經是用八
[00:05:10.600 --> 00:05:12.240]  所以這個八字
[00:05:12.240 --> 00:05:16.240]  在聖經裡面幾個很重要的地方提
[00:05:16.240 --> 00:05:19.160]  都讓猶太人覺得這個八字有一點意思
[00:05:19.160 --> 00:05:23.360]  另外還有一些好像有一點神秘感
[00:05:23.360 --> 00:05:25.720]  就是希臘文的文字
[00:05:25.720 --> 00:05:30.320]  是將字母排號碼進去的
[00:05:30.320 --> 00:05:32.560]  其實說出來很簡單而已
[00:05:32.560 --> 00:05:34.520]  它有二十幾個字母
[00:05:34.520 --> 00:05:36.040]  由一排到九
[00:05:36.040 --> 00:05:37.640]  就照數
[00:05:37.640 --> 00:05:39.960]  然後下一個就是十
[00:05:39.960 --> 00:05:41.360]  二十、三十、四十
[00:05:41.360 --> 00:05:42.320]  就排到九十
[00:05:42.320 --> 00:05:45.160]  接著就有一百、二百、三百、四百
[00:05:45.160 --> 00:05:46.600]  這樣來排
[00:05:46.600 --> 00:05:47.680]  那麼
[00:05:47.680 --> 00:05:50.040]  原來耶穌的名字
[00:05:50.040 --> 00:05:51.480]  在希臘文
[00:05:51.480 --> 00:05:52.560]  這裡大家看到了
[00:05:52.560 --> 00:05:54.920]  希臘文的字的寫法是這樣的
[00:05:54.920 --> 00:05:56.320]  Jesus
[00:05:56.320 --> 00:05:59.560]  拼音讀出來就是這樣
[00:05:59.560 --> 00:06:01.880]  第一個字母原來是十
[00:06:01.880 --> 00:06:03.680]  第二個字母是八
[00:06:03.680 --> 00:06:05.240]  這樣加起來
[00:06:05.240 --> 00:06:07.440]  就八八八的
[00:06:07.440 --> 00:06:10.080]  好像這麼對
[00:06:10.560 --> 00:06:13.360]  所以很佩服學者那些人
[00:06:13.360 --> 00:06:16.840]  不斷去找這些東西來找的時候
[00:06:16.840 --> 00:06:18.480]  很多東西很特別
[00:06:18.480 --> 00:06:19.520]  他們找得出來
[00:06:19.520 --> 00:06:22.040]  是不是真的有意思呢?
[00:06:22.040 --> 00:06:24.000]  我們不知道
[00:06:24.000 --> 00:06:26.160]  但起碼這麼巧合
[00:06:26.160 --> 00:06:28.400]  讓我們在這個方向
[00:06:28.400 --> 00:06:31.160]  就覺得這個八字很有意思
[00:06:31.160 --> 00:06:36.000]  這個八就讓我們想起
[00:06:36.000 --> 00:06:37.800]  777
[00:06:37.800 --> 00:06:39.000]  666
[00:06:39.000 --> 00:06:40.360]  特別是666
[00:06:40.360 --> 00:06:42.760]  對基督徒來講經常都很敏感
[00:06:42.760 --> 00:06:44.680]  那麼
[00:06:44.680 --> 00:06:46.200]  耶穌就八八八了
[00:06:46.200 --> 00:06:47.560]  那麼七
[00:06:47.560 --> 00:06:50.840]  剛才不是有一個說創造大地
[00:06:50.840 --> 00:06:54.160]  創造很完整、很圓滿的意思嗎?
[00:06:54.160 --> 00:06:56.200]  有些解經家
[00:06:56.200 --> 00:06:57.720]  他們一直這麼多年以來
[00:06:57.720 --> 00:06:59.120]  他們就綜合了
[00:06:59.120 --> 00:07:01.040]  這些思維
[00:07:01.040 --> 00:07:01.840]  他們就說
[00:07:01.840 --> 00:07:03.320]  這個七字
[00:07:03.320 --> 00:07:06.160]  就代表了在地上的一些創造
[00:07:06.160 --> 00:07:08.640]  在地上被造的東西
[00:07:08.640 --> 00:07:11.800]  達到一個很完美、完整的境界
[00:07:11.800 --> 00:07:14.560]  那麼這個七字就是一個代表了
[00:07:14.560 --> 00:07:15.720]  八字呢
[00:07:15.720 --> 00:07:17.760]  特別是因為耶穌是八八八
[00:07:17.760 --> 00:07:21.400]  所以耶穌的完美、圓滿
[00:07:21.400 --> 00:07:25.720]  更加是達到了一個神聖的境界
[00:07:25.720 --> 00:07:28.880]  高層次一點的完美
[00:07:28.880 --> 00:07:31.120]  好像真的很有意思
[00:07:31.120 --> 00:07:33.080]  那麼666呢?
[00:07:33.080 --> 00:07:36.480]  就是拉車邊也不到
[00:07:37.480 --> 00:07:40.640]  所以他解釋這個跳開去講
[00:07:40.640 --> 00:07:42.600]  啟示錄講的666
[00:07:42.600 --> 00:07:47.080]  可以有一些很神秘、很深奧的解釋
[00:07:47.080 --> 00:07:48.800]  很多人有很多的理論
[00:07:48.800 --> 00:07:52.120]  但是起碼在這個方向性數字上的意義
[00:07:52.120 --> 00:07:53.560]  就是說這個666
[00:07:53.560 --> 00:07:55.520]  是一個完美的境界
[00:07:55.520 --> 00:07:57.040]  怎麼都差一點
[00:07:57.040 --> 00:07:59.000]  就是說
[00:07:59.000 --> 00:08:00.400]  這裡有些小朋友在這裡
[00:08:00.400 --> 00:08:04.040]  你去考試或者去測驗回來
[00:08:04.040 --> 00:08:06.280]  拿99分你開不開心?
[00:08:07.000 --> 00:08:08.480]  開心
[00:08:08.480 --> 00:08:10.720]  不過碰巧有些父母就說
[00:08:10.720 --> 00:08:12.880]  有沒有搞錯?你拿99分?
[00:08:12.880 --> 00:08:14.800]  差我一分也不拿
[00:08:14.800 --> 00:08:16.320]  有時候會這樣
[00:08:16.320 --> 00:08:19.280]  就是這個方向的想法
[00:08:19.280 --> 00:08:21.280]  就是說99分是怎麼樣的呢?
[00:08:21.280 --> 00:08:22.600]  差一點
[00:08:22.600 --> 00:08:26.120]  不能夠變成完美
[00:08:26.120 --> 00:08:28.320]  所以666呢
[00:08:28.320 --> 00:08:29.240]  就是這樣
[00:08:29.240 --> 00:08:30.320]  差一點
[00:08:30.320 --> 00:08:31.440]  怎麼都不行
[00:08:31.440 --> 00:08:33.440]  想扮得很像
[00:08:33.440 --> 00:08:35.200]  扮得很完美
[00:08:35.200 --> 00:08:36.440]  不行
[00:08:36.680 --> 00:08:40.320]  在啟示錄如果按照這個方向性的看法
[00:08:40.320 --> 00:08:41.440]  對這個666
[00:08:41.440 --> 00:08:43.560]  是有另一種的體會的
[00:08:43.560 --> 00:08:45.160]  我們今天講8
[00:08:45.160 --> 00:08:47.360]  提到這些數字上
[00:08:47.360 --> 00:08:50.400]  猶太人原來有時候
[00:08:50.400 --> 00:08:53.600]  這些數字是想表達一些東西
[00:08:53.600 --> 00:08:56.400]  所以你說7個神蹟
[00:08:56.400 --> 00:08:57.680]  8個神蹟
[00:08:57.680 --> 00:08:59.280]  按照這個方向想
[00:08:59.280 --> 00:09:06.160]  8個神蹟好像意義更加高超神聖
[00:09:06.680 --> 00:09:08.160]  7個神蹟都很完美的
[00:09:08.160 --> 00:09:11.400]  但是8個就更加完美
[00:09:11.400 --> 00:09:13.640]  更加神聖
[00:09:13.640 --> 00:09:14.560]  高尚
[00:09:14.560 --> 00:09:15.960]  在天上的完美
[00:09:15.960 --> 00:09:17.280]  8個神蹟
[00:09:17.280 --> 00:09:19.600]  所以我喜歡8個神蹟
[00:09:19.600 --> 00:09:25.320]  這個不是一個很必須的定案
[00:09:25.320 --> 00:09:28.320]  但是在數字上的想法
[00:09:28.320 --> 00:09:33.040]  當時寫書卷的猶太人
[00:09:33.040 --> 00:09:36.320]  他們對數字真的心中有這樣的想法
[00:09:36.680 --> 00:09:37.960]  等於我們有時候工作
[00:09:37.960 --> 00:09:41.360]  都說湊夠數字10個
[00:09:41.360 --> 00:09:43.360]  都會這樣
[00:09:43.360 --> 00:09:45.800]  為什麼要湊夠數字10個呢?
[00:09:45.800 --> 00:09:46.840]  好像整齊一點
[00:09:46.840 --> 00:09:47.960]  好像那個意思
[00:09:47.960 --> 00:09:49.480]  完美一點
[00:09:49.480 --> 00:09:50.840]  是這個意思
[00:09:50.840 --> 00:09:52.680]  所以約翰福音
[00:09:52.680 --> 00:09:54.160]  你說7個神蹟也可以
[00:09:54.160 --> 00:09:55.800]  8個神蹟也可以
[00:09:55.800 --> 00:09:58.400]  都是一個很完美
[00:09:58.400 --> 00:09:59.720]  很整齊
[00:09:59.720 --> 00:10:03.360]  表達到所有的信息
[00:10:03.360 --> 00:10:05.720]  全部拿出來
[00:10:06.240 --> 00:10:07.240]  就這麼多了
[00:10:07.240 --> 00:10:10.240]  所以8和7是什麼意思呢?
[00:10:10.240 --> 00:10:12.520]  我們看回聖經
[00:10:12.520 --> 00:10:15.760]  剛剛叫大家打開了21章
[00:10:15.760 --> 00:10:20.200]  但是我們回到20章的結尾那一段
[00:10:20.200 --> 00:10:21.320]  你看一看
[00:10:21.320 --> 00:10:23.080]  20章的結尾
[00:10:23.080 --> 00:10:27.880]  按我們這裡的聖經是20章20節
[00:10:27.880 --> 00:10:30.760]  那裡說耶穌在門徒面前
[00:10:30.760 --> 00:10:32.880]  另外行了許多神蹟
[00:10:32.880 --> 00:10:35.280]  沒有記載在書上
[00:10:35.640 --> 00:10:37.120]  但既這些事
[00:10:37.120 --> 00:10:39.800]  要叫你們信耶穌是基督
[00:10:39.800 --> 00:10:41.880]  是神的兒子
[00:10:41.880 --> 00:10:45.080]  就可以因他的名得生命
[00:10:45.080 --> 00:10:47.680]  一直讀下去的時候
[00:10:47.680 --> 00:10:49.760]  讀到最後福音20章這一段
[00:10:49.760 --> 00:10:52.640]  是不是有一個感覺好像完了
[00:10:52.640 --> 00:10:54.800]  感覺完了
[00:10:54.800 --> 00:10:57.560]  但是接著到21章還有
[00:10:57.560 --> 00:10:58.920]  這些事以後
[00:10:58.920 --> 00:11:00.560]  耶穌再提彼利亞愛
[00:11:00.560 --> 00:11:01.760]  就開始了21章
[00:11:01.760 --> 00:11:04.400]  好像編文章去到完
[00:11:05.120 --> 00:11:07.200]  又再未完
[00:11:07.200 --> 00:11:08.240]  再寫一些東西
[00:11:08.240 --> 00:11:12.000]  研究聖經的人就會感覺到
[00:11:12.000 --> 00:11:13.880]  究竟約翰當時寫
[00:11:13.880 --> 00:11:15.520]  是不是寫到20章完
[00:11:15.520 --> 00:11:16.800]  就真的完了
[00:11:16.800 --> 00:11:21.280]  後來有人多加21章上去呢?
[00:11:21.280 --> 00:11:24.680]  在文筆上看
[00:11:24.680 --> 00:11:26.480]  有這樣的感覺
[00:11:26.480 --> 00:11:29.840]  又或者是都出自約翰自己
[00:11:29.840 --> 00:11:34.480]  你知道寫書寫信不是一天一次過寫完就算了
[00:11:34.720 --> 00:11:36.280]  特別是在當年來講
[00:11:36.280 --> 00:11:39.040]  寫的信是千雕萬鐸的
[00:11:39.040 --> 00:11:40.800]  好像道夫寫詩那樣
[00:11:40.800 --> 00:11:43.560]  寫完之後又要修改
[00:11:43.560 --> 00:11:45.200]  寫完之後又要再看
[00:11:45.200 --> 00:11:47.600]  說不定也是出於約翰
[00:11:47.600 --> 00:11:51.000]  他看完自己所寫的20章
[00:11:51.000 --> 00:11:53.760]  再想想的時候
[00:11:53.760 --> 00:11:56.080]  他覺得也要寫多一點
[00:11:56.080 --> 00:11:58.280]  所以寫了21章
[00:11:58.280 --> 00:12:00.640]  寫多一個神蹟
[00:12:00.640 --> 00:12:02.240]  那就更加完美了
[00:12:02.240 --> 00:12:03.560]  有可能是這樣
[00:12:04.200 --> 00:12:06.480]  不過聖經既然這樣寫了
[00:12:06.480 --> 00:12:08.160]  就有它的意思
[00:12:08.160 --> 00:12:10.760]  想帶出什麼訊息給我們呢?
[00:12:10.760 --> 00:12:12.640]  我們今天就要去看
[00:12:12.640 --> 00:12:15.400]  這21章究竟跟我們講些什麼
[00:12:15.400 --> 00:12:16.840]  21章的內容
[00:12:16.840 --> 00:12:18.440]  大家看一看
[00:12:18.440 --> 00:12:20.240]  我就不會讀了
[00:12:20.240 --> 00:12:22.200]  我會講那個內容
[00:12:22.200 --> 00:12:24.040]  主要是講以彼得為首
[00:12:24.040 --> 00:12:25.360]  帶了六個門徒
[00:12:25.360 --> 00:12:27.560]  去到提比利亞海
[00:12:27.560 --> 00:12:29.000]  就是加利利海
[00:12:29.000 --> 00:12:32.280]  是下面猶太耶路撒冷
[00:12:32.280 --> 00:12:33.920]  向北一直走
[00:12:34.240 --> 00:12:36.000]  走到加利利海
[00:12:36.000 --> 00:12:38.880]  那個大的湖人叫提比利亞海
[00:12:38.880 --> 00:12:42.240]  那些漁夫彼得約翰他們
[00:12:42.240 --> 00:12:46.280]  是在那個地方出生的
[00:12:46.280 --> 00:12:49.520]  彼得在這裡記載
[00:12:49.520 --> 00:12:53.240]  跟六個門徒去那裡打魚
[00:12:53.240 --> 00:12:56.200]  這六個門徒是哪六個呢?
[00:12:56.200 --> 00:12:57.640]  有些是有名字的
[00:12:57.640 --> 00:12:59.640]  這裡寫著有多瑪
[00:12:59.640 --> 00:13:00.840]  有拿旦葉
[00:13:00.840 --> 00:13:03.320]  然後西比泰的兩個兒子
[00:13:03.560 --> 00:13:06.160]  就是約翰和瓦國
[00:13:06.160 --> 00:13:08.480]  另外還有兩個門徒
[00:13:08.480 --> 00:13:11.080]  很奇怪為什麼他又不寫名字呢?
[00:13:11.080 --> 00:13:13.960]  寫名字不就好了嗎?
[00:13:13.960 --> 00:13:16.080]  不知道為什麼
[00:13:16.080 --> 00:13:17.360]  他講完兩個名字之後
[00:13:17.360 --> 00:13:19.160]  後面又不寫了
[00:13:19.160 --> 00:13:21.400]  但是聖經
[00:13:21.400 --> 00:13:23.120]  我們去了解的時候
[00:13:23.120 --> 00:13:25.560]  有些事情會想到的
[00:13:25.560 --> 00:13:29.280]  這兩個應該就是安德烈和肥力
[00:13:29.960 --> 00:13:34.400]  因為這一群人全部在提比利亞海附近
[00:13:34.400 --> 00:13:38.640]  以捕魚做漁夫為生
[00:13:38.640 --> 00:13:40.280]  有些是兩兄弟
[00:13:40.280 --> 00:13:42.880]  有些出現時都在一起
[00:13:42.880 --> 00:13:45.120]  安德烈是彼得的弟弟
[00:13:45.120 --> 00:13:48.640]  肥力永遠跟拿旦葉一起很友好
[00:13:48.640 --> 00:13:50.800]  所以應該是這兩個人
[00:13:50.800 --> 00:13:52.800]  還有幾個呢?
[00:13:52.800 --> 00:13:54.840]  十二個門徒
[00:13:54.840 --> 00:13:56.920]  死了的猶大還有十一個
[00:13:56.920 --> 00:13:58.960]  這裡講了七個而已
[00:13:59.200 --> 00:14:00.280]  還有四個
[00:14:00.280 --> 00:14:01.920]  那幾個是誰呢?
[00:14:01.920 --> 00:14:04.040]  應該那幾個就是馬太
[00:14:04.040 --> 00:14:05.760]  瓦國
[00:14:05.760 --> 00:14:07.480]  瓦國這個名字很普通的
[00:14:07.480 --> 00:14:10.000]  這是阿肋肥的兒子瓦國
[00:14:10.000 --> 00:14:12.240]  還有一個是奮裔黨的西末
[00:14:12.240 --> 00:14:15.560]  還有一個是猶大
[00:14:15.560 --> 00:14:17.960]  那個猶大就是瓦國的兒子猶大
[00:14:17.960 --> 00:14:19.720]  不是賣耶穌的猶大
[00:14:19.720 --> 00:14:22.720]  因為這幾個都不是漁夫
[00:14:22.720 --> 00:14:25.120]  都不是出身提比利亞海的
[00:14:25.120 --> 00:14:26.520]  所以這裡
[00:14:26.520 --> 00:14:29.800]  彼得帶著那六個人去打魚
[00:14:29.800 --> 00:14:30.680]  是對的
[00:14:30.680 --> 00:14:32.200]  那幾個是漁夫
[00:14:32.200 --> 00:14:35.800]  但是這幾個沒有寫名字的
[00:14:35.800 --> 00:14:37.400]  就沒有去打魚
[00:14:37.400 --> 00:14:38.720]  劉森獲說
