
[00:00:00.000 --> 00:00:04.280]  在今日 我都很想透過
[00:00:04.280 --> 00:00:13.140]  聖經裏面 一個全球一半人以上都認識他的人物
[00:00:13.140 --> 00:00:17.640]  來看一看一個登峰造極的信心
[00:00:17.640 --> 00:00:22.560]  到底這個信心是一個怎樣的信心
[00:00:22.560 --> 00:00:29.080]  為何在過去 我們久不久是因為這個環境的轉變
[00:00:29.080 --> 00:00:32.820]  是因為特別事情的發生
[00:00:32.820 --> 00:00:37.640]  我們的信心就好像一個寒暑表
[00:00:37.640 --> 00:00:40.140]  環境好的時候 我們就高一點
[00:00:40.140 --> 00:00:43.160]  環境不好 我們就低一點
[00:00:43.160 --> 00:00:46.080]  包括我自己在內
[00:00:46.080 --> 00:00:52.280]  然後 神到底想我們將我們的眼目定精在甚麼上面
[00:00:52.280 --> 00:00:59.120]  來從這些人物的身上學習一些東西呢
[00:00:59.120 --> 00:01:03.740]  我們一齊試一試 看一看這個人物
[00:01:03.740 --> 00:01:07.460]  這個人物是甚麼人呢 就是阿伯勒罕
[00:01:07.460 --> 00:01:12.720]  我想問一問大家
[00:01:12.720 --> 00:01:16.800]  有多少人認定阿伯勒罕跟你有關係的
[00:01:16.800 --> 00:01:19.320]  可不可以舉手
[00:01:19.320 --> 00:01:23.780]  有甚麼關係 他是我們的甚麼人
[00:01:23.780 --> 00:01:25.440]  信心之父
[00:01:25.440 --> 00:01:32.060]  其實阿伯勒罕是全球一半人以上都稱他為父的一個人
[00:01:32.060 --> 00:01:36.660]  以色列人稱他為他們整個民族之父
[00:01:36.660 --> 00:01:41.520]  阿拉伯人亦都同樣稱他們為他們的父
[00:01:41.520 --> 00:01:45.340]  是民族之父 血肉之父
[00:01:45.340 --> 00:01:50.120]  所有的回教徒亦都稱他為父
[00:01:50.120 --> 00:01:53.260]  所有基督徒 天主徒 東正教徒
[00:01:53.260 --> 00:01:57.560]  甚至摩門教徒 耶和華見證人
[00:01:57.560 --> 00:02:01.320]  都稱他為信心之父 很奇怪
[00:02:01.320 --> 00:02:05.300]  是因為這樣 當你來統計一下
[00:02:05.300 --> 00:02:08.380]  這麼多的人加起來有多少人口呢
[00:02:08.380 --> 00:02:12.420]  可以說是全世界超過一半的人口
[00:02:12.420 --> 00:02:16.860]  是稱阿伯勒罕為他們的父
[00:02:16.860 --> 00:02:18.940]  但在阿伯勒罕的身上
[00:02:18.940 --> 00:02:21.660]  我們卻看到他好像我們一樣
[00:02:21.660 --> 00:02:25.120]  是有血有肉的一個人物
[00:02:25.120 --> 00:02:30.380]  到底他是一個怎樣有血有肉的人物呢
[00:02:30.380 --> 00:02:33.100]  按照《創世紀》的記載
[00:02:33.100 --> 00:02:38.620]  他一共有七次的試探或者試煉
[00:02:38.620 --> 00:02:41.420]  七次的試探試煉當中
[00:02:41.420 --> 00:02:45.140]  有三次是失敗的
[00:02:45.140 --> 00:02:46.980]  第一次的失敗
[00:02:46.980 --> 00:02:49.660]  就是當他到埃及的時候
[00:02:49.660 --> 00:02:53.420]  他怕法老看中了他的太太
[00:02:53.420 --> 00:02:54.940]  因為她很漂亮
[00:02:54.940 --> 00:02:56.180]  我都覺得奇怪
[00:02:56.180 --> 00:03:01.140]  那時候六十幾歲了
[00:03:01.140 --> 00:03:03.620]  法老看見他的太太漂亮
[00:03:03.620 --> 00:03:06.860]  然後就怕法老殺了他
[00:03:06.860 --> 00:03:10.740]  就拿了他的太太做他的太太
[00:03:10.740 --> 00:03:13.300]  解經間就說有可能
[00:03:13.300 --> 00:03:17.700]  因為埃及人比較黑一點
[00:03:17.700 --> 00:03:23.100]  而阿伯勒罕的太太可能是比較白一點
[00:03:23.100 --> 00:03:26.460]  所以看上來基本上他們分不出那個年齡
[00:03:26.460 --> 00:03:29.220]  只是看到也有可能
[00:03:29.220 --> 00:03:34.740]  撒拉是保養得很好的
[00:03:34.740 --> 00:03:37.740]  所以皮膚可能是非常幼嫩
[00:03:37.740 --> 00:03:39.140]  非常滑
[00:03:39.140 --> 00:03:43.980]  看上來六十幾歲的人好像三四十歲
[00:03:43.980 --> 00:03:44.900]  是因為這樣
[00:03:44.900 --> 00:03:47.300]  阿伯勒罕就跟他的太太說
[00:03:47.300 --> 00:03:49.340]  你去到埃及的時候
[00:03:49.340 --> 00:03:52.780]  你記得不要說你是我太太
[00:03:52.780 --> 00:03:56.260]  你要告訴別人你是我的妹妹就行了
[00:03:56.260 --> 00:03:58.500]  其實嚴格來說
[00:03:58.500 --> 00:04:00.980]  阿伯勒罕沒有說謊
[00:04:00.980 --> 00:04:02.540]  的確是
[00:04:02.540 --> 00:04:09.820]  因為呢 撒拉是阿伯勒罕同父異母的
[00:04:09.820 --> 00:04:12.940]  一個這樣的妹妹
[00:04:12.940 --> 00:04:16.940]  所以他稱她為妹妹不是絕對錯的事情
[00:04:16.940 --> 00:04:20.540]  不過他只不過是在隱瞞一個更加重要的關係
[00:04:20.540 --> 00:04:22.100]  這個重要的關係是什麼呢
[00:04:22.100 --> 00:04:24.100]  他實際上又是他的太太
[00:04:24.100 --> 00:04:25.140]  你要記得
[00:04:25.140 --> 00:04:27.900]  他不是現在的香港
[00:04:27.900 --> 00:04:33.020]  這是四千多年前的中東地帶
[00:04:33.020 --> 00:04:37.780]  所以你要記得那個年代跟現在是很不同的
[00:04:37.780 --> 00:04:39.860]  是因為這樣
[00:04:39.860 --> 00:04:41.780]  他說了謊
[00:04:41.780 --> 00:04:43.980]  這是他的妹妹
[00:04:43.980 --> 00:04:45.980]  這是第一次的失敗
[00:04:45.980 --> 00:04:48.620]  而第二次的失敗呢
[00:04:48.620 --> 00:04:52.220]  同樣都是說謊
[00:04:52.220 --> 00:04:55.220]  就是對伊利米勒
[00:04:55.220 --> 00:04:59.300]  對伊利米勒說的謊言完全十足十一樣
[00:04:59.300 --> 00:05:02.060]  那時候年紀就更加大了
[00:05:02.060 --> 00:05:05.420]  又是怕伊利米勒拿他的太太做自己的太太
[00:05:05.420 --> 00:05:07.340]  然後就要殺了他
[00:05:07.340 --> 00:05:10.940]  拿了他的太太來做太太
[00:05:10.940 --> 00:05:12.540]  基拉爾王
[00:05:12.540 --> 00:05:17.340]  也都可能更加相信是菲利士的王
[00:05:17.340 --> 00:05:21.700]  就怕菲利士的王拿了他的太太做妻子
[00:05:21.700 --> 00:05:22.860]  然後要殺他
[00:05:22.860 --> 00:05:26.140]  所以又叫他太太說同樣的謊言
[00:05:26.140 --> 00:05:27.180]  但是我告訴大家
[00:05:27.180 --> 00:05:29.380]  兩個的謊言看起來
[00:05:29.380 --> 00:05:30.660]  我們覺得
[00:05:30.660 --> 00:05:32.340]  哇 神怎樣來對待他呢
[00:05:32.340 --> 00:05:33.540]  你覺得很奇怪的
[00:05:33.540 --> 00:05:38.380]  兩次的謊言本身是百分之百神的恩典
[00:05:38.380 --> 00:05:41.540]  埃及法老被騙了之後
[00:05:41.540 --> 00:05:43.860]  反而把那些東西還沒有拿回
[00:05:43.860 --> 00:05:46.140]  以致阿巴漢反而發達了
[00:05:46.140 --> 00:05:50.540]  這是第一個我們是沒辦法想像得到的
[00:05:50.540 --> 00:05:55.060]  而伊利米勒還是給他禮物
[00:05:55.060 --> 00:05:56.220]  送他走
[00:05:56.220 --> 00:05:59.620]  拜託你以後不要再回來了
[00:05:59.620 --> 00:06:01.140]  就是用這樣的方法
[00:06:01.140 --> 00:06:05.140]  所以兩次的謊言應該是招殺神之禍
[00:06:05.140 --> 00:06:06.580]  一件這樣的事情
[00:06:06.580 --> 00:06:08.420]  而反而阿巴漢
[00:06:08.420 --> 00:06:10.140]  他因為這樣而得益
[00:06:10.140 --> 00:06:14.700]  而他的太太就原封不動送回給他
[00:06:14.700 --> 00:06:17.380]  我回看那時候
[00:06:17.380 --> 00:06:19.180]  解經家都相信
[00:06:19.180 --> 00:06:23.460]  完完全全是神在他身上給他的應許
[00:06:23.460 --> 00:06:27.100]  你和撒拉撒一定有後裔
[00:06:27.100 --> 00:06:30.820]  而這個後裔要成為一個大國
