
[00:00:00.000 --> 00:00:05.320]  各位大兄姊妹,我們又繼續看看《士司記》的參宣
[00:00:05.320 --> 00:00:09.480]  《生命樹書》的網絡跟大家看聖經人、聖經事
[00:00:09.480 --> 00:00:12.080]  看看上帝在背後工作
[00:00:12.080 --> 00:00:15.800]  今次看到一個人叫參宣
[00:00:15.800 --> 00:00:20.200]  參宣在《士司記》裡算是用了很長篇幅
[00:00:20.200 --> 00:00:23.680]  都記載了很多很詳細的事關於參宣的
[00:00:23.680 --> 00:00:25.920]  另一個就是姬甸
[00:00:25.920 --> 00:00:29.000]  姬甸講完了,現在就講參宣
[00:00:29.000 --> 00:00:33.920]  參宣很有趣,你看他這個人是有很多特質的
[00:00:33.920 --> 00:00:37.640]  這些特質很個別,有些好有些不好
[00:00:37.640 --> 00:00:41.680]  不過參宣是他的個性
[00:00:41.680 --> 00:00:46.920]  如果我們用今天的判斷來看,不是很好的
[00:00:46.920 --> 00:00:51.960]  但是神是會用一些個性不好的人
[00:00:51.960 --> 00:00:55.920]  他未必要用一些全部像聖人那樣的人
[00:00:55.920 --> 00:00:59.840]  他用一些個性未必那麼好的人來成就他的心意
[00:00:59.840 --> 00:01:03.640]  所以我們不要看這個人個性不好,未必行
[00:01:03.640 --> 00:01:07.400]  有時神會成就他的心意
[00:01:07.400 --> 00:01:09.680]  看看神的心意是怎樣
[00:01:09.680 --> 00:01:13.480]  今次我想講的是任性的參宣
[00:01:13.480 --> 00:01:17.720]  其實講任性的參宣,最任性的是我
[00:01:17.720 --> 00:01:21.840]  因為我為他改這個名,這個題目
[00:01:21.840 --> 00:01:27.080]  我任性,於是就說他任性,我先任性才看到他任性
[00:01:27.080 --> 00:01:35.200]  任性的參宣,我用這個題目來做今天的題目
[00:01:35.200 --> 00:01:39.840]  很長的,我快點讀完經文再和大家解釋
[00:01:39.840 --> 00:01:45.960]  參宣下到亭南,在那裏看見一個女子
[00:01:45.960 --> 00:01:49.640]  是非利士人的女兒
[00:01:49.640 --> 00:01:53.600]  參宣上來稟告他父母說
[00:01:53.600 --> 00:01:59.040]  我在亭南看見一個女子是非利士人的女兒
[00:01:59.040 --> 00:02:03.720]  願你們給我娶來為妻
[00:02:03.720 --> 00:02:05.440]  他父母說
[00:02:05.440 --> 00:02:07.960]  在你弟兄的女兒中
[00:02:07.960 --> 00:02:12.760]  或本國的民中豈沒有一個女子
[00:02:12.760 --> 00:02:19.680]  何知你去在未受國禮的非利士人中娶妻呢?
[00:02:19.680 --> 00:02:21.240]  參宣對他父母說
[00:02:21.240 --> 00:02:28.280]  願你給我娶那女子,因我喜悅她
[00:02:28.280 --> 00:02:33.680]  他的父母卻不知道這事是出於耶和華
[00:02:33.680 --> 00:02:37.480]  因為耶和華神,這個「他」是指神
[00:02:37.480 --> 00:02:41.360]  找機會攻擊非利士人
[00:02:41.360 --> 00:02:45.760]  那時非利士人是合濟以色列人
[00:02:45.760 --> 00:02:50.120]  神開始看不過眼,要攻擊非利士人
[00:02:50.120 --> 00:02:53.080]  透過參宣這件事
[00:02:53.080 --> 00:02:56.240]  背後神在工作
[00:02:56.240 --> 00:02:58.840]  參宣跟他父母下亭南去
[00:02:58.840 --> 00:03:02.320]  到了亭南的葡萄園
[00:03:02.320 --> 00:03:07.360]  看見一隻笑臟獅子向他哮叫
[00:03:07.360 --> 00:03:10.320]  笑臟獅子向他哮叫
[00:03:10.320 --> 00:03:13.520]  叫而已,不要撲過來
[00:03:13.520 --> 00:03:18.120]  耶和華的靈大大感動參宣
[00:03:18.120 --> 00:03:24.160]  他雖然手無氣械,卻將獅子撕裂
[00:03:24.160 --> 00:03:28.280]  如同撕裂山羊羔一樣
[00:03:28.280 --> 00:03:33.160]  他行這事並沒有告訴父母
[00:03:33.160 --> 00:03:36.520]  參宣下去與女子說話
[00:03:36.520 --> 00:03:40.480]  就喜悅她,過了些日子
[00:03:40.480 --> 00:03:44.320]  再下去要娶那女子
[00:03:44.320 --> 00:03:47.440]  轉向道旁要看死屍
[00:03:47.440 --> 00:03:49.840]  即是他上次殺死的那隻
[00:03:49.840 --> 00:03:56.480]  見有一群蜂子和蜜在死屍之內
[00:03:56.480 --> 00:03:58.840]  就用手取蜜
[00:03:58.840 --> 00:04:03.080]  拿出蜜糖,拿出蜂巢
[00:04:03.080 --> 00:04:07.040]  且吃且走,到了父母那裡
[00:04:07.040 --> 00:04:11.120]  給他父母,他們也吃了
[00:04:11.120 --> 00:04:17.800]  只是沒有告訴這蜜是從死屍之內取來的
[00:04:17.800 --> 00:04:21.640]  看看解釋,今天說什麼呢?
[00:04:21.640 --> 00:04:24.640]  通常有三點
[00:04:24.640 --> 00:04:27.240]  參宣,大家記得
[00:04:27.240 --> 00:04:32.640]  參宣英文,英文成經叫Samson
[00:04:32.640 --> 00:04:38.480]  其實叫Samson
[00:04:38.480 --> 00:04:41.480]  Samson是象太陽
[00:04:41.480 --> 00:04:45.160]  Samson是下到田那
[00:04:45.160 --> 00:04:50.640]  田那是指一部分
[00:04:50.640 --> 00:04:52.440]  今天如果去以色列
[00:04:52.440 --> 00:04:55.720]  是要向南行,離開耶路撒冷
[00:04:55.720 --> 00:04:57.360]  一直向南行
[00:04:57.360 --> 00:05:00.680]  抗野之地叫南地的抗野
[00:05:00.680 --> 00:05:02.000]  很荒蕪的
[00:05:02.000 --> 00:05:07.320]  去到某些地方停車,躺在馬路一會兒也沒有車到
[00:05:07.320 --> 00:05:10.880]  去到一個地方很南下
[00:05:10.880 --> 00:05:14.200]  接近紅海,接近埃及
[00:05:14.200 --> 00:05:18.240]  去到一個地方叫田那
[00:05:18.240 --> 00:05:22.120]  田那今天是有一樣東西
[00:05:22.120 --> 00:05:26.520]  其實整個田那是一個郊野公園
[00:05:26.520 --> 00:05:29.560]  超級大,沒有人走過這個郊野公園
[00:05:29.560 --> 00:05:32.160]  不是香港那些郊野公園走進去的
[00:05:32.160 --> 00:05:37.120]  因為它是大到無論沒有車行到這個公園
[00:05:37.120 --> 00:05:39.120]  是用車行的
[00:05:39.120 --> 00:05:41.480]  有公路的,有路的
[00:05:41.480 --> 00:05:44.800]  行到去這個景我們就下去看看
[00:05:44.800 --> 00:05:47.560]  超超超級大
[00:05:47.560 --> 00:05:49.840]  叫田那亭那
[00:05:49.840 --> 00:05:51.920]  當日是城鎮
[00:05:51.920 --> 00:05:54.600]  去到一個田那這個地方
[00:05:54.600 --> 00:05:57.720]  只不過是一部分
[00:05:57.720 --> 00:06:01.200]  就在那裏看見一個女子
[00:06:01.200 --> 00:06:03.000]  是菲利士的女子
[00:06:03.000 --> 00:06:05.000]  我再解釋一下菲利士
[00:06:05.000 --> 00:06:08.120]  Peliti,Pelishti
[00:06:08.120 --> 00:06:14.360]  Pelishti是菲利士是移居者的意思
[00:06:14.360 --> 00:06:16.800]  這個是希伯來文的字
[00:06:16.800 --> 00:06:20.920]  Pelishti,Pelishti,菲利士
[00:06:20.920 --> 00:06:25.000]  菲利士是一個移居民族
[00:06:25.000 --> 00:06:29.120]  海上移居上來的陸上民族
[00:06:29.120 --> 00:06:35.120]  參孫上來就稟告他父母
[00:06:35.120 --> 00:06:37.320]  稟告這個字
[00:06:37.320 --> 00:06:39.360]  黑色字,紅色字
[00:06:39.360 --> 00:06:41.120]  螢光的字
[00:06:41.120 --> 00:06:44.280]  或者藍色字都是中文聖經的字
[00:06:44.280 --> 00:06:46.480]  不過藍色就表示
[00:06:46.480 --> 00:06:49.200]  我加上藍色括號畫了它
[00:06:49.200 --> 00:06:52.400]  表示中文聖經是有這個字
[00:06:52.400 --> 00:06:57.360]  但其實希伯來原文是沒有的
[00:06:57.360 --> 00:07:00.600]  參孫上來稟告他父母說
[00:07:00.600 --> 00:07:03.280]  為何我說他不是稟告呢?
[00:07:03.280 --> 00:07:06.760]  因為他上來是regard
[00:07:06.760 --> 00:07:08.960]  參孫來到regard
[00:07:08.960 --> 00:07:12.720]  regard是告訴或者聲明
[00:07:12.720 --> 00:07:14.720]  就不是稟告,是告訴你
[00:07:14.720 --> 00:07:16.960]  爸爸媽媽,我想告訴你
[00:07:16.960 --> 00:07:19.480]  我看中了一個女子
[00:07:19.480 --> 00:07:23.560]  就不是稟告娘親,稟告父親大人
[00:07:23.560 --> 00:07:26.560]  有一家女子我看中了
[00:07:26.560 --> 00:07:28.640]  不知道可不可以娶她呢?
[00:07:28.640 --> 00:07:31.160]  不是,他是來告訴你
[00:07:31.160 --> 00:07:33.680]  你見到參孫的個性
[00:07:33.680 --> 00:07:35.240]  他是很強的
[00:07:35.240 --> 00:07:38.600]  他喜歡那樣東西就告訴你我要
[00:07:38.600 --> 00:07:43.240]  我在亭南看見一個女子
[00:07:43.240 --> 00:07:45.200]  其實去到很遠的
[00:07:45.200 --> 00:07:47.480]  是菲利士人的女子
[00:07:47.480 --> 00:07:53.600]  中文聖經「願你們給我娶來為妻」
[00:07:53.600 --> 00:07:54.600]  留意一下
[00:07:54.600 --> 00:07:56.000]  是菲利士人女子
[00:07:56.000 --> 00:08:00.640]  「願你們給我娶來為妻」
[00:08:00.640 --> 00:08:03.280]  但希伯來文原來不是這樣的
[00:08:03.280 --> 00:08:07.600]  「他」不是「願」字
[00:08:07.600 --> 00:08:09.720]  「願」字是希望
[00:08:09.720 --> 00:08:12.440]  希望你跟我娶她來做太太
[00:08:12.440 --> 00:08:14.960]  參孫從來沒有說過
[00:08:14.960 --> 00:08:17.480]  「他」是「現在」
[00:08:17.480 --> 00:08:22.160]  所以翻譯是「現在你們給我娶來為妻」
[00:08:22.160 --> 00:08:23.880]  我看中了一個女子
[00:08:23.880 --> 00:08:25.680]  現在你幫我娶她回來
[00:08:25.680 --> 00:08:29.040]  跟父母這樣說話
[00:08:29.040 --> 00:08:30.600]  現在我看見一個女子
[00:08:30.600 --> 00:08:33.880]  現在「他」不是「願」
[00:08:33.880 --> 00:08:35.160]  是「希望你」
[00:08:35.160 --> 00:08:39.640]  「他」是有少少命令式
[00:08:39.640 --> 00:08:43.840]  「他」「現在你們給我娶來為妻」
[00:08:43.840 --> 00:08:46.400]  這個「娶」字我又畫了
[00:08:46.400 --> 00:08:48.760]  因為「願」和「娶」都沒有這個字
[00:08:48.760 --> 00:08:58.880]  「來」是「拿來」
[00:08:58.880 --> 00:09:00.280]  而且是命令式
[00:09:00.280 --> 00:09:01.560]  拿杯水來
[00:09:01.560 --> 00:09:03.000]  拿對拖鞋來
[00:09:03.000 --> 00:09:04.440]  拿東西來
[00:09:04.440 --> 00:09:05.680]  拿張椅子來
[00:09:05.680 --> 00:09:07.760]  是命令式的
[00:09:07.760 --> 00:09:11.640]  參孫的兒子這樣命令父母
[00:09:11.640 --> 00:09:14.000]  我在亭南看見一個女子
[00:09:14.000 --> 00:09:15.600]  是菲律賓的女子
[00:09:15.600 --> 00:09:27.080]  「現在你們給我娶來為妻」
[00:09:27.080 --> 00:09:30.280]  「現在你們給我娶來為妻」
[00:09:30.280 --> 00:09:33.160]  「娶來」這個字是命令式
[00:09:33.160 --> 00:09:35.120]  「娶來為妻」
[00:09:35.120 --> 00:09:37.560]  這麼霸道
[00:09:37.560 --> 00:09:40.040]  很任性
[00:09:40.040 --> 00:09:43.880]  「他父母說兒子在你弟兄兒女裡」
[00:09:43.880 --> 00:09:46.360]  「或者本國民宗裡有很多女子」
[00:09:46.360 --> 00:09:50.160]  「為何找一個外族人未受國禮的菲律賓人」
[00:09:50.160 --> 00:09:53.320]  「他在統治我們、核制我們」
[00:09:53.320 --> 00:09:55.600]  「攻擊得我們很慘」
[00:09:55.600 --> 00:09:58.160]  「為何你會找一個菲律賓女子」
[00:09:58.160 --> 00:09:59.880]  「我們自己沒有意識你女子嗎?」
[00:09:59.880 --> 00:10:03.040]  「參孫對他父親說」
[00:10:03.040 --> 00:10:12.920]  「願你給我娶那女子因我喜悅他」
[00:10:12.920 --> 00:10:19.360]  「願你給我娶那女子因我喜悅他」
[00:10:19.360 --> 00:10:21.800]  整句話不是這樣的
[00:10:21.800 --> 00:10:24.880]  「願你給我娶那」
[00:10:24.880 --> 00:10:28.280]  這幾個字是藍色畫出來的
[00:10:28.280 --> 00:10:29.160]  是沒有的
[00:10:29.160 --> 00:10:31.200]  希伯來文是沒有的
[00:10:31.200 --> 00:10:35.240]  可能翻譯中文聖經時
[00:10:35.240 --> 00:10:40.600]  把他做得很溫和
[00:10:40.600 --> 00:10:42.840]  很尊敬父母
[00:10:42.840 --> 00:10:44.800]  父母怎可以這樣說
[00:10:44.800 --> 00:10:50.240]  翻譯者、中文學者都不想這樣寫參孫
[00:10:50.240 --> 00:10:55.720]  其實應該直譯「參孫對他父親說」
[00:10:55.720 --> 00:10:58.400]  「拿來給我」
[00:10:58.400 --> 00:11:01.240]  不過「女子」這個字也沒有
[00:11:01.240 --> 00:11:05.240]  是「拿借過來給我」
[00:11:05.240 --> 00:11:07.280]  「拿借過來」沒有「給我」
[00:11:07.280 --> 00:11:08.320]  「拿借過來」
[00:11:08.320 --> 00:11:10.920]  「給我拿這個回來」
[00:11:10.920 --> 00:11:11.640]  「這個是什麼?」
[00:11:11.640 --> 00:11:13.000]  「這個是女子」
[00:11:13.000 --> 00:11:15.000]  所以中文聖經加了
[00:11:15.000 --> 00:11:16.920]  怕我們讀者不明白
[00:11:16.920 --> 00:11:20.280]  「給我拿這個來」
[00:11:20.280 --> 00:11:22.720]  是命令式的語氣
[00:11:22.720 --> 00:11:24.880]  「拿這個來」
[00:11:24.880 --> 00:11:27.840]  「難道我們沒有意識你女子嗎?」
[00:11:27.840 --> 00:11:31.800]  「你們兄弟妹妹的子女不對嗎?」
[00:11:31.800 --> 00:11:35.600]  「給我拿這個來」
[00:11:35.600 --> 00:11:37.560]  是命令
[00:11:37.560 --> 00:11:40.880]  「因我喜悅她」
[00:11:40.880 --> 00:11:43.840]  「喜悅滿意」
[00:11:43.840 --> 00:11:45.600]  「喜悅滿意」
[00:11:45.600 --> 00:11:47.240]  我把它叫做「鍾意」
[00:11:47.240 --> 00:11:48.760]  廣東一點
[00:11:48.760 --> 00:11:50.360]  「因我鍾意她」
[00:11:50.360 --> 00:11:51.640]  「給我拿這個來」
[00:11:51.640 --> 00:11:53.280]  「因為我鍾意」
[00:11:53.280 --> 00:11:55.240]  「給我拿這個來」
[00:11:55.240 --> 00:11:57.920]  「因為我鍾意」任性嗎?
[00:11:57.920 --> 00:12:00.160]  「為什麼你不娶意識你女子?」
[00:12:00.160 --> 00:12:02.920]  「我們意識你不可以娶外族女子」
[00:12:02.920 --> 00:12:05.320]  「你給我娶這個來」
[00:12:05.320 --> 00:12:07.800]  「因為我鍾意」
[00:12:07.800 --> 00:12:09.840]  「鍾意她」是完成式
[00:12:09.840 --> 00:12:12.600]  「鍾意左」如果廣東話
[00:12:12.600 --> 00:12:15.760]  「因為我鍾意左佢」
[00:12:15.760 --> 00:12:17.120]  「所以給我拿這個來」
[00:12:17.120 --> 00:12:18.680]  「因為我鍾意左佢」
[00:12:18.680 --> 00:12:21.080]  「鍾意左個個就拎個個來」
[00:12:21.080 --> 00:12:22.640]  嘩!多惡死
[00:12:22.640 --> 00:12:25.800]  多厲害,很任性
[00:12:25.800 --> 00:12:27.640]  「她的父母卻不知道」
