
[00:00:00.000 --> 00:00:03.000]  今日和大家分享的一個題目
[00:00:03.000 --> 00:00:05.000]  就是
[00:00:05.000 --> 00:00:09.000]  謹慎洩後 活出主所使用的生命
[00:00:09.000 --> 00:00:14.000]  經文是記載在《雅各書》三章一至十二節
[00:00:14.000 --> 00:00:18.000]  經文裏面的記載內容
[00:00:18.000 --> 00:00:20.000]  很簡單
[00:00:20.000 --> 00:00:21.000]  一個訊息
[00:00:21.000 --> 00:00:23.000]  就是講說話
[00:00:23.000 --> 00:00:26.000]  我們每一個人都有一個嘴巴
[00:00:26.000 --> 00:00:27.000]  是不是
[00:00:27.000 --> 00:00:29.000]  我們每一個人都有一個嘴巴
[00:00:29.000 --> 00:00:30.000]  是不是
[00:00:30.000 --> 00:00:31.000]  這個是你的嘴巴
[00:00:31.000 --> 00:00:33.000]  那個是你的嘴巴
[00:00:33.000 --> 00:00:34.000]  這個是我的嘴巴
[00:00:34.000 --> 00:00:37.000]  嘴巴是長在你的頭那裏
[00:00:37.000 --> 00:00:39.000]  所以我們每一個人都講說話
[00:00:39.000 --> 00:00:40.000]  你說呢
[00:00:40.000 --> 00:00:42.000]  每一個人都懂得講說話
[00:00:42.000 --> 00:00:44.000]  是不是一出生就懂得講
[00:00:44.000 --> 00:00:47.000]  好像不是
[00:00:47.000 --> 00:00:50.000]  不是一出生就懂得講
[00:00:50.000 --> 00:00:52.000]  是要學的
[00:00:52.000 --> 00:00:53.000]  學怎樣講
[00:00:53.000 --> 00:00:54.000]  學怎樣講得好
[00:00:54.000 --> 00:00:56.000]  真是不容易
[00:00:56.000 --> 00:00:58.000]  所以要考考大家
[00:00:58.000 --> 00:01:00.000]  無論是小朋友
[00:01:00.000 --> 00:01:01.000]  大朋友
[00:01:01.000 --> 00:01:02.000]  無論你坐在那裏
[00:01:02.000 --> 00:01:04.000]  我都要考考你
[00:01:04.000 --> 00:01:06.000]  接下來我們看到這幅圖
[00:01:06.000 --> 00:01:07.000]  我們會怎樣講
[00:01:07.000 --> 00:01:08.000]  怎樣形容呢
[00:01:08.000 --> 00:01:10.000]  你心裏面講就行
[00:01:10.000 --> 00:01:12.000]  心裏面講
[00:01:12.000 --> 00:01:19.000]  這個我們不看了
[00:01:19.000 --> 00:01:22.000]  因為是小朋友的
[00:01:22.000 --> 00:01:24.000]  他真的要學講說話
[00:01:24.000 --> 00:01:26.000]  這幅圖我們怎樣形容
[00:01:28.000 --> 00:01:30.000]  怎樣形容
[00:01:30.000 --> 00:01:35.000]  有人說很邋遢
[00:01:35.000 --> 00:01:37.000]  舉手
[00:01:37.000 --> 00:01:39.000]  他很邋遢
[00:01:39.000 --> 00:01:41.000]  有啊
[00:01:41.000 --> 00:01:44.000]  很好味的呢
[00:01:44.000 --> 00:01:46.000]  有啊
[00:01:46.000 --> 00:01:48.000]  很好味
[00:01:48.000 --> 00:01:51.000]  他很靚啊
[00:01:51.000 --> 00:01:53.000]  沒有啊
[00:01:53.000 --> 00:01:56.000]  很好味
[00:01:56.000 --> 00:01:58.000]  很開心呢
[00:01:58.000 --> 00:02:00.000]  是啊,很開心
[00:02:00.000 --> 00:02:02.000]  很開心,很好味是大多數
[00:02:02.000 --> 00:02:05.000]  最近我學了一個新的詞彙
[00:02:05.000 --> 00:02:08.000]  就是很盡興
[00:02:08.000 --> 00:02:10.000]  即是開心到透
[00:02:10.000 --> 00:02:13.000]  因為沒有人管他
[00:02:13.000 --> 00:02:15.000]  拉就吃,拉就吃
[00:02:15.000 --> 00:02:16.000]  大啖大啖
[00:02:16.000 --> 00:02:17.000]  是不是盡興啊
[00:02:17.000 --> 00:02:19.000]  是的
[00:02:19.000 --> 00:02:21.000]  同不同意啊
[00:02:21.000 --> 00:02:23.000]  我們的形容就是
[00:02:23.000 --> 00:02:26.000]  很美味,很開心
[00:02:26.000 --> 00:02:28.000]  可能很邋遢
[00:02:28.000 --> 00:02:30.000]  但我覺得他很盡興
[00:02:30.000 --> 00:02:34.000]  說話是這麼多樣式的
[00:02:34.000 --> 00:02:36.000]  來形容
[00:02:36.000 --> 00:02:37.000]  是不是
[00:02:37.000 --> 00:02:39.000]  好,接著我們就
[00:02:39.000 --> 00:02:43.000]  說話測試
[00:02:43.000 --> 00:02:44.000]  這個圖案的意思
[00:02:44.000 --> 00:02:45.000]  大家覺得怎樣
[00:02:45.000 --> 00:02:47.000]  怎樣形容
[00:02:51.000 --> 00:02:53.000]  好笑
[00:02:53.000 --> 00:02:55.000]  開心嗎
[00:02:55.000 --> 00:02:57.000]  開心,是的
[00:02:57.000 --> 00:02:59.000]  你們的反應真好
[00:02:59.000 --> 00:03:01.000]  開心的
[00:03:01.000 --> 00:03:02.000]  我很開心
[00:03:02.000 --> 00:03:04.000]  知道為什麼嗎
[00:03:04.000 --> 00:03:08.000]  因為我們的小朋友和家長一起
[00:03:08.000 --> 00:03:10.000]  敬拜神
[00:03:10.000 --> 00:03:12.000]  我們一起回來
[00:03:12.000 --> 00:03:15.000]  雖然外面有雷暴,下雨
[00:03:15.000 --> 00:03:18.000]  大家都冒著大風大雨回來敬拜神
[00:03:18.000 --> 00:03:20.000]  很開心
[00:03:20.000 --> 00:03:22.000]  很歡喜
[00:03:22.000 --> 00:03:25.000]  接著這個圖呢
[00:03:25.000 --> 00:03:27.000]  是什麼意思
[00:03:27.000 --> 00:03:36.000]  滴汗
[00:03:36.000 --> 00:03:41.000]  我們小朋友沒有什麼意識要表達
[00:03:41.000 --> 00:03:42.000]  因為滴汗
[00:03:42.000 --> 00:03:45.000]  或者很尷尬
[00:03:45.000 --> 00:03:48.000]  或者很擔心
[00:03:48.000 --> 00:03:50.000]  可能是成年人的情緒多
[00:03:50.000 --> 00:03:52.000]  這個表情
[00:03:52.000 --> 00:03:53.000]  應該是成年人用多一點
[00:03:53.000 --> 00:03:55.000]  小朋友不會用
[00:03:55.000 --> 00:03:57.000]  你們有沒有用過滴汗
[00:03:57.000 --> 00:03:59.000]  有的
[00:03:59.000 --> 00:04:04.000]  我也有點擔心
[00:04:04.000 --> 00:04:06.000]  擔心什麼呢
[00:04:06.000 --> 00:04:09.000]  擔心我們的小朋友不耐煩
[00:04:09.000 --> 00:04:13.000]  擔心小朋友來到大堂不習慣
[00:04:13.000 --> 00:04:15.000]  但他們很適應
[00:04:15.000 --> 00:04:17.000]  今天你們很安靜
[00:04:17.000 --> 00:04:19.000]  你知不知道昨晚
[00:04:19.000 --> 00:04:20.000]  周六崇拜秀
[00:04:20.000 --> 00:04:22.000]  這裡很熱鬧
[00:04:22.000 --> 00:04:24.000]  很熱鬧
[00:04:24.000 --> 00:04:28.000]  我們有些家長和導師
[00:04:28.000 --> 00:04:34.000]  將小朋友帶到神的面前
[00:04:34.000 --> 00:04:36.000]  是主耶穌吩咐的
[00:04:36.000 --> 00:04:38.000]  讓小孩子來到我的面前
[00:04:38.000 --> 00:04:41.000]  是耶穌吩咐的
[00:04:41.000 --> 00:04:43.000]  所以當時的門徒就說
[00:04:43.000 --> 00:04:45.000]  小朋友領受祝福
[00:04:45.000 --> 00:04:47.000]  不要騷擾耶穌
[00:04:47.000 --> 00:04:49.000]  其實主耶穌是要他們
[00:04:49.000 --> 00:04:53.000]  將小朋友帶到祂的面前
[00:04:53.000 --> 00:04:54.000]  我們也希望
[00:04:54.000 --> 00:04:55.000]  我們中間的家長
[00:04:55.000 --> 00:04:57.000]  繼續堅持將你們的小朋友
[00:04:57.000 --> 00:04:58.000]  帶到神的面前
[00:04:58.000 --> 00:05:02.000]  還有東西要考你們
[00:05:02.000 --> 00:05:07.000]  這個怎麼形容呢
[00:05:07.000 --> 00:05:09.000]  是嗎
[00:05:09.000 --> 00:05:10.000]  是啊
[00:05:10.000 --> 00:05:12.000]  Good
[00:05:12.000 --> 00:05:13.000]  我們有人說
[00:05:13.000 --> 00:05:15.000]  讚賞他們
[00:05:15.000 --> 00:05:19.000]  你嘗試讚賞你旁邊的弟兄姊妹
[00:05:19.000 --> 00:05:21.000]  你真的很厲害
[00:05:21.000 --> 00:05:24.000]  因為你回來參加崇拜
[00:05:24.000 --> 00:05:25.000]  你很厲害
[00:05:25.000 --> 00:05:27.000]  還有一個小時你坐在這裡
[00:05:27.000 --> 00:05:28.000]  你也堅持到
[00:05:28.000 --> 00:05:33.000]  你很厲害
[00:05:33.000 --> 00:05:34.000]  可以嗎
[00:05:34.000 --> 00:05:35.000]  喜歡嗎
[00:05:35.000 --> 00:05:37.000]  讚賞
[00:05:37.000 --> 00:05:38.000]  鼓勵讚賞
[00:05:38.000 --> 00:05:40.000]  是重要的
[00:05:40.000 --> 00:05:41.000]  對於我們來說
[00:05:41.000 --> 00:05:43.000]  無論是家長
[00:05:43.000 --> 00:05:44.000]  小朋友或弟兄姊妹
[00:05:44.000 --> 00:05:46.000]  彼此的鼓勵是需要的
[00:05:46.000 --> 00:05:49.000]  因為我們跟旁邊的各位很少說話
[00:05:49.000 --> 00:05:53.000]  有時候真的坐得很單獨
[00:05:53.000 --> 00:05:55.000]  今天可能人少一點
[00:05:55.000 --> 00:05:57.000]  未必是單獨的
[00:05:57.000 --> 00:05:58.000]  未必是你們的意願
[00:05:58.000 --> 00:05:59.000]  但是我們說
[00:05:59.000 --> 00:06:01.000]  弟兄姊妹就是需要
[00:06:01.000 --> 00:06:03.000]  來彼此的勉勵
[00:06:03.000 --> 00:06:04.000]  分享
[00:06:04.000 --> 00:06:06.000]  最後一個
[00:06:06.000 --> 00:06:08.000]  看看大家怎麼說
[00:06:08.000 --> 00:06:12.000]  怎麼形容
[00:06:12.000 --> 00:06:16.000]  嘩
[00:06:16.000 --> 00:06:19.000]  他有沒有技術
[00:06:19.000 --> 00:06:22.000]  有沒有技術
[00:06:22.000 --> 00:06:23.000]  對啊
[00:06:23.000 --> 00:06:24.000]  拋窩
[00:06:24.000 --> 00:06:25.000]  很厲害
[00:06:25.000 --> 00:06:27.000]  一看就看到
[00:06:27.000 --> 00:06:29.000]  是拋窩
[00:06:29.000 --> 00:06:31.000]  技術不錯吧
[00:06:31.000 --> 00:06:33.000]  畫這個動畫的人都設計得不錯
[00:06:33.000 --> 00:06:36.000]  不錯吧
[00:06:36.000 --> 00:06:39.000]  有沒有人覺得是不錯的
[00:06:39.000 --> 00:06:40.000]  不錯的
[00:06:40.000 --> 00:06:41.000]  不錯
[00:06:41.000 --> 00:06:43.000]  好
[00:06:43.000 --> 00:06:45.000]  覺得技術好的呢
[00:06:45.000 --> 00:06:46.000]  也有
[00:06:46.000 --> 00:06:49.000]  很多
[00:06:49.000 --> 00:06:50.000]  對
