
[00:00:00.000 --> 00:00:02.000]  我們怎樣去看婚約
[00:00:02.000 --> 00:00:06.000]  我們怎樣去看我們在夫妻之間
[00:00:06.000 --> 00:00:08.000]  家庭裏面應該有的性關係
[00:00:08.000 --> 00:00:15.000]  在上世紀90年代美國有個總統叫克林頓
[00:00:15.000 --> 00:00:20.000]  克林頓治國都好叻
[00:00:20.000 --> 00:00:22.000]  但他一樣更出名
[00:00:22.000 --> 00:00:28.000]  他出名同萊溫斯基有性醜聞
[00:00:29.000 --> 00:00:31.000]  所以在那段時間
[00:00:31.000 --> 00:00:34.000]  有一間美國大學的領導學
[00:00:34.000 --> 00:00:38.000]  老師就問一個問題
[00:00:38.000 --> 00:00:41.000]  各位同學如果在十屆裏面
[00:00:41.000 --> 00:00:47.000]  可以除其中一個不要
[00:00:47.000 --> 00:00:49.000]  你最想不要哪一屆
[00:00:49.000 --> 00:00:51.000]  就是這一屆
[00:00:51.000 --> 00:00:55.000]  若果可以刪除十屆裏面其中一屆就是第七屆
[00:00:55.000 --> 00:00:56.000]  不可兼任
[00:00:57.000 --> 00:01:00.000]  因為今日的世代的確在這個問題上很艱難
[00:01:00.000 --> 00:01:05.000]  在那個處境裏面很難去實踐
[00:01:05.000 --> 00:01:09.000]  又或者今日我們的世代的文化
[00:01:09.000 --> 00:01:11.000]  給我們有很多的挑戰
[00:01:11.000 --> 00:01:14.000]  我們很難在一個這樣的處境裏面
[00:01:14.000 --> 00:01:16.000]  我們可以實踐到這個界面
[00:01:16.000 --> 00:01:18.000]  但記得
[00:01:18.000 --> 00:01:21.000]  波西去領受這個界面
[00:01:21.000 --> 00:01:25.000]  幫一些子民百姓以色列的子民百姓他們要盡力加難
[00:01:25.000 --> 00:01:28.000]  其實是一個異文化裏面
[00:01:28.000 --> 00:01:31.000]  神在這個界面裏面就很清楚
[00:01:31.000 --> 00:01:33.000]  要告訴神的子民百姓知
[00:01:33.000 --> 00:01:35.000]  你要守這個界面
[00:01:35.000 --> 00:01:41.000]  在這個界面裏面還有些演繹
[00:01:41.000 --> 00:01:45.000]  去到生命記在這一段第二十二章
[00:01:45.000 --> 00:01:50.000]  講到有關是貞潔的條例
[00:01:50.000 --> 00:01:52.000]  二十二章聽我讀
[00:01:52.000 --> 00:01:55.000]  如果你有聖經或者你很快就掃到
[00:01:55.000 --> 00:02:00.000]  你在那個電話裏面的聖經的經節
[00:02:00.000 --> 00:02:01.000]  你就可以看了
[00:02:01.000 --> 00:02:02.000]  二十二
[00:02:02.000 --> 00:02:03.000]  二十二節
[00:02:03.000 --> 00:02:04.000]  二十二章
[00:02:04.000 --> 00:02:05.000]  二十二節
[00:02:05.000 --> 00:02:09.000]  他說若遇見有丈夫的婦人行淫
[00:02:09.000 --> 00:02:11.000]  有丈夫的婦人
[00:02:11.000 --> 00:02:14.000]  就要將姦夫淫婦一併致死
[00:02:14.000 --> 00:02:18.000]  這樣就可以將那個惡將以色列除掉
[00:02:18.000 --> 00:02:21.000]  若有處女已經許配丈夫
[00:02:21.000 --> 00:02:24.000]  有人在城遇見她
[00:02:24.000 --> 00:02:27.000]  在城遇見她與她行淫
[00:02:27.000 --> 00:02:29.000]  她未嫁的
[00:02:29.000 --> 00:02:31.000]  但是許配了給丈夫
[00:02:31.000 --> 00:02:34.000]  你們就把這二人帶到本城門
[00:02:34.000 --> 00:02:36.000]  用石頭打死
[00:02:36.000 --> 00:02:41.000]  女子因為衰在城裏卻沒有喊叫
[00:02:41.000 --> 00:02:46.000]  在城裏面被男子性侵犯
[00:02:46.000 --> 00:02:48.000]  她沒有喊叫
[00:02:48.000 --> 00:02:51.000]  男子因為沾辱別人的差者樣
[00:02:51.000 --> 00:02:55.000]  就要把冷惡從你們中間除掉
[00:02:55.000 --> 00:02:57.000]  第二十五節
[00:02:57.000 --> 00:03:02.000]  他說若有男子在田野遇見已經許配人的女子
[00:03:02.000 --> 00:03:04.000]  強予她行淫
[00:03:04.000 --> 00:03:06.000]  只要將男子致死
[00:03:06.000 --> 00:03:09.000]  你不要扮女子
[00:03:09.000 --> 00:03:12.000]  她本沒有該死的罪
[00:03:13.000 --> 00:03:18.000]  她沒有該死的罪
[00:03:18.000 --> 00:03:20.000]  只要將男子致死
[00:03:20.000 --> 00:03:21.000]  不可扮女子
[00:03:21.000 --> 00:03:26.000]  因為這是以這類婦起來攻擊淪死
[00:03:26.000 --> 00:03:28.000]  將她殺了一樣
[00:03:28.000 --> 00:03:33.000]  因為男子在田野遇見已經許配人的女子
[00:03:33.000 --> 00:03:36.000]  在田野因為在荒郊野嶺裏面
[00:03:36.000 --> 00:03:39.000]  在這樣的情況裏
[00:03:39.000 --> 00:03:42.000]  女子喊叫沒有人救她
[00:03:43.000 --> 00:03:44.000]  就不用死了
[00:03:44.000 --> 00:03:47.000]  但在城裏面被人侵犯你還要喊
[00:03:47.000 --> 00:03:51.000]  所以在演繹裏面
[00:03:51.000 --> 00:03:54.000]  我們可以看到有不同的處境
[00:03:54.000 --> 00:03:56.000]  女子和所有男子
[00:03:56.000 --> 00:03:59.000]  有些處境裏面行淫的時候
[00:03:59.000 --> 00:04:00.000]  全部都有罪
[00:04:00.000 --> 00:04:09.000]  男子只要和已經有夫之婦行淫才有罪
[00:04:09.000 --> 00:04:12.000]  又或者在城裏面男女都有罪
[00:04:12.000 --> 00:04:15.000]  在田野女子沒有罪
[00:04:15.000 --> 00:04:17.000]  很特別的條例
[00:04:17.000 --> 00:04:19.000]  所以弟兄姊妹
[00:04:19.000 --> 00:04:21.000]  現在要說弟兄姊妹
[00:04:21.000 --> 00:04:24.000]  不論是男還是女
[00:04:24.000 --> 00:04:26.000]  在地鐵被人侵犯
[00:04:26.000 --> 00:04:29.000]  最重要是say no 喊
[00:04:29.000 --> 00:04:31.000]  公眾場合一定要喊
[00:04:31.000 --> 00:04:36.000]  不要讓姑息是這些性侵犯的人
[00:04:36.000 --> 00:04:42.000]  但這個道理在這個處境裏面
[00:04:42.000 --> 00:04:44.000]  如果我們不喊就變成共犯
[00:04:44.000 --> 00:04:46.000]  不可姦淫
[00:04:46.000 --> 00:04:48.000]  在今日的世代裏面
[00:04:48.000 --> 00:04:51.000]  摩西的十戒還適不適用呢
[00:04:51.000 --> 00:04:54.000]  三千多年了
[00:04:54.000 --> 00:04:58.000]  主耶穌的要求還高一些
[00:04:58.000 --> 00:05:02.000]  你們聽見有話說不可姦淫
[00:05:02.000 --> 00:05:05.000]  在登山裏主耶穌對一班門徒說
[00:05:05.000 --> 00:05:07.000]  我告訴你
[00:05:07.000 --> 00:05:10.000]  只是看見婦女動淫念
[00:05:10.000 --> 00:05:15.000]  這人心裏已經與她犯姦淫了
[00:05:15.000 --> 00:05:22.000]  一個更高的層面是要求男士
[00:05:22.000 --> 00:05:25.000]  我們在這個問題上
[00:05:25.000 --> 00:05:27.000]  主耶穌給我們特別
[00:05:27.000 --> 00:05:31.000]  一班屬乎的他的門徒跟隨者
[00:05:31.000 --> 00:05:33.000]  給我們一個更高的要求
[00:05:33.000 --> 00:05:35.000]  在這個要求背後
[00:05:35.000 --> 00:05:40.000]  主耶穌藉著摩西的律法
[00:05:40.000 --> 00:05:43.000]  再對我們在生活裏面
[00:05:43.000 --> 00:05:46.000]  有一個更強調的需要
[00:05:46.000 --> 00:05:49.000]  原來我們在生活裏面
[00:05:49.000 --> 00:05:51.000]  在婚姻生活裏面
[00:05:51.000 --> 00:05:53.000]  我們需要有一份
[00:05:53.000 --> 00:05:58.000]  與神人立約的性結和忠信
[00:05:58.000 --> 00:06:00.000]  原來我們要給上帝
[00:06:00.000 --> 00:06:03.000]  他的性情他的位格是表達
[00:06:03.000 --> 00:06:06.000]  他的性結是一個忌邪的神
[00:06:06.000 --> 00:06:15.000]  他的性結常用淫邪去表達相反
[00:06:15.000 --> 00:06:18.000]  因為這位神是一個忌邪的神
[00:06:18.000 --> 00:06:22.000]  當子民百姓敬拜別的偶像的時候
[00:06:22.000 --> 00:06:24.000]  就好像犯姦淫
[00:06:24.000 --> 00:06:26.000]  所以何西雅才知道
[00:06:26.000 --> 00:06:31.000]  看到子民百姓敬拜別的偶像的時候
[00:06:31.000 --> 00:06:34.000]  神就吩咐何西雅
[00:06:34.000 --> 00:06:38.000]  你看看子民百姓敬拜別的偶像
[00:06:38.000 --> 00:06:40.000]  怎樣跟他們說
[00:06:40.000 --> 00:06:42.000]  你明白我的感受嗎
[00:06:42.000 --> 00:06:44.000]  就叫何西雅
[00:06:44.000 --> 00:06:45.000]  怎樣
[00:06:45.000 --> 00:06:49.000]  你去娶一個淫婦為妻
[00:06:49.000 --> 00:06:51.000]  又或者你娶一個
[00:06:51.000 --> 00:06:57.000]  與很多不同的男人有性關係的女子為妻
[00:06:57.000 --> 00:07:00.000]  以表達神對他的子民
[00:07:00.000 --> 00:07:04.000]  拜偶像的感受
[00:07:04.000 --> 00:07:07.000]  神的忠信常常告訴我們
[00:07:07.000 --> 00:07:09.000]  當我們失信的時候
[00:07:09.000 --> 00:07:11.000]  當人不可信的時候
[00:07:11.000 --> 00:07:13.000]  他不會背負自己
[00:07:13.000 --> 00:07:14.000]  神的忠信
[00:07:14.000 --> 00:07:15.000]  他的可靠
[00:07:15.000 --> 00:07:18.000]  是我們每一個熟悉他的人
[00:07:18.000 --> 00:07:21.000]  可以依靠,可以跟隨
[00:07:21.000 --> 00:07:23.000]  因為神不背負自己
[00:07:23.000 --> 00:07:25.000]  他與人立約
[00:07:25.000 --> 00:07:28.000]  要我們去持守
[00:07:28.000 --> 00:07:29.000]  當然
[00:07:29.000 --> 00:07:30.000]  他這個忠信
[00:07:30.000 --> 00:07:34.000]  他不會背負我們與他所立的約
[00:07:34.000 --> 00:07:37.000]  神人的關係延展到
[00:07:37.000 --> 00:07:39.000]  我們記得第六屆開始
[00:07:39.000 --> 00:07:42.000]  就是講人際之間的關係的時候
[00:07:42.000 --> 00:07:43.000]  在這裡
[00:07:43.000 --> 00:07:47.000]  人際關係從兩性出發
[00:07:47.000 --> 00:07:50.000]  那個親密關係
[00:07:50.000 --> 00:07:52.000]  就去表達
[00:07:52.000 --> 00:07:54.000]  原來我們人與人之間
[00:07:54.000 --> 00:07:56.000]  最親密的關係
[00:07:56.000 --> 00:07:58.000]  無論是感情,無論是性
[00:07:58.000 --> 00:08:02.000]  應該是在家庭夫妻關係裡面
[00:08:02.000 --> 00:08:03.000]  才可以有
[00:08:03.000 --> 00:08:05.000]  所以不可奸人一個向道
[00:08:05.000 --> 00:08:09.000]  是指向屬乎神的子民百姓
[00:08:09.000 --> 00:08:11.000]  他們要入迦南地了
[00:08:11.000 --> 00:08:13.000]  一個較為隨意
[00:08:13.000 --> 00:08:15.000]  一個較為寬鬆的多元文化
[00:08:15.000 --> 00:08:17.000]  宗教環境的底下
[00:08:17.000 --> 00:08:19.000]  神就叫他的子民百姓
[00:08:19.000 --> 00:08:24.000]  你們不要奸淫
[00:08:24.000 --> 00:08:26.000]  接著主耶穌在這裡
[00:08:26.000 --> 00:08:28.000]  很清楚地告訴他們
[00:08:28.000 --> 00:08:30.000]  一個更高的要求
[00:08:30.000 --> 00:08:34.000]  要求我們看見婦女就動淫念的
[00:08:34.000 --> 00:08:38.000]  這個人心裡面已經與他犯奸淫
[00:08:38.000 --> 00:08:40.000]  這個都很實在
[00:08:40.000 --> 00:08:41.000]  是我們弟兄
[00:08:41.000 --> 00:08:42.000]  我們男人
[00:08:42.000 --> 00:08:45.000]  一個很重要的挑戰
[00:08:45.000 --> 00:08:48.000]  男女真的很大不同
[00:08:48.000 --> 00:08:50.000]  有什麼不同?
[00:08:50.000 --> 00:08:52.000]  如果在這邊街
[00:08:52.000 --> 00:08:54.000]  你看見對面街
[00:08:54.000 --> 00:08:57.000]  有個美女穿一件紅色衣服
[00:08:57.000 --> 00:09:00.000]  花枝皂剪
[00:09:00.000 --> 00:09:02.000]  一條短裙
[00:09:02.000 --> 00:09:04.000]  你在這邊街等巴士
[00:09:04.000 --> 00:09:06.000]  你在對面就看見她
[00:09:06.000 --> 00:09:15.000]  因為她吸引你眼球的注意力
[00:09:15.000 --> 00:09:17.000]  弟兄,你是不是這樣?
