
[00:00:00.000 --> 00:00:09.000]  上禮拜日,我們從《馬可福音》看到主耶穌考問門徒有關祂的身份後
[00:00:09.000 --> 00:00:19.000]  主耶穌說要祂去耶路撒冷受死和復活的事情預早告訴門徒
[00:00:19.000 --> 00:00:21.000]  讓他們做好心理準備
[00:00:21.000 --> 00:00:26.000]  今天是壽蘭節,我們暫時不看《馬可福音》
[00:00:26.000 --> 00:00:32.000]  我們從《路加福音》再一次思想主耶穌的死
[00:00:32.000 --> 00:00:36.000]  因為《路加福音》的記載比較詳細
[00:00:36.000 --> 00:00:41.000]  過兩天梁牧師會和我們思想主耶穌的復活
[00:00:41.000 --> 00:00:48.000]  從今天的經文我們看到主耶穌被釘十字架的過程
[00:00:48.000 --> 00:00:55.000]  他被釘十字架的時候有兩個囚犯和他一起釘
[00:00:55.000 --> 00:01:01.000]  路加醫生也記載了他們的一些對話
[00:01:01.000 --> 00:01:05.000]  所以在二千多年前的竹樓崗上
[00:01:05.000 --> 00:01:08.000]  不是只有耶穌基督的十字架
[00:01:08.000 --> 00:01:12.000]  而是有三個十字架樹立在那裡
[00:01:12.000 --> 00:01:16.000]  今天的主題就是三個十字架
[00:01:16.000 --> 00:01:21.000]  先讓我們思想一下耶穌為什麼要死
[00:01:21.000 --> 00:01:25.000]  然後我們會思想那三個十字架的意義
[00:01:25.000 --> 00:01:32.000]  簡單來說,主耶穌要死的原因就是由於人犯了罪
[00:01:32.000 --> 00:01:37.000]  有很多人覺得自己沒有罪,沒有犯過法
[00:01:37.000 --> 00:01:43.000]  但是聖經當中所說的罪是背叛上帝
[00:01:43.000 --> 00:01:49.000]  不順從上帝,而要自己當家作主
[00:01:49.000 --> 00:01:52.000]  最近有人問我一個問題
[00:01:52.000 --> 00:01:59.000]  是有關《創世紀》裡面記載到人類要建做巴別塔的事
[00:01:59.000 --> 00:02:03.000]  他問:建巴別塔不好嗎?
[00:02:03.000 --> 00:02:06.000]  人的力量大不好嗎?
[00:02:06.000 --> 00:02:10.000]  為什麼神要變亂人的口音呢?
[00:02:10.000 --> 00:02:17.000]  我相信建巴別塔在當時來說肯定是不好的
[00:02:17.000 --> 00:02:27.000]  原因就是他們的目的不好
[00:02:27.000 --> 00:02:34.000]  他們建巴別塔的目的就是要高入雲霄
[00:02:34.000 --> 00:02:39.000]  好來顯揚我們自己的名
[00:02:39.000 --> 00:02:48.000]  雲霄或者是天上面對古代人來說是神住的地方
[00:02:48.000 --> 00:02:55.000]  當人要建一座通天的塔去傳揚人的名的時候
[00:02:55.000 --> 00:03:01.000]  就是要將人抬高到神的地位
[00:03:01.000 --> 00:03:04.000]  人的力量大本來是沒有所謂的
[00:03:04.000 --> 00:03:13.000]  因為人的力量無論有多大仍然是不可能超過神的
[00:03:13.000 --> 00:03:17.000]  但是當人的力量集合起來的時候
[00:03:17.000 --> 00:03:23.000]  就很可能造成對其他民族的災禍
[00:03:23.000 --> 00:03:28.000]  現在我們看到伊斯蘭的極端組織力量大了
[00:03:28.000 --> 00:03:31.000]  他們就殺了很多無辜的人
[00:03:31.000 --> 00:03:36.000]  朝鮮的力量大了又時時威脅南韓
[00:03:36.000 --> 00:03:41.000]  事實上在創世紀裡面最有名最多人熟悉的故事
[00:03:41.000 --> 00:03:46.000]  可能是亞當和夏娃吃了禁果的事
[00:03:46.000 --> 00:03:48.000]  很多人都不明白
[00:03:48.000 --> 00:03:52.000]  為什麼吃了禁果就是犯了嚴重的罪
[00:03:52.000 --> 00:03:56.000]  要被上帝罰得這麼重呢?
[00:03:56.000 --> 00:04:02.000]  那件事其實不只是吃了一個水果這麼簡單
[00:04:02.000 --> 00:04:07.000]  而是有很重要的象徵性的意義
[00:04:07.000 --> 00:04:12.000]  上帝知道什麼是善什麼是惡
[00:04:12.000 --> 00:04:16.000]  上帝為了人的好處
[00:04:16.000 --> 00:04:23.000]  要人類信服上帝對有關善惡的抉擇標準
[00:04:23.000 --> 00:04:27.000]  但是亞當和夏娃反抗上帝
[00:04:27.000 --> 00:04:30.000]  這個就是基督教所說的原罪
[00:04:30.000 --> 00:04:35.000]  人有了原罪就缺乏了對上主的敬畏
[00:04:35.000 --> 00:04:39.000]  而衍生出很多其他不同的罪
[00:04:39.000 --> 00:04:45.000]  事實上人自己要判斷什麼是善什麼是惡的時候
[00:04:45.000 --> 00:04:49.000]  往往會令人啼笑皆非
[00:04:49.000 --> 00:04:57.000]  過去五十年來西方社會最崇尚又嚴重影響信徒的
[00:04:57.000 --> 00:05:00.000]  可以說是同性戀運動
[00:05:00.000 --> 00:05:03.000]  最近的新潮流就是說
[00:05:03.000 --> 00:05:08.000]  人可以自己決定自己是男是女
[00:05:08.000 --> 00:05:11.000]  性別不是由生理決定的
[00:05:11.000 --> 00:05:14.000]  而是人可以自主決定
[00:05:14.000 --> 00:05:17.000]  所以男性可以說我是女性
[00:05:17.000 --> 00:05:21.000]  女性可以說我的性別是不確定
[00:05:21.000 --> 00:05:25.000]  在去年4月2號
[00:05:25.000 --> 00:05:32.000]  澳洲的最高法院判決在生死和婚姻註冊的證明上
[00:05:32.000 --> 00:05:37.000]  性別的一欄是可以不確定
[00:05:37.000 --> 00:05:39.000]  non specific
[00:05:39.000 --> 00:05:45.000]  所以耶穌要死的最主要原因
[00:05:45.000 --> 00:05:49.000]  就是要把人從罪裡面救贖出來
[00:05:49.000 --> 00:05:52.000]  從福音書的記載
[00:05:52.000 --> 00:05:55.000]  我們知道耶穌雖然是被判死刑
[00:05:55.000 --> 00:06:00.000]  但卻不是由於他自己犯了什麼該死的罪
[00:06:00.000 --> 00:06:02.000]  因為福音書的記載
[00:06:02.000 --> 00:06:06.000]  耶穌曾經接受猶太宗教領袖的審問
[00:06:06.000 --> 00:06:10.000]  也接受過兩位羅馬官員的審問
[00:06:10.000 --> 00:06:15.000]  那位最後判耶穌死的羅馬總督比拉多
[00:06:15.000 --> 00:06:18.000]  也曾經宣佈了幾次
[00:06:18.000 --> 00:06:23.000]  他找不到耶穌犯了什麼該死的罪
[00:06:23.000 --> 00:06:28.000]  這當然是從羅馬法律的觀點來說
[00:06:28.000 --> 00:06:33.000]  但猶太的領袖認為他犯了宗教條例
[00:06:33.000 --> 00:06:40.000]  我相信他是根據利未記二十四章
[00:06:40.000 --> 00:06:52.000]  利未記二十四章十六節說
[00:06:52.000 --> 00:06:55.000]  凡褻瀆上主的人必須處死
[00:06:55.000 --> 00:07:00.000]  而耶穌是宣稱自己是上帝的兒子
[00:07:00.000 --> 00:07:04.000]  他們認為耶穌是一個人
[00:07:04.000 --> 00:07:07.000]  而當一個人說這樣的話
[00:07:07.000 --> 00:07:10.000]  就是把自己看成和上帝一樣
[00:07:10.000 --> 00:07:12.000]  這就是褻瀆上主
[00:07:12.000 --> 00:07:15.000]  故此一定要處死他
[00:07:15.000 --> 00:07:19.000]  只不過由於他們受了羅馬人的統治
[00:07:19.000 --> 00:07:23.000]  他們不能夠處死任何人
[00:07:23.000 --> 00:07:27.000]  才將耶穌押戒到羅馬總督那裡
[00:07:27.000 --> 00:07:31.000]  並要求總督比拉多去處死耶穌
[00:07:31.000 --> 00:07:34.000]  根據《馬太福音》的記載
[00:07:34.000 --> 00:07:39.000]  比拉多是在無可奈何的情況下處死耶穌
[00:07:39.000 --> 00:07:43.000]  他宣判之後還叫人拿一盆水給他洗手
[00:07:43.000 --> 00:07:47.000]  洗手這個動作是表示處死耶穌
[00:07:47.000 --> 00:07:52.000]  一個無罪的人是跟他無關的
[00:07:52.000 --> 00:07:56.000]  而在《馬太福音》二十七章二十五節
[00:07:56.000 --> 00:07:58.000]  宗教領袖說
[00:07:58.000 --> 00:08:04.000]  他的血債由我們和我們的子孫承擔
[00:08:04.000 --> 00:08:09.000]  這是當時的宗教領袖說的話
[00:08:09.000 --> 00:08:12.000]  在歷史上猶太人受了很多苦
[00:08:12.000 --> 00:08:15.000]  包括在主後七十年
[00:08:15.000 --> 00:08:20.000]  耶路撒冷被羅馬的提多將軍攻陷
[00:08:20.000 --> 00:08:23.000]  很多猶太人當時死得很慘
[00:08:23.000 --> 00:08:26.000]  第二聖殿就是耶穌生存的時代
[00:08:26.000 --> 00:08:30.000]  聖殿又被火再次燒了
[00:08:30.000 --> 00:08:34.000]  近期來說在第二次世界大戰的時候
[00:08:34.000 --> 00:08:37.000]  死了六百萬的猶太人
[00:08:37.000 --> 00:08:42.000]  有時我們不明白為什麼上帝的選民會這麼慘
[00:08:42.000 --> 00:08:47.000]  我相信可能跟謀殺耶穌的宗教領袖說
[00:08:47.000 --> 00:08:52.000]  他的血債由我們和我們的子孫承擔
[00:08:52.000 --> 00:08:56.000]  這句話有些關係
[00:08:56.000 --> 00:09:00.000]  明白了主耶穌的死是為了人類的罪
[00:09:00.000 --> 00:09:05.000]  也讓我們思想一下十字架是一個什麼地方呢
[00:09:05.000 --> 00:09:09.000]  十字架是一個什麼地方呢
[00:09:09.000 --> 00:09:15.000]  第一十字架是一個不肯接受保護的地方
[00:09:15.000 --> 00:09:18.000]  猶太人要去抓主耶穌的時候
[00:09:18.000 --> 00:09:24.000]  帶著一批人拿著刀棒、棍、刀棍
[00:09:24.000 --> 00:09:28.000]  去到耶穌禱告的赫西瑪利園
[00:09:28.000 --> 00:09:31.000]  當時彼得其實是很想保護耶穌
[00:09:31.000 --> 00:09:37.000]  他一拿起刀就斬了大祭司一個僕人的耳朵
[00:09:37.000 --> 00:09:41.000]  主耶穌不但沒有表揚他這麼忠心
[00:09:41.000 --> 00:09:43.000]  反而喝斥他說
[00:09:43.000 --> 00:09:50.000]  收刀入少華,我父所給我的貝,我豈可不喝呢?
[00:09:50.000 --> 00:09:55.000]  而面對十字架的時候
[00:09:55.000 --> 00:10:00.000]  主耶穌是拒絕從人而來的保護
[00:10:00.000 --> 00:10:07.000]  另一方面十字架是一個不肯為自己申辯的地方
[00:10:07.000 --> 00:10:10.000]  當耶穌基督被掛在十字架上的時候
[00:10:10.000 --> 00:10:13.000]  祂沒有為自己說過一句話
[00:10:13.000 --> 00:10:15.000]  耶穌在世上的時候
[00:10:15.000 --> 00:10:22.000]  祂說了很多操奏其他人教導安慰門徒的說話
[00:10:22.000 --> 00:10:24.000]  但是在十字架上的時候
[00:10:24.000 --> 00:10:28.000]  祂沒有為自己說過一句話
[00:10:28.000 --> 00:10:30.000]  有些人可能不同意
[00:10:30.000 --> 00:10:33.000]  因為記得耶穌明明說過
[00:10:33.000 --> 00:10:36.000]  我的神我的神為什麼離棄我
[00:10:36.000 --> 00:10:41.000]  但是我認為當耶穌說那句話的時候
[00:10:41.000 --> 00:10:48.000]  祂很可能是對那些熟悉舊約的聖經的門徒來說
[00:10:48.000 --> 00:10:51.000]  目的是要安慰他們的門徒
[00:10:51.000 --> 00:10:57.000]  讓他們明白主耶穌的死是為了拯救世人
[00:10:57.000 --> 00:11:02.000]  為什麼那句話會是安慰門徒呢?
[00:11:02.000 --> 00:11:06.000]  因為我的神我的神為什麼離棄我
[00:11:06.000 --> 00:11:10.000]  是出自詩篇第二十二篇第一節
[00:11:10.000 --> 00:11:16.000]  但是詩篇二十二篇結束的時候是說什麼呢?
[00:11:16.000 --> 00:11:19.000]  在詩篇二十二篇三十到三十一節
[00:11:19.000 --> 00:11:22.000]  他說:世世代代的人要侍奉我
[00:11:22.000 --> 00:11:26.000]  人人要向後代述說上主的事
[00:11:26.000 --> 00:11:29.000]  未出生的人將要聽人說
[00:11:29.000 --> 00:11:33.000]  上主拯救了他的子民
[00:11:33.000 --> 00:11:39.000]  耶穌在十字架上沒有那麼多戲去背整篇詩篇
[00:11:39.000 --> 00:11:41.000]  只是背了第一節
[00:11:41.000 --> 00:11:43.000]  然後讓門徒看一看
[00:11:43.000 --> 00:11:48.000]  其實在這一篇詩篇裡面所提到很多的事
[00:11:48.000 --> 00:11:51.000]  都發生在耶穌身上
[00:11:51.000 --> 00:11:55.000]  比如說在第七節到第八節
[00:11:55.000 --> 00:11:59.000]  看見我的人都譏笑我
[00:11:59.000 --> 00:12:02.000]  對我搖頭吐舌說
[00:12:02.000 --> 00:12:06.000]  你依靠上主他為什麼不來救你
[00:12:06.000 --> 00:12:11.000]  上主若喜歡你為什麼不來幫助你
[00:12:11.000 --> 00:12:15.000]  在詩篇第二十二篇第十八節也這麼說
[00:12:15.000 --> 00:12:21.000]  他們分了我的外衣又為我的內衣抽籤
[00:12:21.000 --> 00:12:25.000]  在今天我們讀過的經文當中
[00:12:25.000 --> 00:12:29.000]  我們看到耶穌的確是被人嘲笑
[00:12:29.000 --> 00:12:34.000]  還有他們抽籤分了耶穌的衣服
[00:12:34.000 --> 00:12:39.000]  不過很多人不像猶太人那麼熟悉詩篇
[00:12:39.000 --> 00:12:44.000]  誤解了以為上帝真的離開了耶穌
[00:12:44.000 --> 00:12:48.000]  但是如果我們賞心一層
[00:12:48.000 --> 00:12:52.000]  我們相信上帝是三位一體
[00:12:52.000 --> 00:12:58.000]  上帝是很難離開耶穌去躲藏的
[00:12:58.000 --> 00:13:01.000]  上帝又無所不在
[00:13:01.000 --> 00:13:07.000]  上帝要躲藏你說祂可以躲藏到哪裡呢?
[00:13:07.000 --> 00:13:09.000]  第三方面
[00:13:09.000 --> 00:13:13.000]  十字架也是一個沒有愛的地方
[00:13:13.000 --> 00:13:16.000]  猶太人拒絕耶穌
[00:13:16.000 --> 00:13:19.000]  猶太人不愛耶穌要祂死
[00:13:19.000 --> 00:13:22.000]  不讓祂存活在世界上
[00:13:22.000 --> 00:13:26.000]  羅馬的總督也願意充當劊子手
[00:13:26.000 --> 00:13:32.000]  所以十字架代表全人類都拒絕耶穌
[00:13:32.000 --> 00:13:36.000]  他的門徒和親人即使他們愛耶穌
[00:13:36.000 --> 00:13:41.000]  都只能夠在十字架附近看
[00:13:41.000 --> 00:13:51.000]  大部分的師徒都走了,躲藏了
[00:13:51.000 --> 00:13:53.000]  第四方面
[00:13:53.000 --> 00:13:57.000]  十字架是一個不肯接受同情的地方
[00:13:57.000 --> 00:14:03.000]  當耶穌揹著十字架從耶路撒冷走向各國祂竹樓崗的時候
[00:14:03.000 --> 00:14:11.000]  經文27節說,有些婦女為他悲傷哭
[00:14:11.000 --> 00:14:14.000]  但是耶穌沒有接受他們的同情
[00:14:14.000 --> 00:14:17.000]  反而對他們說
[00:14:17.000 --> 00:14:21.000]  耶路撒冷的女子們,別為我哭
[00:14:21.000 --> 00:14:25.000]  要為你們自己和你們的女兒哭
