
[00:00:00.000 --> 00:00:01.280]  各位師妹早晨
[00:00:01.280 --> 00:00:02.980]  很高興能夠在崇拜的時間
[00:00:02.980 --> 00:00:05.680]  再次和大家一起分享神的話
[00:00:05.680 --> 00:00:07.880]  讓我們在聆聽主道儀先
[00:00:07.880 --> 00:00:09.580]  讓我們一起低頭禱告
[00:00:09.580 --> 00:00:11.380]  仰望我們主我們的神
[00:00:11.380 --> 00:00:14.300]  這次節目很高興能夠在做崇拜的時間
[00:00:14.300 --> 00:00:17.780]  跟大家一起來到分享神的話語
[00:00:17.780 --> 00:00:19.780]  讓我們一起低頭禱告
[00:00:19.780 --> 00:00:23.180]  預備我們新的新年來到聆聽
[00:00:23.180 --> 00:00:24.380]  親愛的天父 多謝祢
[00:00:24.380 --> 00:00:26.280]  讓我們能夠再次回來
[00:00:26.280 --> 00:00:28.780]  在祢寶貴的說話的面前
[00:00:28.780 --> 00:00:30.980]  一起去學習
[00:00:30.980 --> 00:00:34.080]  求祢的聖靈幫助我們
[00:00:34.080 --> 00:00:38.380]  好使我們能夠在祢的引導之下
[00:00:38.380 --> 00:00:40.780]  使我們能夠更精準明白
[00:00:40.780 --> 00:00:42.880]  上帝祢的心思意念
[00:00:42.880 --> 00:00:45.580]  要讓我們今天作為教會的
[00:00:45.580 --> 00:00:47.280]  讓我們能夠有一個
[00:00:47.280 --> 00:00:50.180]  真是土神喜悅的生命
[00:00:50.180 --> 00:00:53.780]  能夠讓上帝祢所交託的事
[00:00:53.780 --> 00:00:56.280]  我們一天去將它辦好
[00:00:56.280 --> 00:00:57.880]  求祢的幫助
[00:00:57.880 --> 00:01:00.180]  阿們
[00:01:00.180 --> 00:01:00.780]  各位聽眾
[00:01:00.780 --> 00:01:05.380]  我們今天很高興開始新一卷的書卷
[00:01:05.380 --> 00:01:07.780]  是一卷舊約的書卷
[00:01:07.780 --> 00:01:08.780]  嚴格上來說
[00:01:08.780 --> 00:01:12.580]  我們只是讀到一本書
[00:01:12.580 --> 00:01:16.280]  它裏面的其中的十二分之一
[00:01:16.280 --> 00:01:19.580]  這卷書就是我們所去一起看的
[00:01:19.580 --> 00:01:21.380]  小先知十二卷
[00:01:21.380 --> 00:01:24.580]  The Book of Twelve裏面的第二回
[00:01:24.580 --> 00:01:26.880]  就叫做《約耳書》
[00:01:26.880 --> 00:01:29.380]  讓我們今天一起去用
[00:01:29.380 --> 00:01:32.080]  開始用三至四個月的時間
[00:01:32.080 --> 00:01:35.280]  一起去看這卷的《約耳書》
[00:01:35.280 --> 00:01:37.080]  是從中去看看
[00:01:37.080 --> 00:01:41.580]  上帝怎樣在這個世界裏面去工作
[00:01:41.580 --> 00:01:44.780]  並且讓我們能夠活在這個世界當中
[00:01:44.780 --> 00:01:46.480]  作為神的子民
[00:01:46.480 --> 00:01:48.980]  怎樣能夠配合上帝
[00:01:48.980 --> 00:01:51.880]  祂要我們在生命上面的改變
[00:01:51.880 --> 00:01:54.780]  以及怎樣去配合上帝的工作
[00:01:54.780 --> 00:01:57.880]  而去活出神的應有的生命
[00:01:57.880 --> 00:02:01.380]  讓我們再次的回到這卷書卷
[00:02:01.380 --> 00:02:04.080]  今天我們只會看一節的經文
[00:02:04.080 --> 00:02:07.580]  就是《約耳書》的第一章第一節
[00:02:07.580 --> 00:02:10.080]  今天所說的題目是叫做
[00:02:10.080 --> 00:02:15.780]  「你是誰竟然來傳神普世之道?」
[00:02:15.780 --> 00:02:17.280]  或者就是說
[00:02:17.280 --> 00:02:18.580]  「你是哪一位啊?」
[00:02:18.580 --> 00:02:21.980]  「你竟然夠膽來做神的工作?」
[00:02:21.980 --> 00:02:23.780]  「傳神的道理?」
[00:02:23.780 --> 00:02:25.480]  好,我們在開始之前
[00:02:25.480 --> 00:02:29.880]  不如我先為大家讀一次自己的經文
[00:02:29.880 --> 00:02:31.880]  《約耳書》
[00:02:31.880 --> 00:02:34.080]  第一章第一節
[00:02:34.080 --> 00:02:41.180]  「耶和華的話臨到彼土耳的兒子若爾」
[00:02:41.180 --> 00:02:42.980]  在開始之前
[00:02:42.980 --> 00:02:45.580]  讓我們先看看
[00:02:45.580 --> 00:02:49.980]  究竟今天我們所處的世界是怎樣運作
[00:02:49.980 --> 00:02:54.280]  我相信如果我們要在這個世界裏面
[00:02:54.280 --> 00:02:56.780]  真的說要活得精彩
[00:02:56.780 --> 00:02:58.580]  如果對於很多人來說
[00:02:58.580 --> 00:03:02.280]  可以說是要中環四海
[00:03:02.280 --> 00:03:06.480]  或者是可以去找一份好工、筍工
[00:03:06.480 --> 00:03:10.480]  使自己能夠活得風生水起的話
[00:03:10.480 --> 00:03:14.580]  我相信有一樣東西是一定很多人會考慮到的
[00:03:14.580 --> 00:03:16.880]  就是人事關係的問題
[00:03:16.880 --> 00:03:21.680]  因為如果你能夠有一個好的人事關係的話
[00:03:21.680 --> 00:03:23.680]  你能夠找到一份筍的工作
[00:03:23.680 --> 00:03:28.080]  一份好的工作的機會是高很多的
[00:03:28.080 --> 00:03:30.780]  所以特別在最近期
[00:03:30.780 --> 00:03:33.480]  因為我們踏入2021年
[00:03:33.480 --> 00:03:37.980]  也是加拿大國家統計局
[00:03:37.980 --> 00:03:42.780]  每五年做一次的人口普查的時間
[00:03:42.780 --> 00:03:46.480]  剛剛開始就是一個招募時期
[00:03:46.480 --> 00:03:49.880]  在這兩三個月裏面
[00:03:49.880 --> 00:03:54.080]  其實有一些我之前因為做過這份工作
[00:03:54.080 --> 00:03:57.680]  是屬於我自己區的區主任
[00:03:57.680 --> 00:04:01.780]  所以在我曾經同組裏面
[00:04:01.780 --> 00:04:05.680]  大約有一大堆的同事曾經跟過我
[00:04:05.680 --> 00:04:09.280]  都很希望在這個時候同樣去找一份
[00:04:09.280 --> 00:04:12.580]  在這個人口統計局裏面的工作
[00:04:12.580 --> 00:04:17.380]  至少可以維繫到他們有三至四個月的收入
[00:04:17.380 --> 00:04:21.580]  大家都知道現在正處在這個疫症的期間
[00:04:21.580 --> 00:04:25.380]  其實有些舊同事打來跟我說的時候
[00:04:25.380 --> 00:04:27.480]  我也都跟他們說到
[00:04:27.480 --> 00:04:30.980]  我說在這個情況不知道有沒有一些特別的安排
[00:04:30.980 --> 00:04:34.580]  因為如果要真是親身逐家逐戶去探訪
[00:04:34.580 --> 00:04:39.280]  去收集這些的統計數據的話
[00:04:39.280 --> 00:04:42.080]  其實都是一件挺困難的事情
[00:04:42.080 --> 00:04:44.980]  挺刁鑽的問題來的
[00:04:44.980 --> 00:04:46.780]  你們要很小心
[00:04:46.780 --> 00:04:49.580]  當然有一些在我自己所理解裏面的
[00:04:49.580 --> 00:04:51.880]  是一些很好的同事
[00:04:51.880 --> 00:04:54.280]  他走來去問我或者跟我談的時候
[00:04:54.280 --> 00:04:55.980]  我都很坦誠的跟他說
[00:04:55.980 --> 00:04:57.480]  也都很主動的跟他說
[00:04:57.480 --> 00:05:00.380]  我說如果你是有需要的
[00:05:00.380 --> 00:05:03.080]  要做一些的舉薦推薦的話
[00:05:03.080 --> 00:05:05.980]  如果是需要我可以去幫你做到的
[00:05:05.980 --> 00:05:10.780]  但是有一些他們根本上在過去的工作表現裏面
[00:05:10.780 --> 00:05:13.980]  其實真是不敢恭維的
[00:05:13.980 --> 00:05:15.580]  也都很主動來找我
[00:05:15.580 --> 00:05:20.380]  甚至他說我收不到人口統計局的電話
[00:05:20.380 --> 00:05:22.380]  說想招募我回去做
[00:05:22.380 --> 00:05:24.880]  你可不可以幫一下我手
[00:05:24.880 --> 00:05:28.680]  去舉薦我回去呀這樣
[00:05:28.680 --> 00:05:31.680]  其實這些類似的情況
[00:05:31.680 --> 00:05:36.380]  我相信是屢屢發生在不同的弟兄姊妹的身上
[00:05:36.380 --> 00:05:40.980]  特別你在工作的年齡上面有一段的日子
[00:05:40.980 --> 00:05:43.280]  都不少人可能要找你
[00:05:43.280 --> 00:05:45.680]  去真是鋪橋踏路
[00:05:45.680 --> 00:05:50.480]  希望能夠舉薦他們去找一份好的工作
[00:05:50.480 --> 00:05:52.880]  所以在找工作
[00:05:52.880 --> 00:05:57.280]  或者在這個世界打滾這件事情上面
[00:05:57.280 --> 00:06:01.980]  人際網絡是一件很重要的考慮因素
[00:06:01.980 --> 00:06:04.280]  不過不知道大家有沒有想過
[00:06:04.280 --> 00:06:08.680]  為什麼人際關係是這麼重要的一件事呢?
[00:06:08.680 --> 00:06:13.380]  我想歸咎於有一句中國人的諺語
[00:06:13.380 --> 00:06:17.080]  就叫做朝中有人好辦事
[00:06:17.080 --> 00:06:19.680]  就是說在一個王朝裏面
[00:06:19.680 --> 00:06:24.580]  或者是一個機構的辦事處裏面
[00:06:24.580 --> 00:06:27.780]  如果有一些和自己有親密關係
[00:06:27.780 --> 00:06:30.180]  或者至少認識的人
[00:06:30.180 --> 00:06:31.780]  如果辦事起來
[00:06:31.780 --> 00:06:33.880]  就是申請一份工作的時候
[00:06:33.880 --> 00:06:36.780]  就可能會機會高一些
[00:06:36.780 --> 00:06:37.880]  甚至可以這麼說
[00:06:37.880 --> 00:06:40.480]  如果這個聯絡到的人
[00:06:40.480 --> 00:06:44.480]  是在這個機構或者這個工作環境裏面
[00:06:44.480 --> 00:06:47.480]  是一些有影響力的人士的話
[00:06:47.480 --> 00:06:50.780]  更加可以說如果你找上他的話
[00:06:50.780 --> 00:06:54.580]  你就事半功倍
[00:06:54.580 --> 00:06:56.780]  對於一些機構來算
[00:06:56.780 --> 00:07:00.480]  這個透過一些熟練的人
[00:07:00.480 --> 00:07:03.580]  去引薦一些員工或者參與者
[00:07:03.580 --> 00:07:06.480]  亦都是很常見的現象
[00:07:06.480 --> 00:07:08.380]  因為他們會認為
[00:07:08.380 --> 00:07:11.880]  如果透過一些熟悉的人去引薦一些人
[00:07:11.880 --> 00:07:13.280]  來到他們公司工作
[00:07:13.280 --> 00:07:17.480]  或者成為工作的一些搭檔的話
[00:07:17.480 --> 00:07:20.080]  他們會比較靠譜一些
[00:07:20.080 --> 00:07:23.680]  或者如果對於推測將來
[00:07:23.680 --> 00:07:25.980]  如果會不會出現事情
[00:07:25.980 --> 00:07:27.680]  或者出現問題
[00:07:27.680 --> 00:07:31.080]  是因為人事關係的時候
[00:07:31.080 --> 00:07:34.780]  處理的方法亦都會可能容易一些
[00:07:34.780 --> 00:07:39.180]  或者那個出事的機會率亦都會低一些的
[00:07:39.180 --> 00:07:42.680]  那究竟事實是不是這樣呢?
[00:07:42.680 --> 00:07:48.880]  那這件事我就留給大家自己去做一些評估推論了
[00:07:48.880 --> 00:07:51.280]  不過如果轉到去
[00:07:51.280 --> 00:07:58.180]  侍奉耶穌、侍奉神這件基督徒頭等的大事的時候
[00:07:58.180 --> 00:08:00.380]  到底這一種的做法
[00:08:00.380 --> 00:08:03.080]  又是不是這麼妥當呢?
[00:08:03.080 --> 00:08:04.580]  我作為一個牧師
[00:08:04.580 --> 00:08:09.180]  在這方面就會比較經驗多一點
[00:08:09.180 --> 00:08:13.080]  因為在很多不同的情治環境裏面
[00:08:13.080 --> 00:08:15.980]  我都接觸到不同的人
[00:08:15.980 --> 00:08:21.180]  去談論到有關於侍奉神的這個題目
[00:08:21.180 --> 00:08:23.180]  無論是在教會裏面
[00:08:23.180 --> 00:08:26.080]  或者是在神學院的當中
[00:08:26.080 --> 00:08:29.180]  我都經常聽到一些這樣的講論
[00:08:29.180 --> 00:08:32.980]  他說 比如一些信徒之間的對答
[00:08:32.980 --> 00:08:34.780]  他就會這樣說
[00:08:34.780 --> 00:08:40.480]  你究竟是由哪一位牧者帶你去信主的?
[00:08:40.480 --> 00:08:42.080]  又或者他會問到
[00:08:42.080 --> 00:08:45.780]  究竟你是信主的時候
[00:08:45.780 --> 00:08:49.780]  是哪一位牧師講哪一堂道給你聽
[00:08:49.780 --> 00:08:51.780]  而你是信主的呢?
[00:08:51.780 --> 00:08:55.280]  另外亦都有一些信徒會甚至講到
