
[00:00:00.000 --> 00:00:03.400]  教會生活是非常美麗的一個圖畫。
[00:00:03.400 --> 00:00:05.400]  我們在粵語部裡面,
[00:00:05.400 --> 00:00:06.800]  上個禮拜五,
[00:00:06.800 --> 00:00:10.800]  有一個姊妹被接到附加裡面,
[00:00:10.800 --> 00:00:12.800]  僅僅是六個月的時候,
[00:00:12.800 --> 00:00:14.600]  發現了有生病,
[00:00:14.600 --> 00:00:16.600]  到了六個月以後,
[00:00:16.600 --> 00:00:18.600]  就把她接走。
[00:00:18.600 --> 00:00:20.200]  在那六個月裡面,
[00:00:20.200 --> 00:00:23.000]  就欣喜了幾個弟兄姊妹,
[00:00:23.000 --> 00:00:25.800]  跟她沒有很深入的了解,
[00:00:25.800 --> 00:00:27.600]  但是卻因著神的感動,
[00:00:27.600 --> 00:00:29.400]  幫助她走過。
[00:00:29.400 --> 00:00:31.600]  幫助她的小孩子完成了
[00:00:31.600 --> 00:00:34.600]  大學研究所的最後一年的功課,
[00:00:34.600 --> 00:00:37.600]  也幫助了她要照顧的爸爸,
[00:00:37.600 --> 00:00:39.600]  能夠走過這個死硬的道路。
[00:00:39.600 --> 00:00:41.000]  我們很感謝主。
[00:00:41.000 --> 00:00:43.200]  昨天,粵語部有婚禮,
[00:00:43.200 --> 00:00:46.600]  看到弟兄姊妹來到神的面前高興快樂。
[00:00:46.600 --> 00:00:50.200]  原來不管是我們生活在什麼的階段,
[00:00:50.200 --> 00:00:53.200]  教會生活還是榮美的地方,
[00:00:53.200 --> 00:00:56.400]  不是在這個地方出現,
[00:00:56.400 --> 00:00:59.200]  而是在我們的生命中出現。
[00:00:59.200 --> 00:01:01.800]  當耶穌出現在教會,
[00:01:01.800 --> 00:01:04.600]  當耶穌出現在你的生命裡面,
[00:01:04.600 --> 00:01:08.000]  我們所經歷的就不一樣。
[00:01:08.000 --> 00:01:11.000]  我們為了神所給我們的恩福,
[00:01:11.000 --> 00:01:12.600]  我們獻上感謝。
[00:01:12.600 --> 00:01:15.200]  也因著在教會裡面,
[00:01:15.200 --> 00:01:17.400]  我們在這個季節裡面,
[00:01:17.400 --> 00:01:21.800]  繼續來看神在我們生命做事的奇妙,
[00:01:21.800 --> 00:01:24.200]  所以今天特別以這個題目,
[00:01:24.200 --> 00:01:29.600]  叫做「讓耶穌在教會中出現」為題,
[00:01:29.600 --> 00:01:33.200]  跟大家來分享今天的信息。
[00:01:33.200 --> 00:01:35.200]  今天的信息的經文,
[00:01:35.200 --> 00:01:39.200]  在加拿大書的第六章,
[00:01:39.200 --> 00:01:44.800]  第一節到第十節。
[00:01:44.800 --> 00:01:47.600]  讓我把這個經文先念給大家聽,
[00:01:47.600 --> 00:01:50.800]  讓我們帶著接待的心,
[00:01:50.800 --> 00:01:53.200]  把主的話語接待在心房裡面,
[00:01:53.200 --> 00:01:57.200]  也幫助我們蘇靈兒女們從中有所領受,
[00:01:57.200 --> 00:02:01.200]  每天在祂的裡面有所得著。
[00:02:01.200 --> 00:02:03.800]  加拿大書的第六章第一節,
[00:02:03.800 --> 00:02:08.600]  弟兄們若有人偶然被過犯所慎,
[00:02:08.600 --> 00:02:11.200]  你們蘇靈的人,
[00:02:11.200 --> 00:02:16.400]  就當用溫柔的手把他挽回過來。
[00:02:16.400 --> 00:02:21.200]  要當自己小心,恐怕也被引誘。
[00:02:21.200 --> 00:02:24.200]  第二節,你們個人的重擔,
[00:02:24.200 --> 00:02:26.800]  要互相的擔當,
[00:02:26.800 --> 00:02:31.200]  就完全的基督的律法。
[00:02:31.200 --> 00:02:33.200]  第三節到第五節,
[00:02:33.200 --> 00:02:40.000]  是講到如何來彼此承擔這個重擔。
[00:02:40.000 --> 00:02:45.600]  人若沒有,自己還以為有,
[00:02:45.600 --> 00:02:51.600]  就是既失了,個人應當審查自己的行為,
[00:02:51.600 --> 00:02:55.600]  這樣他所誇的就專在自己,
[00:02:55.600 --> 00:02:58.200]  不在別人身上,
[00:02:58.200 --> 00:03:02.400]  因為個人必擔當自己的擔子。
[00:03:02.400 --> 00:03:04.000]  第六節往後,
[00:03:04.000 --> 00:03:08.000]  講到這個蘇靈生命的原理,
[00:03:08.000 --> 00:03:10.000]  在道理上受教的人,
[00:03:10.000 --> 00:03:14.200]  當把一切須用的供給施教的人,
[00:03:14.200 --> 00:03:18.200]  不要忌妻,神是千萬不得的,
[00:03:18.200 --> 00:03:23.400]  人種的是什麼,收的也是什麼,
[00:03:23.400 --> 00:03:30.200]  順著情欲撒種的,必從情欲收敗壞,
[00:03:30.200 --> 00:03:36.800]  順著聖靈撒種的,必從聖靈收永生。
[00:03:36.800 --> 00:03:41.400]  我們行善不可喪自,若不灰心,
[00:03:41.400 --> 00:03:45.400]  到了時候就要收塵,所以,
[00:03:45.400 --> 00:03:49.000]  有了機會就當向眾人行善,
[00:03:49.000 --> 00:03:54.600]  向信徒、一家的,更當這樣。
[00:03:54.600 --> 00:03:59.800]  當一個基督徒能夠真正的面對與主的交通,
[00:03:59.800 --> 00:04:05.400]  他的與主的關係是真實的,是蘇靈的,
[00:04:05.400 --> 00:04:10.000]  發現當這個人願意這樣子投入在與主的關係裡面,
[00:04:10.000 --> 00:04:16.400]  他的這個交往必然會兼顧整個的教會。
[00:04:16.400 --> 00:04:21.800]  信徒的蘇靈的指數,如何看待蘇靈的事,
[00:04:21.800 --> 00:04:25.400]  決定了教會的成熟面。
[00:04:25.400 --> 00:04:28.000]  有些教會常常有紛爭,
[00:04:28.000 --> 00:04:33.000]  是因為信徒在紛爭的當中不成熟。
[00:04:33.000 --> 00:04:37.000]  教會有罪的問題,
[00:04:37.000 --> 00:04:42.600]  是因為信徒在罪的問題當中沒有對付。
[00:04:42.600 --> 00:04:46.000]  若是我們在神的面前有這個體會的話,
[00:04:46.000 --> 00:04:50.000]  我們就結成了蘇靈的果實。
[00:04:50.000 --> 00:04:56.600]  有很多人說,為什麼教會要講符合的工作?
[00:04:56.600 --> 00:05:00.800]  因為神說這個是蘇靈的事工,
[00:05:00.800 --> 00:05:03.600]  在森林下行走的教會,
[00:05:03.600 --> 00:05:06.800]  他們從來不會忽略這種的事工,
[00:05:06.800 --> 00:05:10.200]  因為他們先經歷了與神的和好。
[00:05:10.200 --> 00:05:15.600]  因做與神的和好,就產生了這個恢復的這個福事,
[00:05:15.600 --> 00:05:17.800]  建造榮耀教會。
[00:05:17.800 --> 00:05:21.600]  所以今天我們願意以這個大的前提,
[00:05:21.600 --> 00:05:23.600]  來幫助大家來看,
[00:05:23.600 --> 00:05:30.000]  到底我們講到這個恢復或者符合的事工到底是怎麼樣?
[00:05:30.000 --> 00:05:32.800]  我大概會用三個範圍跟大家來分享。
[00:05:32.800 --> 00:05:37.800]  第一個就是這個恢復事工的責任。
[00:05:37.800 --> 00:05:43.800]  第二個,我們在恢復事工的進行應該是怎麼樣?
[00:05:43.800 --> 00:05:48.600]  最後我們要看一下這個恢復的事工的原理是什麼?
[00:05:48.600 --> 00:05:52.000]  唯願今天我們在當中能夠得到幫助。
[00:05:52.000 --> 00:05:55.200]  加拿大書是一個很特別的書卷,
[00:05:55.200 --> 00:05:58.000]  因為若是你參加過茶經聚會的話,
[00:05:58.000 --> 00:06:03.600]  就曉得第一個題目要問就是加拿大教會的信徒住在哪裡?
[00:06:03.600 --> 00:06:05.400]  加拿大的地方太大了,
[00:06:05.400 --> 00:06:07.400]  不好像哥倫多的教會一樣,
[00:06:07.400 --> 00:06:09.800]  哥倫多的教會很小,
[00:06:09.800 --> 00:06:13.000]  所以進在這個城裡面,出入的人都曉得,
[00:06:13.000 --> 00:06:14.800]  加拿大的地方太大了,
[00:06:14.800 --> 00:06:19.000]  所以就產生了一個叫做南加拿大的了解,
[00:06:19.000 --> 00:06:20.400]  跟北加拿大的了解。
[00:06:20.400 --> 00:06:23.200]  意思就是說,我們不能夠肯定說,
[00:06:23.200 --> 00:06:27.400]  這是當地的信徒是聚在什麼的地方。
[00:06:27.400 --> 00:06:32.600]  但是在加拿大的書信裡面有一個相當通用的一個提醒告訴我們,
[00:06:32.600 --> 00:06:38.200]  加拿大書的往後的從第五章開始到第六章的末聊,
[00:06:38.200 --> 00:06:42.600]  都是講到一個基督徒我們常會經歷過的問題,
[00:06:42.600 --> 00:06:44.600]  這個問題叫做「臣聖」的問題。
[00:06:44.600 --> 00:06:47.400]  當中有三個步驟,
[00:06:47.400 --> 00:06:55.800]  第一個步驟就是我們因性稱義就不能夠因律法行走。
[00:06:55.800 --> 00:06:57.600]  往往在臣聖的生活裡面,
[00:06:57.600 --> 00:06:59.000]  沒錯道種是對的,
[00:06:59.000 --> 00:07:03.400]  但是我們的生命在行走的當中還依靠做律法。
[00:07:03.400 --> 00:07:08.800]  第二個臣聖的第二步就是因相性,因性稱義,
[00:07:08.800 --> 00:07:12.200]  但是卻要行在聖靈的裡面,
[00:07:12.200 --> 00:07:16.400]  當你行走在聖靈當中就結熟你的果實。
[00:07:16.400 --> 00:07:22.200]  然後第三個部分就是今天在第六章前面的十節所講到的,
[00:07:22.200 --> 00:07:25.000]  就是因做性稱義,
[00:07:25.000 --> 00:07:29.600]  然而我們總會有些時候軟弱跌倒的,
[00:07:29.600 --> 00:07:32.200]  不過繼續堅持下去。
[00:07:32.200 --> 00:07:36.800]  所以臣聖的生活從開始的那個部分認識主,
[00:07:36.800 --> 00:07:42.000]  因做性接受了生命中的赦免跟重新的安排,
[00:07:42.000 --> 00:07:45.000]  就走在聖靈的裡面,
[00:07:45.000 --> 00:07:48.600]  結出來的果實會傳到永生,
[00:07:48.600 --> 00:07:53.400]  但是路途中仍然有軟弱的時候。
[00:07:53.400 --> 00:07:56.000]  所以符合了工作的責任,
[00:07:56.000 --> 00:08:00.600]  乃是要幫助一個曾在主裡面的人,
[00:08:00.600 --> 00:08:05.000]  恢復他與基督的交通。
[00:08:05.000 --> 00:08:09.000]  今天很多時候我們把教會處理的事情,
[00:08:09.000 --> 00:08:12.200]  成為一個社會工作者的過案。
[00:08:12.200 --> 00:08:15.600]  你犯罪了嗎?好,簽一個字,你不再犯罪,好了,
[00:08:15.600 --> 00:08:17.400]  跟我沒有關係。
[00:08:17.400 --> 00:08:22.000]  有些時候我們忘記了原來在教會共同體的建造的裡面,
[00:08:22.000 --> 00:08:26.000]  更重要的不僅僅是這個人知道罪不犯罪,
[00:08:26.000 --> 00:08:30.800]  乃是這個人能夠回去認識主的這個位分的裡面,
[00:08:30.800 --> 00:08:36.000]  這個認識主的位分,乃是重新與神產生的交往。
[00:08:36.000 --> 00:08:38.000]  那麼在這個過程的裡面,
[00:08:38.000 --> 00:08:44.600]  就成為了我們說恢復世公的一個重要的環節。
[00:08:44.600 --> 00:08:50.600]  我們不是帶著一種的心態說一個人行為改變就可以了,
[00:08:50.600 --> 00:08:56.000]  我們說乃是這個人的生命再次的回到耶穌基督的裡面。
[00:08:56.000 --> 00:08:59.000]  所以《盧伽福音》十五章講到一個非常美麗的圖畫,
[00:08:59.000 --> 00:09:00.600]  講到一個浪子回來的時候,
[00:09:00.600 --> 00:09:03.800]  不是單單那個老爸跟他說,
[00:09:03.800 --> 00:09:06.600]  兒子,你犯罪了,你坐下來以後就是這樣子。
[00:09:06.600 --> 00:09:09.200]  那個父親不單止喜樂地接待他,
[00:09:09.200 --> 00:09:12.000]  把衣服換過來,把戒指給他,
[00:09:12.000 --> 00:09:16.200]  把這個牛羊仔紗高高興興地接待他的兒子,
[00:09:16.200 --> 00:09:18.000]  回到父親的家裡面,
[00:09:18.000 --> 00:09:22.000]  這一種的喜樂就是一個恢復世公的喜樂。
[00:09:22.000 --> 00:09:24.000]  親愛的弟兄姊妹,
[00:09:24.000 --> 00:09:29.000]  我們需要在教會共同體裡面要看到這一種的美麗。
