
[00:00:00.000 --> 00:00:03.400]  (主席)感謝神今天能夠與弟兄姊妹敬拜神
[00:00:03.400 --> 00:00:05.400]  (主席)還有分享神的話語
[00:00:05.400 --> 00:00:09.600]  (主席)原本所選擇的經文 所定的題目
[00:00:09.600 --> 00:00:12.200]  (主席)打算是講多一點的經文
[00:00:12.200 --> 00:00:16.000]  (主席)但是發覺一路預備的時候不行了
[00:00:16.000 --> 00:00:17.400]  (主席)講不了那麼多東西了
[00:00:17.400 --> 00:00:21.000]  (主席)星火飛騰下個禮拜再講
[00:00:21.000 --> 00:00:23.000]  (主席)今天講
[00:00:23.000 --> 00:00:25.000]  (主席)不要當自己是先知
[00:00:30.000 --> 00:00:34.000]  (主席)我在Chuck Swindoll的識經書裡
[00:00:34.000 --> 00:00:38.000]  (主席)他開頭是講一個故事
[00:00:38.000 --> 00:00:40.000]  (主席)是他自己講的故事
[00:00:40.000 --> 00:00:45.000]  (主席)大家聽聽這個故事 我們得到什麼教訓
[00:00:45.000 --> 00:00:48.000]  (主席)話說有一個人
[00:00:48.000 --> 00:00:52.000]  (主席)他在中午的時候
[00:00:52.000 --> 00:00:54.000]  (主席)吃完午飯 開車
[00:00:54.000 --> 00:00:58.000]  (主席)預備回辦公室的時候
[00:00:58.000 --> 00:01:00.000]  (主席)他想起
[00:01:00.000 --> 00:01:04.000]  (主席)昨晚和太太吵架
[00:01:04.000 --> 00:01:06.000]  (主席)吵得很厲害
[00:01:06.000 --> 00:01:08.000]  (主席)他現在想起來
[00:01:08.000 --> 00:01:10.000]  (主席)也有些歉意
[00:01:10.000 --> 00:01:12.000]  (主席)打算趁著塞車
[00:01:12.000 --> 00:01:14.000]  (主席)打個電話回去
[00:01:14.000 --> 00:01:16.000]  (主席)講幾句好說話
[00:01:16.000 --> 00:01:20.000]  (主席)打起電話
[00:01:20.000 --> 00:01:24.000]  (主席)急忙撥電話回家
[00:01:24.000 --> 00:01:28.000]  (主席)有一個女傭接電話
[00:01:28.000 --> 00:01:30.000]  (主席)她就說
[00:01:30.000 --> 00:01:32.000]  (主席)叫太太聽電話
[00:01:32.000 --> 00:01:34.000]  (主席)女傭就說
[00:01:34.000 --> 00:01:36.000]  (主席)太太吩咐我
[00:01:36.000 --> 00:01:38.000]  (主席)現在不要騷擾她
[00:01:38.000 --> 00:01:42.000]  (主席)丈夫就說
[00:01:42.000 --> 00:01:44.000]  (主席)什麼話?
[00:01:44.000 --> 00:01:46.000]  (主席)是什麼意思?
[00:01:46.000 --> 00:01:48.000]  (主席)女傭就說
[00:01:48.000 --> 00:01:50.000]  (主席)哦
[00:01:50.000 --> 00:01:52.000]  (主席)太太現在和她男朋友
[00:01:52.000 --> 00:01:54.000]  (主席)就在樓上
[00:01:54.000 --> 00:01:56.000]  (主席)她吩咐了
[00:01:56.000 --> 00:01:58.000]  (主席)不要打擾他們
[00:01:58.000 --> 00:02:00.000]  (主席)這樣
[00:02:00.000 --> 00:02:02.000]  (主席)這個長輩聽見當然是
[00:02:02.000 --> 00:02:04.000]  (主席)嘩!火起三千丈
[00:02:04.000 --> 00:02:06.000]  (主席)他馬上想都沒想
[00:02:06.000 --> 00:02:08.000]  (主席)馬上說
[00:02:08.000 --> 00:02:10.000]  (主席)你知道我的獵槍放在哪裡
[00:02:10.000 --> 00:02:12.000]  (主席)你現在去拿我的獵槍
[00:02:12.000 --> 00:02:14.000]  (主席)放兩發子彈進去
[00:02:14.000 --> 00:02:16.000]  (主席)然後上樓上殺了他們兩個
[00:02:16.000 --> 00:02:20.000]  (主席)女傭就放下電話
[00:02:20.000 --> 00:02:22.000]  (主席)那個男人就聽見腳步聲
[00:02:22.000 --> 00:02:24.000]  (主席)好像是聽見
[00:02:24.000 --> 00:02:26.000]  (主席)他正在走上樓上
[00:02:26.000 --> 00:02:28.000]  (主席)接著聽見
[00:02:28.000 --> 00:02:30.000]  (主席)啪!啪!兩聲
[00:02:30.000 --> 00:02:32.000]  (主席)過了沒多久
[00:02:32.000 --> 00:02:34.000]  (主席)又聽見有人走樓梯下來
[00:02:34.000 --> 00:02:36.000]  (主席)然後電話裏面
[00:02:36.000 --> 00:02:38.000]  (主席)有聲音
[00:02:38.000 --> 00:02:40.000]  (主席)女傭說
[00:02:40.000 --> 00:02:42.000]  (主席)他們已經死了
[00:02:42.000 --> 00:02:46.000]  (主席)不過現在
[00:02:46.000 --> 00:02:48.000]  (主席)怎樣處置他們的屍體
[00:02:48.000 --> 00:02:50.000]  (主席)這個丈夫就說
[00:02:50.000 --> 00:02:52.000]  (主席)將他們扔進水池裏面
[00:02:52.000 --> 00:02:56.000]  (主席)等我回來
[00:02:56.000 --> 00:02:58.000]  (主席)我會處理好其他的事
[00:02:58.000 --> 00:03:02.000]  (主席)女傭說
[00:03:02.000 --> 00:03:04.000]  (主席)我們家裏沒有水池
[00:03:04.000 --> 00:03:06.000]  (主席)那個先生呆了一呆
[00:03:06.000 --> 00:03:08.000]  (主席)他說
[00:03:08.000 --> 00:03:10.000]  (主席)你們這裏的電話號碼
[00:03:10.000 --> 00:03:12.000]  (主席)是不是7883848
[00:03:16.000 --> 00:03:18.000]  (主席)然後在電話裏面聽見
[00:03:18.000 --> 00:03:20.000]  (主席)女傭說 糟了
[00:03:20.000 --> 00:03:28.000]  (主席)這是一個
[00:03:28.000 --> 00:03:30.000]  (主席)黑色幽默的
[00:03:30.000 --> 00:03:32.000]  (主席)故事
[00:03:32.000 --> 00:03:34.000]  (主席)大家聽的時候有什麼感覺
[00:03:34.000 --> 00:03:38.000]  (主席)其實有點毛骨悚然
[00:03:38.000 --> 00:03:40.000]  (主席)有點兒戲
[00:03:40.000 --> 00:03:42.000]  (主席)有點恐怖
[00:03:44.000 --> 00:03:46.000]  (主席)是不是
[00:03:46.000 --> 00:03:52.000]  (主席)可以說是
[00:03:52.000 --> 00:03:58.000]  (主席)未搞清楚
[00:03:58.000 --> 00:04:00.000]  (主席)對方是什麼人 什麼事
[00:04:00.000 --> 00:04:02.000]  (主席)就胡亂說話
[00:04:02.000 --> 00:04:06.000]  (主席)當然你可以引申說
[00:04:06.000 --> 00:04:08.000]  (主席)不要隨便聽別人的指引
[00:04:12.000 --> 00:04:14.000]  (主席)我們未搞清楚
[00:04:14.000 --> 00:04:16.000]  (主席)就胡亂給指引
[00:04:16.000 --> 00:04:18.000]  (主席)或胡亂指責別人
[00:04:18.000 --> 00:04:20.000]  (主席)會造成很大的災難
[00:04:20.000 --> 00:04:24.000]  (主席)未全面了解
[00:04:24.000 --> 00:04:26.000]  (主席)什麼事情
[00:04:26.000 --> 00:04:28.000]  (主席)不要隨便教人
[00:04:28.000 --> 00:04:30.000]  (主席)這個都是希望
[00:04:30.000 --> 00:04:32.000]  (主席)今天在這段
[00:04:32.000 --> 00:04:34.000]  (主席)約伯記裏面的經文裏面
[00:04:34.000 --> 00:04:36.000]  (主席)我們可以學到的
[00:04:36.000 --> 00:04:38.000]  (主席)一些功課
[00:04:38.000 --> 00:04:40.000]  (主席)而且很重要的就是
[00:04:40.000 --> 00:04:42.000]  (主席)特別指的就是
[00:04:42.000 --> 00:04:44.000]  (主席)如果我們是去安慰別人
[00:04:44.000 --> 00:04:46.000]  (主席)如果我們不搞清楚的時候
[00:04:46.000 --> 00:04:48.000]  (主席)或者不懂得控制自己的時候
[00:04:48.000 --> 00:04:50.000]  (主席)不懂得勒住自己的舌頭的時候
[00:04:50.000 --> 00:04:52.000]  (主席)安慰變成指責
