
[00:00:00.000 --> 00:00:04.000]  今天禮拜有很多特別的新聞
[00:00:04.000 --> 00:00:08.000]  有沒有人存錢在Silicone Valley Bank?
[00:00:08.000 --> 00:00:16.000]  大家知道直谷銀行因為資不抵債而倒閉
[00:00:16.000 --> 00:00:21.000]  很多存款的客戶當然很害怕
[00:00:21.000 --> 00:00:23.000]  怕自己的錢拿不回
[00:00:23.000 --> 00:00:28.000]  聽說他們在管理利率上出了問題
[00:00:28.000 --> 00:00:30.000]  這些我不懂
[00:00:30.000 --> 00:00:34.000]  但這些銀行以後還會不會存錢呢?
[00:00:34.000 --> 00:00:38.000]  事實上銀行這些問題不是剛剛出現的
[00:00:38.000 --> 00:00:40.000]  不是剛剛出現的
[00:00:40.000 --> 00:00:43.000]  大家記得去年City Bank
[00:00:43.000 --> 00:00:46.000]  曾經有段時間有人的錢在銀行裡不見了
[00:00:46.000 --> 00:00:48.000]  被人拿走了也不知道
[00:00:48.000 --> 00:00:54.000]  林秀榮先生曾經在網頁發出警告提醒
[00:00:54.000 --> 00:01:00.000]  為了那些苦主爭取錢
[00:01:00.000 --> 00:01:04.000]  除了City Bank之外
[00:01:04.000 --> 00:01:07.000]  還有Bank of America
[00:01:07.000 --> 00:01:09.000]  很大的一個銀行
[00:01:09.000 --> 00:01:10.000]  很有信譽
[00:01:10.000 --> 00:01:16.000]  去年被Consumer Financial Protection Bureau
[00:01:16.000 --> 00:01:18.000]  罰了10 million
[00:01:18.000 --> 00:01:20.000]  1000萬
[00:01:20.000 --> 00:01:21.000]  為甚麼呢?
[00:01:21.000 --> 00:01:25.000]  因為發現銀行無理地凍結了
[00:01:25.000 --> 00:01:29.000]  顧客的失業金戶口
[00:01:29.000 --> 00:01:31.000]  這是政府和我們合作的
[00:01:31.000 --> 00:01:33.000]  失業金在戶口裡拿錢
[00:01:33.000 --> 00:01:35.000]  無緣無故凍結了
[00:01:35.000 --> 00:01:38.000]  變成當那些人最需要在疫情裡沒有錢
[00:01:38.000 --> 00:01:41.000]  要拿失業金的時間就拿不到錢
[00:01:41.000 --> 00:01:47.000]  所以被Consumer Financial Protection Bureau
[00:01:47.000 --> 00:01:52.000]  CFPB罰了1000萬
[00:01:52.000 --> 00:01:57.000]  所以原來銀行有很多古靈精怪的事情
[00:01:57.000 --> 00:02:00.000]  到底哪個銀行值得我們信任
[00:02:00.000 --> 00:02:02.000]  不把錢放進去呢?
[00:02:02.000 --> 00:02:04.000]  當銀行的信譽出了問題的時候
[00:02:04.000 --> 00:02:05.000]  有時候我們發覺
[00:02:05.000 --> 00:02:07.000]  糟了,這些錢放在哪裡了?
[00:02:07.000 --> 00:02:09.000]  不准真的藏在家裡
[00:02:09.000 --> 00:02:12.000]  掘個洞,埋著它嗎?
[00:02:12.000 --> 00:02:15.000]  為甚麼會說到這個問題呢?
[00:02:15.000 --> 00:02:17.000]  因為今天跟大家說的是
[00:02:17.000 --> 00:02:20.000]  一個誠信的問題
[00:02:20.000 --> 00:02:22.000]  說得出就做得到
[00:02:22.000 --> 00:02:25.000]  這是廣東話
[00:02:25.000 --> 00:02:28.000]  誠信其實是一個
[00:02:28.000 --> 00:02:33.000]  做人的美德
[00:02:33.000 --> 00:02:36.000]  當你有誠信的時候
[00:02:36.000 --> 00:02:40.000]  你和別人可以建立一個良好的關係
[00:02:40.000 --> 00:02:42.000]  你有誠信,信得過
[00:02:42.000 --> 00:02:45.000]  信得過別人,你才可以做朋友
[00:02:45.000 --> 00:02:47.000]  經常說謊
[00:02:47.000 --> 00:02:49.000]  你就很難信得過他
[00:02:49.000 --> 00:02:50.000]  很難和他做朋友
[00:02:50.000 --> 00:02:53.000]  而進一步,當社會裡
[00:02:53.000 --> 00:02:55.000]  每個人都不說誠信的時候
[00:02:55.000 --> 00:02:57.000]  這個社會的秩序
[00:02:57.000 --> 00:02:59.000]  因為這個緣故都受到影響
[00:02:59.000 --> 00:03:01.000]  都不知道聽你的好,不聽你的好
[00:03:01.000 --> 00:03:03.000]  信你的好,不信你的好
[00:03:03.000 --> 00:03:07.000]  所以,如果我們人與人之間的相處
[00:03:07.000 --> 00:03:10.000]  或者我們社會裡缺乏誠信的時候
[00:03:10.000 --> 00:03:12.000]  那會怎樣呢?
[00:03:12.000 --> 00:03:14.000]  很明顯就會破壞人性的關係
[00:03:14.000 --> 00:03:19.000]  亦都會影響社會的秩序
[00:03:19.000 --> 00:03:22.000]  最近大家知道我們在說甚麼嗎?
[00:03:22.000 --> 00:03:24.000]  在說登山補訓
[00:03:24.000 --> 00:03:26.000]  上星期大家聽甚麼?
[00:03:26.000 --> 00:03:30.000]  基督徒是世上的鹽和光
[00:03:30.000 --> 00:03:33.000]  如果基督徒是世上的鹽和光的時候
[00:03:33.000 --> 00:03:36.000]  這個誠信就更加重要了
[00:03:36.000 --> 00:03:40.000]  基督徒是不應該失信於其他人的
[00:03:40.000 --> 00:03:42.000]  如果不是的話,你怎樣做鹽?
[00:03:42.000 --> 00:03:43.000]  你怎樣做光?
[00:03:43.000 --> 00:03:45.000]  基督徒要怎樣做?
[00:03:45.000 --> 00:03:47.000]  要做一個實而實始
[00:03:47.000 --> 00:03:50.000]  說得出,就要做得到的人
[00:03:50.000 --> 00:03:54.000]  即是要言出必行,文雅一點
[00:03:54.000 --> 00:03:56.000]  耶穌是怎樣教我們的呢?
[00:03:56.000 --> 00:03:58.000]  耶穌是怎樣教我們的呢?
[00:03:58.000 --> 00:04:01.000]  登山補訓,我們看馬大福音第五章
[00:04:01.000 --> 00:04:03.000]  這章聖經很長
[00:04:03.000 --> 00:04:06.000]  不過我們只看三十三至三十七節
[00:04:06.000 --> 00:04:10.000]  馬大福音第五章,三十三至三十七節
[00:04:10.000 --> 00:04:14.000]  這裡說:你們又聽見有吩咐古人的話
[00:04:14.000 --> 00:04:16.000]  說甚麼呢?
[00:04:16.000 --> 00:04:20.000]  不可背誓,所起的誓總要向主謹守
[00:04:20.000 --> 00:04:23.000]  只是我告訴你們,甚麼誓都不可起
[00:04:23.000 --> 00:04:26.000]  不可指著天起誓,因為天是神的座位
[00:04:26.000 --> 00:04:29.000]  不可指著地起誓,因為地是祂的腳凳
[00:04:29.000 --> 00:04:32.000]  也不可指著耶路撒冷起誓
[00:04:32.000 --> 00:04:35.000]  因為耶路撒冷是大軍的京城
[00:04:35.000 --> 00:04:37.000]  也不可指著你的頭起誓
[00:04:37.000 --> 00:04:41.000]  因為你不能使一根頭髮變黑或變白
[00:04:41.000 --> 00:04:43.000]  你的話,你們說話
[00:04:43.000 --> 00:04:47.000]  是就說是,不是就說不是
[00:04:47.000 --> 00:04:49.000]  如果再多說一句
[00:04:49.000 --> 00:04:54.000]  若再多說,就是出於那惡者
[00:04:54.000 --> 00:04:56.000]  看聖經的時候
[00:04:56.000 --> 00:04:59.000]  一開始看下去,耶穌說的是發誓
[00:04:59.000 --> 00:05:02.000]  跟誠信有甚麼關係?當然是有關係
[00:05:02.000 --> 00:05:04.000]  其實耶穌所針對的
[00:05:04.000 --> 00:05:06.000]  不僅是發誓那麼簡單
[00:05:06.000 --> 00:05:09.000]  他針對的是甚麼?是發假誓
[00:05:09.000 --> 00:05:11.000]  即是說了不算數
[00:05:11.000 --> 00:05:18.000]  發誓,但發誓之後沒有實行
[00:05:18.000 --> 00:05:20.000]  或是不會去做的
[00:05:20.000 --> 00:05:23.000]  原來在當時的時候
[00:05:23.000 --> 00:05:27.000]  那些人隨便發誓
[00:05:27.000 --> 00:05:29.000]  當時吃生菜
[00:05:29.000 --> 00:05:32.000]  說了一大堆東西出來
[00:05:32.000 --> 00:05:34.000]  但是說完之後,發完誓之後
[00:05:34.000 --> 00:05:37.000]  正如我剛才所說,沒有去做
[00:05:37.000 --> 00:05:39.000]  或是做不到
[00:05:39.000 --> 00:05:42.000]  一張大嘴說了一大堆話
[00:05:42.000 --> 00:05:47.000]  所以耶穌其實是特別針對當時
[00:05:47.000 --> 00:05:49.000]  猶太人當中一個很流行的
[00:05:49.000 --> 00:05:51.000]  一種情況,發誓
[00:05:51.000 --> 00:05:54.000]  指著天,指著地,在發誓
[00:05:54.000 --> 00:05:57.000]  為甚麼要這樣做?
[00:05:57.000 --> 00:06:00.000]  希望借用其他人的權威
[00:06:00.000 --> 00:06:03.000]  指著天,指著地,指著我頭
[00:06:03.000 --> 00:06:06.000]  這些是比較重要、有代表性的一些人
[00:06:06.000 --> 00:06:08.000]  所以你要相信我了
[00:06:08.000 --> 00:06:11.000]  因為我指著這些東西去發誓
[00:06:11.000 --> 00:06:14.000]  但是當你時時都這樣說
[00:06:14.000 --> 00:06:17.000]  但是只有「港」字的時候
[00:06:17.000 --> 00:06:19.000]  會造成一個結果是甚麼?
[00:06:19.000 --> 00:06:22.000]  誠信破產
[00:06:22.000 --> 00:06:24.000]  誠信破產
[00:06:24.000 --> 00:06:28.000]  所以當時是一個很嚴重的問題
[00:06:28.000 --> 00:06:30.000]  那麼我們說誠信
[00:06:30.000 --> 00:06:32.000]  甚麼是誠信?
[00:06:32.000 --> 00:06:35.000]  誠信到底是甚麼意思呢?
[00:06:35.000 --> 00:06:38.000]  我相信,剛才我也稍為說過
[00:06:38.000 --> 00:06:40.000]  一個有誠信的人就是
[00:06:40.000 --> 00:06:42.000]  說得出做得到的人
[00:06:42.000 --> 00:06:44.000]  說話話實說
[00:06:44.000 --> 00:06:46.000]  不會說不算數
[00:06:46.000 --> 00:06:48.000]  言出必行
[00:06:48.000 --> 00:06:51.000]  一個有誠信的人
[00:06:51.000 --> 00:06:54.000]  他會對自己所作出的承諾
[00:06:54.000 --> 00:06:57.000]  無論是要做的時候
[00:06:57.000 --> 00:06:59.000]  多麼的艱難
[00:06:59.000 --> 00:07:02.000]  或者是多麼的不方便
[00:07:02.000 --> 00:07:04.000]  只要他答應你做的時候
[00:07:04.000 --> 00:07:07.000]  他便義無反顧,拼命都做好
[00:07:07.000 --> 00:07:09.000]  死都要做成功
[00:07:09.000 --> 00:07:11.000]  這些才叫誠信
[00:07:11.000 --> 00:07:13.000]  所以一個有誠信的人
[00:07:13.000 --> 00:07:15.000]  應該是這樣的
[00:07:15.000 --> 00:07:17.000]  不會隨便找藉口
[00:07:17.000 --> 00:07:19.000]  這個又怎樣,那個又不好
[00:07:19.000 --> 00:07:21.000]  不會隨便找藉口
[00:07:21.000 --> 00:07:23.000]  又不會隨便騙人
[00:07:23.000 --> 00:07:25.000]  或者誤導人
[00:07:25.000 --> 00:07:27.000]  騙人我們不會的
[00:07:27.000 --> 00:07:29.000]  會不會?
[00:07:29.000 --> 00:07:32.000]  有時不自覺我們都會誤導人
[00:07:32.000 --> 00:07:35.000]  所以一個有誠信的人
[00:07:35.000 --> 00:07:39.000]  是一個誠實可靠的人
[00:07:39.000 --> 00:07:43.000]  他會對自己的行為負責任
[00:07:43.000 --> 00:07:45.000]  他們會按照自己的信念
[00:07:45.000 --> 00:07:47.000]  自己的原則去做事
[00:07:47.000 --> 00:07:49.000]  在這個行動裏面
[00:07:49.000 --> 00:07:52.000]  絕對保持透明
[00:07:52.000 --> 00:07:56.000]  不會故意欺詐
[00:07:56.000 --> 00:08:00.000]  或者做出一些不道德的行為
[00:08:00.000 --> 00:08:02.000]  這是一個誠信的人
[00:08:02.000 --> 00:08:05.000]  應該有的一些表現
[00:08:05.000 --> 00:08:08.000]  我曾經聽人說
[00:08:08.000 --> 00:08:09.000]  不知道是真是假
[00:08:09.000 --> 00:08:10.000]  中國大陸裏面
[00:08:10.000 --> 00:08:12.000]  我們沒有在國內出來的人
[00:08:12.000 --> 00:08:14.000]  真是假我不知道
[00:08:14.000 --> 00:08:16.000]  有些家長
[00:08:16.000 --> 00:08:18.000]  小孩子小時候教導他們
[00:08:18.000 --> 00:08:21.000]  不要跟別人說心
[00:08:21.000 --> 00:08:23.000]  不要跟別人說真心話
[00:08:23.000 --> 00:08:24.000]  應該這樣說
[00:08:24.000 --> 00:08:26.000]  不要跟別人說真心話
[00:08:26.000 --> 00:08:30.000]  而且要懂得說美麗的謊言
[00:08:30.000 --> 00:08:32.000]  還有一件事很重要在大陸
[00:08:32.000 --> 00:08:34.000]  要懂得跟風
[00:08:34.000 --> 00:08:35.000]  跟著風向走
[00:08:35.000 --> 00:08:37.000]  風吹去東你就跟去東
[00:08:37.000 --> 00:08:39.000]  風吹去西你就跟去西
[00:08:39.000 --> 00:08:43.000]  這樣才可以在中國這個土地裏面
[00:08:43.000 --> 00:08:46.000]  立足去生存
[00:08:46.000 --> 00:08:48.000]  我聽過有人這樣說
[00:08:48.000 --> 00:08:50.000]  我不知道有多真
[00:08:50.000 --> 00:08:51.000]  如果是真的時候
[00:08:51.000 --> 00:08:54.000]  到底這個情況有多普遍
[00:08:54.000 --> 00:08:55.000]  因為他們覺得
[00:08:55.000 --> 00:08:56.000]  如果你不這樣做
[00:08:56.000 --> 00:08:58.000]  你做工很難上位
[00:08:58.000 --> 00:09:00.000]  很難出頭
[00:09:00.000 --> 00:09:01.000]  很難發達
[00:09:01.000 --> 00:09:05.000]  這個是我們的文化
[00:09:05.000 --> 00:09:07.000]  是這樣的
[00:09:10.000 --> 00:09:13.000]  這個星期另一個大新聞
[00:09:13.000 --> 00:09:14.000]  大家猜猜
[00:09:14.000 --> 00:09:15.000]  另一個大新聞
[00:09:15.000 --> 00:09:18.000]  剛剛說起欺詐
[00:09:18.000 --> 00:09:25.000]  中國逃難來美國的億萬富豪
[00:09:25.000 --> 00:09:29.000]  你聽到就被人拘捕了
[00:09:29.000 --> 00:09:31.000]  過去十一條罪
[00:09:31.000 --> 00:09:34.000]  十二條是告他們的經理
[00:09:34.000 --> 00:09:37.000]  欺詐了多少錢
[00:09:37.000 --> 00:09:39.000]  十億美金
[00:09:40.000 --> 00:09:42.000]  英文怎麼說
[00:09:42.000 --> 00:09:44.000]  Hundred million
[00:09:44.000 --> 00:09:46.000]  十億美金
[00:09:46.000 --> 00:09:48.000]  他怎樣騙人
[00:09:48.000 --> 00:09:50.000]  你用他的知名度
[00:09:50.000 --> 00:09:51.000]  他出名
[00:09:51.000 --> 00:09:52.000]  你用他的知名度
[00:09:52.000 --> 00:09:54.000]  甚至你用他跟前總統川普
[00:09:54.000 --> 00:09:57.000]  一個白宮的顧問
[00:09:57.000 --> 00:09:58.000]  叫什麼
[00:09:58.000 --> 00:09:59.000]  班農
[00:09:59.000 --> 00:10:02.000]  班農說我和他好朋友
[00:10:02.000 --> 00:10:03.000]  因為這個緣故
[00:10:03.000 --> 00:10:06.000]  他賺取了很多人對他的信任
[00:10:06.000 --> 00:10:07.000]  信得過他
[00:10:07.000 --> 00:10:12.000]  投資在他很多不同的生意項目上
[00:10:12.000 --> 00:10:13.000]  因為這個緣故
[00:10:13.000 --> 00:10:15.000]  他就得到很多錢
[00:10:15.000 --> 00:10:17.000]  成為巨富
[00:10:17.000 --> 00:10:18.000]  騙了十億
[00:10:18.000 --> 00:10:19.000]  我們做什麼呢
[00:10:19.000 --> 00:10:21.000]  就是讓自己和家人
[00:10:21.000 --> 00:10:25.000]  過著極度奢華的生活
[00:10:25.000 --> 00:10:28.000]  詳細我就不說了
[00:10:28.000 --> 00:10:33.000]  可能我們沒資格騙
[00:10:33.000 --> 00:10:36.000]  我們沒什麼錢
[00:10:36.000 --> 00:10:38.000]  但是大家有沒有試過
[00:10:38.000 --> 00:10:41.000]  被人騙的經驗
[00:10:41.000 --> 00:10:42.000]  有沒有試過
[00:10:42.000 --> 00:10:44.000]  現在電視手機
[00:10:44.000 --> 00:10:46.000]  很多廣告
[00:10:46.000 --> 00:10:48.000]  很棒
[00:10:48.000 --> 00:10:51.000]  買回來是貨不對版
[00:10:51.000 --> 00:10:53.000]  有沒有試過
[00:10:53.000 --> 00:10:56.000]  退貨很麻煩
[00:10:56.000 --> 00:11:02.000]  有沒有收過一些電子郵件
[00:11:02.000 --> 00:11:04.000]  電子郵件有什麼
[00:11:04.000 --> 00:11:05.000]  恭喜你
[00:11:05.000 --> 00:11:06.000]  你很幸運
[00:11:06.000 --> 00:11:09.000]  只要你解答幾個問題
[00:11:09.000 --> 00:11:10.000]  我們現在公司做推廣
[00:11:10.000 --> 00:11:13.000]  你解答幾個很簡單的問題
[00:11:13.000 --> 00:11:16.000]  然後就有一個很時尚的
[00:11:16.000 --> 00:11:18.000]  很有值錢的
[00:11:18.000 --> 00:11:19.000]  或者你很喜歡的
[00:11:19.000 --> 00:11:21.000]  一個禮物送給你
[00:11:21.000 --> 00:11:23.000]  你只需要付郵費
[00:11:23.000 --> 00:11:25.000]  有沒有收過這些電郵
[00:11:25.000 --> 00:11:28.000]  付郵費幾塊錢
[00:11:28.000 --> 00:11:29.000]  誰知你看看
[00:11:29.000 --> 00:11:31.000]  原來不是只收郵費這麼簡單
[00:11:31.000 --> 00:11:33.000]  當你付了信用卡之後
[00:11:33.000 --> 00:11:35.000]  你看看你的禮物
[00:11:35.000 --> 00:11:36.000]  除了郵費之外
[00:11:36.000 --> 00:11:38.000]  還多了一條數
[00:11:38.000 --> 00:11:39.000]  有沒有試過
[00:11:39.000 --> 00:11:41.000]  有沒有收過短訊
[00:11:41.000 --> 00:11:43.000]  一個訊息
[00:11:43.000 --> 00:11:45.000]  或者微信
[00:11:45.000 --> 00:11:46.000]  哎呀
[00:11:46.000 --> 00:11:47.000]  你的銀行戶口
[00:11:47.000 --> 00:11:49.000]  快被凍結了
[00:11:49.000 --> 00:11:50.000]  OK
[00:11:50.000 --> 00:11:51.000]  可能你的戶口
[00:11:51.000 --> 00:11:53.000]  被人盜用還沒訂
[00:11:53.000 --> 00:11:54.000]  你馬上聯絡我們
[00:11:54.000 --> 00:11:56.000]  我要認證你那些
[00:11:56.000 --> 00:11:59.000]  客戶帳戶的資料
[00:11:59.000 --> 00:12:01.000]  有沒有收過
[00:12:01.000 --> 00:12:04.000]  中國大陸領事館給你的電話
[00:12:04.000 --> 00:12:09.000]  收到聽不到電話的留言
[00:12:09.000 --> 00:12:11.000]  有份很重要的文件
[00:12:11.000 --> 00:12:12.000]  在你那裡代領
[00:12:12.000 --> 00:12:14.000]  或者你被私人洗錢
[00:12:14.000 --> 00:12:15.000]  洗什麼
[00:12:15.000 --> 00:12:17.000]  洗錢是吧
[00:12:17.000 --> 00:12:19.000]  有沒有收過類似的
[00:12:19.000 --> 00:12:20.000]  中國大陸的電話
[00:12:20.000 --> 00:12:21.000]  聯絡
[00:12:21.000 --> 00:12:22.000]  你很害怕
[00:12:22.000 --> 00:12:23.000]  你打給他
[00:12:23.000 --> 00:12:24.000]  真的跟你說了很多
[00:12:24.000 --> 00:12:25.000]  我給你電話
[00:12:25.000 --> 00:12:27.000]  我們真的是領事館打來的
[00:12:27.000 --> 00:12:28.000]  你就相信他
[00:12:28.000 --> 00:12:29.000]  給他所有資料
[00:12:29.000 --> 00:12:31.000]  這樣就糟糕了
[00:12:31.000 --> 00:12:34.000]  OK
[00:12:34.000 --> 00:12:35.000]  有沒有領過東西
[00:12:35.000 --> 00:12:36.000]  不知道
[00:12:36.000 --> 00:12:39.000]  我們當中有沒有領過東西
[00:12:39.000 --> 00:12:41.000]  其實師母喜歡看什麼
[00:12:41.000 --> 00:12:43.000]  電視節目呢
[00:12:43.000 --> 00:12:44.000]  師母喜歡看一些
[00:12:44.000 --> 00:12:45.000]  真人真事
[00:12:45.000 --> 00:12:48.000]  描寫那些欺詐
[00:12:48.000 --> 00:12:52.000]  兇殺案過程的電視節目
[00:12:52.000 --> 00:12:54.000]  我就沒什麼時間看
[00:12:54.000 --> 00:12:55.000]  偶爾做運動的時候
[00:12:55.000 --> 00:12:57.000]  就裝一下
[00:12:57.000 --> 00:12:59.000]  發覺原來在美國
[00:12:59.000 --> 00:13:00.000]  不要說中國大陸
[00:13:00.000 --> 00:13:02.000]  在美國
[00:13:02.000 --> 00:13:06.000]  騙財騙色的花樣
[00:13:06.000 --> 00:13:08.000]  層出不窮
[00:13:08.000 --> 00:13:09.000]  你知道嗎
[00:13:09.000 --> 00:13:10.000]  其中有冒牌醫生
[00:13:10.000 --> 00:13:12.000]  有沒有聽過冒牌醫生
[00:13:12.000 --> 00:13:15.000]  有冒牌的名媛
[00:13:15.000 --> 00:13:16.000]  名媛淑女
[00:13:16.000 --> 00:13:18.000]  不過是冒牌
[00:13:18.000 --> 00:13:21.000]  有冒牌的富二代
[00:13:21.000 --> 00:13:22.000]  有冒牌的警察
[00:13:22.000 --> 00:13:24.000]  很多冒牌貨
[00:13:24.000 --> 00:13:25.000]  在騙人
[00:13:25.000 --> 00:13:27.000]  你知道美國這麼多這些東西嗎
[00:13:27.000 --> 00:13:29.000]  我不看那些電視節目
[00:13:29.000 --> 00:13:32.000]  都不知道問題這麼嚴重
[00:13:32.000 --> 00:13:33.000]  所以我們就說到
[00:13:33.000 --> 00:13:38.000]  現在在美國的誠信破產
[00:13:38.000 --> 00:13:40.000]  不過我想
[00:13:40.000 --> 00:13:42.000]  聽到這些節目
[00:13:42.000 --> 00:13:44.000]  看到這些事件
[00:13:44.000 --> 00:13:45.000]  很震驚
[00:13:45.000 --> 00:13:48.000]  不過我初時想
[00:13:48.000 --> 00:13:52.000]  美國這麼崇尚民主
[00:13:52.000 --> 00:13:56.000]  有很多報紙監察著政府
[00:13:56.000 --> 00:13:58.000]  然後我們很強調
[00:13:58.000 --> 00:14:01.000]  法治的一個國家
[00:14:01.000 --> 00:14:07.000]  都有這麼多欺詐的事情出現
