
[00:00:00.000 --> 00:00:02.000]  就是講到大衛逃亡
[00:00:02.000 --> 00:00:04.000]  但是有兩個問題
[00:00:04.000 --> 00:00:07.440]  大家可以在查經之前思考一下
[00:00:07.440 --> 00:00:09.440]  其實很想鼓勵弟兄姊妹
[00:00:09.440 --> 00:00:12.880]  查經之前看一看那些經文
[00:00:12.880 --> 00:00:15.240]  因為我每一次最尾的時候都會打出
[00:00:15.240 --> 00:00:17.240]  下一次會查給一章聖經的
[00:00:17.240 --> 00:00:19.240]  大家如果看了的時候
[00:00:19.240 --> 00:00:22.240]  肯定吸收的時候容易很多
[00:00:22.240 --> 00:00:26.640]  這裡就講到大衛去問別人拿東西
[00:00:26.640 --> 00:00:29.640]  很有禮貌的 待會你看的時候
[00:00:29.640 --> 00:00:32.640]  但當人拒絕的時候就說大衛很生氣
[00:00:32.640 --> 00:00:34.640]  就說要殺人全家
[00:00:34.640 --> 00:00:36.640]  那你會想起
[00:00:36.640 --> 00:00:39.640]  像不像新年的時候那些黑社會呢
[00:00:39.640 --> 00:00:41.640]  走去擺盤吉
[00:00:41.640 --> 00:00:43.640]  在你面前的店鋪
[00:00:43.640 --> 00:00:45.640]  恭喜發財 恭喜發財
[00:00:45.640 --> 00:00:47.640]  今年賺多一點
[00:00:47.640 --> 00:00:49.640]  但是一會兒豐豐大利是
[00:00:49.640 --> 00:00:53.640]  但是回頭如果你沒有給他一封大利是
[00:00:53.640 --> 00:00:55.640]  可能他就會臨紅油
[00:00:55.640 --> 00:00:57.640]  或者打爛你的玻璃
[00:00:57.640 --> 00:01:02.640]  那大衛像不像那些收錢的黑社會呢
[00:01:02.640 --> 00:01:05.640]  不知道大家看聖經的時候有沒有想到這些
[00:01:05.640 --> 00:01:07.640]  但是最後這一章聖經裡面
[00:01:07.640 --> 00:01:13.640]  大衛就娶了另外一個女人做太太
[00:01:13.640 --> 00:01:16.640]  他又像哪一個人呢
[00:01:16.640 --> 00:01:20.640]  無論如何我們今天就會去探討
[00:01:20.640 --> 00:01:22.640]  焦點不是在大衛身上
[00:01:22.640 --> 00:01:24.640]  反而大衛很生氣
[00:01:24.640 --> 00:01:26.640]  預備要殺人
[00:01:26.640 --> 00:01:28.640]  有一個人叫阿比該
[00:01:28.640 --> 00:01:32.640]  就是怎樣去平息了這一場的紛爭
[00:01:32.640 --> 00:01:36.640]  將大衛的怒火來消除
[00:01:36.640 --> 00:01:40.640]  其實我們每一個人都需要做一個和平之子
[00:01:40.640 --> 00:01:42.640]  好了 今天我們會來探討
[00:01:42.640 --> 00:01:45.640]  《十無二記》上的25章 自食幹禍
[00:01:45.640 --> 00:01:47.640]  你要記住神是一位什麼呢
[00:01:47.640 --> 00:01:49.640]  是一位和平的神
[00:01:49.640 --> 00:01:51.640]  主耶穌也是和平之君
[00:01:51.640 --> 00:01:53.640]  三位一體的神你們的關係
[00:01:53.640 --> 00:01:55.640]  彼此之間很密切的
[00:01:55.640 --> 00:01:57.640]  他也將平安賜給我們
[00:01:57.640 --> 00:01:59.640]  記不記得當主耶穌要降生的時候
[00:01:59.640 --> 00:02:01.640]  天使怎樣報信
[00:02:01.640 --> 00:02:03.640]  在至高之處 榮耀歸於神
[00:02:03.640 --> 00:02:07.640]  在地上 平安歸於他所愈的人
[00:02:07.640 --> 00:02:09.640]  平安就是peace
[00:02:09.640 --> 00:02:11.640]  在生活上 我們有神的保守
[00:02:11.640 --> 00:02:14.640]  所以我們不需要太憂慮
[00:02:14.640 --> 00:02:15.640]  有什麼問題
[00:02:15.640 --> 00:02:17.640]  因為神會眷顧我們
[00:02:17.640 --> 00:02:20.640]  好了 當我們在承認自己的罪的時候
[00:02:20.640 --> 00:02:21.640]  神赦免我們的罪
[00:02:21.640 --> 00:02:23.640]  我們不再給罪來控訴的時候
[00:02:23.640 --> 00:02:25.640]  我們就有這個赦罪的平安
[00:02:25.640 --> 00:02:27.640]  而我們有缺乏的時候
[00:02:27.640 --> 00:02:30.640]  我們又深信神會供應我們的需要
[00:02:30.640 --> 00:02:33.640]  所以我們心裡面有這份平安
[00:02:33.640 --> 00:02:35.640]  同樣神也要求我們
[00:02:35.640 --> 00:02:38.640]  有這個平安的果子結出來
[00:02:38.640 --> 00:02:40.640]  作為一個和平使者
[00:02:40.640 --> 00:02:45.640]  我們是要成為一個洗人和睦的人
[00:02:45.640 --> 00:02:47.640]  主耶穌基督來到這個世界
[00:02:47.640 --> 00:02:48.640]  為我們死
[00:02:48.640 --> 00:02:51.640]  將神和人之間的隔膜來溝通
[00:02:51.640 --> 00:02:54.640]  所以我們都需要承擔這個責任
[00:02:54.640 --> 00:02:56.640]  在八福裡面說到
[00:02:56.640 --> 00:02:58.640]  死人和睦的人有福了
[00:02:58.640 --> 00:03:01.640]  因為他們必承受地土
[00:03:01.640 --> 00:03:02.640]  所以這個是很重要
[00:03:02.640 --> 00:03:04.640]  我們是不是一個peace maker呢
[00:03:04.640 --> 00:03:06.640]  但是不得不承認
[00:03:06.640 --> 00:03:09.640]  人有時候往往是有很多時候
[00:03:09.640 --> 00:03:12.640]  是會有很多不開心
[00:03:12.640 --> 00:03:14.640]  性格有時候會很暴躁
[00:03:14.640 --> 00:03:16.640]  最近如果你留意到香港
[00:03:16.640 --> 00:03:18.640]  都很多時候有很多的人
[00:03:18.640 --> 00:03:22.640]  無論是坐巴士 坐公共交通工具
[00:03:22.640 --> 00:03:23.640]  或者什麼東西
[00:03:23.640 --> 00:03:26.640]  動不動就會發脾氣
[00:03:26.640 --> 00:03:28.640]  很多年之前巴士叔叔
[00:03:28.640 --> 00:03:30.640]  就很轟動
[00:03:30.640 --> 00:03:32.640]  但是現在已經見慣了
[00:03:32.640 --> 00:03:34.640]  可能我們的心境影響到我們
[00:03:34.640 --> 00:03:36.640]  會脾氣暴躁
[00:03:36.640 --> 00:03:38.640]  或者面對很大的壓力
[00:03:38.640 --> 00:03:40.640]  待會我們會看到大衛面對很大的壓力
[00:03:40.640 --> 00:03:43.640]  所以突然之間他就變得很暴躁
[00:03:43.640 --> 00:03:45.640]  再加上有時候言語之間
[00:03:45.640 --> 00:03:47.640]  就引起一些衝突
[00:03:47.640 --> 00:03:50.640]  所以《聖經》裡面怎麼說呢
[00:03:50.640 --> 00:03:52.640]  我們看看《箴言》第15章的第一節
[00:03:52.640 --> 00:03:54.640]  和第18節
[00:03:54.640 --> 00:03:56.640]  回答猶和 使怒消退
[00:03:56.640 --> 00:03:59.640]  言語暴戾 觸動怒氣
[00:03:59.640 --> 00:04:02.640]  暴戾的人 挑起爭端
[00:04:02.640 --> 00:04:05.640]  引怒的人 止息紛爭
[00:04:05.640 --> 00:04:07.640]  回答猶和 使怒消退
[00:04:07.640 --> 00:04:11.640]  就立刻給我勾起一件回憶
[00:04:11.640 --> 00:04:14.640]  就是葵涌堂 已經十年有多了
[00:04:14.640 --> 00:04:16.640]  我們剛剛開堂的時候
[00:04:16.640 --> 00:04:20.640]  我們就在葵涌廣場的平台
[00:04:20.640 --> 00:04:22.640]  開一個音樂報道會
