
[00:00:00.000 --> 00:00:02.000]  丙子妹平安
[00:00:02.000 --> 00:00:04.000]  今日係父親節
[00:00:04.000 --> 00:00:06.000]  咁係喺度都再一次祝願
[00:00:06.000 --> 00:00:08.000]  喺我哋在座當中
[00:00:08.000 --> 00:00:10.000]  如果係父親嘅或者我哋自己嘅父親
[00:00:10.000 --> 00:00:12.000]  今日呢都父親節快樂
[00:00:12.000 --> 00:00:14.000]  一生夢一兩
[00:00:14.000 --> 00:00:16.000]  我相信呢大家
[00:00:16.000 --> 00:00:18.000]  今日返到嚟呢一度啦
[00:00:18.000 --> 00:00:20.000]  咁都一陣間應該都有呢個活動嘅
[00:00:20.000 --> 00:00:22.000]  可能同爸爸啦或者同父親呢
[00:00:22.000 --> 00:00:24.000]  嚟到去飲茶
[00:00:24.000 --> 00:00:26.000]  如果我想問一問大家個問題
[00:00:26.000 --> 00:00:28.000]  你用幾秒鐘嘅時間呢嚟到去諗一諗
[00:00:28.000 --> 00:00:30.000]  你用諗一諗
[00:00:30.000 --> 00:00:32.000]  你今日嘅你呢
[00:00:32.000 --> 00:00:34.000]  喺昔日裏面
[00:00:34.000 --> 00:00:36.000]  有冇啲嘢呢
[00:00:36.000 --> 00:00:38.000]  係繼承咗你爸爸嘅
[00:00:38.000 --> 00:00:40.000]  無論係你個外貌啦
[00:00:40.000 --> 00:00:42.000]  係你嘅智慧啦
[00:00:42.000 --> 00:00:44.000]  或者你一啲嘅性格嘅特質
[00:00:44.000 --> 00:00:46.000]  唔知呢要你咁樣諗嘅時候
[00:00:46.000 --> 00:00:48.000]  一諗你會唔會諗到呢
[00:00:48.000 --> 00:00:50.000]  好
[00:00:50.000 --> 00:00:52.000]  大家都諗完啦應該
[00:00:52.000 --> 00:00:54.000]  相信大家對我呢
[00:00:54.000 --> 00:00:56.000]  都未必係好認識
[00:00:56.000 --> 00:00:58.000]  因為我都係第一次嚟呢一間教會
[00:00:58.000 --> 00:01:00.000]  同大家分享上帝嘅說話嘅
[00:01:00.000 --> 00:01:02.000]  咁呢我有個
[00:01:02.000 --> 00:01:04.000]  有一個仔啦 我有一個女
[00:01:04.000 --> 00:01:06.000]  咁我都有一個老公嘅
[00:01:06.000 --> 00:01:08.000]  咁呢我每日都有一個
[00:01:08.000 --> 00:01:10.000]  咁呢有一個仔呢大概
[00:01:10.000 --> 00:01:12.000]  五歲到開始嘅時候呢 咁佢就有一個習慣喎
[00:01:12.000 --> 00:01:14.000]  就呢每一個嘅夜晚
[00:01:14.000 --> 00:01:16.000]  佢就唔會著睡衣
[00:01:16.000 --> 00:01:18.000]  瞓覺嘅
[00:01:18.000 --> 00:01:20.000]  佢就會攞呢爸爸呢要爸爸著過喎
[00:01:20.000 --> 00:01:22.000]  新佢唔著嘅 係要爸爸著過嘅衫呢
[00:01:22.000 --> 00:01:24.000]  即係T恤咁呢就會著嚟呢瞓覺
[00:01:24.000 --> 00:01:26.000]  咁好奇怪
[00:01:26.000 --> 00:01:28.000]  咁即係由五歲到依家
[00:01:28.000 --> 00:01:30.000]  即係十歲啦 咁都係每晚都係咁
[00:01:30.000 --> 00:01:32.000]  咁我問佢啦 點解你咁鍾意呢著
[00:01:32.000 --> 00:01:34.000]  爸爸呢著過嘅衫
[00:01:34.000 --> 00:01:36.000]  咁佢話呢因為呢著咗爸爸嘅
[00:01:36.000 --> 00:01:38.000]  衫呢就好似呢係
[00:01:38.000 --> 00:01:40.000]  爸爸咁啦我 咁呀另外就
[00:01:40.000 --> 00:01:42.000]  好似呢識呀爸爸識嘅嘢啦
[00:01:42.000 --> 00:01:44.000]  咁我同佢講其實呢爸爸
[00:01:44.000 --> 00:01:46.000]  而家只不過係識你而家暫時未
[00:01:46.000 --> 00:01:48.000]  識嘅嘢㗎啫 好快呢你就會
[00:01:48.000 --> 00:01:50.000]  識嘅嘢多過爸爸啦
[00:01:50.000 --> 00:01:52.000]  點解呢佢會咁
[00:01:52.000 --> 00:01:54.000]  想嚟到去似爸爸呢
[00:01:54.000 --> 00:01:56.000]  其中一個原因就係因為愛啦
[00:01:56.000 --> 00:01:58.000]  又覺得佢係爸爸嘅
[00:01:58.000 --> 00:02:00.000]  仔仔 我哋呢今日
[00:02:00.000 --> 00:02:02.000]  父親節裏面 我哋有冇啲
[00:02:02.000 --> 00:02:04.000]  乜嘢呢係我哋天上面嘅
[00:02:04.000 --> 00:02:06.000]  父親 好想我哋嚟到去
[00:02:06.000 --> 00:02:08.000]  繼承 或者我哋作為天父
[00:02:08.000 --> 00:02:10.000]  嘅義女嘅時候 我哋都好想
[00:02:10.000 --> 00:02:12.000]  嚟到去繼承我哋天上面
[00:02:12.000 --> 00:02:14.000]  爸爸嘅一啲嘅特質呢
[00:02:14.000 --> 00:02:16.000]  今日呢要同大家分享
[00:02:16.000 --> 00:02:18.000]  嘅一段聖經呢係嚟自
[00:02:18.000 --> 00:02:20.000]  真面嘅八章一至到四節
[00:02:20.000 --> 00:02:22.000]  同埋呢 即係
[00:02:22.000 --> 00:02:24.000]  大家都睇到啦就係二十二到
[00:02:24.000 --> 00:02:26.000]  三十一節咁今日嘅講案呢
[00:02:26.000 --> 00:02:28.000]  我會大概分三個嘅部分啦
[00:02:28.000 --> 00:02:30.000]  第一個部分呢係一至到
[00:02:30.000 --> 00:02:32.000]  四節係父親嘅
[00:02:32.000 --> 00:02:34.000]  勸勉 第二個部分呢係
[00:02:34.000 --> 00:02:36.000]  二十二到二十九節作
[00:02:36.000 --> 00:02:38.000]  智慧人 父親勸我哋作智慧人
[00:02:38.000 --> 00:02:40.000]  立下界線 第三個部分呢
[00:02:40.000 --> 00:02:42.000]  就係三十到三十一節 父親
[00:02:42.000 --> 00:02:44.000]  教我哋作智慧人 我哋就能夠
[00:02:44.000 --> 00:02:46.000]  喜樂無限啦
[00:02:46.000 --> 00:02:48.000]  喺正確諗言
[00:02:48.000 --> 00:02:50.000]  裏面呢我哋嘅宣講
[00:02:50.000 --> 00:02:52.000]  好多嘅唔同嘅
[00:02:52.000 --> 00:02:54.000]  即係神學嘅內容 或者係好多爭議性嘅題目
[00:02:54.000 --> 00:02:56.000]  我哋今日呢要嚟睇嘅呢一個
[00:02:56.000 --> 00:02:58.000]  嘅題目就係今日嘅主題
[00:02:58.000 --> 00:03:00.000]  就係父親對我哋嘅勸勉
[00:03:00.000 --> 00:03:02.000]  同樣呢呢個係父親我哋嘅天父
[00:03:02.000 --> 00:03:04.000]  想留畀我哋嘅智慧
[00:03:04.000 --> 00:03:06.000]  真面又稱為呢個嘅智慧
[00:03:06.000 --> 00:03:08.000]  宣講 喺智慧宣講裏面呢
[00:03:08.000 --> 00:03:10.000]  大概有三章嘅聖經呢
[00:03:10.000 --> 00:03:12.000]  係比較明顯似呢個智慧
[00:03:12.000 --> 00:03:14.000]  嘅宣講嘅 分別係第一
[00:03:14.000 --> 00:03:16.000]  章嘅三十三節
[00:03:16.000 --> 00:03:18.000]  第八章嘅 總共三十二節啦
[00:03:18.000 --> 00:03:20.000]  同埋第九章嘅 總共十八節
[00:03:20.000 --> 00:03:22.000]  喺呢三章聖經裏面呢
[00:03:22.000 --> 00:03:24.000]  係好似一個嘅爸爸 向佢嘅子女呢
[00:03:24.000 --> 00:03:26.000]  嚟到去宣講一啲嘅智慧之言
[00:03:26.000 --> 00:03:28.000]  當中我哋今日要睇嘅第八章呢
[00:03:28.000 --> 00:03:30.000]  就正正係呢更加似
[00:03:30.000 --> 00:03:32.000]  呢個爸爸呢 向佢嘅
[00:03:32.000 --> 00:03:34.000]  子女呢嚟到講一啲做人
[00:03:34.000 --> 00:03:36.000]  處世之道
[00:03:36.000 --> 00:03:38.000]  咁呢喺第八章裏面呢大家留意到
[00:03:38.000 --> 00:03:40.000]  其實經文呢有一個好特別嘅地方
[00:03:40.000 --> 00:03:42.000]  經文呢形容智慧呢
[00:03:42.000 --> 00:03:44.000]  就將佢好似一個人格化呢
[00:03:44.000 --> 00:03:46.000]  咁樣嚟到去表達
[00:03:46.000 --> 00:03:48.000]  將呢個智慧呢就變成一個女性喎
[00:03:48.000 --> 00:03:50.000]  就講緊一啲人生嘅大
[00:03:50.000 --> 00:03:52.000]  道理 咁智慧呢就用
[00:03:52.000 --> 00:03:54.000]  他嚟到去形容啦 係嘛
[00:03:54.000 --> 00:03:56.000]  第二節話 他站在十字路口喎
[00:03:56.000 --> 00:03:58.000]  呢個女仔嘅他
[00:03:58.000 --> 00:04:00.000]  第三節嗰度話 他呼喊
[00:04:00.000 --> 00:04:02.000]  咁樣用個女性形容
[00:04:02.000 --> 00:04:04.000]  咁我哋就諗 點解呢
[00:04:04.000 --> 00:04:06.000]  智慧要用個女性嚟形容呢
[00:04:06.000 --> 00:04:08.000]  除咗每年呢有嗰啲嘅選美話
[00:04:08.000 --> 00:04:10.000]  智慧與美貌並重之外呢
[00:04:10.000 --> 00:04:12.000]  咁點解會用呢一個女性呢
[00:04:12.000 --> 00:04:14.000]  咁好多嘅識經學者呢
[00:04:14.000 --> 00:04:16.000]  就話佢用女性嘅原因
[00:04:16.000 --> 00:04:18.000]  就當中有兩個 第一個呢就係
[00:04:18.000 --> 00:04:20.000]  佢喺第八章裏面用呢個
[00:04:20.000 --> 00:04:22.000]  女性嘅他呢 為咗同前一章嘅
[00:04:22.000 --> 00:04:24.000]  第七節當中提到嗰個淫婦呢
[00:04:24.000 --> 00:04:26.000]  嚟到再一個個對比
[00:04:26.000 --> 00:04:28.000]  淫婦呢係冇智慧嘅 但係
[00:04:28.000 --> 00:04:30.000]  真正嘅智慧呢 係應該係
[00:04:30.000 --> 00:04:32.000]  屬於上帝 所以用女性嚟講
[00:04:32.000 --> 00:04:34.000]  另外第二個可能呢就係當時呢
[00:04:34.000 --> 00:04:36.000]  寫作嘅背景係一個嘅希伯朗人嘅
[00:04:36.000 --> 00:04:38.000]  社會啦 佢哋呢個媽媽呢
[00:04:38.000 --> 00:04:40.000]  喺家庭裏面呢係做一個教師
[00:04:40.000 --> 00:04:42.000]  同埋家教嘅角色 所以呢
[00:04:42.000 --> 00:04:44.000]  教一啲智慧之言呢佢哋就
[00:04:44.000 --> 00:04:46.000]  用女性呢呢一個呢嚟到去
[00:04:46.000 --> 00:04:48.000]  作為一個嘅代表咁樣啦
[00:04:48.000 --> 00:04:50.000]  喺呢個嘅
[00:04:50.000 --> 00:04:52.000]  智慧嘅宣講裏面呢
[00:04:52.000 --> 00:04:54.000]  我哋頭先都講咗會分為四個
[00:04:54.000 --> 00:04:56.000]  階段咁我希望呢
[00:04:56.000 --> 00:04:58.000]  即係三個階段其實呢係四個嘅
[00:04:58.000 --> 00:05:00.000]  不過一陣會同大家講點解係四個
[00:05:00.000 --> 00:05:02.000]  咁首先呢就睇第一到第四節喎
[00:05:02.000 --> 00:05:04.000]  呢一個呢係一個嘅
[00:05:04.000 --> 00:05:06.000]  父親對佢嘅兒女呢
[00:05:06.000 --> 00:05:08.000]  一個好大嘅勸勉
[00:05:08.000 --> 00:05:10.000]  咁你就講呀 智慧你
[00:05:10.000 --> 00:05:12.000]  喜不呼喚 智慧喜不揚聲
[00:05:12.000 --> 00:05:14.000]  講咗呢好多呢 智慧呢要
[00:05:14.000 --> 00:05:16.000]  大聲嗌 如果呢大家
[00:05:16.000 --> 00:05:18.000]  睇到當呢一個嘅智慧
[00:05:18.000 --> 00:05:20.000]  喺邊度嗌嘅時候呢 你發現呢
[00:05:20.000 --> 00:05:22.000]  智慧喺度大聲呼喚嘅場景呢
[00:05:22.000 --> 00:05:24.000]  並唔係喺屋企裏面呢
[00:05:24.000 --> 00:05:26.000]  嗌呀即係快啲洗衫啦
[00:05:26.000 --> 00:05:28.000]  快啲食飯啦咁樣 智慧呢
[00:05:28.000 --> 00:05:30.000]  喺度大聲呼喊嘅場景呢就係
[00:05:30.000 --> 00:05:32.000]  十字路口啦 第二節嗰度咁講
[00:05:32.000 --> 00:05:34.000]  喺高處嘅頂上
[00:05:34.000 --> 00:05:36.000]  係三節嗰度話城門旁
[00:05:36.000 --> 00:05:38.000]  入口處 呢全部呢
[00:05:38.000 --> 00:05:40.000]  都係一啲好
[00:05:40.000 --> 00:05:42.000]  人必經嘅地方
[00:05:42.000 --> 00:05:44.000]  一啲必經之路嚟嘅
[00:05:44.000 --> 00:05:46.000]  咁點解呢要嚟到去咁樣講
[00:05:46.000 --> 00:05:48.000]  我相信呢佢用一個咁
[00:05:48.000 --> 00:05:50.000]  明顯咁直接嘅
[00:05:50.000 --> 00:05:52.000]  即係一個宣認嘅方式呢
[00:05:52.000 --> 00:05:54.000]  去叫人聽智慧之言呢
[00:05:54.000 --> 00:05:56.000]  係有一個原因嘅
[00:05:56.000 --> 00:05:58.000]  即係好似今日咁 如果我呢今日唔喺
[00:05:58.000 --> 00:06:00.000]  港台呢度企高嘅話呢
[00:06:00.000 --> 00:06:02.000]  咁大家可能呢都
[00:06:02.000 --> 00:06:04.000]  未必會想聽到我講嘢
[00:06:04.000 --> 00:06:06.000]  我記得兩年前呢教會呢
[00:06:06.000 --> 00:06:08.000]  有一個嘅壽府節
[00:06:08.000 --> 00:06:10.000]  宋霸裏面 我就負責呢
[00:06:10.000 --> 00:06:12.000]  做讀經 咁嗰年嘅壽府節呢
[00:06:12.000 --> 00:06:14.000]  就好多師班喺個台上面
[00:06:14.000 --> 00:06:16.000]  有150人喺個台嗰度 咁於是呢
[00:06:16.000 --> 00:06:18.000]  我哋嘅當時嘅教會呢
[00:06:18.000 --> 00:06:20.000]  都係有兩邊台嘅
[00:06:20.000 --> 00:06:22.000]  一邊呢就港元嗰個高啲嘅
[00:06:22.000 --> 00:06:24.000]  咁另一邊呢就低啲叫讀經台
[00:06:24.000 --> 00:06:26.000]  咁讀經台本身都有個階級
[00:06:26.000 --> 00:06:28.000]  喺度嘅 咁但係因為嗰日呢人太多
[00:06:28.000 --> 00:06:30.000]  佢嗰個階級呢阻住啲人呢
[00:06:30.000 --> 00:06:32.000]  師班嗰啲位嚟到去拍位
[00:06:32.000 --> 00:06:34.000]  於是呢佢就將呢個階級呢就移開咗
[00:06:34.000 --> 00:06:36.000]  當我呢
[00:06:36.000 --> 00:06:38.000]  上到台嘅時候呢 冇咗個階級喎
[00:06:38.000 --> 00:06:40.000]  咁我都要讀經㗎嘛 係咪
[00:06:40.000 --> 00:06:42.000]  咁我就讀啦 咁因為我哋當時嘅
[00:06:42.000 --> 00:06:44.000]  台呢除咗係有呢一個板
[00:06:44.000 --> 00:06:46.000]  上面呢係有個燈嘅 咁所以
[00:06:46.000 --> 00:06:48.000]  再高多五六吋咁樣啦
[00:06:48.000 --> 00:06:50.000]  咁呢我就生得比較
[00:06:50.000 --> 00:06:52.000]  高啦 咁所以呢我喺個台
[00:06:52.000 --> 00:06:54.000]  嗰時呀冇咗個 冇咗個梯級
[00:06:54.000 --> 00:06:56.000]  而我企喺度嘅時候呢 其實冇人
[00:06:56.000 --> 00:06:58.000]  見到我樣㗎 即係你見到一個
