
[00:00:00.000 --> 00:00:03.120]  那個視頻是什麼呢
[00:00:03.120 --> 00:00:05.120]  20歲的夢想
[00:00:05.120 --> 00:00:08.120]  30歲的妥協
[00:00:08.120 --> 00:00:12.360]  然後到40歲的失望
[00:00:12.360 --> 00:00:16.380]  我相信我們當中很多人都40歲了
[00:00:16.380 --> 00:00:18.480]  沒有到30歲了
[00:00:18.480 --> 00:00:24.600]  你是活在妥協當中 活在失望裏面 是不是呢
[00:00:24.600 --> 00:00:26.280]  在這樣的情況下
[00:00:26.280 --> 00:00:32.680]  我們能不能繼續向神感謝和讚美呢
[00:00:32.680 --> 00:00:35.800]  有時感謝讚美原來不是那麼容易的事
[00:00:35.800 --> 00:00:40.800]  特別當我們落在這種不肯定的處境當中
[00:00:40.800 --> 00:00:44.600]  如果我們把我們的眼睛再睜大一點
[00:00:44.600 --> 00:00:46.960]  向四周看一看
[00:00:46.960 --> 00:00:50.280]  有沒有看新聞啊 有沒有聽人說過啊
[00:00:50.280 --> 00:00:52.480]  我記得前個星期我們看新聞的時候
[00:00:52.480 --> 00:00:56.600]  江蘇有七個農民上北京上訪
[00:00:56.600 --> 00:00:57.680]  爲什麼呢
[00:00:57.680 --> 00:01:00.480]  他們的田地被徵收籤冊
[00:01:00.480 --> 00:01:02.960]  他們很不滿
[00:01:02.960 --> 00:01:07.520]  上訪希望政府幫他們講一個公道
[00:01:07.520 --> 00:01:10.160]  結果反而被人抓去坐黑奴
[00:01:10.160 --> 00:01:11.560]  即是黑獄
[00:01:11.560 --> 00:01:13.680]  抓去坐監
[00:01:13.680 --> 00:01:15.920]  大家知道發生什麼事嗎
[00:01:15.920 --> 00:01:20.560]  結果這七個農夫就去到北京青年報社的門口
[00:01:20.560 --> 00:01:23.760]  一起喫農藥自殺
[00:01:23.760 --> 00:01:27.160]  其實這件事已經不是第一次發生
[00:01:27.160 --> 00:01:30.640]  如果上網查查的話已經發生了很多次
[00:01:30.640 --> 00:01:33.760]  集體自殺去抗議
[00:01:33.760 --> 00:01:37.320]  因爲他們面對一個困境
[00:01:37.320 --> 00:01:40.120]  是沒辦法能夠靠自己走出來
[00:01:40.120 --> 00:01:42.120]  唯有死給他們看
[00:01:42.120 --> 00:01:44.760]  看他們怎麼做
[00:01:44.760 --> 00:01:46.160]  當我們見到這樣的事情的時候
[00:01:46.160 --> 00:01:47.600]  我們能不能夠在一個
[00:01:47.600 --> 00:01:50.400]  創造宇宙門外神話天父上帝
[00:01:50.400 --> 00:01:54.400]  我仍然可以感謝讚美你
[00:01:54.400 --> 00:01:56.160]  當我們看到
[00:01:56.160 --> 00:01:59.880]  加州有超過60萬的選民
[00:01:59.880 --> 00:02:02.280]  簽字說要將那個
[00:02:02.280 --> 00:02:05.840]  男女共用洗手間法案擺上來公投
[00:02:05.840 --> 00:02:10.280]  竟然有人可以將簽名作廢
[00:02:10.280 --> 00:02:11.440]  我不知道還有沒有follow up
[00:02:11.440 --> 00:02:13.200]  起碼到現在我們知道
[00:02:13.200 --> 00:02:15.240]  今年1月1號開始
[00:02:15.240 --> 00:02:16.480]  你去洗手間要小心點
[00:02:16.480 --> 00:02:18.240]  make sure裏面
[00:02:18.240 --> 00:02:20.440]  如果你是男生肯定沒女人在裏面
[00:02:20.440 --> 00:02:24.200]  女人肯定沒男人在裏面
[00:02:24.200 --> 00:02:25.680]  不過對有些人來說
[00:02:25.680 --> 00:02:26.440]  可能會好一點
[00:02:26.440 --> 00:02:27.600]  因爲我也試過
[00:02:27.600 --> 00:02:29.360]  中坐進去女洗手間
[00:02:29.360 --> 00:02:31.160]  以後不用解釋
[00:02:31.160 --> 00:02:33.800]  會不會啊
[00:02:33.800 --> 00:02:36.560]  當我們見到原來在美國一個這樣法治的地方
[00:02:36.560 --> 00:02:39.320]  都有這樣的情況出現的時候
[00:02:39.320 --> 00:02:40.280]  你可不可以向上
[00:02:40.280 --> 00:02:41.640]  天父上帝感謝讚美你啊
[00:02:41.640 --> 00:02:44.640]  可以嗎
[00:02:44.640 --> 00:02:45.640]  然後
[00:02:45.640 --> 00:02:49.720]  我們學生小朋友開始長大了
[00:02:49.720 --> 00:02:51.840]  但是現在做家長很提心吊膽
[00:02:51.840 --> 00:02:55.240]  以前我們覺得學校裏面是個很安全的地方
[00:02:55.240 --> 00:02:55.880]  OK
[00:02:55.880 --> 00:02:59.120]  公司裏面大家圍在一起做工沒問題的
[00:02:59.120 --> 00:03:01.080]  但現在不是的
[00:03:01.080 --> 00:03:03.840]  隨時有人會開槍的
[00:03:03.840 --> 00:03:07.000]  隨時有人會拿炸彈進來的
[00:03:07.000 --> 00:03:08.800]  我們覺得有沒有搞錯啊
[00:03:08.800 --> 00:03:09.720]  你有什麼怨憤
[00:03:09.720 --> 00:03:11.320]  你就自己想辦法搞定它
[00:03:11.320 --> 00:03:13.360]  你爲什麼傷及無辜啊
[00:03:13.360 --> 00:03:15.240]  天父上帝你看不看到這些事發生的
[00:03:15.240 --> 00:03:17.840]  你看不看到這些人受傷害的
[00:03:17.840 --> 00:03:20.680]  這些人是無辜地死去的
[00:03:20.680 --> 00:03:21.720]  不單單他們自己死了
[00:03:21.720 --> 00:03:23.200]  死了就沒人看了
[00:03:23.200 --> 00:03:26.360]  留下來的家人怎麼辦
[00:03:26.360 --> 00:03:27.920]  Why don't you do something
[00:03:27.920 --> 00:03:31.040]  神啊爲什麼你不做點事呢
[00:03:31.040 --> 00:03:33.040]  當我們見到這樣的事情的時候
[00:03:33.040 --> 00:03:34.960]  我們能不能夠向神說
[00:03:34.960 --> 00:03:39.880]  天父上帝我仍要歌頌讚美你
[00:03:39.880 --> 00:03:40.960]  再說近一點
[00:03:40.960 --> 00:03:42.880]  我們算耶穌
[00:03:42.880 --> 00:03:43.880]  我們說基督徒
[00:03:43.880 --> 00:03:45.720]  其實我們感謝主啦
[00:03:45.720 --> 00:03:47.280]  相信耶穌
[00:03:47.280 --> 00:03:50.360]  其實我們對神的要求也不是很多
[00:03:50.360 --> 00:03:51.240]  很簡單
[00:03:51.240 --> 00:03:52.200]  學生都走了
[00:03:52.200 --> 00:03:53.320]  還有些在這裏
[00:03:53.320 --> 00:03:56.880]  希望將來我們能夠transfer好一點的學校
[00:03:56.880 --> 00:03:59.320]  出來找工作容易一點
[00:03:59.320 --> 00:04:00.120]  不作業的
[00:04:00.120 --> 00:04:02.080]  希望有一份固定的工作
[00:04:02.080 --> 00:04:03.840]  我能夠養妻活兒
[00:04:03.840 --> 00:04:06.320]  這些都不是什麼過分的要求
[00:04:06.320 --> 00:04:08.480]  每個人生裏面都很想有的
[00:04:08.480 --> 00:04:09.800]  是不是
[00:04:09.800 --> 00:04:11.840]  我只是希望做個平凡人
[00:04:11.840 --> 00:04:13.920]  別人有的我也有
[00:04:13.920 --> 00:04:14.800]  固定的工作
[00:04:14.800 --> 00:04:15.480]  養兒育女
[00:04:15.480 --> 00:04:16.240]  然後呢
[00:04:16.240 --> 00:04:18.160]  自己有個小家庭
[00:04:18.160 --> 00:04:20.880]  我都不望發達了
[00:04:20.880 --> 00:04:23.080]  但是爲什麼有時候
[00:04:23.080 --> 00:04:25.080]  對某些人來說
[00:04:25.080 --> 00:04:28.160]  天父都不給我們
[00:04:28.160 --> 00:04:31.480]  好像他看不到我們心裏面
[00:04:31.480 --> 00:04:32.880]  那種焦急
[00:04:32.880 --> 00:04:34.840]  那種難過
[00:04:34.840 --> 00:04:37.760]  爲什麼你是我們的天父
[00:04:37.760 --> 00:04:39.000]  但是我們經歷不了
[00:04:39.000 --> 00:04:41.520]  你看顧我
[00:04:41.520 --> 00:04:44.320]  你不給一份我喜歡的工作
[00:04:44.320 --> 00:04:46.720]  你不讓我有小朋友
[00:04:46.720 --> 00:04:48.000]  而且不是一次
[00:04:48.000 --> 00:04:50.880]  是兩次三次四次
[00:04:50.880 --> 00:04:52.800]  上班的時候很多人針對我們
[00:04:52.800 --> 00:04:55.360]  甚至無辜的被人解僱
[00:04:55.360 --> 00:04:57.000]  我老公不跟我說話很久了
[00:04:57.000 --> 00:04:58.080]  多久了
[00:04:58.080 --> 00:05:01.400]  半年九個月吧
[00:05:01.400 --> 00:05:02.720]  在這樣的情況下
[00:05:02.720 --> 00:05:05.880]  我們怎麼能夠
[00:05:05.880 --> 00:05:08.600]  向神說感謝讚美的說話
[00:05:08.600 --> 00:05:11.640]  因爲似乎天父沒有聽我們的祈禱
[00:05:11.640 --> 00:05:16.440]  似乎天父看不到我們需要天父沒有
[00:05:16.440 --> 00:05:19.320]  去答我們心中的這個疑問
[00:05:19.320 --> 00:05:20.840]  所以到那個地步
[00:05:20.840 --> 00:05:22.600]  不知道你們有沒有試過呢
[00:05:22.600 --> 00:05:25.240]  很生神氣
[00:05:25.240 --> 00:05:26.440]  有時候我們不敢
[00:05:26.440 --> 00:05:27.840]  不過有時候真的
[00:05:27.840 --> 00:05:29.080]  心裏面壓着壓着
[00:05:29.080 --> 00:05:32.080]  但是你很不開心
[00:05:32.080 --> 00:05:33.840]  我們埋怨神
[00:05:33.840 --> 00:05:35.440]  我怎麼能夠
[00:05:35.440 --> 00:05:37.160]  在這樣的情況下
[00:05:37.160 --> 00:05:40.360]  感謝讚美你
