
[00:00:00.000 --> 00:00:05.600]  按照教會每一年的講道安排
[00:00:05.600 --> 00:00:08.520]  五、六月份我們進入主題
[00:00:08.520 --> 00:00:12.360]  是講關於敬拜和禱告
[00:00:12.360 --> 00:00:18.040]  是我們教會其中兩個很重要的核心價值
[00:00:18.040 --> 00:00:20.440]  很重要,敬拜和禱告
[00:00:20.440 --> 00:00:21.960]  剛才一起敬拜的時候
[00:00:21.960 --> 00:00:25.800]  感受到神的偉大、神的榮耀
[00:00:25.800 --> 00:00:27.680]  祂大能的同在
[00:00:27.680 --> 00:00:30.600]  敬拜其實是信徒的生活方式
[00:00:30.600 --> 00:00:35.280]  是我們屬靈生命的一個流露
[00:00:35.280 --> 00:00:37.160]  不只是唱歌的時候
[00:00:37.160 --> 00:00:38.480]  或者在教會裡面敬拜
[00:00:38.480 --> 00:00:40.560]  是我們屬靈生命的一個流露
[00:00:40.560 --> 00:00:42.520]  是對神愛的表達
[00:00:42.520 --> 00:00:46.240]  讓我們認清楚我們生命的主權
[00:00:46.240 --> 00:00:48.520]  是單單屬於我們的神
[00:00:48.520 --> 00:00:52.360]  在去年其實有連續三次的
[00:00:52.360 --> 00:00:57.120]  我們有三堂關於敬拜的信息
[00:00:57.120 --> 00:00:59.280]  其中一篇是潘長老用過
[00:00:59.280 --> 00:01:02.480]  《以賽亞書》六章一至八節去分享
[00:01:02.480 --> 00:01:04.000]  他說透過敬拜讚美
[00:01:04.000 --> 00:01:06.920]  我們能夠經歷神榮耀的臨在
[00:01:06.920 --> 00:01:09.120]  然後有聖靈高沒我們
[00:01:09.120 --> 00:01:13.280]  讓我們看到我們自己生命中的罪
[00:01:13.280 --> 00:01:16.320]  我們也來到神的面前去求主寬恕
[00:01:16.320 --> 00:01:18.840]  然後我們在當中領受神的話語
[00:01:18.840 --> 00:01:20.640]  我們領受神的赦免
[00:01:20.640 --> 00:01:23.840]  亦都是神親自赦免我們的罪
[00:01:23.840 --> 00:01:27.720]  然後神去接受我們同心的去接受
[00:01:27.720 --> 00:01:31.320]  主的服侍和主的呼召
[00:01:31.320 --> 00:01:33.200]  所以今天我們有一篇的信息
[00:01:33.200 --> 00:01:35.400]  都是和敬拜有關的
[00:01:35.400 --> 00:01:38.720]  題目就是我們在爭戰裡面去敬拜
[00:01:38.720 --> 00:01:42.640]  亦都我們在敬拜當中我們去爭戰
[00:01:42.640 --> 00:01:47.000]  經文就在歷代之下的二十章一至三十節
[00:01:47.000 --> 00:01:50.080]  讓我們開始先用一首詩歌
[00:01:50.080 --> 00:01:52.080]  我們一起去預備我們的心
[00:01:52.080 --> 00:01:55.400]  進到神的說話裡面
[00:01:55.400 --> 00:01:56.400]  Amen
[00:01:56.400 --> 00:01:59.880]  其實敬拜的定義可以很闊
[00:01:59.880 --> 00:02:01.240]  可以是
[00:02:01.240 --> 00:02:02.920]  狹義來說可以是我們聚會
[00:02:02.920 --> 00:02:04.560]  剛才那樣我們崇拜
[00:02:04.560 --> 00:02:06.760]  每一個聚會開始之前那個的
[00:02:06.760 --> 00:02:08.960]  詩歌敬拜的部分
[00:02:08.960 --> 00:02:10.240]  亦都可以
[00:02:10.240 --> 00:02:12.640]  我曾經讀過一科崇拜學
[00:02:12.640 --> 00:02:15.320]  可以將整個的崇拜每一個流程
[00:02:15.320 --> 00:02:16.480]  每一個環節
[00:02:16.480 --> 00:02:19.800]  他們作為當中一個憲制的
[00:02:19.800 --> 00:02:24.880]  就整個的崇拜作為了一個敬拜的一部分
[00:02:24.880 --> 00:02:27.040]  而當我們看回原文的時候
[00:02:27.040 --> 00:02:29.920]  侍奉的原文就是敬拜的意思
[00:02:29.920 --> 00:02:32.640]  所以我們一切對神的侍奉
[00:02:32.640 --> 00:02:34.320]  不單止是唱歌
[00:02:34.320 --> 00:02:39.000]  不單止是在禮堂裡面
[00:02:39.000 --> 00:02:41.480]  我們所有參與我們服侍神的
[00:02:41.480 --> 00:02:42.840]  如果我們歸回原文
[00:02:42.840 --> 00:02:44.000]  其實都是神
[00:02:44.000 --> 00:02:45.480]  神需要我們的侍奉
[00:02:45.480 --> 00:02:46.960]  就是去敬拜祂
[00:02:46.960 --> 00:02:48.920]  就是去榮耀祂的名
[00:02:48.920 --> 00:02:51.760]  而更加廣義的就是我們基督徒對神的
[00:02:51.760 --> 00:02:54.600]  心靈誠實的一個生活方式
[00:02:54.600 --> 00:02:56.400]  是我們的行事為人
[00:02:56.400 --> 00:02:59.080]  我們每天我們口所出的每一句話
[00:02:59.080 --> 00:03:00.920]  我們所做的每一個行為
[00:03:00.920 --> 00:03:02.640]  我們都是去敬拜神
[00:03:02.640 --> 00:03:04.800]  我們今天可以去看看
[00:03:04.800 --> 00:03:08.400]  我們嘗試擺在一個廣義的敬拜
[00:03:08.400 --> 00:03:10.640]  我們可以有狹義
[00:03:10.640 --> 00:03:11.880]  我們的詩歌敬拜
[00:03:11.880 --> 00:03:14.360]  亦都是有廣義我們的生活方式
[00:03:14.360 --> 00:03:19.040]  我們今天嘗試去透過這個訊息去分享
[00:03:19.040 --> 00:03:21.360]  而今天我們提到有爭戰
[00:03:21.360 --> 00:03:24.440]  究竟爭戰在哪個地方發生呢
[00:03:24.440 --> 00:03:26.440]  很多人想是不是在空中
[00:03:26.440 --> 00:03:27.440]  在哪些地方
[00:03:27.440 --> 00:03:28.920]  什麼第幾度空間
[00:03:28.920 --> 00:03:30.200]  星球大戰
[00:03:30.200 --> 00:03:31.080]  這樣
[00:03:31.080 --> 00:03:32.760]  其實我想告訴大家
[00:03:32.760 --> 00:03:36.840]  戰場其實常常都在我們的生活裡面
[00:03:36.840 --> 00:03:38.720]  在我們的心靈裡面
[00:03:38.720 --> 00:03:40.000]  其實每時每刻
[00:03:40.000 --> 00:03:42.760]  撒旦都很想用各種不同的伎倆
[00:03:42.760 --> 00:03:44.120]  而去欺騙你
[00:03:44.120 --> 00:03:45.320]  要去恐嚇你
[00:03:45.320 --> 00:03:47.120]  要你攔阻你
[00:03:47.120 --> 00:03:48.160]  去打擊你們
[00:03:48.160 --> 00:03:50.480]  我們每一個對神的信心
[00:03:50.480 --> 00:03:52.280]  和對神的盼望
[00:03:52.280 --> 00:03:54.720]  最好我們就是離開神
[00:03:54.720 --> 00:03:56.160]  這個撒旦最喜歡
[00:03:56.160 --> 00:03:57.840]  但是神最卻是
[00:03:57.840 --> 00:04:00.960]  祂要我們盡心盡意去信靠祂
[00:04:00.960 --> 00:04:02.960]  就是一個神童魔鬼
[00:04:02.960 --> 00:04:05.680]  就在我們的心思裡面
[00:04:05.680 --> 00:04:06.840]  捉起一個戰場
[00:04:06.840 --> 00:04:07.800]  就在這裡每一天
[00:04:07.800 --> 00:04:10.000]  我們在這裡拉扯在這裡爭戰
[00:04:10.000 --> 00:04:11.200]  其實簡單的
[00:04:11.200 --> 00:04:13.240]  就如我們作為一個信徒
[00:04:13.240 --> 00:04:15.240]  究竟我們平時在我們日常生活
[00:04:15.240 --> 00:04:17.000]  在我們的工作崗位裡面
[00:04:17.000 --> 00:04:20.520]  我們可不可以說一些
[00:04:20.520 --> 00:04:21.560]  謊話
[00:04:21.560 --> 00:04:24.200]  一些我們叫做白色的謊話
[00:04:24.200 --> 00:04:25.000]  可不可以呢
[00:04:25.000 --> 00:04:27.120]  無雙大雅的又可不可以呢
[00:04:27.120 --> 00:04:28.400]  神喜不喜悅的呢
[00:04:28.400 --> 00:04:29.120]  我們都經常
[00:04:29.120 --> 00:04:31.120]  這個就如這麼簡單的
[00:04:31.120 --> 00:04:33.040]  都是一個屬靈爭戰
[00:04:33.040 --> 00:04:35.360]  但當然我們今天也可以說到
[00:04:35.360 --> 00:04:37.760]  我們透過敬拜讚美
[00:04:37.760 --> 00:04:40.920]  其實神會在我們的客觀環境裡面工作
[00:04:40.920 --> 00:04:42.880]  去改變我們的客觀環境
[00:04:42.880 --> 00:04:44.360]  帶我們去跨性
[00:04:44.360 --> 00:04:45.840]  帶我們去經歷
[00:04:45.840 --> 00:04:49.480]  去勝過一個實際的危難和困難
[00:04:49.480 --> 00:04:51.480]  這個也是一個爭戰
[00:04:51.480 --> 00:04:54.080]  我們相不相信呢
[00:04:54.080 --> 00:04:57.640]  今天我們跟大家說了一個定義之後
[00:04:57.640 --> 00:05:00.800]  就帶到今天我們要去分享的來文
[00:05:00.800 --> 00:05:03.040]  我就跟大家說一個故事
[00:05:03.040 --> 00:05:06.240]  說一個猶大王叫約沙發
[00:05:06.240 --> 00:05:07.440]  他的事蹟
[00:05:07.440 --> 00:05:11.800]  他在爭戰裡面的敬拜讚美
[00:05:11.800 --> 00:05:14.520]  其實約沙發的原文的意思
[00:05:14.520 --> 00:05:16.880]  就是耶和華審判的意思
[00:05:16.880 --> 00:05:18.760]  他其實是大衛家
[00:05:18.760 --> 00:05:20.960]  是耶穌族譜裡面其中一員
[00:05:20.960 --> 00:05:23.360]  是大衛王的第六代
[00:05:23.360 --> 00:05:26.280]  之後的第六代的猶大國的國王
[00:05:26.280 --> 00:05:27.360]  而在聖經裡面
[00:05:27.360 --> 00:05:30.320]  最多去說約沙發的地方
[00:05:30.320 --> 00:05:33.840]  就是歷代治下的第十七章第二十章
[00:05:33.840 --> 00:05:36.360]  說了約沙發的事蹟
[00:05:36.360 --> 00:05:38.400]  而在歷代治裡面
[00:05:38.400 --> 00:05:41.720]  很重要的一個信息就是尋求耶和華
[00:05:41.720 --> 00:05:43.520]  他裡面介紹了很多個王
[00:05:43.520 --> 00:05:45.280]  這個王尋求耶和華
[00:05:45.280 --> 00:05:47.800]  行耶和華看為善的事
[00:05:47.800 --> 00:05:49.520]  這個王不尋求耶和華
[00:05:49.520 --> 00:05:51.240]  行耶和華看為惡的事
[00:05:51.240 --> 00:05:52.560]  就是一個這樣的主題
[00:05:52.560 --> 00:05:54.720]  當然我們今天去學習約沙發
[00:05:54.720 --> 00:05:57.160]  我們就是去看一個
[00:05:57.160 --> 00:06:00.440]  在當中學習他是一個敬畏神的人
[00:06:00.440 --> 00:06:01.760]  其實有四章的經文
[00:06:01.760 --> 00:06:03.160]  十章十七至二十
[00:06:03.160 --> 00:06:05.080]  我今天沒辦法跟大家說完
[00:06:05.080 --> 00:06:08.160]  我們今天的事蹟發生在第二十章
[00:06:08.160 --> 00:06:11.040]  但是從第十七章第二至第二十章
[00:06:11.040 --> 00:06:14.480]  我們大概可以看到一個尋求耶和華
[00:06:14.480 --> 00:06:16.760]  敬畏耶和華的王
[00:06:16.760 --> 00:06:18.720]  是會做到什麼的
[00:06:18.720 --> 00:06:21.000]  經文裡面我抽了一些重點出來
[00:06:21.000 --> 00:06:24.160]  他說他凡事求問耶和華
[00:06:24.160 --> 00:06:28.040]  然後他行耶和華眼中看為正的事
[00:06:28.040 --> 00:06:31.080]  很高興地遵行耶和華的道
[00:06:31.080 --> 00:06:33.680]  以及立志去尋求
[00:06:33.680 --> 00:06:36.280]  立定心志去尋求神
[00:06:36.280 --> 00:06:39.120]  詳細的你對約沙發掌更多的認識
[00:06:39.120 --> 00:06:43.400]  請大家回去看第十七章到二十章
