
[00:00:00.000 --> 00:00:01.560]  感謝主的恩典
[00:00:01.560 --> 00:00:09.040]  讓我能在當中跟大家宣講神的說話
[00:00:09.040 --> 00:00:11.920]  仍然是農曆新年
[00:00:11.920 --> 00:00:15.760]  透過網絡向大家
[00:00:15.760 --> 00:00:19.040]  迎歌莫的弟兄姊妹和來賓
[00:00:19.040 --> 00:00:20.720]  來文案
[00:00:20.720 --> 00:00:25.920]  願神的恩典繼續和大家伴隨
[00:00:30.880 --> 00:00:33.560]  今日的講題是異象的人生
[00:00:33.560 --> 00:00:35.040]  人生如果沒有夢想
[00:00:35.040 --> 00:00:38.120]  和一條鹹魚有什麼分別
[00:00:38.120 --> 00:00:40.920]  這是一條鹹魚
[00:00:40.920 --> 00:00:44.600]  這是周星馳的對白
[00:00:44.600 --> 00:00:46.280]  在電影裡
[00:00:46.280 --> 00:00:51.160]  說到人生如果沒有夢想
[00:00:51.160 --> 00:00:55.240]  我們都是吃玩睡
[00:00:55.240 --> 00:00:56.360]  吃完就吃
[00:00:56.360 --> 00:00:57.560]  不,吃飽就睡
[00:00:57.560 --> 00:01:02.000]  睡飽就去自然的呼喚
[00:01:02.000 --> 00:01:03.040]  去廁所等等
[00:01:03.040 --> 00:01:03.960]  然後去洗澡
[00:01:03.960 --> 00:01:08.880]  每天去作息都是一樣
[00:01:08.880 --> 00:01:12.880]  我們說到人生就好像沒有驚喜
[00:01:12.880 --> 00:01:17.800]  或者去認識家庭那個
[00:01:17.800 --> 00:01:19.560]  我們都覺得很奇怪
[00:01:19.560 --> 00:01:21.120]  去對著部手機
[00:01:21.120 --> 00:01:22.560]  對著部電腦
[00:01:22.560 --> 00:01:24.440]  來來去去都有些東西
[00:01:24.440 --> 00:01:25.240]  打完又打
[00:01:25.240 --> 00:01:26.280]  打完又打
[00:01:26.280 --> 00:01:27.760]  畫面重覆
[00:01:27.760 --> 00:01:29.920]  看著
[00:01:29.920 --> 00:01:31.000]  打來打去
[00:01:31.000 --> 00:01:33.440]  有什麼吸引呢?
[00:01:33.440 --> 00:01:36.440]  但反過來
[00:01:36.440 --> 00:01:40.880]  不打又有什麼做呢?
[00:01:40.880 --> 00:01:43.360]  過往有得打球
[00:01:43.360 --> 00:01:44.840]  有得出街玩
[00:01:44.840 --> 00:01:46.840]  今天被困受性
[00:01:46.840 --> 00:01:48.240]  現在可能不怕放寬
[00:01:48.240 --> 00:01:49.600]  來到外面
