
[00:00:00.000 --> 00:00:04.160]  其實上個禮拜 周末都引用過少少這段經文
[00:00:04.160 --> 00:00:06.520]  如果看這段經文
[00:00:06.520 --> 00:00:09.640]  我覺得由第一節開始看會比較好
[00:00:09.640 --> 00:00:12.360]  不過現在就節錄了12到17節
[00:00:12.360 --> 00:00:15.520]  其實第八章的第一節到十一節
[00:00:15.520 --> 00:00:16.360]  其實是在說什麼呢
[00:00:16.360 --> 00:00:19.520]  就是在說一個屬基督的生命
[00:00:19.520 --> 00:00:20.600]  屬主的生命
[00:00:20.600 --> 00:00:26.320]  我們究竟順從肉體和順從聖靈的結果是什麼
[00:00:26.320 --> 00:00:29.240]  順從肉體的結果就是
[00:00:29.240 --> 00:00:30.800]  死得
[00:00:30.800 --> 00:00:32.440]  順從聖靈
[00:00:32.440 --> 00:00:34.280]  你就會得生命
[00:00:34.280 --> 00:00:35.440]  就是這樣
[00:00:35.440 --> 00:00:38.040]  然後他就一直說下去
[00:00:38.040 --> 00:00:39.840]  說到第十二節開始
[00:00:39.840 --> 00:00:40.520]  就說什麼呢
[00:00:40.520 --> 00:00:41.160]  他說
[00:00:41.160 --> 00:00:42.280]  這樣看來
[00:00:42.280 --> 00:00:43.040]  弟兄們
[00:00:43.040 --> 00:00:44.880]  我們不是欠肉體的債
[00:00:44.880 --> 00:00:47.480]  去順從肉體活著
[00:00:47.480 --> 00:00:50.600]  你們若順從肉體活著就必定死
[00:00:50.600 --> 00:00:53.280]  若靠著聖靈自死身體的惡行
[00:00:53.280 --> 00:00:55.000]  就必要活著
[00:00:55.000 --> 00:00:56.480]  又再說一次
[00:00:56.480 --> 00:01:01.480]  順從聖靈和順從肉體的分別在哪裡
[00:01:01.480 --> 00:01:02.200]  好了
[00:01:02.200 --> 00:01:04.640]  去到第十四節
[00:01:04.640 --> 00:01:05.760]  這裡開始說什麼呢
[00:01:05.760 --> 00:01:07.400]  他說
[00:01:07.400 --> 00:01:09.760]  因為凡被神的靈引導
[00:01:09.760 --> 00:01:11.600]  再說深一點
[00:01:11.600 --> 00:01:13.800]  被聖靈引導的人
[00:01:13.800 --> 00:01:16.000]  是怎樣的
[00:01:16.000 --> 00:01:17.360]  就是神的兒子
[00:01:17.360 --> 00:01:19.960]  這裡當然是包括女兒
[00:01:19.960 --> 00:01:23.160]  我們聖經不是歧視人的
[00:01:23.160 --> 00:01:24.560]  兒子是一個統稱
[00:01:24.560 --> 00:01:25.920]  是包括兒女
[00:01:25.920 --> 00:01:27.080]  好了
[00:01:27.080 --> 00:01:27.640]  他說
[00:01:27.640 --> 00:01:29.640]  如果被聖靈引導的
[00:01:29.640 --> 00:01:31.600]  就是神的兒子
[00:01:31.600 --> 00:01:34.560]  所以我們把這句話反過來說
[00:01:34.560 --> 00:01:36.800]  如果我們是神的兒女
[00:01:36.800 --> 00:01:40.080]  我們的生命應該是怎樣的
[00:01:40.080 --> 00:01:41.800]  就是被聖靈引導
[00:01:41.800 --> 00:01:42.640]  如果被聖靈引導
[00:01:42.640 --> 00:01:43.840]  再說上去
[00:01:43.840 --> 00:01:46.600]  其實我們就是什麼
[00:01:46.600 --> 00:01:48.520]  就是順著聖靈的引導而活
[00:01:48.520 --> 00:01:54.400]  就不再順從肉體的引導而行
[00:01:54.400 --> 00:01:55.320]  是不是
[00:01:55.320 --> 00:01:56.520]  好了
[00:01:56.520 --> 00:01:58.600]  他這裡形容
[00:01:58.600 --> 00:02:02.320]  一個人如果順從肉體
[00:02:02.320 --> 00:02:07.720]  好像欠了肉體的債似的
[00:02:07.720 --> 00:02:12.920]  其實大家有沒有欠別人債
[00:02:12.920 --> 00:02:14.600]  有沒有
[00:02:14.600 --> 00:02:18.440]  我們所有人都在欠銀行的債
[00:02:18.440 --> 00:02:19.160]  是不是
[00:02:19.160 --> 00:02:20.000]  所以我們
[00:02:20.000 --> 00:02:22.240]  從教會
[00:02:22.240 --> 00:02:24.080]  到可能你自己的家
[00:02:24.080 --> 00:02:26.640]  我們每個月都在做什麼
[00:02:26.640 --> 00:02:27.960]  還債
[00:02:27.960 --> 00:02:29.320]  我們在還債
[00:02:29.320 --> 00:02:31.400]  不還行不行
[00:02:31.400 --> 00:02:32.520]  不行是不是
[00:02:32.520 --> 00:02:33.520]  行的
[00:02:33.520 --> 00:02:35.400]  收樓而已
[00:02:35.400 --> 00:02:36.080]  是不是
[00:02:36.080 --> 00:02:37.160]  收樓而已
[00:02:37.160 --> 00:02:38.040]  行的
[00:02:38.040 --> 00:02:38.960]  不過
[00:02:38.960 --> 00:02:40.880]  你有沒有見過那些
[00:02:40.880 --> 00:02:44.440]  在澳門賭輸了錢
[00:02:44.440 --> 00:02:47.400]  被那些大佬押回來的債
[00:02:47.400 --> 00:02:49.240]  有沒有見過
[00:02:49.240 --> 00:02:50.720]  你有沒有做過
[00:02:50.720 --> 00:02:52.600]  應該沒有了是不是
[00:02:52.600 --> 00:02:53.400]  是不是
[00:02:53.400 --> 00:02:55.760]  不過你看新聞你一定會見過的
[00:02:55.760 --> 00:02:58.640]  你會見過那些報道是怎樣的
[00:02:58.640 --> 00:03:00.000]  可能有兩三個人
[00:03:00.000 --> 00:03:01.240]  由澳門那裡
[00:03:01.240 --> 00:03:03.760]  在船那裡已經押著你回來了
[00:03:03.760 --> 00:03:05.400]  一直押到你回家
[00:03:05.400 --> 00:03:06.960]  然後怎樣
[00:03:06.960 --> 00:03:08.120]  要逼你
[00:03:08.120 --> 00:03:09.400]  要做很多事
[00:03:09.400 --> 00:03:11.000]  然後要你還債
[00:03:11.000 --> 00:03:13.720]  可能拍一些很難看的照片
[00:03:13.720 --> 00:03:16.240]  在你家裡寫很多東西
[00:03:16.240 --> 00:03:17.560]  騷擾你鄰居
[00:03:17.560 --> 00:03:18.200]  各方面
[00:03:18.200 --> 00:03:19.800]  無所不用其極
[00:03:19.800 --> 00:03:21.440]  就是要你做什麼
[00:03:21.440 --> 00:03:22.840]  還債
[00:03:22.840 --> 00:03:24.560]  頂智梅這裡形容
[00:03:24.560 --> 00:03:25.160]  他說
[00:03:25.160 --> 00:03:30.360]  我們不是欠了肉身肉體的債
[00:03:30.360 --> 00:03:31.560]  要去償還
