
[00:00:00.000 --> 00:00:03.840]  (聲音)
[00:00:03.840 --> 00:00:05.480]  各位電影節目平安
[00:00:05.480 --> 00:00:07.560]  我們都有很多不同的約會
[00:00:07.560 --> 00:00:09.280]  有時是一些老朋友
[00:00:09.280 --> 00:00:10.760]  大家喝杯咖啡
[00:00:10.760 --> 00:00:13.240]  有時是一個你很尊敬的長者
[00:00:13.240 --> 00:00:14.920]  你跟他吃頓飯
[00:00:14.920 --> 00:00:17.800]  然後如果是你的女朋友約了你
[00:00:17.800 --> 00:00:19.160]  你會有什麼心情
[00:00:19.160 --> 00:00:20.800]  我想你會很興奮
[00:00:20.800 --> 00:00:22.440]  因為帶著一份愛
[00:00:22.440 --> 00:00:23.920]  你很期待她
[00:00:23.920 --> 00:00:26.120]  如果耶穌約了你
[00:00:26.120 --> 00:00:27.120]  你會怎樣呢?
[00:00:27.120 --> 00:00:29.240]  原來耶穌很愛我們
[00:00:29.240 --> 00:00:32.040]  他時時都想跟我們相會
[00:00:32.040 --> 00:00:33.240]  特別聖靈
[00:00:33.240 --> 00:00:34.920]  也都很想約我們
[00:00:34.920 --> 00:00:37.800]  約我們去到祂的面前親近祂
[00:00:37.800 --> 00:00:39.360]  祂要將祂的能力
[00:00:39.360 --> 00:00:40.640]  將祂的祝福
[00:00:40.640 --> 00:00:42.320]  加添給我們
[00:00:42.320 --> 00:00:45.080]  原來有一個節期很重要的
[00:00:45.080 --> 00:00:47.040]  就是五秦節
[00:00:47.040 --> 00:00:50.320]  剛剛我們慶祝了五秦節
[00:00:50.320 --> 00:00:51.760]  我都很感謝神
[00:00:51.760 --> 00:00:55.360]  我已經很久沒有重視五秦節
[00:00:55.360 --> 00:00:57.080]  這次我在劉世蘭
[00:00:57.080 --> 00:00:59.000]  就有機會參加教會
[00:00:59.000 --> 00:01:02.560]  五秦節那天晚上的祈禱會
[00:01:02.560 --> 00:01:04.200]  很感謝神
[00:01:04.200 --> 00:01:06.360]  當我們一齊來到神的面前
[00:01:06.360 --> 00:01:08.040]  同心呼求
[00:01:08.040 --> 00:01:11.240]  那種震撼的能力
[00:01:11.240 --> 00:01:14.000]  聖靈就囂觀在我們當中
[00:01:14.000 --> 00:01:15.440]  與我們同在
[00:01:15.440 --> 00:01:18.200]  我感受到聖靈那份能力
[00:01:18.200 --> 00:01:21.600]  充滿在每一位弟兄姊妹的身上
[00:01:21.600 --> 00:01:24.120]  原來我們今天很需要期待
[00:01:24.120 --> 00:01:26.280]  神在我們生命裡面
[00:01:26.280 --> 00:01:28.560]  大大的動工
[00:01:28.560 --> 00:01:31.600]  在利美記二十三章
[00:01:31.600 --> 00:01:33.640]  第一第二節那裡說
[00:01:33.640 --> 00:01:35.640]  耶和華巧遇摩西
[00:01:35.640 --> 00:01:37.600]  你要跟百姓說
[00:01:37.600 --> 00:01:40.960]  要守耶和華的節期
[00:01:40.960 --> 00:01:45.640]  耶和華的節期是聖會的節期
[00:01:45.640 --> 00:01:48.080]  聖會這個字的意思
[00:01:48.080 --> 00:01:49.920]  就是約會的意思
[00:01:49.920 --> 00:01:53.560]  就等於你跟神有一個約會
[00:01:53.560 --> 00:01:55.720]  這個約會多麼重要
[00:01:55.720 --> 00:01:58.600]  你一定會帶著一個很恭敬的心
[00:01:58.600 --> 00:02:00.200]  來到神的面前
[00:02:00.200 --> 00:02:01.760]  去親近祂
[00:02:01.760 --> 00:02:03.040]  去仰望祂
[00:02:03.040 --> 00:02:05.600]  去聽聽神跟我說些什麼
[00:02:05.600 --> 00:02:07.840]  神有什麼要吩咐我
