
[00:00:00.000 --> 00:00:02.000]  我今天給了一個題目
[00:00:02.000 --> 00:00:04.000]  今天的分享
[00:00:04.000 --> 00:00:06.000]  叫做神要人成功
[00:00:06.000 --> 00:00:08.000]  給了一個問號
[00:00:08.000 --> 00:00:10.000]  這個你覺得
[00:00:10.000 --> 00:00:12.000]  有沒有問過這個問題呢
[00:00:12.000 --> 00:00:14.000]  我今天會看《列王記》上
[00:00:14.000 --> 00:00:16.000]  十六章十五到二十八節
[00:00:16.000 --> 00:00:18.000]  都比較長 不過我會讀一讀
[00:00:18.000 --> 00:00:20.000]  我們都抽一些來讀
[00:00:20.000 --> 00:00:22.000]  ok
[00:00:22.000 --> 00:00:24.000]  那說一說大家
[00:00:24.000 --> 00:00:26.000]  什麼叫做成功呢
[00:00:26.000 --> 00:00:28.000]  在你裏面 什麼叫成功呢
[00:00:28.000 --> 00:00:30.000]  是不是有權有勢
[00:00:30.000 --> 00:00:32.000]  有財
[00:00:32.000 --> 00:00:34.000]  有地位 就叫成功呢
[00:00:34.000 --> 00:00:36.000]  有龐大的金錢
[00:00:36.000 --> 00:00:38.000]  有崇高的地位
[00:00:38.000 --> 00:00:40.000]  你會想起哪一個呢
[00:00:40.000 --> 00:00:42.000]  是不是李生呀
[00:00:42.000 --> 00:00:44.000]  是不是李生呢
[00:00:44.000 --> 00:00:46.000]  我不知道 現在是不是李生呢
[00:00:46.000 --> 00:00:48.000]  好像不是
[00:00:48.000 --> 00:00:50.000]  但是有沒有
[00:00:50.000 --> 00:00:52.000]  也都可能 我不是這樣想的
[00:00:52.000 --> 00:00:54.000]  可能我只是想一些
[00:00:54.000 --> 00:00:56.000]  他在大眾都是認同的那些人
[00:00:56.000 --> 00:00:58.000]  或者他在認同的裏面
[00:00:58.000 --> 00:01:00.000]  大家都覺得
[00:01:00.000 --> 00:01:02.000]  他的樣貌不錯
[00:01:02.000 --> 00:01:04.000]  他的行事為人不錯
[00:01:04.000 --> 00:01:06.000]  會不會是劉德華呢
[00:01:06.000 --> 00:01:08.000]  我的年代
[00:01:08.000 --> 00:01:10.000]  四大天王是最紅的嘛
[00:01:10.000 --> 00:01:12.000]  現在就什麼什麼
[00:01:12.000 --> 00:01:14.000]  造星 什麼什麼好聲音
[00:01:14.000 --> 00:01:16.000]  我就不懂了
[00:01:16.000 --> 00:01:18.000]  不知道你懂不懂他們呢
[00:01:18.000 --> 00:01:20.000]  他們是不是成功呢
[00:01:20.000 --> 00:01:22.000]  你想想 他們是不是成功
[00:01:22.000 --> 00:01:24.000]  或者成功背後
[00:01:24.000 --> 00:01:26.000]  在美國做了一個調查
[00:01:26.000 --> 00:01:28.000]  跟三千人做了一個調查
[00:01:28.000 --> 00:01:30.000]  原來
[00:01:30.000 --> 00:01:32.000]  只有18%的人
[00:01:32.000 --> 00:01:34.000]  認同財富和權利
[00:01:34.000 --> 00:01:36.000]  代表成功
[00:01:36.000 --> 00:01:38.000]  有40%的人
[00:01:38.000 --> 00:01:40.000]  就覺得
[00:01:40.000 --> 00:01:42.000]  自我實現才是跟成功有關係
[00:01:42.000 --> 00:01:44.000]  自我實現
[00:01:44.000 --> 00:01:46.000]  就是馬斯洛
[00:01:46.000 --> 00:01:48.000]  需求層次理論的最高點
[00:01:48.000 --> 00:01:50.000]  自我實現
[00:01:50.000 --> 00:01:52.000]  自我實現包括什麼呢
[00:01:52.000 --> 00:01:54.000]  就是包括你的理想
[00:01:54.000 --> 00:01:56.000]  你的抱負
[00:01:56.000 --> 00:01:58.000]  發展你自己
[00:01:58.000 --> 00:02:00.000]  你愛你做的事
[00:02:00.000 --> 00:02:02.000]  有進步的領域
[00:02:02.000 --> 00:02:04.000]  有使命感 有熱誠
[00:02:04.000 --> 00:02:06.000]  你很滿足自己的狀況
[00:02:06.000 --> 00:02:08.000]  感到自豪
[00:02:08.000 --> 00:02:10.000]  真誠地去生活
[00:02:10.000 --> 00:02:12.000]  活出你的天職
[00:02:12.000 --> 00:02:14.000]  活出你的夢想
[00:02:14.000 --> 00:02:16.000]  想不想啊
[00:02:16.000 --> 00:02:18.000]  都想啊
[00:02:18.000 --> 00:02:20.000]  你有沒有自我實現呢
[00:02:20.000 --> 00:02:22.000]  我小時候的志願
[00:02:22.000 --> 00:02:24.000]  是做老師
[00:02:24.000 --> 00:02:26.000]  所以都做不到
[00:02:26.000 --> 00:02:28.000]  但現在做了牧師
[00:02:28.000 --> 00:02:30.000]  也是師
[00:02:30.000 --> 00:02:32.000]  那是不是自我實現呢
[00:02:32.000 --> 00:02:34.000]  不是
[00:02:34.000 --> 00:02:36.000]  但是我們看看
[00:02:36.000 --> 00:02:38.000]  神是不是真的要人成功呢
[00:02:38.000 --> 00:02:40.000]  過去我看了很多皇帝
[00:02:40.000 --> 00:02:42.000]  看了他們
[00:02:42.000 --> 00:02:44.000]  有些是
[00:02:44.000 --> 00:02:46.000]  負面的
[00:02:46.000 --> 00:02:48.000]  有些是正面的
[00:02:48.000 --> 00:02:50.000]  在人的眼中
[00:02:50.000 --> 00:02:52.000]  可能他們都成功
[00:02:52.000 --> 00:02:54.000]  但在我們的眼中
[00:02:54.000 --> 00:02:56.000]  可能他們是失敗的
[00:02:56.000 --> 00:02:58.000]  但他們都是認識神的
[00:02:58.000 --> 00:03:00.000]  他們都知道光的
[00:03:00.000 --> 00:03:02.000]  但他們有沒有活出光的生命呢
[00:03:02.000 --> 00:03:04.000]  但他們有沒有活出光的生命呢
[00:03:04.000 --> 00:03:06.000]  今天集中會看
[00:03:06.000 --> 00:03:08.000]  暗利這個皇帝
[00:03:08.000 --> 00:03:10.000]  看他在位的時候
[00:03:10.000 --> 00:03:12.000]  他多麼聰明
[00:03:12.000 --> 00:03:14.000]  多麼有成就
[00:03:14.000 --> 00:03:16.000]  但同樣都會看看
[00:03:16.000 --> 00:03:18.000]  他身上的情況
[00:03:18.000 --> 00:03:20.000]  以致我們可以借鏡
[00:03:20.000 --> 00:03:22.000]  可以尷尬
[00:03:22.000 --> 00:03:24.000]  希望我們藉著他這個生命
[00:03:24.000 --> 00:03:26.000]  明白怎樣才可以興起發光
[00:03:26.000 --> 00:03:28.000]  暗利怎樣得到這個皇位呢
[00:03:28.000 --> 00:03:30.000]  要先看看
[00:03:30.000 --> 00:03:32.000]  他怎樣得到這個皇位
[00:03:32.000 --> 00:03:34.000]  之前那個皇帝
[00:03:34.000 --> 00:03:36.000]  我們不如一起讀一段經文
[00:03:36.000 --> 00:03:38.000]  在《列王記》上的十六章
[00:03:38.000 --> 00:03:40.000]  八到十八節
[00:03:40.000 --> 00:03:42.000]  好,預備,我們一起讀
[00:03:42.000 --> 00:03:44.000]  預備,起
[00:03:44.000 --> 00:03:46.000]  子以拉在德薩登記
[00:03:46.000 --> 00:03:48.000]  作以色列王二年
[00:03:48.000 --> 00:03:50.000]  他的大臣心利
[00:03:50.000 --> 00:03:52.000]  就是管理他
[00:03:52.000 --> 00:03:54.000]  一半戰車的軍官
[00:03:54.000 --> 00:03:56.000]  背叛他
[00:03:56.000 --> 00:03:58.000]  當他在德薩
[00:03:58.000 --> 00:04:00.000]  在皇宮管家
[00:04:00.000 --> 00:04:02.000]  賈習加雷喝醉的時候
[00:04:02.000 --> 00:04:04.000]  心利進去擊殺他
[00:04:04.000 --> 00:04:06.000]  把他殺死
[00:04:06.000 --> 00:04:08.000]  視了他的位
[00:04:08.000 --> 00:04:10.000]  心利在德薩
[00:04:10.000 --> 00:04:12.000]  作王七日
[00:04:12.000 --> 00:04:14.000]  那時軍兵正安營
[00:04:14.000 --> 00:04:16.000]  圍攻菲利士人的
[00:04:16.000 --> 00:04:18.000]  基比頓
[00:04:18.000 --> 00:04:20.000]  心利見成被攻陷
[00:04:20.000 --> 00:04:22.000]  就盡了皇宮的堡壘
