
[00:00:00.000 --> 00:00:04.760]  首先在這裡向大家送上問候
[00:00:04.760 --> 00:00:06.880]  無論你是在教會裏面
[00:00:06.880 --> 00:00:10.060]  有實體崇拜還是在線上
[00:00:10.060 --> 00:00:13.720]  願主的平安與你們同在
[00:00:13.720 --> 00:00:18.680]  我們真是很需要從上帝而來的平安
[00:00:18.680 --> 00:00:22.040]  現在世界就是風雲幻變
[00:00:22.040 --> 00:00:25.840]  戰爭、疫情是陰霾密佈
[00:00:25.840 --> 00:00:28.480]  沒有人知道明天會怎樣
[00:00:28.480 --> 00:00:32.360]  其實將來會發生什麼事呢?
[00:00:32.360 --> 00:00:34.960]  我們不知道
[00:00:34.960 --> 00:00:38.120]  不過我們有盼望
[00:00:38.120 --> 00:00:42.760]  因為在上帝裏面我們知道我們是有出路的
[00:00:42.760 --> 00:00:46.200]  其實很多時候將來發生什麼事呢?
[00:00:46.200 --> 00:00:51.000]  是會看這個領袖的決定
[00:00:51.000 --> 00:00:53.960]  受到領袖的影響的
[00:00:53.960 --> 00:00:57.000]  例如一個很有野心的領袖
[00:00:57.000 --> 00:00:59.600]  他發動戰爭
[00:00:59.600 --> 00:01:02.680]  就會令到生靈塗炭
[00:01:02.680 --> 00:01:06.800]  一念之差就帶來人民的痛苦
[00:01:06.800 --> 00:01:09.960]  甚至是帶來災難
[00:01:09.960 --> 00:01:13.000]  疫情也是一場仗
[00:01:13.000 --> 00:01:16.000]  大家都聽到香港的疫情
[00:01:16.000 --> 00:01:21.280]  最近的情況真是不好的
[00:01:21.280 --> 00:01:23.440]  如果用嚴峻兩個字
[00:01:23.440 --> 00:01:26.280]  我相信已經是不足夠的了
[00:01:26.280 --> 00:01:27.960]  香港的疫情
[00:01:27.960 --> 00:01:32.600]  或者應該用失控這兩個字來形容
[00:01:32.600 --> 00:01:38.440]  因為社會的資源已經不夠應付疫情
[00:01:38.440 --> 00:01:40.800]  而領袖的決定
[00:01:40.800 --> 00:01:47.520]  也是直接影響市民的生活
[00:01:47.520 --> 00:01:51.720]  什麼人才是一個領袖呢?
[00:01:51.720 --> 00:01:54.120]  國家的領袖我們知道
[00:01:54.120 --> 00:01:56.120]  公司的領袖我們也知道
[00:01:56.120 --> 00:01:59.680]  或者我縮小範圍
[00:01:59.680 --> 00:02:02.600]  在一個屬靈群體裏面
[00:02:02.600 --> 00:02:04.600]  在教會裏面
[00:02:04.600 --> 00:02:06.960]  誰才是領袖呢?
[00:02:06.960 --> 00:02:09.040]  是不是主任牧師?
[00:02:09.040 --> 00:02:11.760]  是不是執事?
[00:02:11.760 --> 00:02:16.680]  我給大家一個簡單的建議
[00:02:16.680 --> 00:02:22.200]  就是凡是能夠在別人的生命當中
[00:02:22.200 --> 00:02:26.280]  產生影響力的人就是領袖
[00:02:26.280 --> 00:02:29.000]  所以弟兄姊妹你都可以是領袖
[00:02:29.000 --> 00:02:35.240]  如果你是能夠在其他人的生命當中
[00:02:35.240 --> 00:02:37.640]  產生影響力
[00:02:37.640 --> 00:02:42.920]  你可以影響其他人的生命
[00:02:42.920 --> 00:02:47.520]  今天我就揀選了僕人領袖這個主題
[00:02:47.520 --> 00:02:49.520]  和大家分享
[00:02:49.520 --> 00:02:54.440]  因為教會領袖都是僕人領袖
[00:02:54.440 --> 00:02:57.440]  而我們每一個都要去學習
[00:02:57.440 --> 00:03:03.520]  怎樣去做好這個僕人領袖的職份
[00:03:03.520 --> 00:03:06.640]  讓我們在講道之先
[00:03:06.640 --> 00:03:08.640]  我們再一次低頭
[00:03:08.640 --> 00:03:10.640]  我們同心討復
[00:03:10.640 --> 00:03:13.600]  親愛的恩主我們真的知道
[00:03:13.600 --> 00:03:17.560]  洪水氾濫的時候你仍然坐著為王
[00:03:17.560 --> 00:03:21.840]  我們知道你吩咐我們要為萬人代求
[00:03:21.840 --> 00:03:26.000]  為君王代求 再為掌權的代求
[00:03:26.000 --> 00:03:31.840]  主我們求你將平安賜下
[00:03:31.840 --> 00:03:36.920]  我們求你止住任何的戰爭、增勁
[00:03:36.920 --> 00:03:42.720]  讓人民都是能夠有正常的生活
[00:03:42.720 --> 00:03:48.160]  主我們知道你是掌管所有君王的心
[00:03:48.160 --> 00:03:51.520]  君王的心也是像龍頭的水
[00:03:51.520 --> 00:03:57.040]  被主你隨著你的意思流轉的
[00:03:57.040 --> 00:04:04.920]  主我們願意你將和平、平安帶來這個世界
[00:04:04.920 --> 00:04:07.160]  當我們打開你的話語的時候
[00:04:07.160 --> 00:04:10.640]  我們也求主你向我們每一個人講話
[00:04:10.640 --> 00:04:17.160]  讓我們學習怎樣去做一個的僕人領袖
[00:04:17.160 --> 00:04:19.560]  讓你的話語提醒我們
[00:04:19.560 --> 00:04:21.560]  你的靈引導我們
[00:04:21.560 --> 00:04:23.800]  多謝你 聽我們的祈禱
[00:04:23.800 --> 00:04:28.360]  奉耶穌基督的聖名祈求 阿們
[00:04:28.360 --> 00:04:33.040]  有一個人他就坐著一個氫氣球
[00:04:33.040 --> 00:04:36.000]  他約了朋友在一個地方等
[00:04:36.000 --> 00:04:40.040]  他就想由A這個地方去到B這個地方
[00:04:40.040 --> 00:04:42.560]  但是那個氫氣球升空之後
[00:04:42.560 --> 00:04:44.800]  他就迷失了方向
[00:04:44.800 --> 00:04:48.600]  他就唯有減低速度
[00:04:48.600 --> 00:04:51.880]  然後又降低那個氫氣球的高度
[00:04:51.880 --> 00:04:54.880]  就向地面的人問路
[00:04:54.880 --> 00:04:58.240]  剛剛見到一個人 他就大聲的問他
[00:04:58.240 --> 00:05:01.480]  他說對不起 請問我現在在什麼地方?
[00:05:01.480 --> 00:05:07.240]  我想去這個地方應該是怎樣去呢?
[00:05:07.240 --> 00:05:10.600]  在地上的那個人就回答他
[00:05:10.600 --> 00:05:15.280]  他說你現在的位置大約就是北緯多少度
[00:05:15.280 --> 00:05:19.600]  東京多少度 你距離地面大約是多少米
[00:05:19.600 --> 00:05:21.600]  如果你想去B那裡
[00:05:21.600 --> 00:05:25.880]  你就要向西南、天南的方向調校
[00:05:25.880 --> 00:05:29.280]  然後如果那個方向是不改變的話
[00:05:29.280 --> 00:05:33.320]  你大約45分鐘你就會到的了
[00:05:33.320 --> 00:05:36.320]  在氫氣球上面那個人就說
[00:05:36.320 --> 00:05:39.320]  你一定是一個工程師
[00:05:39.320 --> 00:05:41.080]  在地上那個人就說
[00:05:41.080 --> 00:05:43.440]  你為什麼說我是工程師呢?
[00:05:43.440 --> 00:05:47.920]  他說因為你講的資料都是非常的準確
[00:05:47.920 --> 00:05:50.960]  但是很可惜你幫不了我
[00:05:50.960 --> 00:05:54.760]  你仍然不能告訴我我現在在哪裡
[00:05:54.760 --> 00:06:00.000]  你更加不能告訴我我怎樣去到我的目的地
[00:06:00.000 --> 00:06:03.960]  在地面上的人就回應他一句
[00:06:03.960 --> 00:06:07.400]  他說你一定是一個領袖
[00:06:07.400 --> 00:06:10.400]  為什麼你說我是一個領袖?
[00:06:10.400 --> 00:06:13.600]  他說你不知道自己在哪裡
[00:06:13.600 --> 00:06:17.440]  你答應了人去的地方你不懂得怎樣去
[00:06:17.440 --> 00:06:20.040]  你只是高高在上
[00:06:20.040 --> 00:06:22.040]  噴出很多氣出來
[00:06:22.040 --> 00:06:24.320]  你解決不了的問題
[00:06:24.320 --> 00:06:27.160]  就將責任推在別人的身上
[00:06:27.160 --> 00:06:33.600]  身上就讓你的問題成為你下面的人的問題
[00:06:33.600 --> 00:06:35.000]  兄弟姐妹
[00:06:35.000 --> 00:06:42.720]  你認識的領袖是不是好像在氫氣球上面那個領袖那樣呢?
[00:06:42.720 --> 00:06:50.200]  讓我們看看黎希米是一個怎樣的領袖
[00:06:50.200 --> 00:06:55.000]  第一 黎希米是有異象的
[00:06:55.000 --> 00:06:58.080]  當他知道他的國家遭難
[00:06:58.080 --> 00:07:00.880]  當他知道國民被凌辱
[00:07:00.880 --> 00:07:03.480]  城牆被毀的時候
[00:07:03.480 --> 00:07:09.640]  他領袖的異象就是要重建耶路撒冷的城牆
[00:07:09.640 --> 00:07:12.440]  黎希米他沒有說到
[00:07:12.440 --> 00:07:15.600]  他說不關我的事
[00:07:15.600 --> 00:07:18.480]  我在千多里之外的書山城
[00:07:18.480 --> 00:07:21.120]  遠水不能夠近火的
[00:07:21.120 --> 00:07:23.640]  黎希米也沒有說到
[00:07:23.640 --> 00:07:27.200]  我何德何能重建城牆
[00:07:27.200 --> 00:07:30.320]  我做不到的
[00:07:30.320 --> 00:07:32.600]  我只是作王走政而已
[00:07:32.600 --> 00:07:35.920]  他領袖異象
[00:07:35.920 --> 00:07:43.360]  並且是願意將自己擺上為被主去使用
[00:07:43.360 --> 00:07:49.440]  第二 黎希米是一個怎樣的領袖呢?
[00:07:49.440 --> 00:07:53.320]  他是能夠激發別人的信心
[00:07:53.320 --> 00:07:55.600]  就好像我剛才說
[00:07:55.600 --> 00:07:59.920]  他是能夠發揮領袖那個的影響力
[00:07:59.920 --> 00:08:04.720]  黎希米記二章十八節說
[00:08:04.720 --> 00:08:10.960]  我告訴他們我神施恩的手怎樣幫助我
[00:08:10.960 --> 00:08:13.600]  並王對我所說的話
[00:08:13.600 --> 00:08:17.040]  他們就說我們起來建造吧
[00:08:17.040 --> 00:08:21.760]  於是他們奮勇做者善功
[00:08:21.760 --> 00:08:27.440]  熟悉黎希米記這本書的弟兄姊妹都知道
[00:08:27.440 --> 00:08:32.440]  重建城牆這麼艱鉅的工作
[00:08:32.440 --> 00:08:34.440]  用了多少時間?
[00:08:34.440 --> 00:08:38.640]  是52天就完成了
[00:08:38.640 --> 00:08:42.440]  從以色列人的歷史我們也知道
[00:08:42.440 --> 00:08:45.000]  在黎希米之前
[00:08:45.000 --> 00:08:46.680]  有其他的人
[00:08:46.680 --> 00:08:50.560]  他們都嘗試過去重建城牆
[00:08:50.560 --> 00:08:54.880]  但是經過90年的時間
[00:08:54.880 --> 00:08:57.800]  仍然未能夠完成
[00:08:57.800 --> 00:09:01.880]  一件90年未能夠完成的事情
[00:09:01.880 --> 00:09:05.680]  黎希米52天就完成了
[00:09:05.680 --> 00:09:10.560]  這個當然是上帝的恩典
[00:09:10.560 --> 00:09:13.080]  所以黎希米說
[00:09:13.080 --> 00:09:14.960]  他和以色列人說
[00:09:14.960 --> 00:09:19.840]  我神施恩的手怎樣幫助我
[00:09:19.840 --> 00:09:25.280]  大家還記得黎希米記這本書一開始的時候
[00:09:25.280 --> 00:09:27.880]  在第二章
[00:09:27.880 --> 00:09:34.440]  當黎希米知道耶路撒冷的城牆被毀的時候
