
[00:00:00.000 --> 00:00:01.740]  我們今天得講到
[00:00:01.740 --> 00:00:04.440]  這些經文在
[00:00:04.440 --> 00:00:07.180]  哥羅西書的二章九到十節
[00:00:07.180 --> 00:00:09.780]  哥羅西書二章九到十節
[00:00:09.780 --> 00:00:13.600]  那邊說因為神本性一切的豐盛
[00:00:13.600 --> 00:00:16.980]  都有形有體的居住在基督裡面
[00:00:16.980 --> 00:00:19.800]  你們在他裡面也得了豐盛
[00:00:19.800 --> 00:00:23.700]  他是各樣執政掌權者的元首
[00:00:23.700 --> 00:00:26.940]  他是各樣執政掌權者的元首
[00:00:26.940 --> 00:00:29.880]  一切豐盛都居住在基督裡面
[00:00:29.880 --> 00:00:32.880]  因為這段的經文讓我們知道
[00:00:32.880 --> 00:00:35.880]  原來神創造天地的神當然很厲害
[00:00:35.880 --> 00:00:37.620]  他很多很多的東西
[00:00:37.620 --> 00:00:40.880]  可是他說他把所有一切好的東西
[00:00:40.880 --> 00:00:44.320]  一切的豐盛都藏在基督裡面
[00:00:44.320 --> 00:00:46.600]  所以為什麼有這個主題
[00:00:46.600 --> 00:00:48.440]  你怎樣看待耶穌
[00:00:48.440 --> 00:00:51.620]  意思就是說原來當你做了基督徒之後
[00:00:51.620 --> 00:00:54.460]  你是否生命過得很豐盛
[00:00:54.460 --> 00:00:56.860]  你有沒有領受到神
[00:00:56.860 --> 00:00:58.980]  所有一切想要給你的好東西
[00:00:58.980 --> 00:01:02.280]  那麼就看你怎麼跟耶穌相處了
[00:01:02.280 --> 00:01:05.300]  因為神說我把所有的好東西
[00:01:05.300 --> 00:01:07.500]  都放在耶穌基督裡面
[00:01:07.500 --> 00:01:09.900]  所以你怎麼跟耶穌相處
[00:01:09.900 --> 00:01:14.980]  就決定說你能夠領受神為你預備的好東西有多少
[00:01:14.980 --> 00:01:16.740]  有沒有基督徒
[00:01:16.740 --> 00:01:19.000]  我也見過有基督徒已經信主很多年
[00:01:19.000 --> 00:01:20.280]  十幾二十年
[00:01:20.280 --> 00:01:24.280]  可是從來沒有享受過神很多的恩典跟豐盛
[00:01:24.280 --> 00:01:26.080]  你有沒有試過做基督徒很久
[00:01:26.080 --> 00:01:28.380]  禱告從來沒有給神回應過
[00:01:28.380 --> 00:01:30.280]  從來禱告都只有你講
[00:01:30.280 --> 00:01:31.080]  神沒有講
[00:01:31.080 --> 00:01:32.680]  你從來沒有聽見神任何聲音
[00:01:32.680 --> 00:01:33.480]  神沒有回應
[00:01:33.480 --> 00:01:35.880]  你也沒有領受過神任何的恩典
[00:01:35.880 --> 00:01:37.980]  雖然你做基督徒可能很久了
[00:01:37.980 --> 00:01:42.180]  重點就是說看你怎麼跟耶穌相處
[00:01:42.180 --> 00:01:45.680]  就決定你到底信主之後能夠得到多少豐盛
[00:01:45.680 --> 00:01:48.780]  我前一陣子看花木鋼拳有個很好的比例
[00:01:48.780 --> 00:01:51.580]  他說如果你去一個銀行
[00:01:51.580 --> 00:01:53.080]  你認識銀行的行長
[00:01:53.080 --> 00:01:56.080]  銀行的行長說今天你來我銀行
[00:01:56.080 --> 00:01:58.280]  進去我的金庫隨便你拿多少
[00:01:58.280 --> 00:01:59.780]  隨便你拿隨便你拿
[00:01:59.780 --> 00:02:02.080]  結果你出來的時候只拿了一塊錢
[00:02:02.080 --> 00:02:04.080]  請問你覺得是誰的錯
[00:02:04.080 --> 00:02:05.380]  當然是你的錯對不對
[00:02:05.380 --> 00:02:07.080]  銀行行長說你隨便拿
[00:02:07.080 --> 00:02:08.980]  但你只拿了一塊
[00:02:08.980 --> 00:02:10.280]  同樣的
[00:02:10.280 --> 00:02:14.780]  神把所有很多好的東西藏在耶穌基督裡面
[00:02:14.780 --> 00:02:16.880]  如果你認識耶穌基督之後
[00:02:16.880 --> 00:02:18.880]  或者十年五年三十年
[00:02:18.880 --> 00:02:21.680]  你發現我只拿了一塊
[00:02:21.680 --> 00:02:22.780]  我只拿了一塊
[00:02:22.780 --> 00:02:25.380]  你發現神好像很吝嗇
[00:02:25.380 --> 00:02:28.480]  都不給你到底是誰的錯
[00:02:28.480 --> 00:02:29.480]  你覺得是誰的錯
[00:02:29.480 --> 00:02:31.180]  你覺得你信主很久
[00:02:31.180 --> 00:02:32.680]  禱告從來沒有回應
[00:02:32.680 --> 00:02:35.480]  也感受不到平安也沒有喜樂
[00:02:35.480 --> 00:02:37.580]  今天這段經文告訴我們一個重點
[00:02:37.580 --> 00:02:39.780]  原來這一切的好東西
[00:02:39.780 --> 00:02:42.180]  神一早就藏在耶穌基督裡面
[00:02:42.180 --> 00:02:43.780]  你能否得到這些東西
[00:02:43.780 --> 00:02:45.580]  就看你用什麼角度
[00:02:45.580 --> 00:02:48.080]  用什麼態度跟耶穌相處
[00:02:48.080 --> 00:02:50.380]  那麼今天我們就講說
[00:02:50.380 --> 00:02:52.080]  當時雖然耶穌這麼好
[00:02:52.080 --> 00:02:54.380]  可是當耶穌來到自己地方的時候
[00:02:54.380 --> 00:02:56.480]  當時也是很多人拒絕祂
[00:02:56.480 --> 00:02:57.680]  像今天一樣
[00:02:57.680 --> 00:03:00.680]  那到底他們為什麼拒絕祂呢
[00:03:00.680 --> 00:03:04.580]  約翰福音的一章一到十一節那邊說
[00:03:04.580 --> 00:03:05.580]  祂在世界
[00:03:05.580 --> 00:03:07.380]  世界也是借著祂造的
[00:03:07.380 --> 00:03:08.780]  世界卻不認識祂
[00:03:08.780 --> 00:03:10.180]  祂到自己的地方來
[00:03:10.180 --> 00:03:12.380]  自己的人倒不接待祂
[00:03:12.380 --> 00:03:15.480]  所以這是一個很不make sense的東西
[00:03:15.480 --> 00:03:18.480]  就是祂自己創造了世界這個宇宙
[00:03:18.480 --> 00:03:19.480]  祂到自己的地方來
[00:03:19.480 --> 00:03:20.680]  自己的人不認識祂
[00:03:20.680 --> 00:03:22.180]  不理祂
[00:03:22.180 --> 00:03:25.080]  那麼今天我們就focus在這一點
[00:03:25.080 --> 00:03:27.380]  為什麼當初的人會拒絕耶穌
[00:03:27.380 --> 00:03:29.880]  我們從而來學習一些
[00:03:29.880 --> 00:03:32.280]  今天我們跟耶穌基督相處的時候
[00:03:32.280 --> 00:03:34.280]  需要來注意的事項
[00:03:34.280 --> 00:03:35.880]  第一點我想要分享的是
[00:03:35.880 --> 00:03:37.880]  為什麼當初的人會拒絕祂
[00:03:37.880 --> 00:03:38.880]  第一點就是因為
