
[00:00:00.000 --> 00:00:04.000]  主席問候弟兄姊妹平安
[00:00:04.000 --> 00:00:14.000]  我今天繼續講阿薩利亞(烏西亞王)的統治
[00:00:14.000 --> 00:00:19.000]  我記得講烏西亞(烏西亞之治下)
[00:00:19.000 --> 00:00:26.000]  另外有兩點是悲劇下場
[00:00:26.000 --> 00:00:29.000]  大家手上有大綱
[00:00:30.000 --> 00:00:36.000]  我特意將兩段經文放在一起看
[00:00:36.000 --> 00:00:41.000]  這段經文非常有意思
[00:00:41.000 --> 00:00:46.000]  上帝運行的旨意
[00:00:46.000 --> 00:00:49.000]  祂的宗旨
[00:00:49.000 --> 00:00:51.000]  在舊約
[00:00:51.000 --> 00:00:53.000]  在今天
[00:00:53.000 --> 00:00:55.000]  一樣沒有變
[00:00:56.000 --> 00:01:00.000]  我們今天能在這裡觀察到
[00:01:00.000 --> 00:01:02.000]  遵照教導去做
[00:01:02.000 --> 00:01:04.000]  是一個智慧的人
[00:01:04.000 --> 00:01:10.000]  我們今天要講烏西亞王是猶大南國的軍王
[00:01:10.000 --> 00:01:13.000]  烏西亞王是南國猶大的一位軍王
[00:01:13.000 --> 00:01:16.000]  大家按著我的大綱來看
[00:01:16.000 --> 00:01:21.000]  有三點
[00:01:22.000 --> 00:01:26.000]  阿薩利亞(烏西亞之治下)
[00:01:26.000 --> 00:01:28.000]  烏西亞(烏西亞之治下)
[00:01:28.000 --> 00:01:30.000]  阿薩利亞(烏西亞之治下)
[00:01:30.000 --> 00:01:32.000]  烏西亞(烏西亞之治下)
[00:01:32.000 --> 00:01:34.000]  烏西亞(烏西亞之治下)
[00:01:34.000 --> 00:01:36.000]  烏西亞(烏西亞之治下)
[00:01:36.000 --> 00:01:38.000]  烏西亞(烏西亞之治下)
[00:01:38.000 --> 00:01:40.000]  烏西亞(烏西亞之治下)
[00:01:40.000 --> 00:01:42.000]  烏西亞(烏西亞之治下)
[00:01:42.000 --> 00:01:44.000]  烏西亞(烏西亞之治下)
[00:01:44.000 --> 00:01:46.000]  烏西亞(烏西亞之治下)
[00:01:46.000 --> 00:01:48.000]  烏西亞(烏西亞之治下)
[00:01:48.000 --> 00:01:50.000]  烏西亞(烏西亞之治下)
[00:01:51.000 --> 00:01:52.000]  烏西亞(烏西亞之治下)
[00:01:52.000 --> 00:01:54.000]  烏西亞(烏西亞之治下)
[00:01:54.000 --> 00:01:56.000]  烏西亞(烏西亞之治下)
[00:01:56.000 --> 00:01:58.000]  烏西亞(烏西亞之治下)
[00:01:58.000 --> 00:02:00.000]  烏西亞(烏西亞之治下)
[00:02:00.000 --> 00:02:02.000]  烏西亞(烏西亞之治下)
[00:02:02.000 --> 00:02:04.000]  烏西亞(烏西亞之治下)
[00:02:04.000 --> 00:02:06.000]  烏西亞(烏西亞之治下)
[00:02:06.000 --> 00:02:08.000]  烏西亞(烏西亞之治下)
[00:02:08.000 --> 00:02:10.000]  烏西亞(烏西亞之治下)
[00:02:10.000 --> 00:02:12.000]  烏西亞(烏西亞之治下)
[00:02:12.000 --> 00:02:14.000]  烏西亞(烏西亞之治下)
[00:02:14.000 --> 00:02:16.000]  烏西亞(烏西亞之治下)
[00:02:16.000 --> 00:02:18.000]  烏西亞(烏西亞之治下)
[00:02:19.000 --> 00:02:21.000]  烏西亞(烏西亞之治下)
[00:02:21.000 --> 00:02:23.000]  烏西亞(烏西亞之治下)
[00:02:23.000 --> 00:02:25.000]  烏西亞(烏西亞之治下)
[00:02:25.000 --> 00:02:27.000]  烏西亞(烏西亞之治下)
[00:02:27.000 --> 00:02:29.000]  烏西亞(烏西亞之治下)
[00:02:29.000 --> 00:02:31.000]  烏西亞(烏西亞之治下)
[00:02:31.000 --> 00:02:33.000]  烏西亞(烏西亞之治下)
[00:02:33.000 --> 00:02:35.000]  烏西亞(烏西亞之治下)
[00:02:35.000 --> 00:02:37.000]  烏西亞(烏西亞之治下)
[00:02:37.000 --> 00:02:39.000]  烏西亞(烏西亞之治下)
[00:02:39.000 --> 00:02:41.000]  烏西亞(烏西亞之治下)
[00:02:41.000 --> 00:02:43.000]  烏西亞(烏西亞之治下)
[00:02:43.000 --> 00:02:45.000]  烏西亞(烏西亞之治下)
[00:02:45.000 --> 00:02:47.000]  烏西亞(烏西亞之治下)
[00:02:48.000 --> 00:02:49.000]  烏西亞(烏西亞之治下)
[00:02:49.000 --> 00:02:51.000]  烏西亞(烏西亞之治下)
[00:02:51.000 --> 00:02:53.000]  烏西亞(烏西亞之治下)
[00:02:53.000 --> 00:02:55.000]  烏西亞(烏西亞之治下)
[00:02:55.000 --> 00:02:57.000]  烏西亞(烏西亞之治下)
[00:02:57.000 --> 00:02:59.000]  烏西亞(烏西亞之治下)
[00:02:59.000 --> 00:03:01.000]  烏西亞(烏西亞之治下)
[00:03:01.000 --> 00:03:03.000]  烏西亞(烏西亞之治下)
[00:03:03.000 --> 00:03:05.000]  烏西亞(烏西亞之治下)
[00:03:05.000 --> 00:03:07.000]  烏西亞(烏西亞之治下)
[00:03:07.000 --> 00:03:09.000]  烏西亞(烏西亞之治下)
[00:03:09.000 --> 00:03:11.000]  烏西亞(烏西亞之治下)
[00:03:11.000 --> 00:03:13.000]  烏西亞(烏西亞之治下)
[00:03:13.000 --> 00:03:15.000]  烏西亞(烏西亞之治下)
[00:03:16.000 --> 00:03:18.000]  烏西亞(烏西亞之治下)
[00:03:18.000 --> 00:03:20.000]  烏西亞(烏西亞之治下)
[00:03:20.000 --> 00:03:22.000]  烏西亞(烏西亞之治下)
[00:03:22.000 --> 00:03:24.000]  烏西亞(烏西亞之治下)
[00:03:24.000 --> 00:03:26.000]  烏西亞(烏西亞之治下)
[00:03:26.000 --> 00:03:28.000]  烏西亞(烏西亞之治下)
[00:03:28.000 --> 00:03:30.000]  烏西亞(烏西亞之治下)
[00:03:30.000 --> 00:03:32.000]  烏西亞(烏西亞之治下)
[00:03:32.000 --> 00:03:34.000]  烏西亞(烏西亞之治下)
[00:03:34.000 --> 00:03:36.000]  烏西亞(烏西亞之治下)
[00:03:36.000 --> 00:03:38.000]  烏西亞(烏西亞之治下)
[00:03:38.000 --> 00:03:40.000]  烏西亞(烏西亞之治下)
[00:03:40.000 --> 00:03:42.000]  烏西亞(烏西亞之治下)
[00:03:42.000 --> 00:03:44.000]  烏西亞(烏西亞之治下)
[00:03:45.000 --> 00:03:46.000]  烏西亞(烏西亞之治下)
[00:03:46.000 --> 00:03:48.000]  烏西亞(烏西亞之治下)
[00:03:48.000 --> 00:03:50.000]  烏西亞(烏西亞之治下)
[00:03:50.000 --> 00:03:52.000]  烏西亞(烏西亞之治下)
[00:03:52.000 --> 00:03:54.000]  烏西亞(烏西亞之治下)
[00:03:54.000 --> 00:03:56.000]  烏西亞(烏西亞之治下)
[00:03:56.000 --> 00:03:58.000]  烏西亞(烏西亞之治下)
[00:03:58.000 --> 00:04:00.000]  烏西亞(烏西亞之治下)
[00:04:00.000 --> 00:04:02.000]  烏西亞(烏西亞之治下)
[00:04:02.000 --> 00:04:04.000]  烏西亞(烏西亞之治下)
[00:04:04.000 --> 00:04:06.000]  烏西亞(烏西亞之治下)
[00:04:06.000 --> 00:04:08.000]  烏西亞(烏西亞之治下)
[00:04:08.000 --> 00:04:10.000]  烏西亞(烏西亞之治下)
[00:04:10.000 --> 00:04:12.000]  烏西亞(烏西亞之治下)
[00:04:13.000 --> 00:04:15.000]  烏西亞(烏西亞之治下)
[00:04:15.000 --> 00:04:17.000]  烏西亞(烏西亞之治下)
[00:04:17.000 --> 00:04:19.000]  烏西亞(烏西亞之治下)
[00:04:19.000 --> 00:04:21.000]  烏西亞(烏西亞之治下)
[00:04:21.000 --> 00:04:23.000]  烏西亞(烏西亞之治下)
[00:04:23.000 --> 00:04:25.000]  烏西亞(烏西亞之治下)
[00:04:25.000 --> 00:04:27.000]  烏西亞(烏西亞之治下)
[00:04:27.000 --> 00:04:29.000]  烏西亞(烏西亞之治下)
[00:04:29.000 --> 00:04:31.000]  烏西亞(烏西亞之治下)
[00:04:31.000 --> 00:04:33.000]  烏西亞(烏西亞之治下)
[00:04:33.000 --> 00:04:35.000]  烏西亞(烏西亞之治下)
[00:04:35.000 --> 00:04:37.000]  烏西亞(烏西亞之治下)
[00:04:37.000 --> 00:04:39.000]  烏西亞(烏西亞之治下)
[00:04:39.000 --> 00:04:41.000]  烏西亞(烏西亞之治下)
[00:04:42.000 --> 00:04:43.000]  烏西亞(烏西亞之治下)
[00:04:43.000 --> 00:04:45.000]  烏西亞(烏西亞之治下)
[00:04:45.000 --> 00:04:47.000]  烏西亞(烏西亞之治下)
[00:04:47.000 --> 00:04:49.000]  烏西亞(烏西亞之治下)
[00:04:49.000 --> 00:04:51.000]  烏西亞(烏西亞之治下)
[00:04:51.000 --> 00:04:53.000]  烏西亞(烏西亞之治下)
[00:04:53.000 --> 00:04:55.000]  烏西亞(烏西亞之治下)
[00:04:55.000 --> 00:04:57.000]  烏西亞(烏西亞之治下)
[00:04:57.000 --> 00:04:59.000]  烏西亞(烏西亞之治下)
[00:04:59.000 --> 00:05:01.000]  烏西亞(烏西亞之治下)
[00:05:01.000 --> 00:05:03.000]  烏西亞(烏西亞之治下)
[00:05:03.000 --> 00:05:05.000]  烏西亞(烏西亞之治下)
[00:05:05.000 --> 00:05:07.000]  烏西亞(烏西亞之治下)
[00:05:07.000 --> 00:05:09.000]  烏西亞(烏西亞之治下)
[00:05:10.000 --> 00:05:13.000]  這個王,就是這樣
[00:05:13.000 --> 00:05:15.000]  他威水史我上次講了
[00:05:15.000 --> 00:05:18.000]  因為他在強勢的時候,我上次已經講到
[00:05:18.000 --> 00:05:21.000]  但是現在呢,在高峰之後
[00:05:21.000 --> 00:05:23.000]  在高峰之後
[00:05:23.000 --> 00:05:25.000]  他心高氣傲
[00:05:25.000 --> 00:05:27.000]  心高氣傲
[00:05:27.000 --> 00:05:29.000]  其實作者想告訴我們什麼呢
[00:05:29.000 --> 00:05:32.000]  在這裡,作者想告訴我們什麼呢
[00:05:32.000 --> 00:05:34.000]  當你去到高位的時候
[00:05:34.000 --> 00:05:36.000]  當你去到高位的時候
[00:05:36.000 --> 00:05:38.000]  是一個危險的時候
[00:05:39.000 --> 00:05:41.000]  那怎樣來解除這個危險呢
[00:05:41.000 --> 00:05:43.000]  怎樣解決這個危險呢
[00:05:43.000 --> 00:05:45.000]  聖經教導你什麼
[00:05:45.000 --> 00:05:47.000]  要謙卑
[00:05:47.000 --> 00:05:49.000]  要聽上帝的話
[00:05:49.000 --> 00:05:51.000]  有多少人可以做得到
[00:05:51.000 --> 00:05:53.000]  有多少人能做到
[00:05:53.000 --> 00:05:55.000]  沒有幾個
[00:05:55.000 --> 00:05:57.000]  不要煩別人
[00:05:57.000 --> 00:05:59.000]  提升自己
[00:05:59.000 --> 00:06:01.000]  當你考第一的時候
[00:06:01.000 --> 00:06:03.000]  全班最厲害的時候
[00:06:03.000 --> 00:06:05.000]  全班最了不起的時候
[00:06:05.000 --> 00:06:07.000]  也是最容易跌倒的時候
[00:06:08.000 --> 00:06:09.000]  歐西亞就跌這一跤
[00:06:09.000 --> 00:06:11.000]  歐西亞就摔了這一跤
[00:06:11.000 --> 00:06:13.000]  所以看到他呢
[00:06:13.000 --> 00:06:15.000]  意識上
[00:06:15.000 --> 00:06:17.000]  1A意識上
[00:06:17.000 --> 00:06:19.000]  他心高氣傲
[00:06:19.000 --> 00:06:21.000]  行事邪逼
[00:06:21.000 --> 00:06:26.000]  其實他這個可能是遺傳
[00:06:26.000 --> 00:06:28.000]  這個可能是遺傳
[00:06:28.000 --> 00:06:30.000]  因為他的先祖
[00:06:30.000 --> 00:06:32.000]  因為他是先祖
[00:06:32.000 --> 00:06:34.000]  因為他是大衛的子孫
[00:06:34.000 --> 00:06:36.000]  因為他是大衛的子孫
[00:06:37.000 --> 00:06:38.000]  因為他叫羅伯安
[00:06:38.000 --> 00:06:40.000]  因為他現在有一個叫羅伯安
[00:06:40.000 --> 00:06:42.000]  是索羅門的兒子
[00:06:42.000 --> 00:06:44.000]  索羅門的兒子
[00:06:44.000 --> 00:06:46.000]  這個是
[00:06:46.000 --> 00:06:49.000]  羅伯安在國衛建立的時候
[00:06:49.000 --> 00:06:51.000]  羅伯安是在國建立的時候
[00:06:51.000 --> 00:06:53.000]  強盛的時候
[00:06:53.000 --> 00:06:56.000]  就離棄耶和華的律法
[00:06:56.000 --> 00:06:58.000]  就離棄耶和華的律法
[00:06:58.000 --> 00:07:00.000]  就是說心高氣傲
[00:07:00.000 --> 00:07:02.000]  心高氣傲
[00:07:02.000 --> 00:07:04.000]  不再依靠耶和華
[00:07:04.000 --> 00:07:06.000]  不用依靠耶和華
[00:07:07.000 --> 00:07:08.000]  跟隨他
[00:07:08.000 --> 00:07:11.000]  跟隨他離棄耶和華的律法
[00:07:11.000 --> 00:07:13.000]  離棄耶和華的律法
[00:07:13.000 --> 00:07:15.000]  隨從別臣
[00:07:15.000 --> 00:07:17.000]  因為別臣非常吸引
[00:07:17.000 --> 00:07:19.000]  因為別臣非常吸引
[00:07:19.000 --> 00:07:21.000]  別臣是什麼呢
[00:07:21.000 --> 00:07:23.000]  用國語
[00:07:23.000 --> 00:07:25.000]  時尚
[00:07:25.000 --> 00:07:27.000]  時髦
[00:07:27.000 --> 00:07:29.000]  合潮流
[00:07:29.000 --> 00:07:31.000]  豪富潮流
[00:07:31.000 --> 00:07:33.000]  又重套他爸爸
[00:07:33.000 --> 00:07:35.000]  現在說到這個烏西
[00:07:36.000 --> 00:07:37.000]  又重套他父親亞馬遮的覆轍
[00:07:37.000 --> 00:07:41.000]  又重套他父親亞馬遮的覆轍
[00:07:41.000 --> 00:07:43.000]  他又覆轍了
[00:07:43.000 --> 00:07:45.000]  怎麼重複他爸爸的覆轍呢
[00:07:45.000 --> 00:07:47.000]  亞馬遮是不聽先知的話
[00:07:47.000 --> 00:07:49.000]  亞馬遮不聽先知話
[00:07:49.000 --> 00:07:51.000]  各位聽清楚
[00:07:51.000 --> 00:07:53.000]  我講了他兩個先祖
[00:07:53.000 --> 00:07:55.000]  一個是羅伯安
[00:07:55.000 --> 00:07:57.000]  他有兩個先祖
[00:07:57.000 --> 00:07:59.000]  一個是羅伯安
[00:07:59.000 --> 00:08:01.000]  我讀了獵王記下記上
[00:08:01.000 --> 00:08:03.000]  我讀獵王記上的時候
[00:08:03.000 --> 00:08:05.000]  羅伯安很容易記
[00:08:06.000 --> 00:08:07.000]  不聽老人言
[00:08:07.000 --> 00:08:09.000]  不聽老人言
[00:08:09.000 --> 00:08:11.000]  下面那句是什麼
[00:08:11.000 --> 00:08:13.000]  報應在眼前
[00:08:13.000 --> 00:08:15.000]  報應在眼前
[00:08:15.000 --> 00:08:17.000]  我們中國說話
[00:08:17.000 --> 00:08:19.000]  羅伯安不聽老人言
[00:08:19.000 --> 00:08:21.000]  以前聽年輕人的話
[00:08:21.000 --> 00:08:23.000]  而羅伯安就反對
[00:08:23.000 --> 00:08:25.000]  就剩下了北角
[00:08:25.000 --> 00:08:27.000]  記不記得這段歷史
[00:08:27.000 --> 00:08:29.000]  歷史因為他不聽老人言語
[00:08:29.000 --> 00:08:31.000]  而聽了少年人
[00:08:31.000 --> 00:08:33.000]  所以耶路不安造反
[00:08:33.000 --> 00:08:35.000]  不聽人講話
[00:08:36.000 --> 00:08:37.000]  特別是那些文革
[00:08:37.000 --> 00:08:39.000]  這件事我們要
[00:08:39.000 --> 00:08:41.000]  請醒自己
[00:08:41.000 --> 00:08:43.000]  這裡要不停提醒自己
[00:08:43.000 --> 00:08:45.000]  他爸爸亞馬遮
[00:08:45.000 --> 00:08:47.000]  他父親亞馬遮
[00:08:47.000 --> 00:08:49.000]  又不聽先知勸戒
[00:08:49.000 --> 00:08:51.000]  在打西夷
[00:08:51.000 --> 00:08:53.000]  西夷就是以東的地方
[00:08:53.000 --> 00:08:55.000]  帶了神像回來
[00:08:55.000 --> 00:08:57.000]  攻打以東的時候
[00:08:57.000 --> 00:08:59.000]  這是我們的神
[00:08:59.000 --> 00:09:01.000]  這就是我們的神
[00:09:01.000 --> 00:09:03.000]  以前在他面前有燒香叩拜
[00:09:03.000 --> 00:09:05.000]  之前有燒香叩拜
[00:09:06.000 --> 00:09:07.000]  所以亞馬遮
[00:09:07.000 --> 00:09:09.000]  所以亞馬遮
[00:09:09.000 --> 00:09:11.000]  拜兵
[00:09:11.000 --> 00:09:13.000]  輸給北角的王
[00:09:13.000 --> 00:09:15.000]  而且被擒
[00:09:15.000 --> 00:09:17.000]  這是歷代之下
[00:09:17.000 --> 00:09:19.000]  二十五章十四到二十四節說的
[00:09:19.000 --> 00:09:21.000]  在歷代之下
[00:09:21.000 --> 00:09:23.000]  二十五章十四到二十節所講
[00:09:23.000 --> 00:09:30.000]  我現在說回B點
[00:09:30.000 --> 00:09:32.000]  現在我講的B點
[00:09:32.000 --> 00:09:34.000]  基於烏西亞心高氣傲
[00:09:35.000 --> 00:09:36.000]  只要烏西亞心高氣傲
[00:09:36.000 --> 00:09:38.000]  甘拜耶和華
[00:09:38.000 --> 00:09:40.000]  甘拜耶和華
[00:09:40.000 --> 00:09:42.000]  各位領導人
[00:09:42.000 --> 00:09:44.000]  任何的罪都是得罪上帝
[00:09:44.000 --> 00:09:47.000]  任何的罪都是得罪上帝為先
[00:09:47.000 --> 00:09:49.000]  他不是做壞事
[00:09:49.000 --> 00:09:51.000]  他並沒有做什麼壞事
[00:09:51.000 --> 00:09:53.000]  他進殿燒香
[00:09:53.000 --> 00:09:55.000]  他進殿燒香
[00:09:55.000 --> 00:09:57.000]  各位領導人
[00:09:57.000 --> 00:09:59.000]  我們以為犯罪
[00:09:59.000 --> 00:10:01.000]  去什麼污糟的地方犯罪
[00:10:01.000 --> 00:10:03.000]  我們以為去什麼
[00:10:04.000 --> 00:10:05.000]  他在哪裡犯罪
[00:10:05.000 --> 00:10:07.000]  他在什麼地方犯罪
[00:10:07.000 --> 00:10:09.000]  他在聖殿犯罪
[00:10:09.000 --> 00:10:11.000]  他做什麼犯罪
[00:10:11.000 --> 00:10:14.000]  他去燒香進殯
[00:10:14.000 --> 00:10:16.000]  聖經說的好東西
[00:10:16.000 --> 00:10:18.000]  有很多人犯罪
[00:10:18.000 --> 00:10:20.000]  不只是在外面
[00:10:20.000 --> 00:10:22.000]  瑤柱地方
[00:10:22.000 --> 00:10:24.000]  瑤柱國語
[00:10:24.000 --> 00:10:29.000]  不是說去逛瑤柱這些犯罪
[00:10:29.000 --> 00:10:31.000]  在聖殿地方
[00:10:31.000 --> 00:10:33.000]  是在聖殿裡面犯罪
[00:10:34.000 --> 00:10:36.000]  犯罪不是在什麼地方
[00:10:36.000 --> 00:10:38.000]  是在對上帝的心態
[00:10:38.000 --> 00:10:41.000]  犯罪是在這種對待上帝的心態
[00:10:41.000 --> 00:10:43.000]  那他犯什麼罪呢
[00:10:43.000 --> 00:10:45.000]  犯什麼罪呢
[00:10:45.000 --> 00:10:47.000]  我們看有兩點
[00:10:47.000 --> 00:10:49.000]  祭司阿薩利亞
[00:10:49.000 --> 00:10:51.000]  因為他宴祭
[00:10:51.000 --> 00:10:53.000]  祭司阿薩利亞要阻擋他
[00:10:53.000 --> 00:10:55.000]  這個就是歷代治下
[00:10:55.000 --> 00:10:57.000]  由章17到18節
[00:10:57.000 --> 00:10:59.000]  歷代治下26、17到18節
[00:10:59.000 --> 00:11:01.000]  他不按照摩西律法的規定
