
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 主內平安
[00:00:02.000 --> 00:00:07.660]  再一次歡迎大家參加我們今天復活節主日的崇拜
[00:00:07.660 --> 00:00:12.380]  今天全城或全世界只得一個話題
[00:00:12.380 --> 00:00:15.360]  看新聞似乎也沒有其他新聞了
[00:00:15.360 --> 00:00:18.900]  就是我們這個新冠病毒
[00:00:18.900 --> 00:00:21.540]  真的越來越厲害 是不是?
[00:00:21.540 --> 00:00:25.920]  數字一直上升 真是很可怕
[00:00:26.400 --> 00:00:35.220]  最新的統計 起碼全世界有超過一百萬
[00:00:35.220 --> 00:00:40.220]  一百七十萬人確診 而死亡是超過十萬
[00:00:40.220 --> 00:00:47.380]  而英國也很多人害怕 確診的 其實很多人沒有確診
[00:00:47.380 --> 00:00:51.140]  差不多是八萬人 而接近一萬人死亡
[00:00:51.140 --> 00:00:53.140]  死亡率是非常高的
[00:00:53.140 --> 00:00:56.620]  所以我們一定要繼續為這個疫情去祈禱
[00:00:56.620 --> 00:00:58.620]  將一切交給我們的神
[00:00:58.620 --> 00:01:01.040]  英文有一句說話
[00:01:01.040 --> 00:01:03.860]  It's a funny old world
[00:01:03.860 --> 00:01:06.640]  即是說這個世界真是很奇怪
[00:01:06.640 --> 00:01:08.700]  我覺得真是很奇怪
[00:01:08.700 --> 00:01:11.820]  今天我們面對的世界是很不同
[00:01:11.820 --> 00:01:16.140]  疫症開始之後 開始有戒嚴 有封城
[00:01:16.140 --> 00:01:19.980]  這是我們近代從來沒有試過的
[00:01:20.460 --> 00:01:23.860]  令到我們覺得這個世界是完全改變了
[00:01:23.860 --> 00:01:26.940]  有些人說這個改變不會只是幾個月
[00:01:26.940 --> 00:01:29.540]  會令到將來都會有很大的改變
[00:01:29.540 --> 00:01:34.140]  很簡單 今天殺傷力最強的武器是什麼?
[00:01:34.140 --> 00:01:36.500]  是不是炸彈?
[00:01:36.500 --> 00:01:40.300]  是不是槍?刀?
[00:01:40.300 --> 00:01:42.300]  不是 那些不是殺傷力最強
[00:01:42.300 --> 00:01:45.300]  最強就是你走去抱著人去親 知不知道?
[00:01:45.300 --> 00:01:47.420]  這個是殺傷力最強的
[00:01:47.420 --> 00:01:50.940]  因為你會將病毒感染了給他
[00:01:50.940 --> 00:01:57.260]  而且這個人也都可能會因為他是長期病患
[00:01:57.260 --> 00:01:59.260]  又或者他是老人家
