
[00:00:00.000 --> 00:00:01.400]  頂著每早晨
[00:00:01.400 --> 00:00:03.400]  讓我再次同心祈禱
[00:00:03.400 --> 00:00:06.440]  愛愛主耶穌
[00:00:06.440 --> 00:00:09.400]  我們多謝祢讓我們在祢面前一起去敬拜
[00:00:09.400 --> 00:00:12.080]  讓我們在祢面前去等候祢自己
[00:00:12.080 --> 00:00:13.880]  聖靈親自做我們的導師
[00:00:13.880 --> 00:00:15.480]  祢對我們講說話
[00:00:15.480 --> 00:00:17.480]  我將整個敬拜獻情給祢
[00:00:17.480 --> 00:00:18.680]  求祢親自去閱納
[00:00:18.680 --> 00:00:21.280]  感謝祢聽我祈禱奉主耶穌的名號
[00:00:21.280 --> 00:00:22.280]  阿門
[00:00:22.280 --> 00:00:25.560]  今年我們一直在講
[00:00:25.560 --> 00:00:28.880]  教會成為一個敬拜的群體
[00:00:28.880 --> 00:00:30.200]  一至三月的時間
[00:00:30.200 --> 00:00:32.000]  我們就從個人的層面
[00:00:32.000 --> 00:00:34.200]  去講到個人和敬拜的關係
[00:00:34.200 --> 00:00:36.600]  四至六月其實有父母親節
[00:00:36.600 --> 00:00:39.600]  我們就講到家庭和敬拜的關係
[00:00:39.600 --> 00:00:40.400]  七至九月
[00:00:40.400 --> 00:00:41.680]  其實接下來九月是唐慶
[00:00:41.680 --> 00:00:44.600]  我們就講到教會和敬拜的關係
[00:00:44.600 --> 00:00:46.000]  十至十二月
[00:00:46.000 --> 00:00:47.800]  我們就會講到社會
[00:00:47.800 --> 00:00:51.000]  或者世界和敬拜的關係
[00:00:51.000 --> 00:00:52.600]  有些頂主妹開玩笑地說
[00:00:52.600 --> 00:00:54.600]  好像從個人去到家庭
[00:00:54.600 --> 00:00:55.600]  去到教會
[00:00:55.600 --> 00:00:58.600]  去到社群或者世界
[00:00:58.600 --> 00:01:00.200]  頂主妹說好像收身齊家
[00:01:00.200 --> 00:01:02.600]  治國平天下的感覺
[00:01:02.600 --> 00:01:04.600]  所以來到七至九月的時候
[00:01:04.600 --> 00:01:08.000]  會跟大家講教會和敬拜的關係
[00:01:08.000 --> 00:01:09.800]  其實去年大概八月
[00:01:09.800 --> 00:01:12.200]  開完我們同宮的集思營的時間
[00:01:12.200 --> 00:01:15.200]  我已經編了今年的講道
[00:01:15.200 --> 00:01:19.000]  特別編到和教會和敬拜的關係
[00:01:19.000 --> 00:01:20.400]  我們讀一讀這段經文
[00:01:20.400 --> 00:01:22.800]  提摩太前宣三章
[00:01:22.800 --> 00:01:24.000]  十四節開始讀
[00:01:24.000 --> 00:01:25.600]  十四到第十六節
[00:01:25.600 --> 00:01:27.200]  我們讀一讀這段經文
[00:01:27.200 --> 00:01:28.600]  預備起
[00:01:28.600 --> 00:01:31.200]  我指望快到你那裡去
[00:01:31.200 --> 00:01:34.400]  所以先將這些事寫給你
[00:01:34.400 --> 00:01:36.600]  倘若我擔言日久
[00:01:36.600 --> 00:01:41.200]  你也可以知道在神的家當怎樣行
[00:01:41.200 --> 00:01:44.200]  這家就是永生神的教會
[00:01:44.200 --> 00:01:47.000]  真理的柱石和根基
[00:01:47.000 --> 00:01:49.200]  大哉敬前的傲備
[00:01:49.200 --> 00:01:51.200]  無人不以為然
[00:01:51.200 --> 00:01:53.800]  就是神在肉身顯現
[00:01:53.800 --> 00:01:55.600]  被聖靈稱義
[00:01:55.600 --> 00:01:57.400]  被天使看見
[00:01:57.400 --> 00:01:59.200]  被傳於外邦
[00:01:59.200 --> 00:02:00.800]  被世人信服
[00:02:00.800 --> 00:02:04.000]  被接在榮耀裡
[00:02:04.000 --> 00:02:05.400]  其實選這段經文的時間
[00:02:05.400 --> 00:02:06.800]  這段經文特別講到
[00:02:06.800 --> 00:02:09.800]  教會和敬拜的關係
[00:02:09.800 --> 00:02:11.800]  剛剛第十六節裏面
[00:02:11.800 --> 00:02:14.000]  其實一路去讀的時間
[00:02:14.000 --> 00:02:17.800]  可能是初期或初代教會裏面一些信經
[00:02:17.800 --> 00:02:21.600]  或者甚至乎是一首讚美詩
[00:02:21.600 --> 00:02:23.800]  當我去預備這段經文的時間
[00:02:23.800 --> 00:02:27.400]  我又看看這段經文的上下文講些什麼
[00:02:27.400 --> 00:02:31.400]  剛剛這段時間教會講
[00:02:31.400 --> 00:02:33.800]  即是案目我們講到如火如荼
[00:02:33.800 --> 00:02:36.200]  我看看這段經文的上文講些什麼
[00:02:36.200 --> 00:02:40.000]  這段經文的上文三章一至七節
[00:02:40.000 --> 00:02:43.800]  其實就講到監督的一個資格或者素養
[00:02:43.800 --> 00:02:47.400]  八節到十三節就講到執事的一個素養或者資格
[00:02:47.400 --> 00:02:49.200]  其實兩樣東西是大同小異
[00:02:49.200 --> 00:02:50.800]  我先講一至七節
[00:02:50.800 --> 00:02:53.200]  特別在一至七節裏面講到監督
[00:02:53.200 --> 00:02:55.200]  其實在聖經裏面
[00:02:55.200 --> 00:02:59.200]  用到無論監督、長老、牧師
[00:02:59.200 --> 00:03:01.400]  這幾個字基本上是同義字來的
[00:03:01.400 --> 00:03:02.800]  甚至是互用的
[00:03:02.800 --> 00:03:07.000]  所以在裏面講到監督的職份
[00:03:07.000 --> 00:03:08.800]  後面剛剛十四節
[00:03:08.800 --> 00:03:10.800]  他告訴我們知道
[00:03:10.800 --> 00:03:14.800]  好像一個家庭裏面知道要怎樣做
[00:03:14.800 --> 00:03:15.800]  一至七節這樣講
[00:03:15.800 --> 00:03:17.400]  人若想要得監督的職份
[00:03:17.400 --> 00:03:19.200]  又要善務善工
[00:03:19.200 --> 00:03:20.400]  這句說話是可信的
[00:03:20.400 --> 00:03:22.200]  作監督的必須無可指責
[00:03:22.200 --> 00:03:23.200]  指責一個婦人的丈夫
[00:03:23.200 --> 00:03:25.600]  即是講到他家庭關係清清潔潔
[00:03:25.600 --> 00:03:28.000]  有節制、自守、端正、樂意、接待、怨人
[00:03:28.000 --> 00:03:29.200]  善於教導
[00:03:29.200 --> 00:03:31.200]  其實整個清單裏面唯一講到的因子
[00:03:31.200 --> 00:03:32.600]  就是講他善於教導
[00:03:32.600 --> 00:03:34.600]  幾個「不」
[00:03:34.600 --> 00:03:36.000]  不因走之事、不打人
[00:03:36.000 --> 00:03:38.000]  只要溫和、不憎勁、不貪財
[00:03:38.000 --> 00:03:39.400]  好好管理他自己家裏
[00:03:39.400 --> 00:03:41.600]  使得兒女凡事端莊順服
[00:03:41.600 --> 00:03:44.400]  人如果連自己家裏都不知道怎樣管理
[00:03:44.400 --> 00:03:45.600]  怎樣管理整個教會
[00:03:45.600 --> 00:03:47.600]  初入教就不要讓他做監督
[00:03:47.600 --> 00:03:48.800]  恐怕他自高自大
[00:03:48.800 --> 00:03:50.600]  就落在魔鬼的網羅裏面
[00:03:50.600 --> 00:03:53.200]  監督亦都必須在教內外有好明星
[00:03:53.200 --> 00:03:54.200]  恐怕被人毀謗
[00:03:54.200 --> 00:03:57.200]  就落在魔鬼的網羅裏面
[00:03:57.200 --> 00:03:59.200]  其實整個清單裏面
[00:03:59.200 --> 00:04:03.200]  都是講到監督或者牧師
[00:04:03.200 --> 00:04:06.200]  即是生命品格、素質、要求
[00:04:06.200 --> 00:04:08.200]  其實後面8至13節
[00:04:08.200 --> 00:04:10.200]  講到對執事的要求大同小異
[00:04:10.200 --> 00:04:12.200]  接下來我們選執事
[00:04:12.200 --> 00:04:14.200]  現任的執事或者後任的執事
[00:04:14.200 --> 00:04:16.200]  或者你打算做執事
[00:04:16.200 --> 00:04:17.200]  或者選人做執事
[00:04:17.200 --> 00:04:19.200]  你回去看8至13節
[00:04:19.200 --> 00:04:22.200]  有關係我就不講8至13節了
