
[00:00:00.000 --> 00:00:04.360]  所以香港是一個我經常懷念的地方
[00:00:04.360 --> 00:00:06.760]  因為回到美國就想香港
[00:00:06.760 --> 00:00:08.820]  在香港就想美國
[00:00:08.820 --> 00:00:11.300]  有時人生就是這樣
[00:00:11.300 --> 00:00:14.180]  香港這個地方是我們經常懷念的
[00:00:14.180 --> 00:00:16.120]  因為過去有自己的親人
[00:00:16.120 --> 00:00:17.920]  自己有個家人
[00:00:17.920 --> 00:00:19.280]  很多的朋友
[00:00:19.280 --> 00:00:21.600]  最近這幾年在大學裡面
[00:00:21.600 --> 00:00:24.920]  認識了很多很多我們大學的周邊老師
[00:00:24.920 --> 00:00:26.280]  以及一些
[00:00:26.280 --> 00:00:29.840]  如果大家知道我經常在乒乓球那裡出現的
[00:00:29.840 --> 00:00:32.840]  所以有些波友都很感謝主
[00:00:32.840 --> 00:00:35.920]  香港也是一個很動感的城市
[00:00:35.920 --> 00:00:38.760]  香港是一個動感的城市
[00:00:38.760 --> 00:00:39.920]  十幾年前
[00:00:39.920 --> 00:00:44.480]  香港的飛機場就這樣跟香港賣廣告
[00:00:44.480 --> 00:00:46.080]  香港是一個動感的
[00:00:46.080 --> 00:00:49.000]  所謂動感這個詞很有動力
[00:00:49.000 --> 00:00:53.720]  也是我感謝神的一個城市、一個地方
[00:00:53.720 --> 00:00:56.520]  所以藉此我也想在這個城市
[00:00:56.520 --> 00:00:59.480]  作為今天一個分享的主題
[00:00:59.480 --> 00:01:02.320]  程序表裡面記載了
[00:01:02.320 --> 00:01:04.720]  以一個人的城市
[00:01:04.720 --> 00:01:07.200]  以及一個神的聖城
[00:01:07.200 --> 00:01:10.560]  作為我今天主日分享的主題
[00:01:10.560 --> 00:01:13.840]  經文在詩篇的48篇裡面
[00:01:13.840 --> 00:01:15.480]  你們不需要看
[00:01:15.480 --> 00:01:16.880]  你們聽一聽我去讀
[00:01:16.880 --> 00:01:19.400]  有時我們聽一聽經文
[00:01:19.400 --> 00:01:23.040]  那個感受跟看會有些不同
[00:01:23.040 --> 00:01:24.040]  你聽一聽
[00:01:24.040 --> 00:01:27.280]  這48篇他說的耶和華是本為大
[00:01:27.920 --> 00:01:30.880]  在我們神的城中
[00:01:30.880 --> 00:01:33.680]  在他的聖山上面
[00:01:33.680 --> 00:01:38.440]  他應該是受大的讚美
[00:01:38.440 --> 00:01:41.040]  石安山大君王的城
[00:01:41.040 --> 00:01:43.040]  在北面的居高華美
[00:01:43.040 --> 00:01:45.040]  為全地所喜悅
[00:01:45.040 --> 00:01:46.840]  詩篇48篇裡面
[00:01:46.840 --> 00:01:49.120]  用了很多不同的形容詞
[00:01:49.120 --> 00:01:53.320]  去表達一個城市的形象
[00:01:53.320 --> 00:01:54.600]  神的城
[00:01:54.600 --> 00:01:56.520]  在聖山上面的城
[00:01:56.520 --> 00:01:58.920]  是一個大受讚美的城
[00:01:58.920 --> 00:02:00.600]  在石安山上面的城
[00:02:00.600 --> 00:02:02.000]  是大君王的城
[00:02:02.000 --> 00:02:04.000]  在北面居住的城
[00:02:04.000 --> 00:02:07.200]  所以城市這個字在詩篇48篇裡面
[00:02:07.200 --> 00:02:09.800]  有不同的表露
[00:02:09.800 --> 00:02:12.080]  第八節說
[00:02:12.080 --> 00:02:15.080]  我們在萬君之耶和華的城中
[00:02:15.080 --> 00:02:18.000]  也是我們神的城裡面
[00:02:18.000 --> 00:02:19.200]  我們可以看見
[00:02:19.200 --> 00:02:21.200]  正是跟我們所聽見的
[00:02:21.200 --> 00:02:23.760]  神必堅定的城
[00:02:23.760 --> 00:02:25.040]  直到永遠
[00:02:25.040 --> 00:02:27.720]  所以城市在詩篇48篇裡面
[00:02:27.720 --> 00:02:31.120]  佔了一個很重要的主題
[00:02:31.120 --> 00:02:32.200]  我們為今天的訊息
[00:02:32.200 --> 00:02:33.320]  我們一起低頭禱告
[00:02:55.040 --> 00:02:56.560]  我們得著這個真理
[00:02:56.560 --> 00:02:58.560]  我們奉主的名禱告
[00:03:26.040 --> 00:03:28.040]  我們要從我們的教會當中
[00:03:28.040 --> 00:03:28.920]  我們要明白到
[00:03:28.920 --> 00:03:30.520]  其實我們去牧養
[00:03:30.520 --> 00:03:33.680]  是一個城市的牧養
[00:03:33.680 --> 00:03:35.320]  因為我們的生活
[00:03:35.320 --> 00:03:37.480]  不只是躲在禮拜堂那裡
[00:03:37.480 --> 00:03:39.840]  我們的生命不只是星期日
[00:03:39.840 --> 00:03:42.120]  我們才有屬靈的生命
[00:03:42.120 --> 00:03:43.240]  我們每一個人
[00:03:43.240 --> 00:03:45.680]  我們每天的起居飲食
[00:03:45.680 --> 00:03:47.440]  都在我們的鄰居
[00:03:47.440 --> 00:03:48.520]  在我們的城市
[00:03:48.520 --> 00:03:50.520]  在我們的周邊
[00:03:50.520 --> 00:03:52.840]  城市有動感
[00:03:52.840 --> 00:03:55.560]  我們去愛我們的城市
[00:03:55.560 --> 00:03:56.760]  我們今天經常說
[00:03:56.760 --> 00:03:59.560]  我們要愛我們的城市
[00:03:59.560 --> 00:04:00.800]  所以二十多年前
[00:04:00.800 --> 00:04:03.280]  在阿根廷南美洲
[00:04:03.280 --> 00:04:06.080]  有一個牧師叫做Ed Silvoso
[00:04:06.080 --> 00:04:07.280]  寫了一本書
[00:04:07.280 --> 00:04:08.400]  英文就說
[00:04:08.400 --> 00:04:11.120]  None should perish
[00:04:11.120 --> 00:04:15.480]  how to reach the entire cities for Christ
[00:04:15.480 --> 00:04:17.800]  through prayer evangelism
[00:04:17.800 --> 00:04:21.080]  翻譯中文就說
[00:04:21.080 --> 00:04:22.880]  不願一個人沉淪
[00:04:22.880 --> 00:04:26.840]  如何去讓整個城市
[00:04:26.840 --> 00:04:28.440]  透過我們的祈禱
[00:04:28.440 --> 00:04:29.760]  都得著基督
[00:04:29.760 --> 00:04:30.880]  所以在九零年代
[00:04:30.880 --> 00:04:31.920]  我們作為牧師
[00:04:31.920 --> 00:04:34.080]  就因為這個運動
[00:04:34.080 --> 00:04:35.480]  我們突然之間
[00:04:35.480 --> 00:04:36.680]  在牧養上面
[00:04:36.680 --> 00:04:39.280]  我們的視線視野
[00:04:39.280 --> 00:04:41.320]  突然間給他幫助我們
[00:04:41.320 --> 00:04:43.560]  不只是單顧著自己的堂會
[00:04:43.560 --> 00:04:44.880]  自己的教會
[00:04:44.880 --> 00:04:46.200]  連隔離有什麼教會
[00:04:46.200 --> 00:04:47.360]  我們都不知道
[00:04:47.360 --> 00:04:48.600]  連隔離有什麼人
[00:04:48.600 --> 00:04:49.400]  我們都不知道
[00:04:49.400 --> 00:04:50.400]  然後幫助我們
[00:04:50.400 --> 00:04:51.680]  要看開一點
[00:04:51.680 --> 00:04:53.880]  要有一個視野性的
[00:04:53.880 --> 00:04:55.160]  原來我們今天牧養的
[00:04:55.160 --> 00:04:56.760]  不只是我們一個堂會
[00:04:56.760 --> 00:04:58.080]  我們自己的會眾
[00:04:58.080 --> 00:05:00.160]  是整個的城市
[00:05:00.160 --> 00:05:02.840]  是我們牧養的態度
[00:05:02.840 --> 00:05:04.120]  每一個的教會
[00:05:04.120 --> 00:05:05.160]  我們都要看
[00:05:05.160 --> 00:05:06.640]  不只是我們自己的堂會
[00:05:06.640 --> 00:05:10.920]  是整個的社會
[00:05:10.920 --> 00:05:12.000]  所以這本書
[00:05:12.000 --> 00:05:12.760]  這個運動
[00:05:12.760 --> 00:05:14.680]  在九零年代開始之後
[00:05:14.680 --> 00:05:17.880]  有一連串的不同的研究出來了
[00:05:17.880 --> 00:05:20.400]  不同的見證、不同的學習
[00:05:20.400 --> 00:05:23.160]  有些書譬如叫做《城市牧養》
[00:05:23.160 --> 00:05:25.480]  如果大家對牧養有興趣的話
[00:05:25.480 --> 00:05:30.040]  這個題目已經醞釀了有二十年以上
[00:05:30.040 --> 00:05:31.480]  在城市的牧養
[00:05:31.480 --> 00:05:34.720]  然後社群的轉化
