
[00:00:00.000 --> 00:00:04.000]  我的題目是 創意無限
[00:00:04.000 --> 00:00:10.000]  假如上一代是下一代學習
[00:00:10.000 --> 00:00:14.000]  怎樣做人和處事的一個榜樣
[00:00:14.000 --> 00:00:19.000]  那麼我們上一代有沒有一些功課
[00:00:19.000 --> 00:00:23.000]  有沒有一些地方是做得不好的
[00:00:23.000 --> 00:00:29.000]  可能會成了下一代一個壞的榜樣呢
[00:00:29.000 --> 00:00:32.000]  我們就要主動地提出來
[00:00:32.000 --> 00:00:35.000]  希望我們及早地反省
[00:00:35.000 --> 00:00:40.000]  是能夠將傷害可以減到最低
[00:00:40.000 --> 00:00:45.000]  什麼是我們這一代人做得不好
[00:00:45.000 --> 00:00:51.000]  而下一代又非要擁有這一種的技能
[00:00:51.000 --> 00:00:54.000]  是不能夠活得精彩的呢
[00:00:54.000 --> 00:00:58.000]  我相信最重要的一項就是創意了
[00:00:58.000 --> 00:01:01.000]  沒錯 無論是什麼原因
[00:01:01.000 --> 00:01:06.000]  我們這一代人就是沒有創意的
[00:01:06.000 --> 00:01:10.000]  我會分開幾個大方面
[00:01:10.000 --> 00:01:14.000]  來和大家反省一下
[00:01:14.000 --> 00:01:19.000]  然後最後我會提出七個步驟
[00:01:19.000 --> 00:01:24.000]  你循著這七個步驟來訓練自己
[00:01:24.000 --> 00:01:29.000]  你就一定會是一個創意無限的人
[00:01:29.000 --> 00:01:35.000]  首先我要提一提我們這一代未付款的帳單
[00:01:35.000 --> 00:01:40.000]  任何未付款的帳單都有它的後果
[00:01:40.000 --> 00:01:44.000]  有些是嚴重些 有些是輕微些
[00:01:44.000 --> 00:01:49.000]  我們這一代人在創意這個功課上學得不好
[00:01:49.000 --> 00:01:54.000]  下一代人就會以為創意是可有可無的
[00:01:54.000 --> 00:01:56.000]  結果會怎麼樣
[00:01:56.000 --> 00:01:59.000]  他就會一生都要養人被色
[00:01:59.000 --> 00:02:03.000]  跟著大隊走 做兵仔 甚至做炮灰
[00:02:03.000 --> 00:02:05.000]  這樣算不算嚴重呢
[00:02:05.000 --> 00:02:09.000]  我就給你自己做定奪
[00:02:09.000 --> 00:02:15.000]  然後我會向你提出一種修煉創意的辦法
[00:02:15.000 --> 00:02:20.000]  是一些我們經過研究搜集
[00:02:20.000 --> 00:02:23.000]  是證明可行的
[00:02:23.000 --> 00:02:26.000]  後果又相當甜美的
[00:02:26.000 --> 00:02:28.000]  這樣的功夫值不值得做呢
[00:02:28.000 --> 00:02:33.000]  我都留給你自己做定奪
[00:02:33.000 --> 00:02:38.000]  我們知道韓國的男人是特別男人的
[00:02:38.000 --> 00:02:43.000]  意思就是說他們不單止是做一家之主
[00:02:43.000 --> 00:02:48.000]  一家能不能夠快樂又體面地活在一個社群
[00:02:48.000 --> 00:02:53.000]  就全在乎那個男人行不行
[00:02:53.000 --> 00:02:56.000]  如果那個男人有份工作
[00:02:56.000 --> 00:02:58.000]  如果收入又不錯的
[00:02:58.000 --> 00:03:02.000]  那整家人就可以挺身昂首了
[00:03:02.000 --> 00:03:08.000]  但是假如那個男人是被公司裁掉了
[00:03:08.000 --> 00:03:13.000]  不單止他會叫整家人哭在床上
[00:03:13.000 --> 00:03:18.000]  他更加在他的鄉里和親友當中
[00:03:18.000 --> 00:03:20.000]  是沒有辦法抬起頭的
[00:03:20.000 --> 00:03:23.000]  因為他沒有收入了
[00:03:23.000 --> 00:03:28.000]  所以在98年亞洲金融風暴期間
[00:03:28.000 --> 00:03:31.000]  南韓就有特別多這類慘劇
[00:03:31.000 --> 00:03:33.000]  就是那個一家之主
[00:03:33.000 --> 00:03:38.000]  拿著槍或者拿著劍就殺了整家人然後自己自殺
[00:03:38.000 --> 00:03:44.000]  因為他覺得他沒有面子見江東父老
[00:03:44.000 --> 00:03:47.000]  韓國男人好男人
[00:03:47.000 --> 00:03:51.000]  意思就是說做男人是做得很辛苦的
[00:03:51.000 --> 00:03:53.000]  壓力很大的
[00:03:53.000 --> 00:04:00.000]  所以人人都將經濟成就擺到最高
[00:04:00.000 --> 00:04:03.000]  這個不單止是韓國是這樣
[00:04:03.000 --> 00:04:06.000]  原來我們整代人
[00:04:06.000 --> 00:04:08.000]  我們這一代的人
[00:04:08.000 --> 00:04:10.000]  全世界各地的地方
[00:04:10.000 --> 00:04:14.000]  都是將錢看得天這麼大
[00:04:14.000 --> 00:04:20.000]  意思就是說經濟成就就是所有的成就
[00:04:20.000 --> 00:04:25.000]  人生沒有一句話是不可以用金錢來說的
[00:04:25.000 --> 00:04:27.000]  金錢說完了就沒什麼好說的了
[00:04:27.000 --> 00:04:31.000]  沒有一句話是需要說或是值得說的
[00:04:31.000 --> 00:04:36.000]  因為錢已經說完了
[00:04:36.000 --> 00:04:39.000]  為什麼我們這一代人不認為創意是重要的
[00:04:39.000 --> 00:04:42.000]  賺錢最重要
[00:04:42.000 --> 00:04:45.000]  其實困擾我們整個20世紀末
[00:04:45.000 --> 00:04:52.000]  那個翻版的問題正是這個問題
[00:04:52.000 --> 00:04:55.000]  我們這個沒有創意的一代
[00:04:55.000 --> 00:04:58.000]  我們口口聲聲說創意無謂
[00:04:58.000 --> 00:05:01.000]  賺錢是實際
[00:05:01.000 --> 00:05:04.000]  我們不知道在下一代
[00:05:04.000 --> 00:05:06.000]  這一句話說不通的了
[00:05:06.000 --> 00:05:09.000]  原來我們那個市場
[00:05:09.000 --> 00:05:12.000]  就更加會變成是一個單一的市場
[00:05:12.000 --> 00:05:14.000]  一個單一的市場
[00:05:14.000 --> 00:05:19.000]  它就有它的規矩你要遵守的
[00:05:19.000 --> 00:05:23.000]  其中一個規矩就是知識產權
[00:05:23.000 --> 00:05:25.000]  你不守這個規矩
[00:05:25.000 --> 00:05:28.000]  你就不能在這個市場裡面玩
[00:05:28.000 --> 00:05:30.000]  你就會被放出局
[00:05:30.000 --> 00:05:33.000]  翻版下一世紀
[00:05:33.000 --> 00:05:37.000]  連在中國大陸都很難可以賺到錢
[00:05:37.000 --> 00:05:43.000]  因為再沒有別人會容許你
[00:05:43.000 --> 00:05:48.000]  這麼肆無忌憚的去侵犯別人的知識產權
[00:05:48.000 --> 00:05:50.000]  所以那個立法和執法
[00:05:50.000 --> 00:05:52.000]  是一定更加嚴厲的
[00:05:52.000 --> 00:05:55.000]  簡單來說下一世紀
[00:05:55.000 --> 00:05:57.000]  沒有創意就沒有錢賺
[00:05:57.000 --> 00:06:00.000]  這個是下一世紀的遊戲規則
[00:06:00.000 --> 00:06:04.000]  本來金錢是可以激發創意的
[00:06:04.000 --> 00:06:06.000]  但是當我們把資源搞亂的時候
[00:06:06.000 --> 00:06:08.000]  我們就會扼殺創意了
[00:06:08.000 --> 00:06:10.000]  我們把錢放在頭上
[00:06:10.000 --> 00:06:13.000]  當你把錢放在頭上
[00:06:13.000 --> 00:06:17.000]  你裡面的聯想就沒有辦法可以分持
[00:06:17.000 --> 00:06:19.000]  可以去飛揚的
[00:06:19.000 --> 00:06:22.000]  結果你每樣都是向錢看
[00:06:22.000 --> 00:06:25.000]  你任何的創意都會被扼殺的
[00:06:25.000 --> 00:06:28.000]  香港的社會是一個最典型
[00:06:28.000 --> 00:06:33.000]  最具體能夠講明這個規則的一個地方
[00:06:33.000 --> 00:06:38.000]  我們怎麼說我們這一代
[00:06:38.000 --> 00:06:40.000]  特別我們香港的社會
[00:06:40.000 --> 00:06:42.000]  是一個完全沒有創意的社會
[00:06:42.000 --> 00:06:44.000]  沒有創意的一代呢
[00:06:44.000 --> 00:06:47.000]  沒錯我們這一代人的成就很偉大的
[00:06:47.000 --> 00:06:50.000]  就是我們的賺錢的能力
[00:06:50.000 --> 00:06:54.000]  是跳世界舞的
[00:06:54.000 --> 00:06:58.000]  我們的社會不斷重陽那些賺錢賺得最多的人
[00:06:58.000 --> 00:07:03.000]  我們極少會重陽那些創意盈盈的人
[00:07:03.000 --> 00:07:09.000]  或者我們的社會根本就沒有創意盈盈的人和事
[00:07:09.000 --> 00:07:12.000]  一切能夠代表創意的成果
[00:07:12.000 --> 00:07:16.000]  我們這一代都是相當貧乏的
[00:07:16.000 --> 00:07:19.000]  我舉幾個實際的例子來說
[00:07:19.000 --> 00:07:26.000]  文學是創意最具體的成果之一
[00:07:26.000 --> 00:07:30.000]  請問我們這一代有寫過什麼書
[00:07:30.000 --> 00:07:35.000]  是能夠觸動我們這一世代的人呢
[00:07:35.000 --> 00:07:37.000]  就講詩詞
[00:07:37.000 --> 00:07:42.000]  我們中國的民族是被稱為詩的民族
[00:07:42.000 --> 00:07:50.000]  但是請問你什麼時候看過最後那首詩的
[00:07:50.000 --> 00:07:54.000]  以前我們的詩集是不斷出版的
[00:07:54.000 --> 00:07:58.000]  在今天你什麼時候見過一本新出版的詩集
[00:07:58.000 --> 00:08:02.000]  以前的報紙每個禮拜是有詩之頁的
[00:08:02.000 --> 00:08:04.000]  你今天在我們的報紙裡面
[00:08:04.000 --> 00:08:09.000]  除了裸女照片照記指南和名人秋事之外
[00:08:09.000 --> 00:08:12.000]  你什麼時候見過有一篇詩登出來
[00:08:12.000 --> 00:08:15.000]  好了不講小說
[00:08:15.000 --> 00:08:17.000]  不講詩詞
[00:08:17.000 --> 00:08:19.000]  我們就講一下電影
[00:08:19.000 --> 00:08:23.000]  我們有哪一套的電影
[00:08:23.000 --> 00:08:27.000]  或是哪一齣的舞台劇
[00:08:27.000 --> 00:08:31.000]  是你相信會流傳給下一代的
[00:08:31.000 --> 00:08:33.000]  你信不信得出來
[00:08:33.000 --> 00:08:35.000]  哪一套舞台劇你看過的
[00:08:35.000 --> 00:08:39.000]  你覺得它的感動和宇宙性的世界性
[00:08:39.000 --> 00:08:41.000]  是可以流傳下一代的
[00:08:41.000 --> 00:08:43.000]  譬如好像以前的茶花女
[00:08:43.000 --> 00:08:46.000]  或者以前的玩偶之家
[00:08:46.000 --> 00:08:52.000]  甚至我們雷宇的舞台劇或者劇本都有
[00:08:52.000 --> 00:08:55.000]  但是這一代請你數出一個來
[00:08:55.000 --> 00:08:58.000]  看看我們的電影死在哪裡
[00:08:58.000 --> 00:09:01.000]  我們的電視沉淪在哪裡
[00:09:01.000 --> 00:09:03.000]  是因為沒有好劇本
[00:09:03.000 --> 00:09:04.000]  不是因為沒有特技
[00:09:04.000 --> 00:09:05.000]  不是因為沒有錢
[00:09:05.000 --> 00:09:07.000]  是因為沒有劇本
[00:09:07.000 --> 00:09:10.000]  讓我們舉一個更加具體的例子
[00:09:10.000 --> 00:09:11.000]  時裝
[00:09:11.000 --> 00:09:16.000]  那個是一個有極大利潤的行業
[00:09:16.000 --> 00:09:18.000]  但是你看看
[00:09:18.000 --> 00:09:22.000]  今天時裝設計師有沒有認真地做過功課
[00:09:22.000 --> 00:09:28.000]  時代雜誌是一個很有份量的時裝評論的專欄
[00:09:28.000 --> 00:09:32.000]  那個作者不止一次點名斥責
[00:09:32.000 --> 00:09:34.000]  說那些時裝設計師
[00:09:34.000 --> 00:09:39.000]  他說是整天除了吸毒吸到頭昏腦脹之外
[00:09:39.000 --> 00:09:43.000]  可有把模特兒當個人來看待
[00:09:43.000 --> 00:09:46.000]  正因為我們的創意凋零
[00:09:46.000 --> 00:09:48.000]  又要嘩眾取巧
[00:09:48.000 --> 00:09:52.000]  所以我們就盡量去賣弄模特兒的裸露
[00:09:52.000 --> 00:09:55.000]  有一個時裝設計師
[00:09:55.000 --> 00:09:59.000]  在香港有相當多的跟從者
[00:10:00.000 --> 00:10:03.000]  他可能根本創意走到窮巷
[00:10:03.000 --> 00:10:06.000]  但是又要開這個時裝展
[00:10:06.000 --> 00:10:09.000]  於是他就將一個孖襟的西裝倒轉來穿
[00:10:09.000 --> 00:10:11.000]  即是鈕扣在後面扣
[00:10:11.000 --> 00:10:13.000]  孖襟在後面
[00:10:13.000 --> 00:10:18.000]  我們香港那些完全沒有實力的時裝記者
[00:10:18.000 --> 00:10:20.000]  就在讚不絕口
[00:10:20.000 --> 00:10:22.000]  讚什麼呢
[00:10:22.000 --> 00:10:26.000]  我想請問有一天完全連孖襟倒轉來穿都玩完了
[00:10:26.000 --> 00:10:31.000]  是不是下一步就用褲子套一個頭走上去Catwalk
[00:10:31.000 --> 00:10:35.000]  我們那些記者又照讚一輪是不是呢
[00:10:35.000 --> 00:10:37.000]  沒有創意的一代
[00:10:37.000 --> 00:10:42.000]  在我們賺錢的三個行業
[00:10:42.000 --> 00:10:44.000]  時裝、電影、音樂
[00:10:44.000 --> 00:10:50.000]  我們完全沒有一樣東西是可以流傳到下一代
[00:10:50.000 --> 00:10:54.000]  或是可以被收入那個博物館的
[00:10:54.000 --> 00:10:56.000]  我想請問你
[00:10:56.000 --> 00:10:58.000]  我們這一代的沒有創意
[00:10:58.000 --> 00:11:02.000]  還需不需要更大的證明呢
[00:11:02.000 --> 00:11:06.000]  如果你問為什麼我們這一代沒有創意
[00:11:06.000 --> 00:11:11.000]  下一代會不會有一個改善的可能呢
[00:11:11.000 --> 00:11:14.000]  我給大家一個小小的分析
[00:11:14.000 --> 00:11:16.000]  我相信我們是有希望的
[00:11:16.000 --> 00:11:21.000]  有希望就正正是父母要快點做功課
[00:11:21.000 --> 00:11:24.000]  去鼓勵你們的子女向這方面發揮
[00:11:24.000 --> 00:11:29.000]  為什麼我們這一代沒有創意呢
[00:11:29.000 --> 00:11:31.000]  我猜有幾個原因
[00:11:31.000 --> 00:11:34.000]  我給三個主要的原因
[00:11:34.000 --> 00:11:36.000]  第一個就是我們這一代人
[00:11:36.000 --> 00:11:42.000]  是太長久地被壓在逃命的焦慮裡面
[00:11:42.000 --> 00:11:47.000]  我們這一代和上一代都是經歷過幾次的戰爭
[00:11:47.000 --> 00:11:52.000]  逃亡遷徙成了我們的家常便飯
[00:11:52.000 --> 00:11:56.000]  而所有的逃命都需要金錢的
[00:11:56.000 --> 00:12:02.000]  結果金錢就成了掙扎求存的一個價值單位
[00:12:02.000 --> 00:12:05.000]  比如說我們經歷過第二次世界大戰
[00:12:05.000 --> 00:12:06.000]  日本人的屠殺
[00:12:06.000 --> 00:12:09.000]  五十年代的改朝換代
[00:12:09.000 --> 00:12:11.000]  和九十年代的回歸
[00:12:11.000 --> 00:12:14.000]  每一次都是連根拔起的
[00:12:14.000 --> 00:12:17.000]  每一次都是非前不幸的
