
[00:00:00.000 --> 00:00:03.120]  我想透過一段經文跟大家看看
[00:00:03.120 --> 00:00:05.720]  主對人的憐憫究竟是怎樣的
[00:00:05.720 --> 00:00:10.980]  我想跟大家一起讀《路加福音》第十四章
[00:00:10.980 --> 00:00:15.840]  我想先讀一至六節
[00:00:15.840 --> 00:00:24.240]  好,《路加福音》第十四章
[00:00:24.240 --> 00:00:28.420]  一至六節,我們一起讀,好嗎?
[00:00:28.420 --> 00:00:30.420]  我們預備,一二起
[00:00:58.420 --> 00:01:01.880]  即有吊在井裡不立時拉他上來
[00:01:01.880 --> 00:01:04.260]  他們不能對答者說
[00:01:04.260 --> 00:01:05.720]  好,夠夠夠
[00:01:05.720 --> 00:01:08.340]  好,跟著我想跟大家再讀
[00:01:08.340 --> 00:01:11.440]  就是十二到十四節
[00:01:11.440 --> 00:01:15.840]  同一章的聖經,十二至到十四節
[00:01:15.840 --> 00:01:19.680]  耶穌又對請他的人說
[00:01:19.680 --> 00:01:22.520]  你擺設午飯或晚飯
[00:01:22.520 --> 00:01:27.440]  不要請你的朋友弟兄親屬和付足的鄰舍
[00:01:27.440 --> 00:01:29.680]  恐怕他們也請你
[00:01:29.680 --> 00:01:31.680]  你就得了報答
[00:01:31.680 --> 00:01:33.200]  你擺設筵席
[00:01:33.200 --> 00:01:38.320]  都要請那貧窮的、殘廢的、缺腿的、乞眼的
[00:01:38.320 --> 00:01:40.320]  你就有福了
[00:01:40.320 --> 00:01:43.520]  因為他們沒有什麼可報答你
[00:01:43.520 --> 00:01:45.520]  到人復活的時候
[00:01:45.520 --> 00:01:47.520]  你要得著報答
[00:01:47.520 --> 00:01:49.520]  好,謝謝
[00:01:49.520 --> 00:01:56.620]  這段經文是說耶穌在安積日做一件事
[00:01:57.440 --> 00:01:59.440]  做什麼?
[00:01:59.440 --> 00:02:01.440]  其實他沒有想要治病
[00:02:01.440 --> 00:02:03.440]  他想去做什麼?
[00:02:03.440 --> 00:02:05.440]  吃飯而已
[00:02:05.440 --> 00:02:07.440]  他去哪裡吃飯呢?
[00:02:07.440 --> 00:02:10.440]  他去一個法利塞人的首領那裡
[00:02:10.440 --> 00:02:12.440]  如果大家讀聖經讀得多
[00:02:12.440 --> 00:02:14.440]  你就知道
[00:02:14.440 --> 00:02:16.440]  法利塞人是什麼人
[00:02:16.440 --> 00:02:18.440]  當時的宗教領袖
[00:02:18.440 --> 00:02:20.440]  出名是什麼?
[00:02:20.440 --> 00:02:23.440]  他們覺得他們很嚴格
[00:02:23.440 --> 00:02:26.440]  要遵守摩西的律法
[00:02:26.440 --> 00:02:29.440]  所以就經常說要怎麼做
[00:02:29.440 --> 00:02:31.440]  很多規矩、很多規條
[00:02:31.440 --> 00:02:33.440]  又要熟讀那些規矩
[00:02:33.440 --> 00:02:35.440]  而且人家不做
[00:02:35.440 --> 00:02:37.440]  他又會嘈吵
[00:02:37.440 --> 00:02:39.440]  批評人
[00:02:39.440 --> 00:02:41.440]  甚至壓迫人
[00:02:41.440 --> 00:02:43.440]  出名是這樣的
[00:02:43.440 --> 00:02:45.440]  耶穌去的那個地方
[00:02:45.440 --> 00:02:47.440]  不是一個普通的法利塞人
[00:02:47.440 --> 00:02:49.440]  還是什麼?首領
[00:02:49.440 --> 00:02:51.440]  即是頭來的
[00:02:51.440 --> 00:02:53.440]  即是說他去了一家
[00:02:53.440 --> 00:02:55.440]  在當時的社會裡
[00:02:55.440 --> 00:02:58.440]  有頭有臉的人
[00:02:58.440 --> 00:03:00.440]  即是很有地位很有權力的人
[00:03:00.440 --> 00:03:02.440]  那裡吃飯
[00:03:02.440 --> 00:03:04.440]  不知道你們有沒有印象
[00:03:04.440 --> 00:03:07.440]  覺得耶穌經常跟法利塞人作對
[00:03:07.440 --> 00:03:11.440]  其實是反過來
[00:03:11.440 --> 00:03:13.440]  是法利塞人經常跟耶穌作對
[00:03:13.440 --> 00:03:16.440]  其實是看你在哪個角度說
[00:03:16.440 --> 00:03:19.440]  好像耶穌經常
[00:03:19.440 --> 00:03:21.440]  在福音書你會看到
[00:03:21.440 --> 00:03:23.440]  他經常罵法利塞人
[00:03:23.440 --> 00:03:26.440]  罵他們偽善
[00:03:26.440 --> 00:03:28.440]  作假
[00:03:28.440 --> 00:03:31.440]  又說他們裝飾的墳墓
[00:03:31.440 --> 00:03:33.440]  外面好看但裡面死氣沉沉
[00:03:33.440 --> 00:03:35.440]  又說他們喜歡
[00:03:35.440 --> 00:03:37.440]  站在十字路口祈禱
[00:03:37.440 --> 00:03:39.440]  即是這樣的
[00:03:39.440 --> 00:03:41.440]  即是說他們
[00:03:41.440 --> 00:03:43.440]  其實簡單說貪慕虛榮
[00:03:43.440 --> 00:03:45.440]  其實法利塞人很不滿意他們
[00:03:45.440 --> 00:03:47.440]  所以不滿意到一個地步
[00:03:47.440 --> 00:03:49.440]  是什麼呢?
[00:03:49.440 --> 00:03:51.440]  你看到這段經文說什麼?
[00:03:51.440 --> 00:03:53.440]  去法利塞人的首領那裡吃飯
[00:03:53.440 --> 00:03:55.440]  有其他人
[00:03:55.440 --> 00:03:57.440]  相信都是法利塞人
[00:03:57.440 --> 00:03:59.440]  或是當時跟他敵對的人
[00:03:59.440 --> 00:04:01.440]  在那裡做什麼?
[00:04:01.440 --> 00:04:03.440]  窺探他
[00:04:03.440 --> 00:04:05.440]  為什麼要窺探他?
[00:04:05.440 --> 00:04:07.440]  耶穌是明星
[00:04:07.440 --> 00:04:09.440]  當時很出名
[00:04:09.440 --> 00:04:11.440]  所以要拿簽名
[00:04:11.440 --> 00:04:15.440]  追星那些
[00:04:15.440 --> 00:04:17.440]  不是啦
[00:04:17.440 --> 00:04:19.440]  這個窺探其實帶出一個意味
[00:04:19.440 --> 00:04:21.440]  就是要在
[00:04:21.440 --> 00:04:23.440]  耶穌的日常生活裡面
[00:04:23.440 --> 00:04:25.440]  在這餐飯裡面
[00:04:25.440 --> 00:04:27.440]  要找一些
[00:04:27.440 --> 00:04:29.440]  可不可以控告他
[00:04:29.440 --> 00:04:31.440]  或者
[00:04:31.440 --> 00:04:33.440]  指控他的一些憑據
[00:04:33.440 --> 00:04:37.440]  剛好那天是什麼?
[00:04:37.440 --> 00:04:39.440]  安息日
[00:04:39.440 --> 00:04:41.440]  安息日有個
[00:04:41.440 --> 00:04:43.440]  律法上有個規矩
[00:04:43.440 --> 00:04:45.440]  是說什麼?
[00:04:45.440 --> 00:04:47.440]  是不可以做事的
[00:04:47.440 --> 00:04:49.440]  是不可以作工的
[00:04:49.440 --> 00:04:51.440]  這個是很明確寫的
[00:04:51.440 --> 00:04:53.440]  但是什麼是工作呢?
[00:04:53.440 --> 00:04:57.440]  我太太以前在那裡工作
[00:04:57.440 --> 00:04:59.440]  認識一些
[00:04:59.440 --> 00:05:01.440]  現代的猶太人
[00:05:01.440 --> 00:05:03.440]  她有時候都會回來告訴我
[00:05:03.440 --> 00:05:05.440]  原來現在也有一些猶太人
[00:05:05.440 --> 00:05:07.440]  會守安息日
[00:05:07.440 --> 00:05:09.440]  守安息日就是從禮拜五的黃昏
[00:05:09.440 --> 00:05:11.440]  到禮拜六的黃昏
[00:05:11.440 --> 00:05:13.440]  這段時間
[00:05:13.440 --> 00:05:15.440]  他們真的會收工
[00:05:15.440 --> 00:05:17.440]  他們真的什麼都不做
[00:05:17.440 --> 00:05:19.440]  是不是?
[00:05:19.440 --> 00:05:21.440]  很過癮的,現在也會的
[00:05:21.440 --> 00:05:27.440]  所以去到安息日
[00:05:27.440 --> 00:05:29.440]  耶穌在那裡吃飯
[00:05:29.440 --> 00:05:31.440]  其實也不是吃得很安樂
[00:05:31.440 --> 00:05:33.440]  因為經常有人
[00:05:33.440 --> 00:05:35.440]  盯著他
[00:05:35.440 --> 00:05:37.440]  看他有沒有出事
[00:05:37.440 --> 00:05:39.440]  看他有沒有觸犯什麼律法
[00:05:39.440 --> 00:05:41.440]  然後就會被人控告
[00:05:45.440 --> 00:05:47.440]  其實第一件我想說的
[00:05:47.440 --> 00:05:49.440]  主對人的憐憫
[00:05:49.440 --> 00:05:51.440]  其實祂對人的憐憫是很廣泛的
[00:05:51.440 --> 00:05:53.440]  很闊的
[00:05:53.440 --> 00:05:55.440]  其實什麼人祂都愛的
[00:05:55.440 --> 00:05:57.440]  包括什麼呢?
[00:05:57.440 --> 00:05:59.440]  包括這一群
[00:05:59.440 --> 00:06:01.440]  法利賽人
[00:06:01.440 --> 00:06:03.440]  包括這一群敵對祂的人
[00:06:03.440 --> 00:06:05.440]  包括這一群
[00:06:05.440 --> 00:06:07.440]  經常想想辦法要害祂的人
[00:06:07.440 --> 00:06:09.440]  為什麼這樣說呢?
[00:06:09.440 --> 00:06:11.440]  其實耶穌沒有需要
[00:06:11.440 --> 00:06:13.440]  如果祂不憐憫不愛這群人
[00:06:13.440 --> 00:06:15.440]  祂不需要去吃飯
[00:06:15.440 --> 00:06:17.440]  不需要去祂這一間屋裡面吃飯
[00:06:17.440 --> 00:06:19.440]  其實祂有很多事情要做
[00:06:19.440 --> 00:06:21.440]  其實那些人是排長龍
[00:06:21.440 --> 00:06:23.440]  等著祂去趕鬼
[00:06:23.440 --> 00:06:25.440]  治病
[00:06:25.440 --> 00:06:27.440]  或者
[00:06:27.440 --> 00:06:29.440]  耶穌自己也說的
[00:06:29.440 --> 00:06:31.440]  祂來的目的就是宣講天國的
[00:06:31.440 --> 00:06:33.440]  福音信息
[00:06:33.440 --> 00:06:35.440]  祂有很多事情要做
[00:06:35.440 --> 00:06:37.440]  做到睡不著覺
[00:06:37.440 --> 00:06:39.440]  祂為什麼要去這一間屋裡面吃飯呢?
[00:06:39.440 --> 00:06:41.440]  我一直在看的時候
[00:06:41.440 --> 00:06:43.440]  第一次去法利賽人家裡吃飯
[00:06:43.440 --> 00:06:45.440]  就在路加芬第七章
[00:06:45.440 --> 00:06:47.440]  也說了一個事件
[00:06:47.440 --> 00:06:49.440]  就是那個有罪的女人
[00:06:49.440 --> 00:06:51.440]  去到法利賽人家裡
[00:06:51.440 --> 00:06:53.440]  用頭髮
[00:06:53.440 --> 00:06:55.440]  刷耶穌的腳
[00:06:55.440 --> 00:06:57.440]  其實耶穌正是在
[00:06:57.440 --> 00:06:59.440]  一個法利賽人叫西門的家裡
[00:06:59.440 --> 00:07:01.440]  吃飯
[00:07:01.440 --> 00:07:03.440]  我一直在看的時候
[00:07:03.440 --> 00:07:05.440]  我裡面看到主
[00:07:05.440 --> 00:07:07.440]  其實對所有的人
[00:07:07.440 --> 00:07:09.440]  都有一種憐憫
[00:07:09.440 --> 00:07:11.440]  這些自以為是
[00:07:11.440 --> 00:07:13.440]  這些敵對他們的人
[00:07:13.440 --> 00:07:15.440]  其實主動愛
[00:07:15.440 --> 00:07:17.440]  所以祂有一個
[00:07:17.440 --> 00:07:19.440]  期望
[00:07:19.440 --> 00:07:21.440]  在和他們的互動裡面
