
[00:00:00.000 --> 00:00:02.000]  前晚大家有沒有看到這個北極光啊
[00:00:02.000 --> 00:00:06.000]  我們這次都很幸運
[00:00:06.000 --> 00:00:08.000]  可以在家裏看到北極光
[00:00:08.000 --> 00:00:11.000]  就是大家留在家裏就看到了
[00:00:11.000 --> 00:00:13.000]  不需要山長水遠
[00:00:13.000 --> 00:00:15.000]  去到北歐其他的地方
[00:00:15.000 --> 00:00:18.000]  什麼芬蘭啊,冰島啊,這樣去看
[00:00:18.000 --> 00:00:21.000]  以往香港可能你要看北極光
[00:00:21.000 --> 00:00:23.000]  真的要坐很長的飛機
[00:00:23.000 --> 00:00:27.000]  跟着那些北極光的團去加拿大
[00:00:27.000 --> 00:00:29.000]  或者北歐的地方纔有機會看
[00:00:30.000 --> 00:00:32.000]  現在可能你在家裏
[00:00:32.000 --> 00:00:35.000]  或者你頂多都是駕車去附近的山坡上
[00:00:35.000 --> 00:00:37.000]  你就可以去看到了
[00:00:37.000 --> 00:00:40.000]  大家興不興奮啊
[00:00:40.000 --> 00:00:42.000]  第一次去看這個
[00:00:42.000 --> 00:00:44.000]  我是第一次,可能你們不是
[00:00:44.000 --> 00:00:46.000]  第一次去看北極光
[00:00:46.000 --> 00:00:49.000]  都是很奇妙的
[00:00:49.000 --> 00:00:52.000]  天文的現象
[00:00:52.000 --> 00:00:54.000]  這個就是太陽風暴
[00:00:54.000 --> 00:00:57.000]  就是大量的高能量的太陽粒子
[00:00:57.000 --> 00:01:01.000]  來跟大氣層的氣體粒子相撞
[00:01:01.000 --> 00:01:04.000]  而造成的不同顏色的光
[00:01:04.000 --> 00:01:09.000]  其實當我們看這些天文現象的時候
[00:01:09.000 --> 00:01:12.000]  我們看到其實都是反映上帝
[00:01:12.000 --> 00:01:14.000]  很奇妙的創造
[00:01:14.000 --> 00:01:17.000]  在英國裏面可能大家看這些
[00:01:17.000 --> 00:01:20.000]  天文現象的機會比香港多
[00:01:20.000 --> 00:01:24.000]  因爲香港是光害很厲害
[00:01:24.000 --> 00:01:26.000]  高樓大廈也很多
[00:01:26.000 --> 00:01:30.000]  在英國你看星星的機會也多很多
[00:01:30.000 --> 00:01:33.000]  可能你在家裏的花園
[00:01:33.000 --> 00:01:36.000]  抬頭望一望就已經看到星星了
[00:01:36.000 --> 00:01:40.000]  這次看北極光有個姐妹她很厲害
[00:01:40.000 --> 00:01:44.000]  拍了北極光同時也拍了北斗七星
[00:01:44.000 --> 00:01:46.000]  這張照片很清楚的
[00:01:46.000 --> 00:01:49.000]  拍到七顆星我也數着
[00:01:49.000 --> 00:01:52.000]  很清楚的一個殼的形狀
[00:01:53.000 --> 00:01:59.000]  有人說如果行山迷路又沒有帶指南針
[00:01:59.000 --> 00:02:02.000]  或者你的手機又不行的時候
[00:02:02.000 --> 00:02:06.000]  其實你看抬頭看天上的北斗星
[00:02:06.000 --> 00:02:09.000]  就可以指引你的方向了
[00:02:09.000 --> 00:02:12.000]  當然你在北極光也是向着北的
[00:02:12.000 --> 00:02:14.000]  向着北的方向看
[00:02:14.000 --> 00:02:16.000]  北斗星也是向着北的方向
[00:02:16.000 --> 00:02:21.000]  我們今天看的經文
[00:02:21.000 --> 00:02:25.000]  不是說北極光也不是北斗七星
[00:02:25.000 --> 00:02:27.000]  是說另外一樣東西
[00:02:27.000 --> 00:02:30.000]  來指引以色列人的方向
[00:02:30.000 --> 00:02:34.000]  這不是一個純粹的自然現象
[00:02:34.000 --> 00:02:37.000]  是上帝一個很奇妙的介入
[00:02:37.000 --> 00:02:39.000]  今天我們看《文素記》
[00:02:39.000 --> 00:02:41.000]  我們來到《文素記》第九章
[00:02:41.000 --> 00:02:44.000]  我們進入經文之前
[00:02:44.000 --> 00:02:46.000]  我們先一起有禱告
[00:02:49.000 --> 00:02:52.000]  新來的天父願你的說話
[00:02:52.000 --> 00:02:54.000]  進入我們的心裏面
[00:02:54.000 --> 00:02:56.000]  打開我們的心
[00:02:56.000 --> 00:02:58.000]  讓我們去領受
[00:02:58.000 --> 00:03:01.000]  也讓我們去遵你的話而行
[00:03:01.000 --> 00:03:03.000]  聽我們的禱告
[00:03:03.000 --> 00:03:05.000]  奉主耶穌的聖名祈求
[00:03:05.000 --> 00:03:06.000]  阿們
[00:03:06.000 --> 00:03:10.000]  今天我們去看《文素記》第九章
[00:03:10.000 --> 00:03:12.000]  十五至二十三節
[00:03:12.000 --> 00:03:15.000]  剛纔十五節裏面
[00:03:15.000 --> 00:03:17.000]  主席和我們讀的時候
[00:03:17.000 --> 00:03:21.000]  他講到立起帳幕的那一天
[00:03:21.000 --> 00:03:23.000]  有云彩遮蓋帳幕
[00:03:23.000 --> 00:03:25.000]  那一天是哪一天呢
[00:03:25.000 --> 00:03:28.000]  我們看《出一級記》第四十章
[00:03:28.000 --> 00:03:30.000]  就是出埃及最後一章
[00:03:30.000 --> 00:03:33.000]  那裏同樣都提到立起帳幕
[00:03:33.000 --> 00:03:36.000]  其實就是那裏有日子寫的
[00:03:36.000 --> 00:03:38.000]  在四十章《出一級記》裏
[00:03:38.000 --> 00:03:41.000]  講到第二年的正月初一日
[00:03:41.000 --> 00:03:43.000]  這個第二年什麼時候呢
[00:03:43.000 --> 00:03:46.000]  就是以色列人他們出埃及之後
[00:03:46.000 --> 00:03:48.000]  的第二年
[00:03:48.000 --> 00:03:50.000]  就是過了一年
[00:03:50.000 --> 00:03:53.000]  出埃及之後剛剛好一年的時間
[00:03:53.000 --> 00:03:57.000]  他們就在西乃山停留了大概一年
[00:03:57.000 --> 00:03:59.000]  正月初一日
[00:03:59.000 --> 00:04:01.000]  就是他們的新年
[00:04:01.000 --> 00:04:04.000]  那一年裏面他們做些什麼呢
[00:04:04.000 --> 00:04:06.000]  《出一級記》有講
[00:04:06.000 --> 00:04:09.000]  很主要的就是他們去摩西
