
[00:00:00.000 --> 00:00:03.000]  相信大家都明白得到
[00:00:03.000 --> 00:00:06.000]  在過去這幾個星期
[00:00:06.000 --> 00:00:09.000]  我們都是集中在一段經文
[00:00:09.000 --> 00:00:12.000]  來一同學習
[00:00:12.000 --> 00:00:14.000]  就是馬太福音的
[00:00:14.000 --> 00:00:17.000]  二十八章十八到二十節
[00:00:17.000 --> 00:00:20.000]  亦都是我們很熟悉的經文
[00:00:20.000 --> 00:00:24.000]  為甚麼我們會集中去學習呢
[00:00:24.000 --> 00:00:29.000]  是因為我們很想再一次去確認
[00:00:29.000 --> 00:00:31.000]  我們是願意
[00:00:31.000 --> 00:00:36.000]  效法主聽從主的吩咐去作供
[00:00:36.000 --> 00:00:38.000]  而其中一樣就是
[00:00:38.000 --> 00:00:41.000]  要去進行福音的大使命
[00:00:41.000 --> 00:00:43.000]  福音的大使命
[00:00:43.000 --> 00:00:46.000]  其中記載在馬太福音裏面
[00:00:46.000 --> 00:00:48.000]  是很清楚的
[00:00:48.000 --> 00:00:51.000]  所以我們很希望在未來的幾年
[00:00:51.000 --> 00:00:53.000]  我們能夠在這方面
[00:00:53.000 --> 00:00:55.000]  做得更土主的喜悅
[00:00:55.000 --> 00:00:56.000]  既然是這樣的話
[00:00:56.000 --> 00:01:01.000]  我們需要深入去明白這段經文
[00:01:01.000 --> 00:01:05.000]  今天已經來到第三講
[00:01:05.000 --> 00:01:09.000]  第一講我們是一個概覽
[00:01:09.000 --> 00:01:10.000]  特別強調的是
[00:01:10.000 --> 00:01:14.000]  復活的主對門徒群體的差遣
[00:01:14.000 --> 00:01:17.000]  亦都是對我們的差遣
[00:01:17.000 --> 00:01:20.000]  差遣是有事給我們做
[00:01:20.000 --> 00:01:25.000]  所以教會是需要為主作供
[00:01:25.000 --> 00:01:28.000]  而復活主亦都是在升天之前
[00:01:28.000 --> 00:01:30.000]  臨別贈言
[00:01:30.000 --> 00:01:34.000]  一定要將很重要的事交託給我們
[00:01:34.000 --> 00:01:37.000]  所以我們要聽在心裏
[00:01:37.000 --> 00:01:38.000]  好了
[00:01:38.000 --> 00:01:40.000]  上一講我們說甚麼呢
[00:01:40.000 --> 00:01:42.000]  既然這麼重要
[00:01:42.000 --> 00:01:43.000]  我們就需要想想
[00:01:43.000 --> 00:01:45.000]  究竟要做些甚麼
[00:01:45.000 --> 00:01:48.000]  最重要的目標是甚麼呢
[00:01:48.000 --> 00:01:50.000]  在這段經文裏
[00:01:50.000 --> 00:01:52.000]  讓我們很清楚的知道
[00:01:52.000 --> 00:01:54.000]  最重要的目標
[00:01:54.000 --> 00:01:57.000]  就是使萬民作主的門徒
[00:01:57.000 --> 00:01:59.000]  所以我們上一講
[00:01:59.000 --> 00:02:00.000]  是叫做作主的門徒
[00:02:00.000 --> 00:02:03.000]  我們很深入的去探討一下
[00:02:03.000 --> 00:02:05.000]  甚麼叫做門徒
[00:02:05.000 --> 00:02:08.000]  怎樣作門徒
[00:02:08.000 --> 00:02:10.000]  因為主在這裏的吩咐
[00:02:10.000 --> 00:02:12.000]  是要我們作門徒
[00:02:12.000 --> 00:02:15.000]  由使萬民作門徒
[00:02:15.000 --> 00:02:16.000]  用萬民
[00:02:16.000 --> 00:02:19.000]  即是包括香港人以外的人
[00:02:19.000 --> 00:02:22.000]  所以我們不只是做本地的福音工作
[00:02:22.000 --> 00:02:25.000]  我們還要做海外的宣教
[00:02:25.000 --> 00:02:26.000]  差傳
[00:02:26.000 --> 00:02:28.000]  甚至今天我們在本地
[00:02:28.000 --> 00:02:32.000]  都要跨文化跨族裔來做這些工作
[00:02:32.000 --> 00:02:33.000]  這個才可以達到
[00:02:33.000 --> 00:02:35.000]  使萬民作主的門徒
[00:02:35.000 --> 00:02:37.000]  所以是很重要的
[00:02:37.000 --> 00:02:38.000]  我們上一次都強調
[00:02:38.000 --> 00:02:41.000]  作門徒的特徵標誌
[00:02:41.000 --> 00:02:42.000]  好了
[00:02:42.000 --> 00:02:44.000]  然後今天我們去學甚麼呢
[00:02:44.000 --> 00:02:46.000]  當我們明白了這個目標的時候
[00:02:46.000 --> 00:02:47.000]  我們就會問
[00:02:47.000 --> 00:02:51.000]  究竟怎樣達至這個目標呢
[00:02:51.000 --> 00:02:52.000]  有甚麼途徑
[00:02:52.000 --> 00:02:53.000]  有甚麼路徑
[00:02:53.000 --> 00:02:56.000]  幫我們去達到這個目標呢
[00:02:56.000 --> 00:03:00.000]  經文裏面有沒有說呢
[00:03:00.000 --> 00:03:04.000]  馬太的版本的大使命
[00:03:04.000 --> 00:03:06.000]  是告訴我們是有的
[00:03:06.000 --> 00:03:07.000]  是有的
[00:03:07.000 --> 00:03:09.000]  我們在剛才的經文裏面
[00:03:09.000 --> 00:03:11.000]  就可以很清楚的看到
[00:03:11.000 --> 00:03:13.000]  原來有三個途徑
[00:03:13.000 --> 00:03:15.000]  當我們好好地做
[00:03:15.000 --> 00:03:18.000]  又做得合乎主的心意的話
[00:03:18.000 --> 00:03:23.000]  其實就可以促成這個目標的來到
[00:03:23.000 --> 00:03:25.000]  這三個途徑
[00:03:25.000 --> 00:03:27.000]  在我們的和合本中文聖經
[00:03:27.000 --> 00:03:29.000]  看上去又不是那麼清晰
[00:03:29.000 --> 00:03:31.000]  但是原來在希臘文的原文
[00:03:31.000 --> 00:03:35.000]  在表達上就很清楚地讓我們知道
[00:03:35.000 --> 00:03:38.000]  原來我們是需要做這三方面的事
[00:03:38.000 --> 00:03:41.000]  然後當這樣去做的話
[00:03:41.000 --> 00:03:45.000]  就可以使更多人成為門徒
[00:03:45.000 --> 00:03:48.000]  所以今早我們就集中去思想這三方面
[00:03:48.000 --> 00:03:49.000]  這三方面
[00:03:49.000 --> 00:03:51.000]  我相信在第一節的概覽
[00:03:51.000 --> 00:03:52.000]  我都有提過了
[00:03:52.000 --> 00:03:55.000]  這三方面就是要去
[00:03:55.000 --> 00:03:57.000]  要施浸
[00:03:57.000 --> 00:04:00.000]  和要教訓
[00:04:00.000 --> 00:04:01.000]  這個很重要
[00:04:01.000 --> 00:04:03.000]  請大家真的很記得
[00:04:03.000 --> 00:04:05.000]  一想起福音大使命
[00:04:05.000 --> 00:04:06.000]  馬太版本
[00:04:06.000 --> 00:04:08.000]  馬太觀點的福音大使命的時候
[00:04:08.000 --> 00:04:12.000]  他提供出來的亮光就是這些
[00:04:12.000 --> 00:04:13.000]  要去
[00:04:13.000 --> 00:04:14.000]  講得更加準確
[00:04:14.000 --> 00:04:16.000]  是不斷地去
[00:04:16.000 --> 00:04:19.000]  不停下來的繼續去
[00:04:19.000 --> 00:04:20.000]  要施浸
[00:04:20.000 --> 00:04:21.000]  是不斷地施浸
[00:04:21.000 --> 00:04:22.000]  繼續地施浸
[00:04:22.000 --> 00:04:24.000]  連連地施浸
[00:04:24.000 --> 00:04:27.000]  然後不斷地去教訓
[00:04:27.000 --> 00:04:28.000]  培育
[00:04:28.000 --> 00:04:29.000]  栽培
[00:04:29.000 --> 00:04:30.000]  裝備
[00:04:30.000 --> 00:04:32.000]  不是只是一年半載
[00:04:32.000 --> 00:04:33.000]  是不斷地努力
[00:04:33.000 --> 00:04:35.000]  而弟兄姊妹要接受裝備
[00:04:35.000 --> 00:04:36.000]  接受訓練
[00:04:36.000 --> 00:04:38.000]  是要不斷地學習的
[00:04:38.000 --> 00:04:40.000]  不要停下來
[00:04:40.000 --> 00:04:42.000]  我們的生命是長進的
[00:04:42.000 --> 00:04:44.000]  這個很重要
[00:04:44.000 --> 00:04:47.000]  原來當我們能夠不斷地去
[00:04:47.000 --> 00:04:48.000]  不斷地施浸
[00:04:48.000 --> 00:04:49.000]  不斷地裝備
[00:04:49.000 --> 00:04:51.000]  又做得好的話
[00:04:51.000 --> 00:04:54.000]  我們就是進行福音大使命
[00:04:54.000 --> 00:04:57.000]  我們就可以見到更多門徒的出現
[00:04:57.000 --> 00:04:59.000]  而我們的教會
[00:04:59.000 --> 00:05:02.000]  就是主所起源的教會
[00:05:02.000 --> 00:05:03.000]  這個是耶穌基督
[00:05:03.000 --> 00:05:04.000]  復活主
[00:05:04.000 --> 00:05:06.000]  他升天之前
[00:05:06.000 --> 00:05:08.000]  對當日的門徒群體
[00:05:08.000 --> 00:05:09.000]  也是對今天
[00:05:09.000 --> 00:05:11.000]  我們這個門徒群體
[00:05:11.000 --> 00:05:14.000]  一個很重要的吩咐
[00:05:14.000 --> 00:05:15.000]  所以弟兄姊妹
[00:05:15.000 --> 00:05:17.000]  讓我們都聽在心裏面
[00:05:17.000 --> 00:05:18.000]  更加重要
[00:05:18.000 --> 00:05:19.000]  我們每一個人
[00:05:19.000 --> 00:05:21.000]  我們整間教會
[00:05:21.000 --> 00:05:26.000]  都回應耶穌基督這個吩咐
[00:05:26.000 --> 00:05:27.000]  好了
[00:05:27.000 --> 00:05:28.000]  我們稍微再深入一下
[00:05:28.000 --> 00:05:30.000]  去認識這三方面
[00:05:30.000 --> 00:05:34.000]  幫助我們能夠做得好
[00:05:34.000 --> 00:05:35.000]  土主的起源
[00:05:35.000 --> 00:05:36.000]  第一
[00:05:36.000 --> 00:05:37.000]  我們要去
[00:05:37.000 --> 00:05:40.000]  我們要不斷地去
[00:05:40.000 --> 00:05:41.000]  意思是甚麼呢
[00:05:41.000 --> 00:05:42.000]  很清楚的
[00:05:42.000 --> 00:05:43.000]  英文是go
[00:05:43.000 --> 00:05:45.000]  或者going
[00:05:45.000 --> 00:05:46.000]  不斷地去
[00:05:46.000 --> 00:05:47.000]  意思就是說
[00:05:47.000 --> 00:05:51.000]  我們不要只停留在我們這個地方
[00:05:51.000 --> 00:05:53.000]  我們不要只停留在
[00:05:53.000 --> 00:05:56.000]  我們自己這班人的中間
[00:05:56.000 --> 00:05:59.000]  我們不要只想著回來聚會
[00:05:59.000 --> 00:06:01.000]  當然回來聚會很重要
[00:06:01.000 --> 00:06:04.000]  我們不要只想著回來崇拜
[00:06:04.000 --> 00:06:05.000]  我們的信仰生活
[00:06:05.000 --> 00:06:07.000]  當然回來崇拜真的很重要
[00:06:07.000 --> 00:06:09.000]  但是不要停留在這裏
[00:06:09.000 --> 00:06:11.000]  因為耶穌基督對當日的門徒
[00:06:11.000 --> 00:06:13.000]  亦都對今天我們來說
[00:06:13.000 --> 00:06:15.000]  你們要去
[00:06:15.000 --> 00:06:18.000]  去是一個走出去的意思
[00:06:18.000 --> 00:06:21.000]  去是在我們的四幅圍牆之外
[00:06:21.000 --> 00:06:23.000]  去是講到我們不只是停留在
[00:06:23.000 --> 00:06:26.000]  我們一班相熟的小組團契主日學
[00:06:26.000 --> 00:06:28.000]  我們這個會眾群體
[00:06:28.000 --> 00:06:30.000]  去是講到我們想念到
[00:06:30.000 --> 00:06:32.000]  外面還有很多人
[00:06:32.000 --> 00:06:34.000]  未認識
[00:06:34.000 --> 00:06:35.000]  所以我們要去
[00:06:35.000 --> 00:06:36.000]  我們要去的時候
[00:06:36.000 --> 00:06:38.000]  就要去到他們的中間
[00:06:38.000 --> 00:06:40.000]  我們要去到我們的社區
[00:06:40.000 --> 00:06:42.000]  油尖旺區
[00:06:42.000 --> 00:06:44.000]  我們要去到香港其他的地方
[00:06:44.000 --> 00:06:46.000]  只要是主引領我們去
