
[00:00:00.000 --> 00:00:02.000]  那今天是信息
[00:00:02.000 --> 00:00:04.000]  那我就定一個題目
[00:00:04.000 --> 00:00:06.000]  當我在思考的時候
[00:00:06.000 --> 00:00:08.000]  我定一個題目
[00:00:08.000 --> 00:00:10.000]  主永恆的寶座
[00:00:10.000 --> 00:00:17.000]  在前言
[00:00:17.000 --> 00:00:19.000]  我就列了一下
[00:00:19.000 --> 00:00:25.000]  前言總共我列了四點
[00:00:31.000 --> 00:00:33.000]  請翻到前言
[00:00:33.000 --> 00:00:46.000]  每次我會講一些前言
[00:00:46.000 --> 00:00:48.000]  那前言
[00:00:48.000 --> 00:00:52.000]  也給我們知道這個經文的背景
[00:00:52.000 --> 00:00:54.000]  讓我們了解
[00:00:54.000 --> 00:00:56.000]  這個經文的背景
[00:00:58.000 --> 00:01:00.000]  我自己學習聖經的時候
[00:01:00.000 --> 00:01:02.000]  通常我會
[00:01:02.000 --> 00:01:03.000]  從這一段裡面
[00:01:03.000 --> 00:01:05.000]  若是靈修士
[00:01:05.000 --> 00:01:06.000]  我們就會看
[00:01:06.000 --> 00:01:09.000]  這一段神對我們的幫助是什麼
[00:01:09.000 --> 00:01:11.000]  若是信息的方式
[00:01:11.000 --> 00:01:14.000]  我們就會看
[00:01:14.000 --> 00:01:16.000]  這一段經文
[00:01:16.000 --> 00:01:19.000]  當時所發生的
[00:01:19.000 --> 00:01:22.000]  當時的真理
[00:01:22.000 --> 00:01:25.000]  當時所面對的是什麼
[00:01:26.000 --> 00:01:29.000]  所以我在前言第一項裡面
[00:01:29.000 --> 00:01:30.000]  我就講到
[00:01:30.000 --> 00:01:32.000]  這一段真理
[00:01:32.000 --> 00:01:33.000]  在詩篇
[00:01:33.000 --> 00:01:34.000]  九十三篇
[00:01:34.000 --> 00:01:36.000]  這一段詩
[00:01:36.000 --> 00:01:40.000]  跟九十五篇到一百篇
[00:01:40.000 --> 00:01:43.000]  他們學者
[00:01:43.000 --> 00:01:45.000]  認為
[00:01:45.000 --> 00:01:46.000]  也講到
[00:01:46.000 --> 00:01:48.000]  耶和華
[00:01:48.000 --> 00:01:50.000]  是王
[00:01:50.000 --> 00:01:51.000]  神是王
[00:01:51.000 --> 00:01:55.000]  強調耶和華的王權
[00:01:57.000 --> 00:02:01.000]  第二點
[00:02:01.000 --> 00:02:03.000]  那這一篇詩篇
[00:02:03.000 --> 00:02:06.000]  當時的背景是什麼呢
[00:02:06.000 --> 00:02:12.000]  根據學者他們的了解
[00:02:12.000 --> 00:02:14.000]  很有可能是立位人
[00:02:14.000 --> 00:02:16.000]  祭詩
[00:02:16.000 --> 00:02:20.000]  他們回來重建聖殿的時候
[00:02:20.000 --> 00:02:24.000]  所寫的一篇詩
[00:02:24.000 --> 00:02:28.000]  他們怎麼回來重建聖殿
[00:02:28.000 --> 00:02:32.000]  我們禮拜五的團慶
[00:02:32.000 --> 00:02:34.000]  我們也看到
[00:02:34.000 --> 00:02:39.000]  當猶太人被擄到巴比倫
[00:02:39.000 --> 00:02:45.000]  巴比倫王又被馬戴柏斯所滅
[00:02:45.000 --> 00:02:48.000]  他們
[00:02:48.000 --> 00:02:52.000]  因為古列王
[00:02:52.000 --> 00:02:56.000]  要他們回來重建聖殿
[00:02:56.000 --> 00:02:59.000]  他們回來重建聖殿
[00:02:59.000 --> 00:03:02.000]  就寫出神的王權
[00:03:02.000 --> 00:03:04.000]  神的寶座
[00:03:04.000 --> 00:03:07.000]  可是來建造聖殿的時候
[00:03:07.000 --> 00:03:09.000]  他們碰到什麼
[00:03:09.000 --> 00:03:11.000]  碰到難處
[00:03:11.000 --> 00:03:13.000]  他們建造聖殿的時候
[00:03:13.000 --> 00:03:16.000]  有當地的居民
[00:03:16.000 --> 00:03:19.000]  給他們難處
[00:03:19.000 --> 00:03:22.000]  那這也就是像第三節所說
[00:03:22.000 --> 00:03:24.000]  大水揚起
[00:03:24.000 --> 00:03:25.000]  大水發生
[00:03:25.000 --> 00:03:28.000]  波浪澎湃
[00:03:28.000 --> 00:03:33.000]  碰到難處
[00:03:33.000 --> 00:03:36.000]  那神也藉助這些領袖們
[00:03:36.000 --> 00:03:38.000]  來鼓勵
[00:03:38.000 --> 00:03:40.000]  閻華是王
[00:03:40.000 --> 00:03:44.000]  他是行公義的神
[00:03:44.000 --> 00:03:47.000]  從閻華是王
[00:03:47.000 --> 00:03:49.000]  行公義的神
[00:03:49.000 --> 00:03:55.000]  得到鼓勵得到安慰
[00:03:55.000 --> 00:03:56.000]  第四點
[00:03:56.000 --> 00:03:59.000]  在前言裡面
[00:03:59.000 --> 00:04:02.000]  我就列出
[00:04:02.000 --> 00:04:05.000]  在英文裡面有兩個字
[00:04:05.000 --> 00:04:08.000]  兩個字可以很好的成為對比
[00:04:08.000 --> 00:04:10.000]  一個是神治
[00:04:10.000 --> 00:04:12.000]  一個是民主
[00:04:12.000 --> 00:04:14.000]  什麼是神治
[00:04:14.000 --> 00:04:17.000]  英文裡面就是Diocracy
[00:04:17.000 --> 00:04:20.000]  Dio就是神
[00:04:20.000 --> 00:04:22.000]  神治
[00:04:22.000 --> 00:04:25.000]  民治就是Democracy
[00:04:25.000 --> 00:04:28.000]  就是民主
[00:04:28.000 --> 00:04:31.000]  所以在這一段裡面我們看到
[00:04:31.000 --> 00:04:36.000]  當以色列百姓遠離神的時候
[00:04:36.000 --> 00:04:42.000]  北國就受到亞述來屯免
[00:04:42.000 --> 00:04:47.000]  南國雖然比北國的壽命要長
[00:04:47.000 --> 00:04:52.000]  可是他們以自己為主
[00:04:52.000 --> 00:04:55.000]  不遵從神的旨意
[00:04:55.000 --> 00:04:58.000]  來敬拜百姓
[00:04:58.000 --> 00:05:00.000]  來敬拜真神
[00:05:00.000 --> 00:05:04.000]  百姓最後滅亡
[00:05:04.000 --> 00:05:06.000]  到巴比倫
[00:05:06.000 --> 00:05:10.000]  所以Diocracy就是神是統治者
[00:05:10.000 --> 00:05:12.000]  神是有主權
[00:05:12.000 --> 00:05:14.000]  神是有權柄的
[00:05:14.000 --> 00:05:19.000]  Democracy是以人選出來
[00:05:19.000 --> 00:05:23.000]  成為以人為主的
[00:05:23.000 --> 00:05:26.000]  所以這兩個不同的時候
[00:05:26.000 --> 00:05:29.000]  我們就看到結果的不同
[00:05:29.000 --> 00:05:31.000]  當以人為主的時候
[00:05:31.000 --> 00:05:35.000]  他們就被賭到外地去
[00:05:35.000 --> 00:05:37.000]  神還是憐憫他們
[00:05:37.000 --> 00:05:39.000]  他們回來
[00:05:39.000 --> 00:05:41.000]  所以這一首詩
[00:05:41.000 --> 00:05:45.000]  你看第一節
[00:05:45.000 --> 00:05:48.000]  言後華作王
[00:05:48.000 --> 00:05:51.000]  後面是一個什麼記號
[00:05:51.000 --> 00:05:53.000]  是一個驚嘆號
[00:05:53.000 --> 00:05:56.000]  不是言後華作王
[00:05:56.000 --> 00:05:58.000]  他言後華作王
[00:05:58.000 --> 00:06:00.000]  換句話說
[00:06:00.000 --> 00:06:03.000]  不可能的一件事情
[00:06:03.000 --> 00:06:07.000]  在外邦統治之下
[00:06:07.000 --> 00:06:09.000]  不可能發生的事
[00:06:09.000 --> 00:06:12.000]  神竟然鼓動
[00:06:12.000 --> 00:06:15.000]  攪動古列王
[00:06:15.000 --> 00:06:18.000]  讓他發命令
[00:06:18.000 --> 00:06:23.000]  使猶太人可以回到耶路撒冷
[00:06:23.000 --> 00:06:26.000]  去做間諜
[00:06:26.000 --> 00:06:28.000]  敬拜
[00:06:28.000 --> 00:06:32.000]  這叫神作王
[00:06:37.000 --> 00:06:41.000]  我們要從大綱來看
[00:06:41.000 --> 00:06:44.000]  大綱的第一點
[00:06:44.000 --> 00:06:49.000]  從這一段裡面
[00:06:49.000 --> 00:06:51.000]  只有五節
[00:06:51.000 --> 00:06:53.000]  不多
[00:06:53.000 --> 00:06:56.000]  作詩的人
[00:06:56.000 --> 00:06:59.000]  寫到神的寶座
[00:06:59.000 --> 00:07:01.000]  神作王
[00:07:01.000 --> 00:07:03.000]  是從天上
[00:07:03.000 --> 00:07:06.000]  講到地上
[00:07:06.000 --> 00:07:09.000]  從寶座說起
[00:07:09.000 --> 00:07:15.000]  講到他掌管統治大地
