
[00:00:00.000 --> 00:00:03.460]  今天我就選擇了一首詩篇
[00:00:03.460 --> 00:00:04.900]  其實詩篇第一篇
[00:00:04.900 --> 00:00:07.400]  跟大家去到思想的
[00:00:07.400 --> 00:00:08.300]  不如這樣吧
[00:00:08.300 --> 00:00:10.200]  我找一些經文出來
[00:00:10.200 --> 00:00:12.100]  看看大家
[00:00:12.100 --> 00:00:13.800]  我幫大家讀一次好嗎
[00:00:13.800 --> 00:00:16.860]  我們讀一讀詩篇第一篇
[00:00:16.860 --> 00:00:20.360]  我用了《環球聖經》易滿的經文
[00:00:20.360 --> 00:00:21.060]  詩篇這麼說
[00:00:21.060 --> 00:00:22.360]  這人真是有福
[00:00:22.360 --> 00:00:24.160]  他不從惡人的計謀
[00:00:24.160 --> 00:00:25.500]  不站罪人的道路
[00:00:25.500 --> 00:00:28.200]  不坐傲慢之人的座位
[00:00:28.200 --> 00:00:29.500]  相反而和華的律法
[00:00:29.500 --> 00:00:31.100]  是他的最愛
[00:00:31.100 --> 00:00:32.200]  也和華的律法
[00:00:32.200 --> 00:00:34.400]  偷奏夜默奏
[00:00:34.400 --> 00:00:38.100]  他像一顆樹栽種在原子水道旁
[00:00:38.100 --> 00:00:40.400]  案是後結果子
[00:00:40.400 --> 00:00:42.200]  葉子種不枯萎
[00:00:42.200 --> 00:00:45.800]  他所做的事全都順利
[00:00:45.800 --> 00:00:47.300]  惡人卻不是這樣
[00:00:47.300 --> 00:00:50.600]  反倒像康比被風吹散
[00:00:50.600 --> 00:00:53.700]  因此惡人在審判中將暫立不住
[00:00:53.700 --> 00:00:57.000]  罪人在異人的群體中也是這樣
[00:00:57.000 --> 00:00:59.500]  因為耶和華看顧異人的道路
[00:00:59.500 --> 00:01:01.900]  惡人的道路卻要滅亡
[00:01:01.900 --> 00:01:02.600]  好
[00:01:02.600 --> 00:01:06.800]  我們一起有個祈禱先
[00:01:06.800 --> 00:01:07.900]  天父上帝多謝祢
[00:01:07.900 --> 00:01:09.900]  因為祢賜下祢的說話
[00:01:09.900 --> 00:01:11.800]  祢的說話是我們腳前的燈
[00:01:11.800 --> 00:01:13.000]  路上的光
[00:01:13.000 --> 00:01:14.700]  祢指引我們
[00:01:14.700 --> 00:01:16.300]  我們需要聆聽祢的話
[00:01:16.300 --> 00:01:18.000]  所以就今天打開我們的心
[00:01:18.000 --> 00:01:19.600]  讓我們能夠明白
[00:01:19.600 --> 00:01:21.400]  更加讓我們跟從祢的說話
[00:01:21.400 --> 00:01:23.000]  祈禱奉耶穌基督的名
[00:01:23.000 --> 00:01:23.800]  回門
[00:01:23.800 --> 00:01:27.000]  藝術詩篇開始一句就叫做
[00:01:27.000 --> 00:01:28.400]  「這人真是有福」
[00:01:28.400 --> 00:01:29.800]  很吸引
[00:01:29.800 --> 00:01:31.000]  我們聽到「有福」
[00:01:31.000 --> 00:01:33.200]  我們很快就有很多想法想出來
[00:01:33.200 --> 00:01:34.000]  Fill in the blank
[00:01:34.000 --> 00:01:35.100]  有福的人是怎樣的
[00:01:35.100 --> 00:01:36.100]  工作順利
[00:01:36.100 --> 00:01:37.800]  有兒有女
[00:01:37.800 --> 00:01:38.700]  身體健康
[00:01:38.700 --> 00:01:39.500]  長命百歲
[00:01:39.500 --> 00:01:40.300]  又有財富
[00:01:40.300 --> 00:01:41.700]  很有福
[00:01:41.700 --> 00:01:43.200]  所以我們很多時候
[00:01:43.200 --> 00:01:44.900]  現在的廣告
[00:01:44.900 --> 00:01:46.100]  外面的那些
[00:01:46.100 --> 00:01:48.300]  都是你做這件事跟這件事
[00:01:48.300 --> 00:01:50.400]  那你就可以得到這些事情了
[00:01:50.400 --> 00:01:51.900]  很有福
[00:01:51.900 --> 00:01:53.500]  不過我們如果這樣讀聖經
[00:01:53.500 --> 00:01:54.900]  或者這樣理解上帝的話
[00:01:54.900 --> 00:01:56.300]  就會有些問題
[00:01:56.300 --> 00:01:58.300]  假設什麼叫做「有福」
[00:01:58.300 --> 00:02:00.800]  當我們跟著下面的那些做
[00:02:00.800 --> 00:02:02.300]  那就得福了
[00:02:02.300 --> 00:02:03.100]  其實說真的
[00:02:03.100 --> 00:02:04.600]  不用來教會
[00:02:04.600 --> 00:02:06.400]  你去黃大仙就差不多了
[00:02:06.400 --> 00:02:07.300]  你知道
[00:02:07.300 --> 00:02:08.400]  祈福嘛
[00:02:08.400 --> 00:02:10.100]  你心裡面想要些什麼
[00:02:10.100 --> 00:02:12.000]  那就拜一下神
[00:02:12.000 --> 00:02:12.600]  燒一下香
[00:02:12.600 --> 00:02:14.200]  祂就給你了
[00:02:14.200 --> 00:02:15.800]  所以我們發覺
[00:02:15.800 --> 00:02:19.000]  基督徒讀聖經又不應該這樣讀
[00:02:19.000 --> 00:02:23.200]  這句聖經的翻譯
[00:02:23.200 --> 00:02:25.900]  新譯本的翻譯是這樣的
[00:02:25.900 --> 00:02:26.800]  第一句叫做
[00:02:26.800 --> 00:02:28.500]  「有福的人」
[00:02:28.500 --> 00:02:31.200]  接著「冒號」兩點
[00:02:31.200 --> 00:02:31.600]  明白嗎
[00:02:31.600 --> 00:02:32.100]  就是祂說
[00:02:32.100 --> 00:02:32.900]  「有福的人」
[00:02:32.900 --> 00:02:34.100]  「冒號」兩點
[00:02:34.100 --> 00:02:35.900]  接著就告訴你
[00:02:35.900 --> 00:02:38.100]  原來對於基督徒來說
[00:02:38.100 --> 00:02:40.100]  對於屬於上帝的人來說
[00:02:40.100 --> 00:02:41.900]  祂定義什麼叫做「有福」
[00:02:41.900 --> 00:02:43.100]  就是我們要假設
[00:02:43.100 --> 00:02:45.500]  我們不知道什麼叫做「有福」
[00:02:45.500 --> 00:02:48.400]  接著才讀這首詩篇
[00:02:48.400 --> 00:02:52.500]  就會學習什麼叫做「有福」
[00:02:52.500 --> 00:02:54.300]  所以接著下去
[00:02:54.300 --> 00:02:57.000]  就好像查字典的定義
[00:02:57.000 --> 00:03:00.100]  究竟什麼叫做「有福」呢
[00:03:00.100 --> 00:03:01.700]  開始講了
[00:03:01.700 --> 00:03:03.800]  第一節後面就說
[00:03:03.800 --> 00:03:05.600]  「他不從惡人的計謀」
[00:03:05.600 --> 00:03:07.100]  「不暫罪人的道路」
[00:03:07.100 --> 00:03:10.300]  「不助傲慢之人的座位」
[00:03:10.300 --> 00:03:13.500]  不過我們現在打開的字典
[00:03:13.500 --> 00:03:16.000]  給定義是不會這樣的
[00:03:16.000 --> 00:03:17.600]  不會這麼負面的
[00:03:17.600 --> 00:03:19.500]  你今天覺得這些教學太負面了
[00:03:19.500 --> 00:03:20.500]  我們很正面的
[00:03:20.500 --> 00:03:22.100]  說什麼是
[00:03:22.100 --> 00:03:24.200]  不過特別的地方是
[00:03:24.200 --> 00:03:26.300]  詩人他定義「有福」
[00:03:26.300 --> 00:03:27.800]  用了三個「不」
[00:03:27.800 --> 00:03:29.500]  用了三個「no」開始
[00:03:29.500 --> 00:03:31.400]  對今天這麼正面的文化
[00:03:31.400 --> 00:03:32.500]  其實就是
[00:03:32.500 --> 00:03:33.900]  為什麼呢
[00:03:33.900 --> 00:03:35.500]  我們發覺這三個「不」
[00:03:35.500 --> 00:03:37.400]  是有些層次的
[00:03:37.400 --> 00:03:38.500]  第一是「從」
[00:03:38.500 --> 00:03:40.600]  「跟從」就是說正在走的
[00:03:40.600 --> 00:03:41.900]  惡人的計謀
[00:03:41.900 --> 00:03:42.500]  他這樣走
[00:03:42.500 --> 00:03:43.700]  你就跟著走
[00:03:43.700 --> 00:03:44.600]  接著下去
[00:03:44.600 --> 00:03:46.700]  「不暫罪人的道路」
[00:03:46.700 --> 00:03:48.800]  就是站在那裡
[00:03:48.800 --> 00:03:50.400]  走著走著站在那裡
[00:03:50.400 --> 00:03:51.600]  站定了
[00:03:51.600 --> 00:03:53.600]  「不助傲慢之人的座位」
