
[00:00:00.000 --> 00:00:05.000]  第二節聖經在馬太福音第28章第五到第六節
[00:00:05.000 --> 00:00:07.300]  這裡天使對婦女說不要害怕
[00:00:07.300 --> 00:00:11.000]  我知道你們是尋找那定十字架的耶穌
[00:00:11.000 --> 00:00:12.000]  他不在這裡
[00:00:12.000 --> 00:00:14.600]  照他所說的已經復活了
[00:00:14.600 --> 00:00:17.500]  你們來看安放主的地方
[00:00:17.500 --> 00:00:18.800]  第二節今天是復活節
[00:00:18.800 --> 00:00:20.400]  首先在這裡恭賀大家
[00:00:20.400 --> 00:00:22.400]  復活節非常非常快樂
[00:00:22.400 --> 00:00:23.400]  Amen
[00:00:23.400 --> 00:00:27.100]  Hallelujah
[00:00:27.100 --> 00:00:33.000]  兩千多年前天使向那些到墳墓來尋找耶穌的婦女說
[00:00:33.000 --> 00:00:34.400]  他不在這裡
[00:00:34.400 --> 00:00:37.900]  照他所說的已經復活了
[00:00:37.900 --> 00:00:42.100]  就從這一句話開始展開了基督教歷史
[00:00:42.100 --> 00:00:44.100]  嶄新的一頁
[00:00:44.100 --> 00:00:49.900]  因為主的復活是我們整個基督教信仰不可少的支柱
[00:00:49.900 --> 00:00:51.800]  主的復活證明了我們的主耶穌
[00:00:51.800 --> 00:00:54.300]  祂果然是神的兒子
[00:00:54.300 --> 00:01:00.400]  主的復活也證明了耶穌基督能夠有勝過罪惡死亡的詮釋
[00:01:00.400 --> 00:01:07.400]  主的復活更證明了耶穌基督已經為我們人類打開一條又新又活的道路
[00:01:07.400 --> 00:01:10.900]  這樣我們可以不再活在罪惡的匣子當中
[00:01:10.900 --> 00:01:14.900]  在基督裡面我們能得到從神而來的新生命
[00:01:14.900 --> 00:01:16.100]  Amen
[00:01:16.100 --> 00:01:19.100]  主的復活是我們信仰的核心
[00:01:19.100 --> 00:01:23.100]  也是我們基督徒得勝生活的關鍵
[00:01:23.100 --> 00:01:28.100]  難怪保羅在哥林多前書十五章十四節他這樣說
[00:01:28.100 --> 00:01:30.100]  他說基督沒有復活
[00:01:30.100 --> 00:01:32.100]  我們所傳的便是枉然
[00:01:32.100 --> 00:01:35.100]  你們所信的也是枉然
[00:01:35.100 --> 00:01:41.100]  我們看見很多人今天特別在信仰的道路上軟弱無力
[00:01:41.100 --> 00:01:47.100]  最主要的原因就是不明白主復活所帶給我們的恩典
[00:01:47.100 --> 00:01:52.100]  重要的是我們只把復活的真理當作一個屬靈的知識
[00:01:52.100 --> 00:01:54.100]  說說聽聽而已
[00:01:54.100 --> 00:02:00.100]  並不覺得主的復活與我們每天的生活有什麼密切的關係
[00:02:00.100 --> 00:02:07.100]  但事實上主的復活是我們基督徒得蒙神恩典祝福的關鍵
[00:02:07.100 --> 00:02:08.100]  Amen
[00:02:08.100 --> 00:02:14.100]  所以今天早上要跟大家分享主復活帶給我們的七大恩典
[00:02:14.100 --> 00:02:20.100]  平常只講三點所以今天復活節多講一點
[00:02:22.100 --> 00:02:27.100]  第一我們看見主的復活帶給我們得救的確句
[00:02:27.100 --> 00:02:29.100]  跟你們說主復活帶給我們得救的確句
[00:02:29.100 --> 00:02:31.100]  跟他說
[00:02:31.100 --> 00:02:34.100]  羅馬蘇帝五章第十節保羅說
[00:02:34.100 --> 00:02:39.100]  因我們做仇敵的時候且藉著神兒子的死得與神和好
[00:02:39.100 --> 00:02:43.100]  既已和好更要因他的生得救
[00:02:43.100 --> 00:02:45.100]  我們開始做一個基督徒
[00:02:45.100 --> 00:02:47.100]  你需要一個確信
[00:02:47.100 --> 00:02:50.100]  在基督裡面你是得救的人
[00:02:50.100 --> 00:02:51.100]  Amen
[00:02:51.100 --> 00:02:53.100]  別說你說我這麼軟弱
[00:02:53.100 --> 00:02:56.100]  怎麼而且有時候常常在罪惡過犯當中
[00:02:56.100 --> 00:02:59.100]  我怎麼是可能是得救呢
[00:02:59.100 --> 00:03:03.100]  這些聖經很確切的告訴我們兩件事情
[00:03:03.100 --> 00:03:06.100]  第一藉著神兒子的死
[00:03:06.100 --> 00:03:09.100]  我們得與神和好很重要
[00:03:09.100 --> 00:03:13.100]  因為本來我們是死在罪惡過犯當中
[00:03:13.100 --> 00:03:15.100]  我們與神是隔絕的
[00:03:15.100 --> 00:03:19.100]  但神的兒子主耶穌基督來到這個世界上
[00:03:19.100 --> 00:03:21.100]  為了罪死在十字架上
[00:03:21.100 --> 00:03:26.100]  代替我們承受神對罪惡一切的刑罰
[00:03:26.100 --> 00:03:28.100]  這為什麼每次在受難節的時候
[00:03:28.100 --> 00:03:32.100]  我們一定會念以塞爾書五十三章的經文
[00:03:32.100 --> 00:03:35.100]  以塞爾書五十三章第四節到第五節這裡說
[00:03:35.100 --> 00:03:38.100]  他誠然擔當了我們的憂患
[00:03:38.100 --> 00:03:40.100]  背負我們的痛苦
[00:03:40.100 --> 00:03:44.100]  我們卻以為他受責罰被神擊打苦帶了
[00:03:44.100 --> 00:03:46.100]  第五節哪知他為我們的過犯受害
[00:03:46.100 --> 00:03:48.100]  為我們的罪孽壓傷
[00:03:48.100 --> 00:03:50.100]  因他受的刑罰怎麼樣
[00:03:50.100 --> 00:03:51.100]  我們得平安
[00:03:51.100 --> 00:03:54.100]  因他受的鞭傷我們得一致
[00:03:54.100 --> 00:03:59.100]  這裡講到耶穌是為我們的罪來到這個世界上
[00:03:59.100 --> 00:04:01.100]  請問誰是我們呢
[00:04:01.100 --> 00:04:03.100]  就是你跟我嗎
[00:04:03.100 --> 00:04:06.100]  第二點你需要憑信心看見
[00:04:06.100 --> 00:04:09.100]  耶穌在十字架上所背負的
[00:04:09.100 --> 00:04:11.100]  不但是別人的罪
[00:04:11.100 --> 00:04:14.100]  更是你的罪我的罪
[00:04:14.100 --> 00:04:17.100]  耶穌在十字架上所承擔的
[00:04:17.100 --> 00:04:19.100]  不但是別人的憂患
[00:04:19.100 --> 00:04:22.100]  更是你的憂患我的憂患
[00:04:22.100 --> 00:04:27.100]  而且耶穌在十字架上已經承擔了神對罪惡一切的刑罰
[00:04:27.100 --> 00:04:32.100]  而神所審判過的地方神不會再審判
[00:04:32.100 --> 00:04:37.100]  你們這為什麼當主耶穌在十字架上斷氣那一剎那
[00:04:37.100 --> 00:04:42.100]  這已經讓聖殿的脈子從上到下裂為兩半了
[00:04:42.100 --> 00:04:48.100]  表明我們與神之間本來的罪的隔絕現在已經被逐劇了
[00:04:48.100 --> 00:04:51.100]  我們的罪已經得到赦免了
[00:04:51.100 --> 00:04:56.100]  所以藉著主耶穌基督我們能夠重新與神和好
[00:04:56.100 --> 00:04:59.100]  不但藉著耶穌的死我們與神和好
[00:04:59.100 --> 00:05:05.100]  第二藉著耶穌的生藉著祂的復活我們也能夠得救
[00:05:05.100 --> 00:05:08.100]  對不對主耶穌基督復活太重要了
[00:05:08.100 --> 00:05:14.100]  因為今天如果主耶穌只是為我們死在十字架上就結束了
[00:05:14.100 --> 00:05:19.100]  那對我們來講只不過是淚灑黃花悲劇一場不是嗎
[00:05:19.100 --> 00:05:22.100]  但感謝神主耶穌就是不但為我們死
[00:05:22.100 --> 00:05:25.100]  而且第三天從死裡復活了
[00:05:25.100 --> 00:05:31.100]  主的復活證明祂有勝過一切罪惡死亡的權兵
[00:05:31.100 --> 00:05:36.100]  在基督裡面一切罪惡的鎖鏈已經被斷開了你們
[00:05:36.100 --> 00:05:39.100]  這為什麼哥倫多後書第五章十七節
[00:05:39.100 --> 00:05:41.100]  我們非常熟悉這一同來年來
[00:05:41.100 --> 00:05:45.100]  為了人在基督裡他就是新造的人
[00:05:45.100 --> 00:05:48.100]  舊事已過都變成新的
[00:05:48.100 --> 00:05:52.100]  我很喜歡在這裡說是新造的人
[00:05:52.100 --> 00:05:58.100]  觀眾說今天無論你過去在多少的罪惡過犯當中
[00:05:58.100 --> 00:06:01.100]  無論你過去有多少的傷害跟軟弱
[00:06:01.100 --> 00:06:05.100]  只要你今天選擇在耶穌基督裡面
[00:06:05.100 --> 00:06:09.100]  選擇相信並接受耶穌做你個人的救助
[00:06:09.100 --> 00:06:12.100]  你在基督裡就是個新造的人
[00:06:12.100 --> 00:06:17.100]  這個新造的人是有那種起初神創造的意識在裡面
[00:06:17.100 --> 00:06:22.100]  是按照神起初的創造是神眼中看為美好的
[00:06:22.100 --> 00:06:27.100]  今天就算你說你做了基督徒有時候也在罪惡過犯當中
[00:06:27.100 --> 00:06:31.100]  但只要你每一天願意迴轉到基督的裡面
[00:06:31.100 --> 00:06:33.100]  每一天選擇在基督裡面
[00:06:33.100 --> 00:06:36.100]  你每天都可以做新造的人
[00:06:36.100 --> 00:06:41.100]  在基督裡面你要確信你是得救的
[00:06:41.100 --> 00:06:44.100]  神用重駕把你買贖回來
[00:06:44.100 --> 00:06:47.100]  你的生命是屬於神的
[00:06:47.100 --> 00:06:51.100]  沒有人能夠將你從神手中奪去的
[00:06:51.100 --> 00:06:55.100]  所以第一個主的復活帶給我們得救的確訣
[00:06:55.100 --> 00:06:58.100]  第二個主的復活帶給我們得勝的生命
[00:06:58.100 --> 00:07:03.100]  跟你們說主復活帶給我們得勝的生命
[00:07:03.100 --> 00:07:06.100]  哥倫多後書第二章十四節這裡說
[00:07:06.100 --> 00:07:09.100]  感謝神常率領我們在基督裡跨盛
[00:07:09.100 --> 00:07:15.100]  並藉著我們在各處顯揚那因認識基督而有的香氣
