
[00:00:00.000 --> 00:00:02.980]  在今天一齊我們在思想聖經說話之前
[00:00:02.980 --> 00:00:05.880]  我請大家和我在一起同心再祈禱
[00:00:05.880 --> 00:00:13.560]  主耶穌我們感謝祢
[00:00:13.560 --> 00:00:17.420]  因為祢實在賜下奇妙的救恩
[00:00:17.420 --> 00:00:20.720]  讓人的罪可以得蒙赦免
[00:00:20.720 --> 00:00:23.800]  我們今天一齊再思想祢自己
[00:00:23.800 --> 00:00:26.760]  救恩的道,悔改的道
[00:00:26.940 --> 00:00:30.820]  我們祈求祢的聖靈在我們心中指教我們
[00:00:30.820 --> 00:00:36.300]  讓我們豐富的深刻的領受祢自己的真道
[00:00:36.300 --> 00:00:40.880]  也在祢的面前能夠持守在福音裡面
[00:00:40.880 --> 00:00:43.260]  一生堅定的跟隨祢
[00:00:43.260 --> 00:00:47.000]  求祢帶領這段時間,祢與我們同在
[00:00:47.000 --> 00:00:50.320]  奉主耶穌名字求,阿們
[00:00:50.320 --> 00:00:55.260]  我們今天一齊思想某福音的一段經文
[00:00:55.500 --> 00:00:58.420]  大家會留意到在過去的一段時間
[00:00:58.420 --> 00:01:03.580]  教會會一直介紹有關於御苦節的一些資料
[00:01:03.580 --> 00:01:06.180]  很多弟兄姊妹都會知道
[00:01:06.180 --> 00:01:11.180]  御苦節是在復活節之前的40天的期間
[00:01:11.180 --> 00:01:14.720]  在這段時間裡面我們會一齊來紀念主耶穌
[00:01:14.720 --> 00:01:17.220]  祂曾經受苦
[00:01:17.220 --> 00:01:22.060]  也在過程當中為我們承擔很多的代價
[00:01:22.060 --> 00:01:25.020]  然後上十節教,然後復活
[00:01:25.660 --> 00:01:27.060]  當我們在這段時間裡面
[00:01:27.060 --> 00:01:31.020]  我們都會想到在御苦節的開始的時候
[00:01:31.020 --> 00:01:33.460]  我們提及有聖灰日
[00:01:33.460 --> 00:01:35.980]  也就是剛剛過去的一個日子
[00:01:35.980 --> 00:01:41.820]  這個日子也是將舊約的一個重要的訊息擺出來
[00:01:41.820 --> 00:01:42.980]  就是在舊約的時候
[00:01:42.980 --> 00:01:46.340]  當人們來向神表達他們的懊悔的時候
[00:01:46.340 --> 00:01:48.740]  他們會披麻蒙灰
[00:01:48.740 --> 00:01:53.300]  表達出他們心中面對神的那種悔改的心
[00:01:53.300 --> 00:01:58.540]  也都尋求神給人的憐憫、赦罪和拯救
[00:01:58.540 --> 00:02:00.580]  當我們想起一些事情的時候
[00:02:00.580 --> 00:02:02.900]  在今個星期開始
[00:02:02.900 --> 00:02:05.140]  有幾個星期我們都一直在思想著
[00:02:05.140 --> 00:02:08.980]  在主耶穌在受苦期間所發生的事情
[00:02:08.980 --> 00:02:14.140]  而今天我們思想的就是主帶來的悔改的道
[00:02:14.140 --> 00:02:16.860]  當然當我們弟兄姊妹我們驕圖信主的時候
[00:02:16.860 --> 00:02:18.980]  已經蒙受主的赦罪了
[00:02:18.980 --> 00:02:23.900]  你和我都領受了神給我們赦罪的救恩
[00:02:23.900 --> 00:02:28.740]  聖經就說我們在罪上面已經死去了
[00:02:28.740 --> 00:02:32.460]  我們不再受制於罪惡
[00:02:32.460 --> 00:02:37.460]  然後聖經就說我們已經和基督一起同釘在十字架上
[00:02:37.460 --> 00:02:40.900]  舊的被罪控制的生命
[00:02:40.900 --> 00:02:44.940]  已經和基督同釘在十字架上
[00:02:44.940 --> 00:02:46.740]  但當然在過程裡面
[00:02:46.740 --> 00:02:50.380]  如果我們什麼時候再陷在罪裡面
[00:02:50.380 --> 00:02:54.900]  聖經就說出這個情況是完全不合理的
[00:02:54.900 --> 00:02:57.340]  因此羅馬書特別提及
[00:02:57.340 --> 00:03:04.340]  在罪上死的人豈可以仍在罪中活著呢?
[00:03:04.340 --> 00:03:07.100]  如果在罪上面已經死了
[00:03:07.100 --> 00:03:11.660]  不應該再在罪裡面繼續生活
[00:03:11.660 --> 00:03:15.180]  因此聖經很多次重複地說述
[00:03:15.180 --> 00:03:17.420]  主耶穌的福音
[00:03:17.420 --> 00:03:19.460]  這個福音也讓我們看到
[00:03:19.460 --> 00:03:24.260]  我們需要緊緊抓住福音的應許
[00:03:24.260 --> 00:03:27.620]  我們遠離罪惡
[00:03:27.620 --> 00:03:33.660]  也領受主給我們悔改的道
[00:03:33.660 --> 00:03:36.580]  所以當我們思想這段經文的時候
[00:03:36.580 --> 00:03:41.020]  也讓我們想起我們今天領受了福音的道
[00:03:41.020 --> 00:03:44.020]  也持守在福音的道裡面
[00:03:44.020 --> 00:03:51.540]  也遠避在罪裡面再一次的試探和陷阱
[00:03:51.540 --> 00:03:53.380]  如果大家會記得在上個主日
[00:03:53.380 --> 00:03:55.660]  我們提過《雅各書》的經文
[00:03:55.660 --> 00:03:57.940]  《雅各書》的經文裡面提及到
[00:03:57.940 --> 00:03:59.980]  有人雖然認識了主
[00:03:59.980 --> 00:04:02.500]  後來失迷了真道
[00:04:02.500 --> 00:04:07.780]  也意味著被罪再一次誘惑了、迷惑了
[00:04:07.780 --> 00:04:10.660]  但有人將他們挽回過來的時候
[00:04:10.660 --> 00:04:15.220]  就免致他們靈魂死亡
[00:04:15.220 --> 00:04:17.260]  人在罪裡面
[00:04:17.260 --> 00:04:21.500]  如果失迷了、偏離了神的道
[00:04:21.500 --> 00:04:23.940]  聖經提出一個危險
[00:04:23.940 --> 00:04:27.020]  他們會靈魂死亡
[00:04:27.020 --> 00:04:31.060]  而唯有當我們一直在神的悔改的真道裡面
[00:04:31.060 --> 00:04:33.500]  持守著這份福音的道
[00:04:33.500 --> 00:04:38.060]  我們能夠站穩在救恩的裡面
[00:04:38.060 --> 00:04:43.940]  因此當我們這樣上到主耶穌的御府時間的時候
[00:04:43.940 --> 00:04:47.820]  我們今天先看福音書的第一章
[00:04:47.820 --> 00:04:49.780]  是一個很合適的時候
[00:04:49.780 --> 00:04:51.300]  所以我們一起翻開聖經
[00:04:51.300 --> 00:04:54.140]  看福音第一章的經文
[00:04:54.140 --> 00:04:58.140]  聖經提到耶穌基督的福音的開始
[00:04:58.140 --> 00:05:03.540]  大家請再看第一章第一節
[00:05:03.540 --> 00:05:08.180]  聖經提到神的義子耶穌基督的福音的開始
[00:05:08.180 --> 00:05:12.740]  然後講述到以創下先知的事情
[00:05:12.740 --> 00:05:14.500]  這句話大家都會很熟悉
[00:05:14.500 --> 00:05:17.380]  是耶穌基督的福音的開始
[00:05:17.380 --> 00:05:19.540]  大家如果信了主一段時間
[00:05:19.540 --> 00:05:21.220]  你會明白
[00:05:21.220 --> 00:05:24.020]  當聖經提到福音的時候
[00:05:24.020 --> 00:05:28.260]  不是單單提到這一卷馬可福音的開始
[00:05:28.260 --> 00:05:31.260]  而是提到耶穌基督的福音
[00:05:31.260 --> 00:05:34.620]  這個福音是耶穌基督所帶來的
[00:05:34.620 --> 00:05:39.540]  這個字也不單單是我們純粹的一個名稱
[00:05:39.540 --> 00:05:45.620]  聖經裡面主耶穌的名稱是蘊含著很豐富的含義
[00:05:45.620 --> 00:05:47.740]  聖經裡面提到耶穌
[00:05:47.740 --> 00:05:53.260]  耶穌這個字正正是在說耶和華是拯救
[00:05:53.260 --> 00:05:54.460]  所以大家
[00:05:54.460 --> 00:05:59.340]  你會想起當天使來到向藥室報信的時候
[00:05:59.340 --> 00:06:03.700]  鼓勵祂讓瑪利亞生下這個孩子
[00:06:03.700 --> 00:06:07.500]  要給祂起名叫耶穌
[00:06:07.500 --> 00:06:09.180]  然後聖經接著就說
[00:06:09.180 --> 00:06:16.100]  因祂要將自己的百姓從罪惡裡面救出來
[00:06:16.100 --> 00:06:19.100]  你知道耶穌這個名字正是在表達神
[00:06:19.100 --> 00:06:22.660]  一種清楚的對人的心意
[00:06:22.660 --> 00:06:25.060]  就是耶和華是拯救
[00:06:25.060 --> 00:06:29.060]  祂要拯救在罪裡面的人
[00:06:29.060 --> 00:06:31.900]  這個正是主耶穌祂來到地上
[00:06:31.900 --> 00:06:35.380]  一個最核心的祂的使命
[00:06:35.380 --> 00:06:37.380]  因此你和我上述讀到聖經講到
[00:06:37.380 --> 00:06:39.900]  基督耶穌降世
[00:06:39.900 --> 00:06:40.860]  是什麼?
[00:06:40.860 --> 00:06:44.900]  為要拯救罪人
[00:06:44.900 --> 00:06:46.900]  耶穌基督
[00:06:46.900 --> 00:06:51.060]  基督這個字也都表達一種很特別的含義
[00:06:51.060 --> 00:06:55.220]  就是神的受高者
[00:06:55.220 --> 00:07:00.140]  這位受高者是神所高納、神所委派的
[00:07:00.140 --> 00:07:01.140]  在舊約的時候
[00:07:01.140 --> 00:07:06.860]  當君王被高納作王的時候
[00:07:06.860 --> 00:07:11.180]  很多時候有先知擁有高納祂
[00:07:11.180 --> 00:07:17.220]  也都意味著是上帝所委派、所差遣的
[00:07:17.220 --> 00:07:20.900]  基督也都意味著祂是神所委派
[00:07:20.900 --> 00:07:23.380]  要承傳、拯救的
[00:07:23.380 --> 00:07:26.580]  因此這個福音不是從哪裡來
[00:07:26.580 --> 00:07:29.180]  不是從某些哲理帶來
[00:07:29.180 --> 00:07:31.660]  不是從某些偉人帶來
[00:07:31.660 --> 00:07:35.060]  是耶穌基督的福音
[00:07:35.060 --> 00:07:36.620]  福音當我們想到的時候
