
[00:00:00.000 --> 00:00:02.920]  在我們領受神的位置前,我們先低頭禱告
[00:00:02.920 --> 00:00:05.720]  天皇我們感謝祢,因為祢給我們有愛的家
[00:00:05.720 --> 00:00:07.220]  懇求祢來帶去賜福
[00:00:07.220 --> 00:00:10.760]  特別當我們還有高堂在我們家裏的時候
[00:00:10.760 --> 00:00:13.760]  祢賜福我們的爸爸媽媽,給我們有健康的身體
[00:00:13.760 --> 00:00:16.760]  也讓我們能夠珍惜我們彼此之間的關係
[00:00:16.760 --> 00:00:19.760]  也很希望我們每一個做父親母親的
[00:00:19.760 --> 00:00:21.760]  懂得怎樣好地用我們的生命
[00:00:21.760 --> 00:00:25.760]  用我們的教導來帶去培育我們的兒女
[00:00:25.760 --> 00:00:27.260]  帶領我們以下的時間
[00:00:27.260 --> 00:00:29.760]  讓我們所領受的能夠實踐
[00:00:29.760 --> 00:00:31.760]  祈禱拉動主義得勝的名
[00:00:31.760 --> 00:00:32.760]  Amen
[00:00:59.760 --> 00:01:03.760]  趁這個機會和家人慶祝父親節
[00:01:03.760 --> 00:01:04.760]  我想父親節的時候
[00:01:04.760 --> 00:01:07.760]  很自然就會想起我們的父母
[00:01:07.760 --> 00:01:09.760]  可能有些人的爸爸已經離開了世界
[00:01:09.760 --> 00:01:11.760]  但也很想你回想一下
[00:01:11.760 --> 00:01:15.760]  你自己的爸爸給你什麼印象
[00:01:15.760 --> 00:01:19.760]  原來我們發覺不同年齡、不同階段
[00:01:19.760 --> 00:01:22.760]  你對父親的印象是很不同的
[00:01:22.760 --> 00:01:24.760]  當你很小的時候
[00:01:24.760 --> 00:01:25.760]  或者你在讀幼稚園
[00:01:25.760 --> 00:01:28.760]  你覺得你爸爸高大威猛
[00:01:28.760 --> 00:01:29.760]  孔武有力
[00:01:29.760 --> 00:01:32.760]  抱起你拋高再折返都可以
[00:01:32.760 --> 00:01:34.760]  但到了你讀小學五、六年級
[00:01:34.760 --> 00:01:35.760]  你就發覺他不是
[00:01:35.760 --> 00:01:37.760]  至少他抱不起你
[00:01:37.760 --> 00:01:40.760]  當你來到少年時代
[00:01:40.760 --> 00:01:43.760]  你發覺距離是越來越遠
[00:01:43.760 --> 00:01:46.760]  發覺他不是很明白你的想法
[00:01:46.760 --> 00:01:49.760]  不是很認同你的一些行為
[00:01:49.760 --> 00:01:50.760]  當你出來工作之後
[00:01:50.760 --> 00:01:54.760]  你更加發覺你爸爸是老頑固
[00:01:54.760 --> 00:01:56.760]  原來有很多東西都不懂
[00:01:56.760 --> 00:01:58.760]  很簡單,我以前都不懂得用電腦
[00:01:58.760 --> 00:02:01.760]  很多東西都要靠我的孩子去幫我
[00:02:01.760 --> 00:02:03.760]  甚至當他晚年的時候
[00:02:03.760 --> 00:02:05.760]  你怎樣看你的父親
[00:02:05.760 --> 00:02:07.760]  我曾經和大家分享過
[00:02:07.760 --> 00:02:10.760]  在我心目中爸爸是一個很強的人
[00:02:10.760 --> 00:02:11.760]  白手興家
[00:02:11.760 --> 00:02:13.760]  但誰知當他病的時候
[00:02:13.760 --> 00:02:15.760]  特別當他中風
[00:02:15.760 --> 00:02:17.760]  我好心一句說話就是
[00:02:17.760 --> 00:02:20.760]  一個巨人終於跌低了
[00:02:20.760 --> 00:02:22.760]  當他在老人院的時候
[00:02:22.760 --> 00:02:26.760]  不能夠打理自己的生活的時候
[00:02:26.760 --> 00:02:30.760]  要由老人院的醫醫來服侍的時候
[00:02:30.760 --> 00:02:32.760]  我心裡更加難過
[00:02:32.760 --> 00:02:35.760]  所以原來我們對我們的父親母親
[00:02:35.760 --> 00:02:39.760]  往往可能是和我們不同年齡階段
[00:02:39.760 --> 00:02:42.760]  我們人生的經歷有不同的體會
[00:02:42.760 --> 00:02:44.760]  但無論如何不要忘記
[00:02:44.760 --> 00:02:48.760]  原來人類和人接觸的起點就是家庭
[00:02:48.760 --> 00:02:50.760]  家庭是最重要的
[00:02:50.760 --> 00:02:53.760]  當你娃娃落地的時候
[00:02:53.760 --> 00:02:55.760]  接觸你最多的
[00:02:55.760 --> 00:02:57.760]  現在可能是傭人
[00:02:57.760 --> 00:02:58.760]  但不要忘記
[00:02:58.760 --> 00:02:59.760]  往往就是我們的父母
[00:02:59.760 --> 00:03:02.760]  所以聖經裡面很重視家人
[00:03:02.760 --> 00:03:05.760]  大家很熟悉十誡裡面
[00:03:05.760 --> 00:03:07.760]  是有分開人和神
[00:03:07.760 --> 00:03:10.760]  和人和人之間的關係
[00:03:10.760 --> 00:03:12.760]  但是人和人之間的關係
[00:03:12.760 --> 00:03:13.760]  第一條誡命是什麼
[00:03:13.760 --> 00:03:16.760]  就是要孝敬父母
[00:03:16.760 --> 00:03:18.760]  所以我特別和一些父母說
[00:03:18.760 --> 00:03:19.760]  他們很害怕
[00:03:19.760 --> 00:03:22.760]  「慘了,將來我的子女死了
[00:03:22.760 --> 00:03:25.760]  連香都不能給我去吃」
[00:03:25.760 --> 00:03:26.760]  我就會問他
[00:03:26.760 --> 00:03:28.760]  「婆婆,你吃不吃煙?」
[00:03:28.760 --> 00:03:29.760]  他說「我不吃的」
[00:03:29.760 --> 00:03:31.760]  我說「對了,你生前都不吃煙的時候
[00:03:31.760 --> 00:03:34.760]  死了還要吸煙,吸煙危害健康」
[00:03:34.760 --> 00:03:37.760]  不要忘記原來你的兒女
[00:03:37.760 --> 00:03:38.760]  信了耶穌
[00:03:38.760 --> 00:03:41.760]  去遵守神的教導的時候
[00:03:41.760 --> 00:03:44.760]  是會特別的孝敬父母
[00:03:44.760 --> 00:03:45.760]  這是很重要
[00:03:45.760 --> 00:03:48.760]  這是人倫裡面的一個誡命
[00:03:48.760 --> 00:03:50.760]  但是請你記住
[00:03:50.760 --> 00:03:53.760]  誡命是要寫得較為寬闊一點
[00:03:53.760 --> 00:03:56.760]  不是死固固的
[00:03:56.760 --> 00:03:58.760]  當然如果要執法有沒有犯錯
[00:03:58.760 --> 00:04:00.760]  就要寫得很清楚
[00:04:00.760 --> 00:04:02.760]  十誡裡面只是說我們要孝敬父母
[00:04:02.760 --> 00:04:05.760]  沒有說我們怎樣孝敬
[00:04:05.760 --> 00:04:07.760]  如果他寫得細節一點
[00:04:07.760 --> 00:04:11.760]  「好,將你的收入十分之一
[00:04:11.760 --> 00:04:13.760]  帶去給你父母就已經夠了」
[00:04:13.760 --> 00:04:15.760]  這就叫孝敬
[00:04:15.760 --> 00:04:17.760]  可能你會做了這件事
[00:04:17.760 --> 00:04:20.760]  你已經完成了法律上的責任
[00:04:20.760 --> 00:04:22.760]  已經給了十分之一
[00:04:22.760 --> 00:04:24.760]  當你爸爸或媽媽生病的時候
[00:04:24.760 --> 00:04:26.760]  「不關我的事,我已經給錢了」
[00:04:26.760 --> 00:04:28.760]  就等醫院照顧他
[00:04:28.760 --> 00:04:30.760]  你可以不用去探望他
[00:04:30.760 --> 00:04:32.760]  但這絕對不是孝敬
[00:04:32.760 --> 00:04:35.760]  所以記住每一個人不同的家庭
[00:04:35.760 --> 00:04:38.760]  他孝敬的方法可能是不同的
[00:04:38.760 --> 00:04:42.760]  可能你父母是較為富裕的
[00:04:42.760 --> 00:04:45.760]  他需要的不是在乎你給他多少家用
[00:04:45.760 --> 00:04:48.760]  可能是很在乎你會不會多些陪伴他
[00:04:48.760 --> 00:04:50.760]  關心他
[00:04:50.760 --> 00:04:52.760]  勸寒問暖
[00:04:52.760 --> 00:04:53.760]  這是很重要的
[00:04:53.760 --> 00:04:56.760]  所以今天我們很重要了解這件事
[00:04:56.760 --> 00:04:59.760]  但今天我會和大家分享的課題
[00:04:59.760 --> 00:05:02.760]  不是怎樣孝敬父母
[00:05:02.760 --> 00:05:04.760]  反而我很想和大家分享
[00:05:04.760 --> 00:05:07.760]  你怎樣做一個好的爸爸
[00:05:07.760 --> 00:05:09.760]  做一個大丈夫
[00:05:09.760 --> 00:05:12.760]  「人必自母而後人母之」
[00:05:12.760 --> 00:05:15.760]  真真正正,如果你的生命很美麗
[00:05:15.760 --> 00:05:17.760]  你很愛惜你的兒女
[00:05:17.760 --> 00:05:21.760]  很自然你會得到你兒女的尊敬
[00:05:21.760 --> 00:05:25.760]  不是靠你所謂的權威、壓力迫他來孝敬你
[00:05:25.760 --> 00:05:28.760]  如果你做得不好的時候
[00:05:28.760 --> 00:05:30.760]  可能在你壓力底下
[00:05:30.760 --> 00:05:31.760]  你還是很小的時候
[00:05:31.760 --> 00:05:33.760]  你不能夠反抗的時候
[00:05:33.760 --> 00:05:36.760]  你可能表面是尊敬他
[00:05:36.760 --> 00:05:40.760]  但你心裡是不服他的
[00:05:40.760 --> 00:05:43.760]  所以我經常說孝敬往往是什麼呢?
[00:05:43.760 --> 00:05:45.760]  是來自你的內心
[00:05:45.760 --> 00:05:49.760]  但亦都很在乎做父母你是怎樣
[00:05:49.760 --> 00:05:51.760]  今天我們會從保羅裡面來看
[00:05:51.760 --> 00:05:53.760]  怎樣做一個大丈夫
[00:05:53.760 --> 00:05:55.760]  一個好的爸爸
[00:05:55.760 --> 00:05:57.760]  保羅雖然他沒有結婚
[00:05:57.760 --> 00:05:58.760]  他沒有自己的孩子
[00:05:58.760 --> 00:06:02.760]  但你知道他收納了提摩泰
[00:06:02.760 --> 00:06:04.760]  做他屬靈的兒子
[00:06:04.760 --> 00:06:07.760]  我們都會透過他和提摩泰之間的關係
[00:06:07.760 --> 00:06:11.760]  想想一個做父親應該怎樣對待他的孩子
[00:06:11.760 --> 00:06:13.760]  我覺得怎樣做大丈夫呢?
[00:06:13.760 --> 00:06:16.760]  就是遇挫而不敗
[00:06:16.760 --> 00:06:18.760]  剛才我們所讀這一段的經文
[00:06:18.760 --> 00:06:20.760]  是非常寶貴
[00:06:20.760 --> 00:06:23.760]  是每一個做大丈夫的都很想學到的
[00:06:23.760 --> 00:06:25.760]  我們不如再來讀一次
[00:06:25.760 --> 00:06:27.760]  我們再來讀一次
[00:06:27.760 --> 00:06:31.760]  我們四面受敵卻不被困住
[00:06:31.760 --> 00:06:34.760]  心裡作難卻不致失望
[00:06:34.760 --> 00:06:37.760]  遭逼迫卻不被刁棄
[00:06:37.760 --> 00:06:40.760]  打倒了卻不致失望
[00:06:40.760 --> 00:06:42.760]  如果你來看這一段的宣告
[00:06:42.760 --> 00:06:45.760]  你不得不承認保羅真是一個大丈夫
[00:06:45.760 --> 00:06:48.760]  他面對很多的挑戰、挫敗
[00:06:48.760 --> 00:06:50.760]  但他遇挫而不敗
[00:06:50.760 --> 00:06:51.760]  我們如果了解到保羅
[00:06:51.760 --> 00:06:54.760]  當他來信耶穌為主傳道的時候
[00:06:54.760 --> 00:06:58.760]  他面對的壓力和逼迫是非常沉重
[00:06:58.760 --> 00:07:01.760]  他試過被人抓去坐牢
[00:07:01.760 --> 00:07:04.760]  被人利大爺用棍打他
[00:07:04.760 --> 00:07:06.760]  每四十下就減一下
[00:07:06.760 --> 00:07:09.760]  他被打五次坐牢是無數的
[00:07:09.760 --> 00:07:12.760]  甚至他在勞斯德傳道的時候
[00:07:12.760 --> 00:07:15.760]  被人利大爺用石頭扔
[00:07:15.760 --> 00:07:18.760]  扔到他以為他死了
[00:07:18.760 --> 00:07:21.760]  把他拖出城外扔掉
[00:07:21.760 --> 00:07:23.760]  誰知他蘇醒之後
[00:07:23.760 --> 00:07:24.760]  他傻的
[00:07:24.760 --> 00:07:28.760]  再進城裡去宣講神的道
[00:07:28.760 --> 00:07:33.760]  你看到這種生命力是多麼堅強
[00:07:33.760 --> 00:07:38.760]  很值得每一個男士來欣賞和學習
[00:07:38.760 --> 00:07:40.760]  但我想告訴大家
[00:07:40.760 --> 00:07:44.760]  不單單外在的壓力
[00:07:44.760 --> 00:07:46.760]  我經常說一句話
[00:07:46.760 --> 00:07:48.760]  當你有愛的時候
[00:07:48.760 --> 00:07:50.760]  其實你是辛苦的
[00:07:50.760 --> 00:07:54.760]  一個不理自己家裡妻兒子女的人
[00:07:54.760 --> 00:07:56.760]  他可能活得很開心
[00:07:56.760 --> 00:07:58.760]  但當你有愛的時候
[00:07:58.760 --> 00:08:00.760]  你的壓力是沉重的
[00:08:00.760 --> 00:08:03.760]  保羅他不單有外在的壓力
