
[00:00:00.000 --> 00:00:06.000]  大英智慧平安,很高興今天可以繼續和大家一起聚會
[00:00:06.000 --> 00:00:09.000]  一起思想聖經
[00:00:09.000 --> 00:00:15.000]  今天是10月份我最後一次講到
[00:00:15.000 --> 00:00:19.000]  下星期四我要進醫院做手術
[00:00:19.000 --> 00:00:21.000]  這個手術挺大的
[00:00:21.000 --> 00:00:23.000]  所以我請了一個月病假
[00:00:23.000 --> 00:00:27.000]  我盼望長久保守
[00:00:27.000 --> 00:00:33.000]  在11月第三個星期,如果我可以康復得比較好
[00:00:33.000 --> 00:00:37.000]  我預備再回來和大家一起崇拜
[00:00:37.000 --> 00:00:39.000]  一起思想神的話
[00:00:39.000 --> 00:00:43.000]  好,我們先一起祈禱
[00:00:43.000 --> 00:00:46.000]  我們感謝你自己的恩典
[00:00:46.000 --> 00:00:48.000]  我們有生命氣息
[00:00:48.000 --> 00:00:51.000]  還有這個機會可以一同在這裡聚集經
[00:00:51.000 --> 00:00:54.000]  拜你,是你給我們的福氣
[00:00:54.000 --> 00:00:57.000]  現在我們要思想肥樂比書
[00:00:57.000 --> 00:00:59.000]  保羅全講的信息
[00:00:59.000 --> 00:01:02.000]  求扶你的靈保守帶領我們
[00:01:02.000 --> 00:01:05.000]  當我們思想到生死的問題的時候
[00:01:05.000 --> 00:01:09.000]  幫助我們真的更加有信心
[00:01:09.000 --> 00:01:11.000]  知道為你而活
[00:01:11.000 --> 00:01:14.000]  為福音而活是非常值得的一件事
[00:01:14.000 --> 00:01:16.000]  我們這樣禱告其求
[00:01:16.000 --> 00:01:19.000]  奉教耶穌基督的名,阿末
[00:01:19.000 --> 00:01:23.000]  今天的講題是為福音而死
[00:01:23.000 --> 00:01:25.000]  值得嗎?
[00:01:25.000 --> 00:01:29.000]  提到死,我知道華人文化有些忌諱
[00:01:29.000 --> 00:01:33.000]  但死又是人生的現實
[00:01:33.000 --> 00:01:35.000]  作為基督徒,我鼓勵大家
[00:01:35.000 --> 00:01:38.000]  要衝破文化的限制
[00:01:38.000 --> 00:01:41.000]  去思考死亡的問題
[00:01:41.000 --> 00:01:46.000]  我從前教會有一位弟兄從香港來
[00:01:46.000 --> 00:01:51.000]  他曾經和我分享過
[00:01:51.000 --> 00:01:56.000]  他不相信耶穌之前,很怕死
[00:01:56.000 --> 00:02:02.000]  他還提到有一年,他在舊曆年的時候
[00:02:02.000 --> 00:02:09.000]  很早,年初一凌晨
[00:02:09.000 --> 00:02:12.000]  很早就去了一間在香港很有名氣的寺廟
[00:02:12.000 --> 00:02:16.000]  做什麼呢?爭著上頭炷香
[00:02:16.000 --> 00:02:20.000]  但信以後,他不怕死
[00:02:20.000 --> 00:02:24.000]  他還帶著一張填好的表格
[00:02:24.000 --> 00:02:26.000]  是什麼表格呢?
[00:02:26.000 --> 00:02:30.000]  是要求醫院,假如他有什麼事
[00:02:30.000 --> 00:02:34.000]  不要用盡方法去延長他的壽命
[00:02:34.000 --> 00:02:38.000]  為什麼他會有這樣的轉變呢?
[00:02:38.000 --> 00:02:41.000]  因為從前,他對死後的事
[00:02:41.000 --> 00:02:43.000]  可以說是一無所知
[00:02:43.000 --> 00:02:46.000]  我們很多香港來的朋友都知道
[00:02:46.000 --> 00:02:49.000]  民間的傳說會告訴我們
[00:02:49.000 --> 00:02:55.000]  人死後,可能會被打入十八層地獄受苦
[00:02:55.000 --> 00:02:57.000]  所以他怕死
[00:02:57.000 --> 00:02:59.000]  但是信了耶穌之後
[00:02:59.000 --> 00:03:02.000]  他知道信徒死了之後
[00:03:02.000 --> 00:03:06.000]  是會去天堂,與主耶穌永遠同在
[00:03:06.000 --> 00:03:09.000]  所以他就不再怕死
[00:03:09.000 --> 00:03:12.000]  今天是肥立秘書的第二講
[00:03:12.000 --> 00:03:18.000]  上星期主任牧師已經為我們講了第一章一到十一節
[00:03:18.000 --> 00:03:20.000]  特別提到肥立秘的教會
[00:03:20.000 --> 00:03:24.000]  在錢財上、禱告上和行動上
[00:03:24.000 --> 00:03:28.000]  都是很積極參與保羅傳福音的工作
[00:03:28.000 --> 00:03:32.000]  主任牧師提到,而我也很有同感的就是
[00:03:32.000 --> 00:03:36.000]  有很多港元牧師講肥立秘書的時候
[00:03:36.000 --> 00:03:40.000]  都很喜歡以「喜樂」作為主題
[00:03:40.000 --> 00:03:42.000]  因為「喜樂」這個詞
[00:03:42.000 --> 00:03:46.000]  在這本書裡面出現了十二次
[00:03:46.000 --> 00:03:49.000]  在四章聖經出現了十二次
[00:03:49.000 --> 00:03:52.000]  真是可以說是很密集的出現
[00:03:52.000 --> 00:03:54.000]  但是教導信徒喜樂
[00:03:54.000 --> 00:03:59.000]  不是保羅寫這封信的主要目的
[00:03:59.000 --> 00:04:01.000]  我想告訴大家
[00:04:01.000 --> 00:04:03.000]  保羅寫這封信的目的
[00:04:03.000 --> 00:04:07.000]  其實是在一章二十七至三十節講明的
[00:04:07.000 --> 00:04:11.000]  我們先看看這個目的
[00:04:11.000 --> 00:04:17.000]  最重要的是,你們行事為人
[00:04:17.000 --> 00:04:21.000]  要與基督的福音相稱
[00:04:21.000 --> 00:04:23.000]  這樣無論我來見你們
[00:04:23.000 --> 00:04:26.000]  或不在你們那裡
[00:04:26.000 --> 00:04:29.000]  都可以聽到你們的警況
[00:04:29.000 --> 00:04:32.000]  知道你們同有一個心智
[00:04:32.000 --> 00:04:34.000]  站立得穩
[00:04:34.000 --> 00:04:38.000]  為福音的信仰齊心努力
[00:04:38.000 --> 00:04:42.000]  絲毫不怕敵人的威脅
[00:04:42.000 --> 00:04:45.000]  以此證明他們會沉淪
[00:04:45.000 --> 00:04:48.000]  你們會得救
[00:04:48.000 --> 00:04:50.000]  這事出於上帝
[00:04:50.000 --> 00:04:52.000]  因為你們蒙因
[00:04:52.000 --> 00:04:55.000]  不但得以信服基督
[00:04:55.000 --> 00:04:58.000]  而且要為他受苦
[00:04:58.000 --> 00:05:00.000]  你們的爭戰
[00:05:00.000 --> 00:05:03.000]  就與你們曾在我身上見過
[00:05:03.000 --> 00:05:07.000]  現在所聽到的是一樣的
[00:05:07.000 --> 00:05:09.000]  我們留意到《仕途古錄》
[00:05:09.000 --> 00:05:12.000]  一章二十七節一開始就講
[00:05:12.000 --> 00:05:16.000]  最重要的事
[00:05:16.000 --> 00:05:18.000]  其實是暗示了
[00:05:18.000 --> 00:05:20.000]  在他心裡最掛念的
[00:05:20.000 --> 00:05:23.000]  最想講的
[00:05:23.000 --> 00:05:26.000]  就是二十七至三十節所講的話
[00:05:26.000 --> 00:05:30.000]  這才是他寫這封信的出發點
[00:05:30.000 --> 00:05:32.000]  是他的目的
[00:05:32.000 --> 00:05:35.000]  從這幾節經文中
[00:05:35.000 --> 00:05:37.000]  我們可以看到
[00:05:37.000 --> 00:05:39.000]  他要鼓勵菲勒比信徒
[00:05:39.000 --> 00:05:41.000]  是否開心過日子呢
[00:05:41.000 --> 00:05:43.000]  不是這麼簡單
[00:05:43.000 --> 00:05:46.000]  是這幾節經文沒有提到喜樂
