
[00:00:00.000 --> 00:00:02.000]  我都感恩來到這裡
[00:00:02.000 --> 00:00:04.000]  因為其實我之前都去過
[00:00:04.000 --> 00:00:06.000]  差不多每一個地方
[00:00:06.000 --> 00:00:10.000]  利牧師就侍奉他都邀請過我
[00:00:10.000 --> 00:00:13.000]  所以我都是跟過他去四處走
[00:00:13.000 --> 00:00:20.000]  我現在主要是在送機神樂園那裡教書
[00:00:20.000 --> 00:00:23.000]  但我都是同一時間在監獄侍奉
[00:00:23.000 --> 00:00:25.000]  其實我是26年前
[00:00:25.000 --> 00:00:27.000]  剛剛是回歸之前
[00:00:27.000 --> 00:00:30.000]  1996年27年前來到香港
[00:00:30.000 --> 00:00:32.000]  學廣東話
[00:00:32.000 --> 00:00:35.000]  然後透過十年做監獄侍奉
[00:00:35.000 --> 00:00:41.000]  然後2008年開始做送機神樂園的老師
[00:00:41.000 --> 00:00:44.000]  但現在都會繼續進去監獄探訪
[00:00:44.000 --> 00:00:48.000]  大家都知道最近多了一些坐監的人
[00:00:48.000 --> 00:00:50.000]  都很有需要紀念他們
[00:00:50.000 --> 00:00:56.000]  當我們今天進到聆聽神帝的話語的
[00:00:56.000 --> 00:01:01.000]  時間,我想邀請大家首先有個簡單的禱告
[00:01:01.000 --> 00:01:07.000]  多謝上主,你帶領我們來到你的面前
[00:01:07.000 --> 00:01:12.000]  聆聽聖經的話,聆聽從你而來的話
[00:01:12.000 --> 00:01:15.000]  求主給一個完全安靜的心給我們
[00:01:15.000 --> 00:01:20.000]  為了你的說話可以住在我們的心裡面
[00:01:20.000 --> 00:01:23.000]  塑造我們的心,我們的靈性
[00:01:23.000 --> 00:01:27.000]  也都求主帶領你的僕人講出從你而來的神色
[00:01:27.000 --> 00:01:31.000]  多謝上主聽我們的禱告,奉耶穌基督的名
[00:01:31.000 --> 00:01:33.000]  阿們
[00:01:33.000 --> 00:01:36.000]  今天早上我們在神學院
[00:01:36.000 --> 00:01:39.000]  每年都會有一些新的同學進來
[00:01:39.000 --> 00:01:44.000]  每一次我們一班老師會一起面試
[00:01:44.000 --> 00:01:48.000]  很多年前黎牧師都會經歷過
[00:01:48.000 --> 00:01:50.000]  今早都有相同
[00:01:50.000 --> 00:01:53.000]  每一次都是一個很令人感動的和感恩的過程
[00:01:53.000 --> 00:01:55.000]  因為見到很多不同的人
[00:01:55.000 --> 00:01:57.000]  在很短的時間和他們傾談
[00:01:57.000 --> 00:02:00.000]  又是問他們有什麼原因
[00:02:00.000 --> 00:02:03.000]  有什麼興趣,為什麼想讀神學
[00:02:03.000 --> 00:02:05.000]  有什麼背景那類
[00:02:05.000 --> 00:02:10.000]  當中有其中一個姊妹叫做Chris
[00:02:10.000 --> 00:02:14.000]  她都是表達她其實都有很多的
[00:02:14.000 --> 00:02:20.000]  她已經洗了,信了主好一段時間
[00:02:20.000 --> 00:02:23.000]  但是都繼續有掙扎
[00:02:23.000 --> 00:02:29.000]  她有很多時候覺得自己不知道是否信真的神
[00:02:29.000 --> 00:02:32.000]  是對的神,是否真的這個神才是對的
[00:02:32.000 --> 00:02:36.000]  所以她有很多這方面的疑惑
[00:02:36.000 --> 00:02:39.000]  她就是想為了克服她的疑惑
[00:02:39.000 --> 00:02:45.000]  和軟弱群苦,理性上或是一個靈性上的群苦
[00:02:45.000 --> 00:02:49.000]  想進來讀神學,想深化她的信心
[00:02:49.000 --> 00:02:51.000]  當我聽到她的時候
[00:02:51.000 --> 00:02:57.000]  她的分享就是很想起到今天的人物
[00:02:57.000 --> 00:02:59.000]  主要的人物就是多瑪
[00:02:59.000 --> 00:03:02.000]  她相同都有很多的疑惑
[00:03:02.000 --> 00:03:09.000]  聖經的傳統或教會的傳統叫她有疑惑的多瑪
[00:03:09.000 --> 00:03:12.000]  這個多瑪其實是很有趣的人
[00:03:12.000 --> 00:03:14.000]  特別她的名字是很有趣的
[00:03:14.000 --> 00:03:17.000]  聖經介紹兩個她的名字
[00:03:17.000 --> 00:03:20.000]  一個叫做低土瑪,第二個是多瑪
[00:03:20.000 --> 00:03:24.000]  其實兩個講法低土瑪或者多瑪
[00:03:24.000 --> 00:03:27.000]  是一樣的名字,一樣的意思
[00:03:27.000 --> 00:03:30.000]  第一個就是低土瑪就是希臘文
[00:03:30.000 --> 00:03:33.000]  第二個多瑪就是阿蘭文
[00:03:33.000 --> 00:03:37.000]  阿蘭文就是當時好像希伯雷文講的語言
[00:03:37.000 --> 00:03:39.000]  不同希臘希伯雷文不一樣的
[00:03:39.000 --> 00:03:44.000]  但是相同的,可以說是一個Dialect那類
[00:03:44.000 --> 00:03:47.000]  當時耶穌講的語言就是阿蘭文
[00:03:47.000 --> 00:03:51.000]  當祂說在被釘著十字架
[00:03:51.000 --> 00:03:55.000]  祂就是講阿蘭文
[00:03:55.000 --> 00:04:01.000]  所以阿蘭文當時是普通人所講的語言
[00:04:01.000 --> 00:04:04.000]  總之低土瑪和多瑪的意思就是一樣
[00:04:04.000 --> 00:04:07.000]  意思就是雙胞胎
[00:04:07.000 --> 00:04:13.000]  我們不知道,但是這麼多就是知道
[00:04:13.000 --> 00:04:15.000]  現在我所講的是大家都不知道
[00:04:15.000 --> 00:04:17.000]  但是真的猜到了
[00:04:17.000 --> 00:04:21.000]  我們不知道她為什麼叫做多瑪或者雙胞胎
[00:04:21.000 --> 00:04:25.000]  是不是因為她真的是一個雙胞胎
[00:04:25.000 --> 00:04:30.000]  或者是她的名字,她的真名或者是她的花名
[00:04:30.000 --> 00:04:32.000]  如果是她的花名
[00:04:32.000 --> 00:04:37.000]  是不是因為她是一個人的雙胞胎
[00:04:37.000 --> 00:04:40.000]  如果是這樣就是誰的雙胞胎
[00:04:40.000 --> 00:04:45.000]  有些教會的傳統就說她就是耶穌的雙胞胎
[00:04:45.000 --> 00:04:46.000]  但是如果她是耶穌的雙胞胎
[00:04:46.000 --> 00:04:48.000]  應該不是真雙胞胎
[00:04:48.000 --> 00:04:52.000]  因為我們沒有其他地方聽過耶穌有個雙胞胎
[00:04:52.000 --> 00:04:55.000]  所以如果是耶穌的雙胞胎
[00:04:55.000 --> 00:04:58.000]  就可能是因為她像耶穌的樣子
[00:04:58.000 --> 00:05:01.000]  我們不知道,真的猜到了
[00:05:01.000 --> 00:05:05.000]  我們就要想像當時的世界
[00:05:05.000 --> 00:05:11.000]  就是沒有電視,沒有拍照,沒有社交媒體等等
[00:05:11.000 --> 00:05:16.000]  就是那些人不清楚耶穌其實是誰
[00:05:16.000 --> 00:05:21.000]  所以有的時候你們可以想像耶穌跟她一班人進來一個村子裡面
[00:05:21.000 --> 00:05:23.000]  或者是一個小的城市
[00:05:23.000 --> 00:05:27.000]  可能那些人看到一班人進來
[00:05:27.000 --> 00:05:30.000]  可能當初有些人說是不是那個是耶穌的
[00:05:30.000 --> 00:05:32.000]  接著可能有些人說不是
[00:05:32.000 --> 00:05:35.000]  她就是,她很像她的樣子
[00:05:35.000 --> 00:05:37.000]  但是她不是,好像她的媽媽那樣
[00:05:37.000 --> 00:05:39.000]  所以那些人可能我們可以想像
[00:05:39.000 --> 00:05:43.000]  可能以為她就是不清楚是誰是耶穌
[00:05:43.000 --> 00:05:45.000]  誰是她像她的樣子
[00:05:45.000 --> 00:05:46.000]  這個是一個機會
[00:05:46.000 --> 00:05:49.000]  但是可能她其實不是耶穌的媽媽
[00:05:49.000 --> 00:05:53.000]  而是她可能是一世的門徒的媽媽
[00:05:53.000 --> 00:05:56.000]  就是她們的,好像門徒的一世的twin
[00:05:56.000 --> 00:05:59.000]  是不像她們的樣子
[00:05:59.000 --> 00:06:01.000]  因為這麼多的門徒當然有不同的樣子
[00:06:01.000 --> 00:06:04.000]  而是可能像她們的心
[00:06:04.000 --> 00:06:11.000]  可能她是跟其他的門徒有相同的心情
[00:06:11.000 --> 00:06:15.000]  相同的心靈
[00:06:15.000 --> 00:06:16.000]  我們可以想像
[00:06:16.000 --> 00:06:20.000]  這個異惑不只是屬於多瑪
[00:06:20.000 --> 00:06:24.000]  而是可能屬於整一班門徒
[00:06:24.000 --> 00:06:31.000]  我們要回顧當時的門徒的心情
[00:06:31.000 --> 00:06:33.000]  兩個星期前
[00:06:33.000 --> 00:06:38.000]  他們就是經歷過這個終止主日
[00:06:38.000 --> 00:06:42.000]  這個歡迎耶穌進來耶路撒冷
[00:06:42.000 --> 00:06:44.000]  他們就以為
[00:06:44.000 --> 00:06:51.000]  有這個末世代的皇帝進來城城
[00:06:51.000 --> 00:06:53.000]  會拯救他們
[00:06:53.000 --> 00:06:55.000]  會踢走羅馬的兵軍
[00:06:55.000 --> 00:06:57.000]  會踢走希律的
[00:06:57.000 --> 00:07:03.000]  就是本地的政治的統治意識力的人物
[00:07:03.000 --> 00:07:05.000]  會令他們得到釋放
[00:07:05.000 --> 00:07:09.000]  他們有真實的希望會令他們得到釋放
[00:07:09.000 --> 00:07:13.000]  因為他們一切的人都很受苦
[00:07:13.000 --> 00:07:16.000]  這個受苦就是令聖上的苦難
[00:07:16.000 --> 00:07:18.000]  是一個很實體的苦難
[00:07:18.000 --> 00:07:19.000]  因為當時的意識力
[00:07:19.000 --> 00:07:21.000]  是被一個羅馬的政府
[00:07:21.000 --> 00:07:29.000]  和一個本地的政治人
[00:07:29.000 --> 00:07:33.000]  是一個國王希律所統治的
[00:07:33.000 --> 00:07:35.000]  令一班人都很受苦
[00:07:35.000 --> 00:07:37.000]  就是小部份是享受
[00:07:37.000 --> 00:07:39.000]  大部份就是受苦
[00:07:39.000 --> 00:07:42.000]  所以他們就是希望這個耶穌會
[00:07:42.000 --> 00:07:44.000]  令他們得到釋放
[00:07:44.000 --> 00:07:47.000]  所以他們很外大地歡迎他
[00:07:47.000 --> 00:07:48.000]  過了一段時間
[00:07:48.000 --> 00:07:49.000]  幾天之後
[00:07:49.000 --> 00:07:52.000]  他就是被政府抓
