
[00:00:00.000 --> 00:00:02.000]  今天我們來到馬克福音
[00:00:02.000 --> 00:00:04.000]  而去到一段聖經
[00:00:04.000 --> 00:00:07.000]  我覺得是一段很大的挑戰的一段聖經
[00:00:07.000 --> 00:00:09.000]  是去到馬克福音第十三章
[00:00:09.000 --> 00:00:12.000]  由第一節到第三十七節
[00:00:12.000 --> 00:00:15.000]  這個挑戰是因為今天的經文很長
[00:00:15.000 --> 00:00:17.000]  而我要在三十分鐘之內
[00:00:17.000 --> 00:00:19.000]  講完這三十七節聖經
[00:00:19.000 --> 00:00:21.000]  幾乎可能是不可能的事
[00:00:21.000 --> 00:00:24.000]  但當我自己去思考這段聖經的時候
[00:00:24.000 --> 00:00:25.000]  今天我的題目就是
[00:00:25.000 --> 00:00:27.000]  在警醒當中
[00:00:27.000 --> 00:00:30.000]  去等候主再回來
[00:00:30.000 --> 00:00:32.000]  因為馬克福音第十三章
[00:00:32.000 --> 00:00:34.000]  和馬太福音二十四章
[00:00:34.000 --> 00:00:36.000]  和路加福音第二十一章
[00:00:36.000 --> 00:00:39.000]  很多人都會覺得這三章的聖經
[00:00:39.000 --> 00:00:41.000]  當我們平排放在一起去看的時候
[00:00:41.000 --> 00:00:44.000]  很多的學者或者很多傳統的目者
[00:00:44.000 --> 00:00:48.000]  都會覺得這些是講到將來必成的事
[00:00:48.000 --> 00:00:50.000]  也都是關乎末世的事
[00:00:50.000 --> 00:00:52.000]  所以換言之
[00:00:52.000 --> 00:00:55.000]  我們去處理末世的一些事情的時候
[00:00:55.000 --> 00:00:57.000]  都是一些挑戰
[00:00:57.000 --> 00:00:59.000]  因為我們現在是否已經去到末世呢?
[00:00:59.000 --> 00:01:03.000]  或者是一段很長的時間才是末世呢?
[00:01:03.000 --> 00:01:04.000]  很多的學者就說
[00:01:04.000 --> 00:01:08.000]  馬克福音第十三章可以被稱為小啟示錄
[00:01:08.000 --> 00:01:09.000]  換言之
[00:01:09.000 --> 00:01:12.000]  真的講了很多將來發生的事
[00:01:12.000 --> 00:01:13.000]  當然過去兩個星期
[00:01:13.000 --> 00:01:15.000]  我們不同的講員不同的目者
[00:01:15.000 --> 00:01:17.000]  去分析去分享的時候
[00:01:17.000 --> 00:01:19.000]  我們知道由第十一章開始
[00:01:19.000 --> 00:01:24.000]  馬克福音都是在講耶穌最後一個星期的工作
[00:01:24.000 --> 00:01:26.000]  而今天去到第十三章
[00:01:26.000 --> 00:01:29.000]  第一節的時候已經是去到第三天
[00:01:29.000 --> 00:01:32.000]  也是星期二去到尾聲
[00:01:32.000 --> 00:01:35.000]  當耶穌和一班猶太教的領袖
[00:01:35.000 --> 00:01:37.000]  很多的爭拗之後
[00:01:37.000 --> 00:01:39.000]  在聖殿裏面很多的爭拗之後
[00:01:39.000 --> 00:01:41.000]  耶穌去到最後一個總結
[00:01:41.000 --> 00:01:43.000]  就是提到一個窮寡婦
[00:01:43.000 --> 00:01:45.000]  祂給了兩個小錢
[00:01:45.000 --> 00:01:46.000]  一個窮寡婦
[00:01:46.000 --> 00:01:48.000]  耶穌親自去讚賞她
[00:01:48.000 --> 00:01:51.000]  祂說我們不要學一些民事法理初人
[00:01:51.000 --> 00:01:53.000]  只是單單看外在的榮耀
[00:01:53.000 --> 00:01:55.000]  而是要學窮寡婦
[00:01:55.000 --> 00:01:57.000]  雖然祂並不起眼的一個人
[00:01:57.000 --> 00:02:00.000]  但祂將祂全部的兩個小錢
[00:02:00.000 --> 00:02:02.000]  放在奉獻上當中
[00:02:02.000 --> 00:02:06.000]  所以耶穌就說奉獻的數字不是上帝所體寵
[00:02:06.000 --> 00:02:10.000]  反而奉獻的心態是上帝所鼓勵
[00:02:10.000 --> 00:02:12.000]  當然去到尾聲的時候
[00:02:12.000 --> 00:02:16.000]  當我們離開聖殿準備去一個新的地方
[00:02:16.000 --> 00:02:18.000]  這個地方當然我們看回聖經
[00:02:18.000 --> 00:02:19.000]  就是去到橄欖山
[00:02:19.000 --> 00:02:22.000]  由聖殿離開聖殿去到橄欖山
[00:02:22.000 --> 00:02:24.000]  也有一段傲情
[00:02:24.000 --> 00:02:27.000]  當時門徒就望著這個聖殿
[00:02:27.000 --> 00:02:29.000]  就跟耶穌說了一句話
[00:02:29.000 --> 00:02:31.000]  祂說請看
[00:02:31.000 --> 00:02:34.000]  這是何等的石頭
[00:02:34.000 --> 00:02:36.000]  何等的電雨
[00:02:36.000 --> 00:02:38.000]  當然我上次說過
[00:02:38.000 --> 00:02:42.000]  這個聖殿是希臘王曾經將它擴建
[00:02:42.000 --> 00:02:44.000]  也將它重新裝修
[00:02:44.000 --> 00:02:45.000]  換言之
[00:02:45.000 --> 00:02:50.000]  這個聖殿已經不只是單單在哈該時代
[00:02:50.000 --> 00:02:54.000]  所發白所起的第二個聖殿的外表
[00:02:54.000 --> 00:02:58.000]  擴大了也美化了一個聖殿
[00:02:58.000 --> 00:03:01.000]  所以這班門徒就望著聖殿
[00:03:01.000 --> 00:03:03.000]  嘩!你看看這些石頭
[00:03:03.000 --> 00:03:04.000]  嘩!看看這個電雨
[00:03:04.000 --> 00:03:09.000]  誰知耶穌的回應是非常潑冷水的
[00:03:09.000 --> 00:03:11.000]  祂說了一句話
[00:03:11.000 --> 00:03:14.000]  祂說你看見這個大的電雨窩
[00:03:14.000 --> 00:03:17.000]  將來在這裡沒有一塊石頭
[00:03:17.000 --> 00:03:21.000]  留在石頭上不被拆毀了
[00:03:21.000 --> 00:03:23.000]  即是他們說
[00:03:23.000 --> 00:03:25.000]  耶穌看看這些石頭
[00:03:25.000 --> 00:03:27.000]  耶穌看看這個電雨
[00:03:27.000 --> 00:03:29.000]  但耶穌說很快有一天
[00:03:29.000 --> 00:03:34.000]  石頭上不會有另一塊石頭不被拆毀
[00:03:34.000 --> 00:03:36.000]  耶穌的意思是
[00:03:36.000 --> 00:03:40.000]  整座聖殿有一天會完全被摧毀
[00:03:40.000 --> 00:03:43.000]  當然很多解經家就說
[00:03:43.000 --> 00:03:47.000]  為什麼這個門徒會說那個石頭呢
[00:03:47.000 --> 00:03:48.000]  有什麼特別呢
[00:03:48.000 --> 00:03:49.000]  看那個石頭
[00:03:49.000 --> 00:03:51.000]  大家經常都見到石頭
[00:03:51.000 --> 00:03:54.000]  原來在傳統的一些解經裡
[00:03:54.000 --> 00:04:00.000]  他說昔日的石頭是50尺乘25尺乘15尺的
[00:04:00.000 --> 00:04:04.000]  一個立體的體積的大
[00:04:04.000 --> 00:04:07.000]  即是50尺乘15尺乘25尺
[00:04:07.000 --> 00:04:09.000]  嘩!很大的一個石頭
[00:04:09.000 --> 00:04:10.000]  所以門徒就說
